Depth sed [m]	Age [ka BP]	Samp m [g]	Foram plankt [#]	G. bulloides [#/g]	G. quinqueloba [#/g]	G. glutinata [#/g]	G. uvula [#/g]	G. aequilateralis [#/g]	O. universa [#/g]	G. inflata [#/g]	G. scitula [#/g]	B. megastoma [#/g]	N. pachyderma s [#/g]	N. pachyderma d [#/g]	Foram plankt indet [#/g]
0.68	20.950	24.61	395	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5645.87	204.77	5850.64
