Depth sed [m]	Age [ka BP]	Samp m [g]	Foram plankt [#]	G. bulloides [#/g]	G. quinqueloba [#/g]	G. glutinata [#/g]	G. uvula [#/g]	G. aequilateralis [#/g]	O. universa [#/g]	G. inflata [#/g]	G. scitula [#/g]	B. megastoma [#/g]	N. pachyderma s [#/g]	N. pachyderma d [#/g]	Foram plankt indet [#/g]
0.30	23.543	27.70	479	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4072.20	207.94	4280.14
