Depth sed [m]	Age [ka BP]	Samp m [g]	Foram plankt [#]	G. bulloides [#/g]	G. quinqueloba [#/g]	G. glutinata [#/g]	G. uvula [#/g]	G. aequilateralis [#/g]	O. universa [#/g]	G. inflata [#/g]	G. scitula [#/g]	B. megastoma [#/g]	N. pachyderma s [#/g]	N. pachyderma d [#/g]	Foram plankt indet [#/g]
1.45	18.933	42.98	471	0.00	89.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5159.49	134.01	5382.84
