Event	Sample label (DSDP/ODP/IODP sample designation)	Depth top [m] (CSF-A, IODP Depth Scale Termi...)	Depth bot [m] (CSF-A, IODP Depth Scale Termi...)	Depth comp top [mcd] (IODP Depth Scale Terminology)	Depth comp bot [mcd] (IODP Depth Scale Terminology)	Depth comp [mcd] (IODP Depth Scale Terminology)	Sample label 2	Age [ka BP]	SR [cm/ka] ((age 50%) -binned 1000 yrs)	Sample resolution	Samp vol [cm**3]	Split [#]	Factor (split factor)	A. glomeratum [#] (Counting >150 µm fraction)	A. gallowayi [#] (Counting >150 µm fraction)	B. alata [#] (Counting >150 µm fraction)	B. decussata [#] (Counting >150 µm fraction)	B. pacifica [#] (Counting >150 µm fraction)	B. spissa [#] (Counting >150 µm fraction)	Bolivina sp. [#] (Counting >150 µm fraction)	B. frigida [#] (Counting >150 µm fraction)	B. tenerrima [#] (Counting >150 µm fraction)	B. marginospinata [#] (Counting >150 µm fraction)	B. striata [#] (Counting >150 µm fraction)	B. subacuminata [#] (Counting >150 µm fraction)	Bulimina spp. [#] (Counting >150 µm fraction)	C. reniforme [#] (Counting >150 µm fraction)	C. teretis [#] (Counting >150 µm fraction)	C. tortuosa [#] (Counting >150 µm fraction)	Chilostomella sp. [#] (Counting >150 µm fraction)	Cibicides spp. [#] (Counting >150 µm fraction)	C. cancellata [#] (Counting >150 µm fraction)	E. hannai [#] (Counting >150 µm fraction)	E. bartletti [#] (Counting >150 µm fraction)	E. excavatum [#] (s.l., Counting >150 µm fraction)	E. frigidum [#] (Counting >150 µm fraction)	E. oregononse [#] (Counting >150 µm fraction)	Elphidium spp. [#] (Counting >150 µm fraction)	E. subarcticum [#] (Counting >150 µm fraction)	E. pacifica [#] (Counting >150 µm fraction)	Epistominella sp. [#] (Counting >150 µm fraction)	E. exilis [#] (Counting >150 µm fraction)	F. lucida [#] (Counting >150 µm fraction)	Globobulimina spp. [#] (Counting >150 µm fraction)	G. subglobosa [#] (Counting >150 µm fraction)	Gyroidina spp. [#] (Counting >150 µm fraction)	E. exilis [#] (Counting >150 µm fraction)	I. norcrossi [#] (Counting >150 µm fraction)	Islandiella sp. [#] (Counting >150 µm fraction)	K. baccata [#] (Counting >150 µm fraction)	Lagena spp. [#] (Counting >150 µm fraction)	Lenticulina spp. [#] (Counting >150 µm fraction)	Melonis sp. [#] (Counting >150 µm fraction)	N. auricula [#] (Counting >150 µm fraction)	Nonionella sp. [#] (Counting >150 µm fraction)	N. labradorica [#] (Counting >150 µm fraction)	Oolina spp. [#] (Counting >150 µm fraction)	O. apiopleura [#] (Counting >150 µm fraction)	O. umbonatus [#] (Counting >150 µm fraction)	Planulina sp. [#] (Counting >150 µm fraction)	P.a ariminensis [#] (Counting >150 µm fraction)	P. wuellerstorfi [#] (Counting >150 µm fraction)	P. salisburyi [#] (Counting >150 µm fraction)	P. lucernula [#] (Counting >150 µm fraction)	Q. akneriana [#] (Counting >150 µm fraction)	Q. lamarckiana [#] (Counting >150 µm fraction)	Quinqueloculina sp. [#] (Counting >150 µm fraction)	Q. stalkeri [#] (Counting >150 µm fraction)	Reophax sp. [#] (Counting >150 µm fraction)	T. delicata [#] (Counting >150 µm fraction)	T. fluens [#] (Counting >150 µm fraction)	Trochammina sp. [#] (Counting >150 µm fraction)	T. trihedra [#] (Counting >150 µm fraction)	Uvigerina spp. [#] (Counting >150 µm fraction)	U. peregrina [#] (Counting >150 µm fraction)	Valvulineria sp. [#] (Counting >150 µm fraction)	Foram benth oth [#] (Counting >150 µm fraction)	Foram benth tot [#] (Counting >150 µm fraction)	G. bulloides [#] (Counting >150 µm fraction)	G. quinqueloba [#] (Counting >150 µm fraction)	G. scitula [#] (Counting >150 µm fraction)	G. umbilicata [#] (Counting >150 µm fraction)	G. uvula [#] (Counting >150 µm fraction)	N. pachyderma s [#] (Counting >150 µm fraction)	N. pachyderma d [#] (Counting >150 µm fraction)	O. universa [#] (Counting >150 µm fraction)	Foram plankt oth [#] (Counting >150 µm fraction)	Foram plankt tot [#] (Counting >150 µm fraction)	Foram [#] (total, Counting >150 µm fraction)	Foram plankt/bent (Counting >150 µm fraction)	Ostrac [#] (counts of split, Counting >15...)	Bryozoa [#] (counts of split, Counting >15...)	Foram benth high prod [%] (I. norcrossi, E. pacifica, U....)	Foram benth meltwater [%] (C. teretis, C. reniforme, E. ...)
341-U1421A	341-U1421A-2H-3W,0-2	9.80	9.82	9.377	9.397	9.3870	341-U1421A-2H-3-W 0/2-COWAN	16.4260	936.16	40.00	20	0.0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	33	0	0	0	1	0	1	0	11	0	0	1	0	56	0	5	0	0	0	0	0	80	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	204	0	1	1	0	0	0	0	0	352	354	558	1.735294118			75.0	21.6
341-U1421A	341-U1421A-2H-3W,102-104	10.82	10.84	10.397	10.417	10.4070	341-U1421A-2H-3-W 102/104-COWAN	16.5060	936.16	80.00	20	0.0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	31	2	0	0	1	0	0	0	24	0	0	1	0	56	0	5	0	0	0	0	1	84	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	220	0	0	0	0	0	0	0	0	354	354	574	1.609090909			71.8	25.9
341-U1421A	341-U1421A-2H-4W,0-2	11.30	11.32	10.877	10.897	10.8870	341-U1421A-2H-4-W 0/2-COWAN	16.5440	936.16	38.00	20	0.0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	58	0	0	0	0	0	0	0	27	0	0	1	0	8	0	0	0	0	1	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	115	0	0	0	0	0	0	0	0	229	229	344	1.991304348			20.0	73.9
341-U1421A	341-U1421A-2H-5W,0-2	12.80	12.82	12.377	12.397	12.3870	341-U1421A-2H-5-W 0/2-COWAN	16.6640	936.16	120.00	20	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	16	0	0	0	0	21	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	86	0	0	0	0	0	0	0	0	228	228	314	2.651162791	1		68.6	29.1
341-U1421A	341-U1421A-2H-6W,100-102	15.30	15.32	14.877	14.897	14.8870	341-U1421A-2H-6-W 100/102-COWAN	16.8650	936.16	201.00	20	0.0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	2	0	0	0	2	17	0.133333333			0.0	66.7
341-U1421A	341-U1421A-2H-7W,5-7	15.75	15.77	15.327	15.347	15.3370	341-U1421A-2H-7-W 5/7-COWAN	16.9010	936.16	36.00	20	0.0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	9	0	0	0	2	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	2	0	0	0	0	1	0	0	0	3	36	0.090909091			9.1	69.7
341-U1421A	341-U1421A-3H-1W,0-2	16.30	16.32	15.877	15.897	15.8870	341-U1421A-3H-1-W 0/2-COWAN	16.9460	936.16	45.00	20	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	16	0.000000000			6.3	81.3
341-U1421A	341-U1421A-2H-CC,12-17	16.50	16.55	16.252	16.301	16.2765	341-U1421A-2H-CC-PAL	16.9650	936.16	19.00	176	0.0	1	0	0	1	0	46	42	0	4	1	0	0	0	0	37	16	0	1	0	1	0	1	104	0	0	2	0	8	0	39	0	0	0	1	1	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	4	0	3	0	0	0	0	2	0	2	326	83	0	0	0	0	43	1	0	0	127	453	0.389570552			46.0	48.2
341-U1421A	341-U1421A-3H-2W,0-2	17.80	17.82	17.377	17.397	17.3870	341-U1421A-3H-2-W 0/2-COWAN	17.0670	2247.45	102.00	20	0.0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	6	0	0	0	0	0	0	0	15	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	2	0	0	0	0	1	0	0	0	3	30	0.111111111			7.4	77.8
341-U1421A	341-U1421A-3H-2W,51-53	18.31	18.33	17.887	17.907	17.8970	341-U1421A-3H-2-W 51/53-ZELLERS	17.1080	2247.45	41.00	20	0.0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	5	3	0	0	2	0	1	0	17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	8	0	0	0	0	4	0	0	0	12	44	0.375000000			3.1	78.1
341-U1421A	341-U1421A-3H-3W,0-2	19.30	19.32	18.877	18.897	18.8870	341-U1421A-3H-3-W 0/2-COWAN	17.1870	2247.45	79.00	20	0.0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	32	0	0	0	0	0	0	0	0	7	7	39	0.218750000			6.3	59.4
341-U1421C	341-U1421C-3H-2W,51-53	20.01	20.03	19.862	19.882	19.8720	341-U1421C-3H-2-W 51/53-ZELLERS	17.2660	2247.45	79.00	20	0.0	1	0	0	0	0	1	4	0	0	1	0	0	0	0	11	0	0	0	1	0	0	0	28	0	0	6	0	0	0	0	0	0	3	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	30	0	1	179	0	0	0	0	0	0	0	0	701	701	880	3.916201117			67.6	21.8
341-U1421C	341-U1421C-3H-2W,100-102	20.50	20.52	20.352	20.372	20.3620	341-U1421C-3H-2-W 100/102-COWAN	17.3040	2247.45	38.00	20	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	2	0	0	0	103	0	0	0	0	36	0	0	0	0	5	0	0	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	204	0	0	0	0	0	0	0	0	633	633	837	3.102941176			32.8	62.7
341-U1421C	341-U1421C-3H-3W,0-2	21.00	21.02	20.852	20.872	20.8620	341-U1421C-3H-3-W 0/2-COWAN	17.3430	2247.45	39.00	20	0.0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	3	0	9	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	23	0	0	47	108	0	0	0	0	219	15	0	342	684	731	14.553191490			70.2	12.8
341-U1421C	341-U1421C-3H-3W,100-102	22.00	22.02	21.852	21.872	21.8620	341-U1421C-3H-3-W 100/102-COWAN	17.4280	2247.45	85.00	20	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	6	0	0	0	0	237	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	56	0	2	353	0	0	0	0	0	0	0	0	296	296	649	0.838526912			95.5	3.7
341-U1421C	341-U1421C-3H-4W,0-2	22.50	22.52	22.352	22.372	22.3620	341-U1421C-3H-4-W 0/2-COWAN	17.4590	2247.45	31.00	20	1.0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	16	16	0	0	4	0	2	2	30	0	0	0	0	170	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	72	0	0	464	0	0	0	0	0	0	0	0	1100	1100	1564	2.370689655			84.1	10.1
341-U1421C	341-U1421C-3H-4W,100-102	23.50	23.52	23.352	23.372	23.3620	341-U1421C-3H-4-W 100/102-COWAN	17.4940	2247.45	35.00	20	1.0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	36	0	0	0	0	16	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	20	210	0	0	0	0	0	0	0	0	528	528	738	2.514285714			68.6	10.5
341-U1421C	341-U1421C-3H-5W,0-2	24.00	24.02	23.852	23.872	23.8620	341-U1421C-3H-5-W 0/2-COWAN	17.5110	2247.45	17.00	20	0.0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	3	1	0	0	0	0	1	1	11	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	25	4	0	0	0	0	15	3	0	0	22	47	0.880000000			4.0	60.0
341-U1421C	341-U1421C-3H-5W,100-102	25.00	25.02	24.852	24.872	24.8620	341-U1421C-3H-5-W 100/102-COWAN	17.5430	2247.45	32.00	20	1.0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	2	8	0	0	0	0	0	2	74	0	0	4	0	38	0	0	2	0	2	0	0	10	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	14	0	0	166	0	0	0	0	0	0	0	0	266	266	432	1.602409639	1		41.0	28.3
341-U1421A	341-U1421A-3H-CC,26-31	25.91	25.96	25.487	25.537	25.5120	341-U1421A-3H-CC-PAL	17.5640	2247.45	21.00	176	0.0	1	0	0	0	0	0	0	0	4	6	0	0	0	0	42	1	0	0	6	0	3	5	199	0	0	5	3	3	0	0	1	0	2	0	5	23	0	1	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	8	340	40	0	0	0	0	58	5	0	0	103	443	0.302941176	2		12.6	71.2
341-U1421C	341-U1421C-3H-6W,100-102	26.50	26.52	26.352	26.372	26.3620	341-U1421C-3H-6-W 100/102-COWAN	17.5920	2247.45	28.00	20	0.0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	15	1	0	0	1	0	2	0	32	0	0	3	0	4	0	0	0	0	0	0	4	26	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	100	6	1	0	0	0	23	0	0	0	30	130	0.300000000		1	35.0	48.0
341-U1421C	341-U1421C-3H-7W,51-53	27.51	27.53	27.362	27.382	27.3720	341-U1421C-3H-7-W 51/53-ZELLERS	17.6250	2247.45	33.00	20	0.0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	3	0	1	0	29	0	0	0	0	1	0	0	0	0	2	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	63	0	0	0	0	0	0	0	0	14	14	77	0.222222222			11.1	63.5
341-U1421C	341-U1421C-4H-1W,3-5	27.53	27.55	27.449	27.469	27.4590	341-U1421C-4H-1-W 3/5-COWAN	17.6270	2247.45	2.00	20	0.0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	4	0	0	0	0	0	0	1	27	0	0	0	0	1	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	52	0	0	0	0	0	0	0	0	25	25	77	0.480769231			19.2	59.6
341-U1421C	341-U1421C-4H-1W,100-102	28.50	28.52	28.419	28.439	28.4290	341-U1421C-4H-1-W 100/102-COWAN	17.6590	2247.45	32.00	20	0.0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	6	0	0	0	6	0	0	1	62	0	0	0	1	16	0	0	4	0	4	0	34	208	0	3	1	0	0	2	0	13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	27	0	0	0	17	0	1	417	8	0	0	0	0	204	2	0	32	246	663	0.589928058	1		60.9	16.3
341-U1421C	341-U1421C-4H-CCW,0-2	28.60	28.62	28.519	28.539	28.5290	341-U1421C-4H-CC-W 0/2-COWAN	17.6620	2247.45	3.00	20	0.0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	2	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	3	17	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	61	0	0	0	0	0	0	0	0	42	42	103	0.688524590			32.8	49.2
341-U1421C	341-U1421C-5H-1W,0-2	29.00	29.02	28.919	28.939	28.9290	341-U1421C-5H-1-W 0/2-Cowan	17.6720	2247.45	10.00	20	0.0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	5	3	0	0	1	0	0	0	36	1	0	1	4	6	0	0	0	0	0	0	2	9	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	76	0	0	0	0	0	0	0	0	42	42	118	0.552631579			25.0	57.9
341-U1421A	341-U1421A-4H-CC,0-5	27.25	27.30	29.018	29.068	29.0430	341-U1421A-4H-CC-PAL	17.6790	2247.45	7.00	176	0.0	1	0	0	0	0	0	0	0	5	1	0	0	0	0	32	21	0	0	3	0	0	1	106	0	0	4	0	4	1	0	2	0	0	0	9	31	0	0	0	0	0	0	0	11	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	0	0	2	0	4	242	48	0	0	8	0	73	2	0	0	131	373	0.541322314			19.8	65.7
341-U1421C	341-U1421C-5H-2W,9-11	30.49	30.51	30.256	30.276	30.2660	341-U1421C-5H-2-W 9/11-Cowan	17.7190	2247.45	40.00	20	0.0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	8	0	0	0	14	0	0	4	87	0	0	1	3	16	0	0	3	0	4	0	22	211	0	12	1	1	7	0	0	51	0	0	1	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	9	0	6	497	0	0	0	0	0	0	0	0	604	604	1101	1.215291751			57.7	19.1
341-U1421C	341-U1421C-5H-2W,50-52	30.90	30.92	30.666	30.686	30.6760	341-U1421C-5H-2-W 50/52-Cowan	17.7320	2247.45	13.00	20	0.0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	9	2	0	0	2	0	0	0	35	0	0	4	0	9	0	0	0	0	0	0	4	67	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	1	5	160	14	1	0	0	0	122	7	0	11	155	315	0.968750000			53.8	28.8
341-U1421C	341-U1421C-5H-3W,146-148	33.23	33.25	32.996	33.016	33.0060	341-U1421C-5H-3-W 146/148-Cowan	17.8090	2247.45	77.00	20	0.0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	7	0	0	0	2	0	1	2	40	0	0	0	0	0	1	0	0	0	2	0	0	13	0	0	0	0	0	1	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	90	4	0	0	0	0	3	0	0	0	7	97	0.077777778			20.0	52.2
341-U1421C	341-U1421C-6H-1W,50-52	34.20	34.22	33.966	33.986	33.9760	341-U1421C-6H-1-W 50/52-Cowan	17.8410	2247.45	32.00	20	0.0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	15	1	0	0	1	0	1	0	45	0	0	7	6	0	1	0	0	0	1	0	0	30	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	60	60	178	0.508474576			29.7	51.7
341-U1421A	341-U1421A-5H-CC,5-10	35.35	35.40	37.118	37.168	37.1430	341-U1421A-5H-CC-PAL	17.9440	2247.45	103.00	176	0.0	1	0	0	0	0	4	1	0	0	0	0	0	0	0	22	18	0	0	7	0	3	3	300	0	0	3	1	1	0	0	0	0	1	0	34	11	0	3	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	3	431	22	0	0	2	0	67	0	0	0	91	522	0.211136891			7.2	78.9
341-U1421C	341-U1421C-6H-CCW,0-2	37.86	37.88	37.626	37.646	37.6360	341-U1421C-6H-CC-W 0/2-Cowan	17.9590	1381.10	15.00	20	0.0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	8	5	0	0	4	0	0	1	62	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	3	97	0	0	0	0	0	4	1	0	0	5	102	0.051546392			7.2	77.3
341-U1421C	341-U1421C-6H-CCW,32-34	38.18	38.20	37.946	37.966	37.9560	341-U1421C-6H-CC-W 32/34-Cowan	17.9690	1381.10	10.00	20	0.0	1	0	0	0	0	0	0	0	7	1	0	0	0	0	7	4	0	0	0	0	0	3	61	0	0	0	0	0	0	0	1	0	0	0	1	4	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	102	0	0	0	0	0	4	0	0	0	4	106	0.039215686			6.9	70.6
341-U1421A	341-U1421A-6H-1W,0-2	44.80	44.82	46.568	46.588	46.5780	341-U1421A-6H-1-W 0/2-COWAN	18.2350	1381.10	266.00	20	0.0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	7	1	0	0	2	0	0	12	43	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	8	8	80	0.111111111			1.4	70.8
341-U1421A	341-U1421A-6H-1W,51-53	45.31	45.33	47.078	47.098	47.0880	341-U1421A-6H-1-W 51/53-ZELLERS	18.2520	1381.10	17.00	20	0.0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	6	1	0	0	0	0	0	2	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	63	0	0	0	0	0	0	0	0	1	1	64	0.015873016			1.6	90.5
341-U1421A	341-U1421A-6H-2W,100-102	47.30	47.32	49.068	49.088	49.0780	341-U1421A-6H-2-W 100/102-COWAN	18.3190	1381.10	67.00	20	0.0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	12	5	1	0	1	0	0	0	36	0	0	5	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	71	1	0	0	0	0	0	0	0	0	1	72	0.014084507			0.0	74.6
341-U1421A	341-U1421A-6H-3W,100-102	48.80	48.82	50.568	50.588	50.5780	341-U1421A-6H-3-W 100/102-COWAN	18.3740	1381.10	55.00	20	0.0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	14	9	0	0	0	0	0	0	50	0	1	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	15	99	0	0	0	0	0	0	0	0	6	6	105	0.060606061			6.1	73.7
341-U1421A	341-U1421A-6H-4W,100-102	50.30	50.32	52.068	52.088	52.0780	341-U1421A-6H-4-W 100/102-COWAN	18.4560	1381.10	82.00	20	0.0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	1	0	0	2	33	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	54	11	0	0	0	0	26	3	0	0	40	94	0.740740741			1.9	81.5
341-U1421A	341-U1421A-7H-1W,0-2	50.80	50.82	52.568	52.588	52.5780	341-U1421A-7H-1-W 0/2-COWAN	18.9190	193.22	463.00	20	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	183	0	0	537	0	0	0	0	0	0	0	0	795	795	1332	1.480446927			99.1	0.0
341-U1421A	341-U1421A-7H-1W,100-102	51.80	51.82	53.568	53.588	53.5780	341-U1421A-7H-1-W 100/102-COWAN	19.3635	193.22	444.50	20	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	5	416	0	0	0	0	0	0	0	0	1726	1726	2142	4.149038462			98.6	0.2
341-U1421A	341-U1421A-7H-2W,0-2	52.30	52.32	54.068	54.088	54.0780	341-U1421A-7H-2-W 0/2-COWAN	19.6500	193.22	286.50	20	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	9	0	0	3	0	104	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	133	130	0	0	0	0	112	10	0	0	252	385	1.894736842			84.2	12.8
341-U1421A	341-U1421A-7H-2W,51-53	52.81	52.83	54.578	54.598	54.5880	341-U1421A-7H-2-W 51/53-ZELLERS	19.9420	174.17	292.00	20	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	80	258	0	0	14	6	205	8	0	0	491	571	6.137500000			93.8	5.0
341-U1421A	341-U1421A-7H-2W,100-102	53.30	53.32	55.068	55.088	55.0780	341-U1421A-7H-2-W 100/102-COWAN	20.2220	174.17	280.00	20	1.0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	12	496	0	0	0	0	0	0	0	0	1558	1558	2054	3.141129032			96.0	0.2
341-U1421A	341-U1421A-7H-3W,2-4	53.82	53.84	55.588	55.608	55.5980	341-U1421A-7H-3-W 2/4-ZELLERS	20.5190	174.17	297.00	30	0.0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	12	0	0	0	0	114	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	71	0	0	210	0	0	0	0	0	0	0	0	491	491	701	2.338095238	3		89.5	8.6
341-U1421A	341-U1421A-7H-3W,51-53	54.31	54.33	56.078	56.098	56.0880	341-U1421A-7H-3-W 51/53-ZELLERS	20.8000	96.67	281.00	20	3.0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492	0	30	1110	0	0	0	0	0	0	0	0	3600	3600	4710	3.243243243			96.8	0.1
