Depth sed [m]	Age [ka BP]	Samp m [g]	Foram plankt [#]	G. bulloides [#/g]	G. quinqueloba [#/g]	G. glutinata [#/g]	G. uvula [#/g]	G. aequilateralis [#/g]	O. universa [#/g]	G. inflata [#/g]	G. scitula [#/g]	B. megastoma [#/g]	N. pachyderma s [#/g]	N. pachyderma d [#/g]	Foram plankt indet [#/g]
0.44	19.496	9.61	376	0.00	14.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2472.66	59.94	2547.59
