Depth sed [m]	Age [ka BP]	Samp m [g]	Foram plankt [#]	G. bulloides [#/g]	G. quinqueloba [#/g]	G. glutinata [#/g]	G. uvula [#/g]	G. aequilateralis [#/g]	O. universa [#/g]	G. inflata [#/g]	G. scitula [#/g]	B. megastoma [#/g]	N. pachyderma s [#/g]	N. pachyderma d [#/g]	Foram plankt indet [#/g]
0.50	18.933	36.23	468	0.00	0.00	3.31	0.00	0.00	0.00	0.00	0.00	0.00	692.27	29.81	725.39
