/* DATA DESCRIPTION:
	Globorotalia menardii [#] (G. menardii) * PI: CLIMAP Project Members * COMMENT: sum of G. menardii, G. tumida, and G. tumida flexuosa
	Candeina nitida [#] (C. nitida) * PI: CLIMAP Project Members
	Globigerinita glutinata [#] (G. glutinata) * PI: CLIMAP Project Members
	Globigerinita iota [#] (G. iota) * PI: CLIMAP Project Members
	Globigerinita bradyi [#] (G. bradyi) * PI: CLIMAP Project Members
	Globigerinita pumilio [#] (G. pumilio) * PI: CLIMAP Project Members
	Hastigerina pelagica [#] (H. pelagica) * PI: CLIMAP Project Members
	Hastigerinella digitata [#] (H. digitata) * PI: CLIMAP Project Members
	Foraminifera, planktic, other [#] (Foram plankt oth) * PI: CLIMAP Project Members
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	90 data points
*/
Depth sed [m]	O. universa [#]	G. conglobatus [#]	G. ruber p [#]	G. ruber w [#]	G. ruber [#] (sum of G. ruber pink and G. r...)	G. tenellus [#]	G. sacculifer wo sac [#]	G. sacculifer sac [#]	G. sacculifer [#] (sum of G. sacculifer no sac a...)	S. dehiscens [#]	G. adamsi [#]	G. aequilateralis [#]	G. calida [#]	G. bulloides [#]	G. falconensis [#]	G. digitata [#]	G. rubescens [#]	G. humilis [#]	G. quinqueloba [#]	N. pachyderma s [#]	N. pachyderma d [#]	G. dutertrei [#]	G. conglomerata [#]	G. hexagona [#]	P. obliquiloculata [#]	G. inflata [#]	G. truncatulinoides s [#]	G. truncatulinoides d [#]	G. crassaformis [#]	G. pachyderma [#]	G. hirsuta [#]	G. scitula [#]	G. anfracta [#]	G. menardii [#]	G. tumida [#]	G. tumida flexuosa [#]	G. menardii [#] (sum of G. menardii, G. tumida...)	C. nitida [#]	G. glutinata [#]	G. iota [#]	G. bradyi [#]	G. pumilio [#]	H. pelagica [#]	H. digitata [#]	Foram plankt oth [#]
0.00	11	3	20	109	129	1	61	32	93	0	0	15	9	2	5	0	5	0	0	0	1	15	0	0	5	3	0	3	5	8	0	4	0	13	6	0	19	0	25	0	0	0	0	0	7
0.20	4	4	44	96	140	6	53	35	88	0	0	19	0	11	14	1	7	0	0	0	9	41	0	0	1	11	0	4	11	19	1	8	0	0	1	0	1	3	40	1	0	0	0	0	5
