/* DATA DESCRIPTION:
Citation:	CLIMAP Project Members (2009): Planktic foraminifera counts of sediment core V04-32. PANGAEA, https://doi.org/10.1594/PANGAEA.727335
Related to:	CLIMAP Project Members (2005): NOAA/WDS Paleoclimatology - CLIMAP 18K Database. NOAA National Centers for Environmental Information, https://doi.org/10.25921/YXK7-3D97
Project(s):	Climate: Long-Range Investigation, Mapping, and Prediction (CLIMAP) (URI: https://en.wikipedia.org/wiki/CLIMAP)
Coverage:	LATITUDE: 35.050000 * LONGITUDE: -11.620000
	DATE/TIME START: 1954-08-08T00:00:00 * DATE/TIME END: 1954-08-08T00:00:00
	MINIMUM DEPTH, sediment/rock: 0.00 m * MAXIMUM DEPTH, sediment/rock: 1.90 m
Event(s):	V04-32 * LATITUDE: 35.050000 * LONGITUDE: -11.620000 * DATE/TIME: 1954-08-08T00:00:00 * ELEVATION: -2296.0 m * Recovery: 4.45 m * CAMPAIGN: V04 (URI: http://www.ngdc.noaa.gov/mgg/curator/data/vema/vm04/) * BASIS: Vema (URI: https://en.wikipedia.org/wiki/SV_Mandalay) * METHOD/DEVICE: Piston corer (PC)
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE
	Sample comment (Sample comment) * PI: CLIMAP Project Members * COMMENT: replicate
	Orbulina universa [#] (O. universa) * PI: CLIMAP Project Members
	Globigerinoides conglobatus [#] (G. conglobatus) * PI: CLIMAP Project Members
	Globigerinoides ruber pink [#] (G. ruber p) * PI: CLIMAP Project Members
	Globigerinoides ruber white [#] (G. ruber w) * PI: CLIMAP Project Members
	Globigerinoides ruber [#] (G. ruber) * PI: CLIMAP Project Members * COMMENT: sum of G. ruber pink and G. ruber white
	Globigerinoides tenellus [#] (G. tenellus) * PI: CLIMAP Project Members
	Globigerinoides sacculifer wo sac [#] (G. sacculifer wo sac) * PI: CLIMAP Project Members
	Globigerinoides sacculifer sac [#] (G. sacculifer sac) * PI: CLIMAP Project Members
	Globigerinoides sacculifer [#] (G. sacculifer) * PI: CLIMAP Project Members * COMMENT: sum of G. sacculifer no sac and G. sacculifer sac
	Sphaeroidinella dehiscens [#] (S. dehiscens) * PI: CLIMAP Project Members
	Globigerinella adamsi [#] (G. adamsi) * PI: CLIMAP Project Members
	Globigerinella aequilateralis [#] (G. aequilateralis) * PI: CLIMAP Project Members
	Globigerinella calida [#] (G. calida) * PI: CLIMAP Project Members
