Depth sed [m]	CaCO3 [%]	>63 µm [%]	Foram plankt [#]	Foram plankt [%]	Foram benth [#]	Foram benth [%]	Rad [#]	Rad [%]	F index [#]	Foram plankt [#/g]	G. aequilateralis [%]	G. bulloides [%]	G. calida [%]	G. crassaformis [%]	G. dutertrei [%]	G. falconensis [%]	G. glutinata [%]	G. hirsuta [%]	G. humilis [%]	G. inflata [%]	G. quinqueloba [%]	G. ruber w [%]	G. sacculifer [%]	G. scitula [%]	G. truncatulinoides s [%]	G. truncatulinoides d [%]	N. pachyderma s [%]	N. pachyderma d [%]	O. universa [%]	P/D int [%]
0.39	39.6	7.2	224	45.2	7	3.0	97	30.2	272	3160	0.0	45.7	0.0	0.0	0.0	0.5	1.4	0.0	0.0	16.7	1.4	0.0	0.0	0.0	2.3	0.0	27.6	4.5	0.0	0.0
