Depth sed [m]	O. universa [#]	G. conglobatus [#]	G. ruber p [#]	G. ruber w [#]	G. ruber [#] (sum of G. ruber pink and G. r...)	G. tenellus [#]	G. sacculifer wo sac [#]	G. sacculifer sac [#]	G. sacculifer [#] (sum of G. sacculifer no sac a...)	S. dehiscens [#]	G. adamsi [#]	G. aequilateralis [#]	G. calida [#]	G. bulloides [#]	G. falconensis [#]	G. digitata [#]	G. rubescens [#]	G. humilis [#]	G. quinqueloba [#]	N. pachyderma s [#]	N. pachyderma d [#]	G. dutertrei [#]	G. conglomerata [#]	G. hexagona [#]	P. obliquiloculata [#]	G. inflata [#]	G. truncatulinoides s [#]	G. truncatulinoides d [#]	G. crassaformis [#]	G. pachyderma [#]	G. hirsuta [#]	G. scitula [#]	G. anfracta [#]	G. menardii [#]	G. tumida [#]	G. tumida flexuosa [#]	G. menardii [#] (sum of G. menardii, G. tumida...)	C. nitida [#]	G. glutinata [#]	G. iota [#]	G. bradyi [#]	G. pumilio [#]	H. pelagica [#]	H. digitata [#]	Foram plankt oth [#]
0.50				22	22	10						3	20	106	44	3		38	6	7	4				57	5	9		128	3							101								
