/* DATA DESCRIPTION:
Citation:	CLIMAP Project Members (2009): Planktic foraminifera counts of sediment core RC13-153. PANGAEA, https://doi.org/10.1594/PANGAEA.727322
Related to:	CLIMAP Project Members (2005): NOAA/WDS Paleoclimatology - CLIMAP 18K Database. NOAA National Centers for Environmental Information, https://doi.org/10.25921/YXK7-3D97
Project(s):	Climate: Long-Range Investigation, Mapping, and Prediction (CLIMAP) (URI: https://en.wikipedia.org/wiki/CLIMAP)
Coverage:	LATITUDE: 15.065000 * LONGITUDE: -75.950000
	DATE/TIME START: 1970-07-06T00:00:00 * DATE/TIME END: 1970-07-06T00:00:00
	MINIMUM DEPTH, sediment/rock: 0.00 m * MAXIMUM DEPTH, sediment/rock: 0.60 m
Event(s):	RC13-153 * LATITUDE: 15.065000 * LONGITUDE: -75.950000 * DATE/TIME: 1970-07-06T00:00:00 * ELEVATION: -3334.0 m * Recovery: 6.65 m * CAMPAIGN: RC13 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE
	Orbulina universa [#] (O. universa) * PI: CLIMAP Project Members
	Globigerinoides conglobatus [#] (G. conglobatus) * PI: CLIMAP Project Members
	Globigerinoides ruber pink [#] (G. ruber p) * PI: CLIMAP Project Members
	Globigerinoides ruber white [#] (G. ruber w) * PI: CLIMAP Project Members
	Globigerinoides ruber [#] (G. ruber) * PI: CLIMAP Project Members * COMMENT: sum of G. ruber pink and G. ruber white
	Globigerinoides tenellus [#] (G. tenellus) * PI: CLIMAP Project Members
	Globigerinoides sacculifer wo sac [#] (G. sacculifer wo sac) * PI: CLIMAP Project Members
	Globigerinoides sacculifer sac [#] (G. sacculifer sac) * PI: CLIMAP Project Members
	Globigerinoides sacculifer [#] (G. sacculifer) * PI: CLIMAP Project Members * COMMENT: sum of G. sacculifer no sac and G. sacculifer sac
	Sphaeroidinella dehiscens [#] (S. dehiscens) * PI: CLIMAP Project Members
	Globigerinella adamsi [#] (G. adamsi) * PI: CLIMAP Project Members
	Globigerinella aequilateralis [#] (G. aequilateralis) * PI: CLIMAP Project Members
	Globigerinella calida [#] (G. calida) * PI: CLIMAP Project Members
	Globigerina bulloides [#] (G. bulloides) * PI: CLIMAP Project Members
	Globigerina falconensis [#] (G. falconensis) * PI: CLIMAP Project Members
	Globigerina digitata [#] (G. digitata) * PI: CLIMAP Project Members
	Globigerina rubescens [#] (G. rubescens) * PI: CLIMAP Project Members
	Globigerina humilis [#] (G. humilis) * PI: CLIMAP Project Members
	Globigerina quinqueloba [#] (G. quinqueloba) * PI: CLIMAP Project Members
	Neogloboquadrina pachyderma sinistral [#] (N. pachyderma s) * PI: CLIMAP Project Members
	Neogloboquadrina pachyderma dextral [#] (N. pachyderma d) * PI: CLIMAP Project Members
	Globoquadrina dutertrei [#] (G. dutertrei) * PI: CLIMAP Project Members
	Globoquadrina conglomerata [#] (G. conglomerata) * PI: CLIMAP Project Members
	Globoquadrina hexagona [#] (G. hexagona) * PI: CLIMAP Project Members
	Pulleniatina obliquiloculata [#] (P. obliquiloculata) * PI: CLIMAP Project Members
	Globorotalia inflata [#] (G. inflata) * PI: CLIMAP Project Members
	Globorotalia truncatulinoides sinistral [#] (G. truncatulinoides s) * PI: CLIMAP Project Members
	Globorotalia truncatulinoides dextral [#] (G. truncatulinoides d) * PI: CLIMAP Project Members
	Globorotalia crassaformis [#] (G. crassaformis) * PI: CLIMAP Project Members
