Core,Coring device,Latitude,Longitude,Water depth (m),Ocean,Sample depth - upper (m),Symbiosis,Spine,Relative Abundance
GIK17730-4,,72.1117,7.3883,-2749,North Atlantic,1.55,symbiont-bearing,spinose,0
GIK17730-4,,72.1117,7.3883,-2749,North Atlantic,1.55,symbiont-facultative,non-spinose,0.013
GIK17730-4,,72.1117,7.3883,-2749,North Atlantic,1.55,symbiont-facultative,spinose,0
GIK17730-4,,72.1117,7.3883,-2749,North Atlantic,1.55,symbiont-obligate,spinose,0
GIK17730-4,,72.1117,7.3883,-2749,North Atlantic,1.55,undetermined,non-spinose,0
GIK17730-4,,72.1117,7.3883,-2749,North Atlantic,1.57,symbiont-barren,non-spinose,1
GIK17730-4,,72.1117,7.3883,-2749,North Atlantic,1.57,symbiont-barren,spinose,0
GIK17730-4,,72.1117,7.3883,-2749,North Atlantic,1.57,symbiont-bearing,non-spinose,0.001
GIK17730-4,,72.1117,7.3883,-2749,North Atlantic,1.57,symbiont-bearing,spinose,0
GIK17730-4,,72.1117,7.3883,-2749,North Atlantic,1.57,symbiont-facultative,non-spinose,0
GIK17730-4,,72.1117,7.3883,-2749,North Atlantic,1.57,symbiont-facultative,spinose,0
GIK17730-4,,72.1117,7.3883,-2749,North Atlantic,1.57,symbiont-obligate,spinose,0
GIK17730-4,,72.1117,7.3883,-2749,North Atlantic,1.57,undetermined,non-spinose,0
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",875,symbiont-barren,non-spinose,0.12
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",875,symbiont-barren,spinose,0.159
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",875,symbiont-bearing,non-spinose,0
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",875,symbiont-bearing,spinose,0
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",875,symbiont-facultative,non-spinose,0.412
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",875,symbiont-obligate,spinose,0.087
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",875,undetermined,non-spinose,0
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",885,symbiont-barren,non-spinose,0.126
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",885,symbiont-barren,spinose,0.154
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",885,symbiont-bearing,non-spinose,0
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",885,symbiont-bearing,spinose,0
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",885,symbiont-facultative,non-spinose,0.433
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",885,symbiont-obligate,spinose,0.079
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",885,undetermined,non-spinose,0
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",895,symbiont-barren,non-spinose,0.106
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",895,symbiont-barren,spinose,0.138
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",895,symbiont-bearing,non-spinose,0
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",895,symbiont-bearing,spinose,0
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",895,symbiont-facultative,non-spinose,0.427
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",895,symbiont-obligate,spinose,0.089
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",895,undetermined,non-spinose,0
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",905,symbiont-barren,non-spinose,0.111
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",905,symbiont-barren,spinose,0.148
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",905,symbiont-bearing,non-spinose,0
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",905,symbiont-bearing,spinose,0
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",905,symbiont-facultative,non-spinose,0.423
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",905,symbiont-obligate,spinose,0.092
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",905,undetermined,non-spinose,0
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",915,symbiont-barren,non-spinose,0.125
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",915,symbiont-barren,spinose,0.148
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",915,symbiont-bearing,non-spinose,0
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",915,symbiont-bearing,spinose,0
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",915,symbiont-facultative,non-spinose,0.338
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",915,symbiont-obligate,spinose,0.1
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",915,undetermined,non-spinose,0
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",925,symbiont-barren,non-spinose,0.122
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",925,symbiont-barren,spinose,0.124
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",925,symbiont-bearing,non-spinose,0
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",925,symbiont-bearing,spinose,0
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",925,symbiont-facultative,non-spinose,0.401
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",925,symbiont-obligate,spinose,0.096
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",925,undetermined,non-spinose,0
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",935,symbiont-barren,non-spinose,0.116
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",935,symbiont-barren,spinose,0.159
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",935,symbiont-bearing,non-spinose,0
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",935,symbiont-bearing,spinose,0
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",935,symbiont-facultative,non-spinose,0.408
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",935,symbiont-obligate,spinose,0.103
GIK17940-2,,20.11666667,117.3833333,1727,"Pacific, South China Sea",935,undetermined,non-spinose,0
GIK17954,,14.79666667,111.525,1520,"Pacific, South China Sea",102.5,symbiont-barren,non-spinose,0.154
GIK17954,,14.79666667,111.525,1520,"Pacific, South China Sea",102.5,symbiont-barren,spinose,0.077
GIK17954,,14.79666667,111.525,1520,"Pacific, South China Sea",102.5,symbiont-bearing,non-spinose,0
GIK17954,,14.79666667,111.525,1520,"Pacific, South China Sea",102.5,symbiont-bearing,spinose,0.005
GIK17954,,14.79666667,111.525,1520,"Pacific, South China Sea",102.5,symbiont-facultative,non-spinose,0.259
GIK17954,,14.79666667,111.525,1520,"Pacific, South China Sea",102.5,symbiont-obligate,spinose,0.138
GIK17954,,14.79666667,111.525,1520,"Pacific, South China Sea",102.5,undetermined,non-spinose,0
GIK17954,,14.79666667,111.525,1520,"Pacific, South China Sea",112.5,symbiont-barren,non-spinose,0.166
GIK17954,,14.79666667,111.525,1520,"Pacific, South China Sea",112.5,symbiont-barren,spinose,0.065
GIK17954,,14.79666667,111.525,1520,"Pacific, South China Sea",112.5,symbiont-bearing,non-spinose,0
GIK17954,,14.79666667,111.525,1520,"Pacific, South China Sea",112.5,symbiont-bearing,spinose,0.017
GIK17954,,14.79666667,111.525,1520,"Pacific, South China Sea",112.5,symbiont-facultative,non-spinose,0.248
GIK17954,,14.79666667,111.525,1520,"Pacific, South China Sea",112.5,symbiont-obligate,spinose,0.149
GIK17954,,14.79666667,111.525,1520,"Pacific, South China Sea",112.5,undetermined,non-spinose,0
GIK17954,,14.79666667,111.525,1520,"Pacific, South China Sea",122.5,symbiont-barren,non-spinose,0.158
GIK17954,,14.79666667,111.525,1520,"Pacific, South China Sea",122.5,symbiont-barren,spinose,0.066
GIK17954,,14.79666667,111.525,1520,"Pacific, South China Sea",122.5,symbiont-bearing,non-spinose,0
GIK17954,,14.79666667,111.525,1520,"Pacific, South China Sea",122.5,symbiont-bearing,spinose,0.027
GIK17954,,14.79666667,111.525,1520,"Pacific, South China Sea",122.5,symbiont-facultative,non-spinose,0.21
GIK17954,,14.79666667,111.525,1520,"Pacific, South China Sea",122.5,symbiont-obligate,spinose,0.221
GIK17954,,14.79666667,111.525,1520,"Pacific, South China Sea",122.5,undetermined,non-spinose,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,symbiont-barren,non-spinose,0.949
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,symbiont-barren,spinose,0.043
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,symbiont-bearing,non-spinose,0.002
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,symbiont-bearing,spinose,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,symbiont-facultative,non-spinose,0.005
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,symbiont-facultative,spinose,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,symbiont-obligate,spinose,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,undetermined,non-spinose,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,symbiont-barren,non-spinose,0.981
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,symbiont-barren,spinose,0.019
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,symbiont-bearing,non-spinose,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,symbiont-bearing,spinose,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,symbiont-facultative,non-spinose,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,symbiont-facultative,spinose,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,symbiont-obligate,spinose,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,undetermined,non-spinose,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,symbiont-barren,non-spinose,0.932
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,symbiont-barren,spinose,0.066
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,symbiont-bearing,non-spinose,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,symbiont-bearing,spinose,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,symbiont-facultative,non-spinose,0.002
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,symbiont-facultative,spinose,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,symbiont-obligate,spinose,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,undetermined,non-spinose,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,symbiont-barren,non-spinose,0.998
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,symbiont-barren,spinose,0.003
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,symbiont-bearing,non-spinose,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,symbiont-bearing,spinose,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,symbiont-facultative,non-spinose,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,symbiont-facultative,spinose,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,symbiont-obligate,spinose,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,undetermined,non-spinose,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,symbiont-barren,non-spinose,0.999
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,symbiont-barren,spinose,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,symbiont-bearing,non-spinose,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,symbiont-bearing,spinose,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,symbiont-facultative,non-spinose,0.001
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,symbiont-facultative,spinose,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,symbiont-obligate,spinose,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,undetermined,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.17,symbiont-barren,non-spinose,0.998
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.17,symbiont-barren,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.17,symbiont-bearing,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.17,symbiont-bearing,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.17,symbiont-facultative,non-spinose,0.002
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.17,symbiont-facultative,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.17,symbiont-obligate,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.17,undetermined,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.18,symbiont-barren,non-spinose,1
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.18,symbiont-barren,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.18,symbiont-bearing,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.18,symbiont-bearing,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.18,symbiont-facultative,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.18,symbiont-facultative,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.18,symbiont-obligate,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.18,undetermined,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.2,symbiont-barren,non-spinose,1
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.2,symbiont-barren,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.2,symbiont-bearing,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.2,symbiont-bearing,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.2,symbiont-facultative,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.2,symbiont-facultative,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.2,symbiont-obligate,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.2,undetermined,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.28,symbiont-barren,non-spinose,1
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.28,symbiont-barren,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.28,symbiont-bearing,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.28,symbiont-bearing,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.28,symbiont-facultative,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.28,symbiont-facultative,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.28,symbiont-obligate,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.28,undetermined,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.29,symbiont-barren,non-spinose,1
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.29,symbiont-barren,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.29,symbiont-bearing,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.29,symbiont-bearing,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.29,symbiont-facultative,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.29,symbiont-facultative,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.29,symbiont-obligate,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.29,undetermined,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.3,symbiont-barren,non-spinose,0.999
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.3,symbiont-barren,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.3,symbiont-bearing,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.3,symbiont-bearing,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.3,symbiont-facultative,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.3,symbiont-facultative,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.3,symbiont-obligate,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.3,undetermined,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.32,symbiont-barren,non-spinose,0.998
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.32,symbiont-barren,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.32,symbiont-bearing,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.32,symbiont-bearing,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.32,symbiont-facultative,non-spinose,0.002
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.32,symbiont-facultative,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.32,symbiont-obligate,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.32,undetermined,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.34,symbiont-barren,non-spinose,0.999
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.34,symbiont-barren,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.34,symbiont-bearing,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.34,symbiont-bearing,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.34,symbiont-facultative,non-spinose,0.001
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.34,symbiont-facultative,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.34,symbiont-obligate,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.34,undetermined,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.36,symbiont-barren,non-spinose,1
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.36,symbiont-barren,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.36,symbiont-bearing,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.36,symbiont-bearing,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.36,symbiont-facultative,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.36,symbiont-facultative,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.36,symbiont-obligate,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.36,undetermined,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.38,symbiont-barren,non-spinose,1
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.38,symbiont-barren,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.38,symbiont-bearing,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.38,symbiont-bearing,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.38,symbiont-facultative,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.38,symbiont-facultative,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.38,symbiont-obligate,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.38,undetermined,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.41,symbiont-barren,non-spinose,1
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.41,symbiont-barren,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.41,symbiont-bearing,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.41,symbiont-bearing,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.41,symbiont-facultative,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.41,symbiont-facultative,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.41,symbiont-obligate,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.41,undetermined,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.43,symbiont-barren,non-spinose,0.999
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.43,symbiont-barren,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.43,symbiont-bearing,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.43,symbiont-bearing,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.43,symbiont-facultative,non-spinose,0.001
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.43,symbiont-facultative,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.43,symbiont-obligate,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.43,undetermined,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.45,symbiont-barren,non-spinose,0.997
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.45,symbiont-barren,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.45,symbiont-bearing,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.45,symbiont-bearing,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.45,symbiont-facultative,non-spinose,0.003
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.45,symbiont-facultative,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.45,symbiont-obligate,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.45,undetermined,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.47,symbiont-barren,non-spinose,0.995
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.47,symbiont-barren,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.47,symbiont-bearing,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.47,symbiont-bearing,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.47,symbiont-facultative,non-spinose,0.005
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.47,symbiont-facultative,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.47,symbiont-obligate,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.47,undetermined,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.49,symbiont-barren,non-spinose,1
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.49,symbiont-barren,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.49,symbiont-bearing,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.49,symbiont-bearing,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.49,symbiont-facultative,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.49,symbiont-facultative,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.49,symbiont-obligate,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.49,undetermined,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.53,symbiont-barren,non-spinose,0.998
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.53,symbiont-barren,spinose,0.001
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.53,symbiont-bearing,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.53,symbiont-bearing,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.53,symbiont-facultative,non-spinose,0.001
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.53,symbiont-facultative,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.53,symbiont-obligate,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.53,undetermined,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.55,symbiont-barren,non-spinose,0.998
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.55,symbiont-barren,spinose,0.001
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.55,symbiont-bearing,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.55,symbiont-bearing,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.55,symbiont-facultative,non-spinose,0.001
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.55,symbiont-facultative,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.55,symbiont-obligate,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.55,undetermined,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.57,symbiont-barren,non-spinose,0.999
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.57,symbiont-barren,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.57,symbiont-bearing,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.57,symbiont-bearing,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.57,symbiont-facultative,non-spinose,0.001
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.57,symbiont-facultative,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.57,symbiont-obligate,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.57,undetermined,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.59,symbiont-barren,non-spinose,1
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.59,symbiont-barren,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.59,symbiont-bearing,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.59,symbiont-bearing,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.59,symbiont-facultative,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.59,symbiont-facultative,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.59,symbiont-obligate,spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.59,undetermined,non-spinose,0
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.61,symbiont-barren,non-spinose,0.998
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.61,symbiont-barren,spinose,0.002
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.61,symbiont-bearing,non-spinose,0
