Event,Latitude,Longitude,Depth sed [m],Symbiosis,Spine,Absolute Abundance
GIK17732-1,71.613333,4.213333,1.45,symbiont-barren,non-spinose,462
GIK17732-1,71.613333,4.213333,1.45,symbiont-barren,spinose,7
GIK17732-1,71.613333,4.213333,1.45,symbiont-bearing,non-spinose,0
GIK17732-1,71.613333,4.213333,1.45,symbiont-facultative,non-spinose,0
GIK17732-1,71.613333,4.213333,1.45,symbiont-obligate,spinose,0
GIK17732-1,71.613333,4.213333,1.45,undetermined,non-spinose,0
