Campaign,Event,Latitude,Longitude,Depth [m],Date/Time,Elevation [m],Symbiosis,Spine,T. quinqueloba,G. ruber ruber,G. ruber albus,G. rubescens,G. clavaticamerata,G. sacculifer,G. scitula,G. tenellus,G. truncatulinoides,G. tumida,O. universa,G. uvula,N. incompta,Relative Abundance
A150/180,A180-73,0.1667,-23,0.38,NA,-3749,symbiont-barren,non-spinose,0,2.7,19.799999999999997,2.7,11.7,10.2,2.0999999999999996,1.5,42.599999999999994,0,0.6000000000000001,0,14.399999999999999,0.037
A150/180,A180-73,0.1667,-23,0.38,NA,-3749,symbiont-barren,spinose,0,1.8,13.2,1.8,7.8,6.8,1.4,1,28.4,0,0.4,0,9.6,0.006999999999999999
A150/180,A180-73,0.1667,-23,0.38,NA,-3749,symbiont-bearing,spinose,0,0.9,6.6,0.9,3.9,3.4,0.7,0.5,14.2,0,0.2,0,4.8,0
A150/180,A180-73,0.1667,-23,0.38,NA,-3749,symbiont-facultative,non-spinose,0,5.4,39.6,5.4,23.4,20.4,4.2,3,85.2,0,1.2,0,28.8,0.47900000000000004
A150/180,A180-73,0.1667,-23,0.38,NA,-3749,symbiont-facultative,spinose,0,0.9,6.6,0.9,3.9,3.4,0.7,0.5,14.2,0,0.2,0,4.8,0
A150/180,A180-73,0.1667,-23,0.38,NA,-3749,symbiont-obligate,spinose,0,2.7,19.799999999999997,2.7,11.7,10.2,2.0999999999999996,1.5,42.599999999999994,0,0.6000000000000001,0,14.399999999999999,0.049999999999999996
A150/180,A180-73,0.1667,-23,0.38,NA,-3749,undetermined,non-spinose,0,0.9,6.6,0.9,3.9,3.4,0.7,0.5,14.2,0,0.2,0,4.8,0
ANT-IV/1c,GIK16457-2,5.385,-21.7517,0.3,22/10/1985,-3303,symbiont-barren,non-spinose,0,4.5,86.1,0,40.8,40.5,0,0,21.900000000000002,0.8999999999999999,1.7999999999999998,0,4.5,0.03
ANT-IV/1c,GIK16457-2,5.385,-21.7517,0.3,22/10/1985,-3303,symbiont-barren,spinose,0,3,57.4,0,27.2,27,0,0,14.600000000000001,0.6,1.2,0,3,0.06
ANT-IV/1c,GIK16457-2,5.385,-21.7517,0.3,22/10/1985,-3303,symbiont-bearing,spinose,0,1.5,28.7,0,13.6,13.5,0,0,7.300000000000001,0.3,0.6,0,1.5,0
ANT-IV/1c,GIK16457-2,5.385,-21.7517,0.3,22/10/1985,-3303,symbiont-facultative,non-spinose,0,9,172.2,0,81.6,81,0,0,43.8,1.8,3.6,0,9,0.24
ANT-IV/1c,GIK16457-2,5.385,-21.7517,0.3,22/10/1985,-3303,symbiont-facultative,spinose,0,1.5,28.7,0,13.6,13.5,0,0,7.300000000000001,0.3,0.6,0,1.5,0
ANT-IV/1c,GIK16457-2,5.385,-21.7517,0.3,22/10/1985,-3303,symbiont-obligate,spinose,0,4.5,86.1,0,40.8,40.5,0,0,21.900000000000002,0.8999999999999999,1.7999999999999998,0,4.5,0.012999999999999998
ANT-IV/1c,GIK16457-2,5.385,-21.7517,0.3,22/10/1985,-3303,undetermined,non-spinose,0,1.5,28.7,0,13.6,13.5,0,0,7.300000000000001,0.3,0.6,0,1.5,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,0.24,22/10/1985,-3518,symbiont-barren,non-spinose,0,5.4,73.80000000000001,1.5,62.099999999999994,4.5,0,0,19.200000000000003,11.399999999999999,3.3000000000000003,0,7.5,0.031
ANT-IV/1c,GIK16458-1,5.335,-22.0533,0.24,22/10/1985,-3518,symbiont-barren,spinose,0,3.6,49.2,1,41.4,3,0,0,12.8,7.6,2.2,0,5,0.077
ANT-IV/1c,GIK16458-1,5.335,-22.0533,0.24,22/10/1985,-3518,symbiont-bearing,spinose,0,1.8,24.6,0.5,20.7,1.5,0,0,6.4,3.8,1.1,0,2.5,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,0.24,22/10/1985,-3518,symbiont-facultative,non-spinose,0,10.8,147.6,3,124.2,9,0,0,38.4,22.8,6.6,0,15,0.20900000000000002
ANT-IV/1c,GIK16458-1,5.335,-22.0533,0.24,22/10/1985,-3518,symbiont-facultative,spinose,0,1.8,24.6,0.5,20.7,1.5,0,0,6.4,3.8,1.1,0,2.5,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,0.24,22/10/1985,-3518,symbiont-obligate,spinose,0,5.4,73.80000000000001,1.5,62.099999999999994,4.5,0,0,19.200000000000003,11.399999999999999,3.3000000000000003,0,7.5,0.049
ANT-IV/1c,GIK16458-1,5.335,-22.0533,0.24,22/10/1985,-3518,undetermined,non-spinose,0,1.8,24.6,0.5,20.7,1.5,0,0,6.4,3.8,1.1,0,2.5,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,0.26,22/10/1985,-3518,symbiont-barren,non-spinose,0,6.8999999999999995,101.69999999999999,0,81.6,5.699999999999999,0,1.5,3.9000000000000004,0,2.7,0,3,0.053000000000000005
ANT-IV/1c,GIK16458-1,5.335,-22.0533,0.26,22/10/1985,-3518,symbiont-barren,spinose,0,4.6,67.8,0,54.4,3.8,0,1,2.6,0,1.8,0,2,0.044000000000000004
ANT-IV/1c,GIK16458-1,5.335,-22.0533,0.26,22/10/1985,-3518,symbiont-bearing,spinose,0,2.3,33.9,0,27.2,1.9,0,0.5,1.3,0,0.9,0,1,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,0.26,22/10/1985,-3518,symbiont-facultative,non-spinose,0,13.8,203.4,0,163.2,11.4,0,3,7.8,0,5.4,0,6,0.175
ANT-IV/1c,GIK16458-1,5.335,-22.0533,0.26,22/10/1985,-3518,symbiont-facultative,spinose,0,2.3,33.9,0,27.2,1.9,0,0.5,1.3,0,0.9,0,1,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,0.26,22/10/1985,-3518,symbiont-obligate,spinose,0,6.8999999999999995,101.69999999999999,0,81.6,5.699999999999999,0,1.5,3.9000000000000004,0,2.7,0,3,0.035
ANT-IV/1c,GIK16458-1,5.335,-22.0533,0.26,22/10/1985,-3518,undetermined,non-spinose,0,2.3,33.9,0,27.2,1.9,0,0.5,1.3,0,0.9,0,1,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,0.28,22/10/1985,-3518,symbiont-barren,non-spinose,0,6,106.5,0,79.80000000000001,4.5,0.6000000000000001,0,6,0,4.199999999999999,0,2.4000000000000004,0.038
ANT-IV/1c,GIK16458-1,5.335,-22.0533,0.28,22/10/1985,-3518,symbiont-barren,spinose,0,4,71,0,53.2,3,0.4,0,4,0,2.8,0,1.6,0.049999999999999996
ANT-IV/1c,GIK16458-1,5.335,-22.0533,0.28,22/10/1985,-3518,symbiont-bearing,spinose,0,2,35.5,0,26.6,1.5,0.2,0,2,0,1.4,0,0.8,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,0.28,22/10/1985,-3518,symbiont-facultative,non-spinose,0,12,213,0,159.6,9,1.2,0,12,0,8.4,0,4.8,0.16699999999999998
ANT-IV/1c,GIK16458-1,5.335,-22.0533,0.28,22/10/1985,-3518,symbiont-facultative,spinose,0,2,35.5,0,26.6,1.5,0.2,0,2,0,1.4,0,0.8,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,0.28,22/10/1985,-3518,symbiont-obligate,spinose,0,6,106.5,0,79.80000000000001,4.5,0.6000000000000001,0,6,0,4.199999999999999,0,2.4000000000000004,0.046
ANT-IV/1c,GIK16458-1,5.335,-22.0533,0.28,22/10/1985,-3518,undetermined,non-spinose,0,2,35.5,0,26.6,1.5,0.2,0,2,0,1.4,0,0.8,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,0.3,22/10/1985,-3518,symbiont-barren,non-spinose,0,2.0999999999999996,120.89999999999999,0,67.80000000000001,1.2000000000000002,0.6000000000000001,0,7.5,0,2.4000000000000004,0,4.199999999999999,0.038000000000000006
ANT-IV/1c,GIK16458-1,5.335,-22.0533,0.3,22/10/1985,-3518,symbiont-barren,spinose,0,1.4,80.6,0,45.2,0.8,0.4,0,5,0,1.6,0,2.8,0.052
ANT-IV/1c,GIK16458-1,5.335,-22.0533,0.3,22/10/1985,-3518,symbiont-bearing,spinose,0,0.7,40.3,0,22.6,0.4,0.2,0,2.5,0,0.8,0,1.4,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,0.3,22/10/1985,-3518,symbiont-facultative,non-spinose,0,4.2,241.8,0,135.6,2.4,1.2,0,15,0,4.8,0,8.4,0.182
ANT-IV/1c,GIK16458-1,5.335,-22.0533,0.3,22/10/1985,-3518,symbiont-facultative,spinose,0,0.7,40.3,0,22.6,0.4,0.2,0,2.5,0,0.8,0,1.4,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,0.3,22/10/1985,-3518,symbiont-obligate,spinose,0,2.0999999999999996,120.89999999999999,0,67.80000000000001,1.2000000000000002,0.6000000000000001,0,7.5,0,2.4000000000000004,0,4.199999999999999,0.033
ANT-IV/1c,GIK16458-1,5.335,-22.0533,0.3,22/10/1985,-3518,undetermined,non-spinose,0,0.7,40.3,0,22.6,0.4,0.2,0,2.5,0,0.8,0,1.4,0
ANT-IV/1c,GIK16458-2,5.335,-22.055,0.26,22/10/1985,-3518,symbiont-barren,non-spinose,0,9.3,109.80000000000001,2.4000000000000004,60,28.799999999999997,0,2.0999999999999996,4.199999999999999,4.800000000000001,3.9000000000000004,0,0.8999999999999999,0.019000000000000003
ANT-IV/1c,GIK16458-2,5.335,-22.055,0.26,22/10/1985,-3518,symbiont-barren,spinose,0,6.2,73.2,1.6,40,19.2,0,1.4,2.8,3.2,2.6,0,0.6,0.04
ANT-IV/1c,GIK16458-2,5.335,-22.055,0.26,22/10/1985,-3518,symbiont-bearing,spinose,0,3.1,36.6,0.8,20,9.6,0,0.7,1.4,1.6,1.3,0,0.3,0
ANT-IV/1c,GIK16458-2,5.335,-22.055,0.26,22/10/1985,-3518,symbiont-facultative,non-spinose,0,18.6,219.6,4.8,120,57.6,0,4.2,8.4,9.6,7.8,0,1.8,0.139
ANT-IV/1c,GIK16458-2,5.335,-22.055,0.26,22/10/1985,-3518,symbiont-facultative,spinose,0,3.1,36.6,0.8,20,9.6,0,0.7,1.4,1.6,1.3,0,0.3,0
ANT-IV/1c,GIK16458-2,5.335,-22.055,0.26,22/10/1985,-3518,symbiont-obligate,spinose,0,9.3,109.80000000000001,2.4000000000000004,60,28.799999999999997,0,2.0999999999999996,4.199999999999999,4.800000000000001,3.9000000000000004,0,0.8999999999999999,0.038
ANT-IV/1c,GIK16458-2,5.335,-22.055,0.26,22/10/1985,-3518,undetermined,non-spinose,0,3.1,36.6,0.8,20,9.6,0,0.7,1.4,1.6,1.3,0,0.3,0
ANT-IV/1c,GIK16458-2,5.335,-22.055,0.29,22/10/1985,-3518,symbiont-barren,non-spinose,0,11.7,99.89999999999999,1.5,58.800000000000004,32.400000000000006,1.5,3.5999999999999996,4.199999999999999,5.4,3.3000000000000003,0,2.7,0.009000000000000001
ANT-IV/1c,GIK16458-2,5.335,-22.055,0.29,22/10/1985,-3518,symbiont-barren,spinose,0,7.8,66.6,1,39.2,21.6,1,2.4,2.8,3.6,2.2,0,1.8,0.041999999999999996
ANT-IV/1c,GIK16458-2,5.335,-22.055,0.29,22/10/1985,-3518,symbiont-bearing,spinose,0,3.9,33.3,0.5,19.6,10.8,0.5,1.2,1.4,1.8,1.1,0,0.9,0
ANT-IV/1c,GIK16458-2,5.335,-22.055,0.29,22/10/1985,-3518,symbiont-facultative,non-spinose,0,23.4,199.8,3,117.6,64.8,3,7.2,8.4,10.8,6.6,0,5.4,0.14500000000000002
ANT-IV/1c,GIK16458-2,5.335,-22.055,0.29,22/10/1985,-3518,symbiont-facultative,spinose,0,3.9,33.3,0.5,19.6,10.8,0.5,1.2,1.4,1.8,1.1,0,0.9,0
ANT-IV/1c,GIK16458-2,5.335,-22.055,0.29,22/10/1985,-3518,symbiont-obligate,spinose,0,11.7,99.89999999999999,1.5,58.800000000000004,32.400000000000006,1.5,3.5999999999999996,4.199999999999999,5.4,3.3000000000000003,0,2.7,0.059
ANT-IV/1c,GIK16458-2,5.335,-22.055,0.29,22/10/1985,-3518,undetermined,non-spinose,0,3.9,33.3,0.5,19.6,10.8,0.5,1.2,1.4,1.8,1.1,0,0.9,0
ANT-IV/1c,GIK16458-2,5.335,-22.055,0.32,22/10/1985,-3518,symbiont-barren,non-spinose,0,16.5,87.30000000000001,0,73.80000000000001,36.599999999999994,0.8999999999999999,2.0999999999999996,1.2000000000000002,3.3000000000000003,4.199999999999999,0,0,0.003
ANT-IV/1c,GIK16458-2,5.335,-22.055,0.32,22/10/1985,-3518,symbiont-barren,spinose,0,11,58.2,0,49.2,24.4,0.6,1.4,0.8,2.2,2.8,0,0,0.049
ANT-IV/1c,GIK16458-2,5.335,-22.055,0.32,22/10/1985,-3518,symbiont-bearing,spinose,0,5.5,29.1,0,24.6,12.2,0.3,0.7,0.4,1.1,1.4,0,0,0.001
ANT-IV/1c,GIK16458-2,5.335,-22.055,0.32,22/10/1985,-3518,symbiont-facultative,non-spinose,0,33,174.6,0,147.6,73.2,1.8,4.2,2.4,6.6,8.4,0,0,0.14
ANT-IV/1c,GIK16458-2,5.335,-22.055,0.32,22/10/1985,-3518,symbiont-facultative,spinose,0,5.5,29.1,0,24.6,12.2,0.3,0.7,0.4,1.1,1.4,0,0,0
ANT-IV/1c,GIK16458-2,5.335,-22.055,0.32,22/10/1985,-3518,symbiont-obligate,spinose,0,16.5,87.30000000000001,0,73.80000000000001,36.599999999999994,0.8999999999999999,2.0999999999999996,1.2000000000000002,3.3000000000000003,4.199999999999999,0,0,0.05
ANT-IV/1c,GIK16458-2,5.335,-22.055,0.32,22/10/1985,-3518,undetermined,non-spinose,0,5.5,29.1,0,24.6,12.2,0.3,0.7,0.4,1.1,1.4,0,0,0
ARK-II/4,PS1230-1,78.8553,-4.7812,0.2,16/08/1984,-1249,symbiont-barren,non-spinose,1.2000000000000002,0,0,0,0,0,0,0,0,0,0,0,4.5,0.983
ARK-II/4,PS1230-1,78.8553,-4.7812,0.2,16/08/1984,-1249,symbiont-barren,spinose,0.8,0,0,0,0,0,0,0,0,0,0,0,3,0
ARK-II/4,PS1230-1,78.8553,-4.7812,0.2,16/08/1984,-1249,symbiont-bearing,spinose,0.4,0,0,0,0,0,0,0,0,0,0,0,1.5,0
ARK-II/4,PS1230-1,78.8553,-4.7812,0.2,16/08/1984,-1249,symbiont-facultative,non-spinose,2.4,0,0,0,0,0,0,0,0,0,0,0,9,0
ARK-II/4,PS1230-1,78.8553,-4.7812,0.2,16/08/1984,-1249,symbiont-facultative,spinose,0.4,0,0,0,0,0,0,0,0,0,0,0,1.5,0
ARK-II/4,PS1230-1,78.8553,-4.7812,0.2,16/08/1984,-1249,symbiont-obligate,spinose,1.2000000000000002,0,0,0,0,0,0,0,0,0,0,0,4.5,0
ARK-II/4,PS1230-1,78.8553,-4.7812,0.2,16/08/1984,-1249,undetermined,non-spinose,0.4,0,0,0,0,0,0,0,0,0,0,0,1.5,0
ARK-II/4,PS1230-1,78.8553,-4.7812,0.24,16/08/1984,-1249,symbiont-barren,non-spinose,0,0,0,0,0,0,0,0,0,0,0,0,4.199999999999999,0.986
ARK-II/4,PS1230-1,78.8553,-4.7812,0.24,16/08/1984,-1249,symbiont-barren,spinose,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0
ARK-II/4,PS1230-1,78.8553,-4.7812,0.24,16/08/1984,-1249,symbiont-bearing,spinose,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0
ARK-II/4,PS1230-1,78.8553,-4.7812,0.24,16/08/1984,-1249,symbiont-facultative,non-spinose,0,0,0,0,0,0,0,0,0,0,0,0,8.4,0
ARK-II/4,PS1230-1,78.8553,-4.7812,0.24,16/08/1984,-1249,symbiont-facultative,spinose,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0
ARK-II/4,PS1230-1,78.8553,-4.7812,0.24,16/08/1984,-1249,symbiont-obligate,spinose,0,0,0,0,0,0,0,0,0,0,0,0,4.199999999999999,0
ARK-II/4,PS1230-1,78.8553,-4.7812,0.24,16/08/1984,-1249,undetermined,non-spinose,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0
ARK-II/4,PS1230-1,78.8553,-4.7812,0.26,16/08/1984,-1249,symbiont-barren,non-spinose,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0.982
ARK-II/4,PS1230-1,78.8553,-4.7812,0.26,16/08/1984,-1249,symbiont-barren,spinose,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0
ARK-II/4,PS1230-1,78.8553,-4.7812,0.26,16/08/1984,-1249,symbiont-bearing,spinose,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
ARK-II/4,PS1230-1,78.8553,-4.7812,0.26,16/08/1984,-1249,symbiont-facultative,non-spinose,0,0,0,0,0,0,0,0,0,0,0,0,10.8,0
ARK-II/4,PS1230-1,78.8553,-4.7812,0.26,16/08/1984,-1249,symbiont-facultative,spinose,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
ARK-II/4,PS1230-1,78.8553,-4.7812,0.26,16/08/1984,-1249,symbiont-obligate,spinose,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0
ARK-II/4,PS1230-1,78.8553,-4.7812,0.26,16/08/1984,-1249,undetermined,non-spinose,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
ARK-IV/3,PS1533-3,82.0317,15.1908,0.67,16/08/1987,-2026,symbiont-barren,non-spinose,1.2000000000000002,0,0,0,0,0,0,0,0,0,0,0,8.7,0.9670000000000001
ARK-IV/3,PS1533-3,82.0317,15.1908,0.67,16/08/1987,-2026,symbiont-barren,spinose,0.8,0,0,0,0,0,0,0,0,0,0,0,5.8,0.002
ARK-IV/3,PS1533-3,82.0317,15.1908,0.67,16/08/1987,-2026,symbiont-bearing,spinose,0.4,0,0,0,0,0,0,0,0,0,0,0,2.9,0
ARK-IV/3,PS1533-3,82.0317,15.1908,0.67,16/08/1987,-2026,symbiont-facultative,non-spinose,2.4,0,0,0,0,0,0,0,0,0,0,0,17.4,0
ARK-IV/3,PS1533-3,82.0317,15.1908,0.67,16/08/1987,-2026,symbiont-facultative,spinose,0.4,0,0,0,0,0,0,0,0,0,0,0,2.9,0
ARK-IV/3,PS1533-3,82.0317,15.1908,0.67,16/08/1987,-2026,symbiont-obligate,spinose,1.2000000000000002,0,0,0,0,0,0,0,0,0,0,0,8.7,0
ARK-IV/3,PS1533-3,82.0317,15.1908,0.67,16/08/1987,-2026,undetermined,non-spinose,0.4,0,0,0,0,0,0,0,0,0,0,0,2.9,0
ARK-IV/3,PS1533-3,82.0317,15.1908,0.73,16/08/1987,-2026,symbiont-barren,non-spinose,1.2000000000000002,0,0,0,0,0,0,0,0,0,0,0,9,0.9540000000000001
ARK-IV/3,PS1533-3,82.0317,15.1908,0.73,16/08/1987,-2026,symbiont-barren,spinose,0.8,0,0,0,0,0,0,0,0,0,0,0,6,0.013000000000000001
ARK-IV/3,PS1533-3,82.0317,15.1908,0.73,16/08/1987,-2026,symbiont-bearing,spinose,0.4,0,0,0,0,0,0,0,0,0,0,0,3,0
ARK-IV/3,PS1533-3,82.0317,15.1908,0.73,16/08/1987,-2026,symbiont-facultative,non-spinose,2.4,0,0,0,0,0,0,0,0,0,0,0,18,0.001
ARK-IV/3,PS1533-3,82.0317,15.1908,0.73,16/08/1987,-2026,symbiont-facultative,spinose,0.4,0,0,0,0,0,0,0,0,0,0,0,3,0
ARK-IV/3,PS1533-3,82.0317,15.1908,0.73,16/08/1987,-2026,symbiont-obligate,spinose,1.2000000000000002,0,0,0,0,0,0,0,0,0,0,0,9,0
ARK-IV/3,PS1533-3,82.0317,15.1908,0.73,16/08/1987,-2026,undetermined,non-spinose,0.4,0,0,0,0,0,0,0,0,0,0,0,3,0
ARK-IV/3,PS1533-3,82.0317,15.1908,0.79,16/08/1987,-2026,symbiont-barren,non-spinose,0,0,0,0,0,0,0,0,0,0,0,0,6.6000000000000005,0.963
ARK-IV/3,PS1533-3,82.0317,15.1908,0.79,16/08/1987,-2026,symbiont-barren,spinose,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0.015
ARK-IV/3,PS1533-3,82.0317,15.1908,0.79,16/08/1987,-2026,symbiont-bearing,spinose,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0
ARK-IV/3,PS1533-3,82.0317,15.1908,0.79,16/08/1987,-2026,symbiont-facultative,non-spinose,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0
ARK-IV/3,PS1533-3,82.0317,15.1908,0.79,16/08/1987,-2026,symbiont-facultative,spinose,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0
ARK-IV/3,PS1533-3,82.0317,15.1908,0.79,16/08/1987,-2026,symbiont-obligate,spinose,0,0,0,0,0,0,0,0,0,0,0,0,6.6000000000000005,0
ARK-IV/3,PS1533-3,82.0317,15.1908,0.79,16/08/1987,-2026,undetermined,non-spinose,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0
ARK-IX/4,PS2446-4,82.3967,40.9083,2.9,19/08/1993,-2022,symbiont-barren,non-spinose,0,0,0,0,0,0,0,0,0,0,0,0,6,0.98
ARK-IX/4,PS2446-4,82.3967,40.9083,2.9,19/08/1993,-2022,symbiont-barren,spinose,0,0,0,0,0,0,0,0,0,0,0,0,4,0
ARK-IX/4,PS2446-4,82.3967,40.9083,2.9,19/08/1993,-2022,symbiont-bearing,spinose,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ARK-IX/4,PS2446-4,82.3967,40.9083,2.9,19/08/1993,-2022,symbiont-facultative,non-spinose,0,0,0,0,0,0,0,0,0,0,0,0,12,0
ARK-IX/4,PS2446-4,82.3967,40.9083,2.9,19/08/1993,-2022,symbiont-facultative,spinose,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ARK-IX/4,PS2446-4,82.3967,40.9083,2.9,19/08/1993,-2022,symbiont-obligate,spinose,0,0,0,0,0,0,0,0,0,0,0,0,6,0
ARK-IX/4,PS2446-4,82.3967,40.9083,2.9,19/08/1993,-2022,undetermined,non-spinose,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ARK-IX/4,PS2446-4,82.3967,40.9083,3.1,19/08/1993,-2022,symbiont-barren,non-spinose,0,0,0,0,0,0,0,0,0,0,0,0,6.8999999999999995,0.977
ARK-IX/4,PS2446-4,82.3967,40.9083,3.1,19/08/1993,-2022,symbiont-barren,spinose,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0
ARK-IX/4,PS2446-4,82.3967,40.9083,3.1,19/08/1993,-2022,symbiont-bearing,spinose,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0
ARK-IX/4,PS2446-4,82.3967,40.9083,3.1,19/08/1993,-2022,symbiont-facultative,non-spinose,0,0,0,0,0,0,0,0,0,0,0,0,13.8,0
ARK-IX/4,PS2446-4,82.3967,40.9083,3.1,19/08/1993,-2022,symbiont-facultative,spinose,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0
ARK-IX/4,PS2446-4,82.3967,40.9083,3.1,19/08/1993,-2022,symbiont-obligate,spinose,0,0,0,0,0,0,0,0,0,0,0,0,6.8999999999999995,0
ARK-IX/4,PS2446-4,82.3967,40.9083,3.1,19/08/1993,-2022,undetermined,non-spinose,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0
ARK-IX/4,PS2446-4,82.3967,40.9083,3.3,19/08/1993,-2022,symbiont-barren,non-spinose,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0.983
ARK-IX/4,PS2446-4,82.3967,40.9083,3.3,19/08/1993,-2022,symbiont-barren,spinose,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0
ARK-IX/4,PS2446-4,82.3967,40.9083,3.3,19/08/1993,-2022,symbiont-bearing,spinose,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0
ARK-IX/4,PS2446-4,82.3967,40.9083,3.3,19/08/1993,-2022,symbiont-facultative,non-spinose,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0
ARK-IX/4,PS2446-4,82.3967,40.9083,3.3,19/08/1993,-2022,symbiont-facultative,spinose,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0
ARK-IX/4,PS2446-4,82.3967,40.9083,3.3,19/08/1993,-2022,symbiont-obligate,spinose,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0
ARK-IX/4,PS2446-4,82.3967,40.9083,3.3,19/08/1993,-2022,undetermined,non-spinose,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0
ARK-IX/4,PS2446-4,82.3967,40.9083,3.5,19/08/1993,-2022,symbiont-barren,non-spinose,0,0,0,0,0,0,0,0,0,0,0,0,7.199999999999999,0.976
ARK-IX/4,PS2446-4,82.3967,40.9083,3.5,19/08/1993,-2022,symbiont-barren,spinose,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0
ARK-IX/4,PS2446-4,82.3967,40.9083,3.5,19/08/1993,-2022,symbiont-bearing,spinose,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0
ARK-IX/4,PS2446-4,82.3967,40.9083,3.5,19/08/1993,-2022,symbiont-facultative,non-spinose,0,0,0,0,0,0,0,0,0,0,0,0,14.4,0
ARK-IX/4,PS2446-4,82.3967,40.9083,3.5,19/08/1993,-2022,symbiont-facultative,spinose,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0
ARK-IX/4,PS2446-4,82.3967,40.9083,3.5,19/08/1993,-2022,symbiont-obligate,spinose,0,0,0,0,0,0,0,0,0,0,0,0,7.199999999999999,0
ARK-IX/4,PS2446-4,82.3967,40.9083,3.5,19/08/1993,-2022,undetermined,non-spinose,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0
ARK-V/3b,PS1730-2,70.1165,-17.6943,0.8,18/08/1988,-1622,symbiont-barren,non-spinose,0,0,0,0,0,0,0,0,0,0,0,0,4.199999999999999,0.986
ARK-V/3b,PS1730-2,70.1165,-17.6943,0.8,18/08/1988,-1622,symbiont-barren,spinose,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0
ARK-V/3b,PS1730-2,70.1165,-17.6943,0.8,18/08/1988,-1622,symbiont-bearing,spinose,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0
ARK-V/3b,PS1730-2,70.1165,-17.6943,0.8,18/08/1988,-1622,symbiont-facultative,non-spinose,0,0,0,0,0,0,0,0,0,0,0,0,8.4,0
ARK-V/3b,PS1730-2,70.1165,-17.6943,0.8,18/08/1988,-1622,symbiont-facultative,spinose,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0
ARK-V/3b,PS1730-2,70.1165,-17.6943,0.8,18/08/1988,-1622,symbiont-obligate,spinose,0,0,0,0,0,0,0,0,0,0,0,0,4.199999999999999,0
ARK-V/3b,PS1730-2,70.1165,-17.6943,0.8,18/08/1988,-1622,undetermined,non-spinose,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0
ARK-V/3b,PS1730-2,70.1165,-17.6943,0.9,18/08/1988,-1622,symbiont-barren,non-spinose,0,0,0,0,0,0,0,0,0,0,0,0,1.7999999999999998,0.9940000000000001
ARK-V/3b,PS1730-2,70.1165,-17.6943,0.9,18/08/1988,-1622,symbiont-barren,spinose,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0
ARK-V/3b,PS1730-2,70.1165,-17.6943,0.9,18/08/1988,-1622,symbiont-bearing,spinose,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0
ARK-V/3b,PS1730-2,70.1165,-17.6943,0.9,18/08/1988,-1622,symbiont-facultative,non-spinose,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0
ARK-V/3b,PS1730-2,70.1165,-17.6943,0.9,18/08/1988,-1622,symbiont-facultative,spinose,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0
