Event,Latitude,Longitude,Depth sed [m],Symbiosis,Spine,Absolute Abundance
PS1906-2,76.8463,-2.1505,0.5,symbiont-barren,non-spinose,465
PS1906-2,76.8463,-2.1505,0.5,symbiont-barren,spinose,0
PS1906-2,76.8463,-2.1505,0.5,symbiont-bearing,non-spinose,0
PS1906-2,76.8463,-2.1505,0.5,symbiont-facultative,non-spinose,2
PS1906-2,76.8463,-2.1505,0.5,symbiont-obligate,spinose,0
PS1906-2,76.8463,-2.1505,0.5,undetermined,non-spinose,0
