Event,Latitude,Longitude,Depth sed [m],Symbiosis,Spine,Absolute Abundance
V19-201,-5.333,40.433,0.7,symbiont-facultative,non-spinose,130
V19-201,-5.333,40.433,0.7,symbiont-facultative,spinose,2
V19-201,-5.333,40.433,0.7,symbiont-obligate,spinose,32
V19-201,-5.333,40.433,0.7,undetermined,non-spinose,0
V19-202,-6.983,41.183,0.3,symbiont-barren,non-spinose,20
V19-202,-6.983,41.183,0.3,symbiont-barren,spinose,28
V19-202,-6.983,41.183,0.3,symbiont-bearing,non-spinose,0
V19-202,-6.983,41.183,0.3,symbiont-bearing,spinose,17
V19-202,-6.983,41.183,0.3,symbiont-facultative,non-spinose,119
V19-202,-6.983,41.183,0.3,symbiont-facultative,spinose,2
V19-202,-6.983,41.183,0.3,symbiont-obligate,spinose,52
V19-202,-6.983,41.183,0.3,undetermined,non-spinose,1
V19-204,-10.23,43.817,0.2,symbiont-barren,non-spinose,52
V19-204,-10.23,43.817,0.2,symbiont-barren,spinose,27
V19-204,-10.23,43.817,0.2,symbiont-bearing,non-spinose,0
V19-204,-10.23,43.817,0.2,symbiont-bearing,spinose,1
V19-204,-10.23,43.817,0.2,symbiont-facultative,non-spinose,101
V19-204,-10.23,43.817,0.2,symbiont-facultative,spinose,0
V19-204,-10.23,43.817,0.2,symbiont-obligate,spinose,29
V19-204,-10.23,43.817,0.2,undetermined,non-spinose,0
V19-21,11.8,-79.07,0.6,symbiont-barren,non-spinose,9
V19-21,11.8,-79.07,0.6,symbiont-barren,spinose,3
V19-21,11.8,-79.07,0.6,symbiont-bearing,non-spinose,0
V19-21,11.8,-79.07,0.6,symbiont-bearing,spinose,13
V19-21,11.8,-79.07,0.6,symbiont-facultative,non-spinose,54
V19-21,11.8,-79.07,0.6,symbiont-facultative,spinose,0
V19-21,11.8,-79.07,0.6,symbiont-obligate,spinose,197
V19-21,11.8,-79.07,0.6,undetermined,non-spinose,0
V19-291,2,-5.25,0.8,symbiont-barren,non-spinose,89
V19-291,2,-5.25,0.8,symbiont-barren,spinose,23
V19-291,2,-5.25,0.8,symbiont-bearing,non-spinose,0
V19-291,2,-5.25,0.8,symbiont-bearing,spinose,1
V19-291,2,-5.25,0.8,symbiont-facultative,non-spinose,95
V19-291,2,-5.25,0.8,symbiont-facultative,spinose,0
V19-291,2,-5.25,0.8,symbiont-obligate,spinose,216
V19-291,2,-5.25,0.8,undetermined,non-spinose,0
V20-170,-21.8,69.233,0.2,symbiont-barren,non-spinose,16
V20-170,-21.8,69.233,0.2,symbiont-barren,spinose,4
V20-170,-21.8,69.233,0.2,symbiont-bearing,non-spinose,0
V20-170,-21.8,69.233,0.2,symbiont-bearing,spinose,23
V20-170,-21.8,69.233,0.2,symbiont-facultative,non-spinose,60
V20-170,-21.8,69.233,0.2,symbiont-facultative,spinose,2
V20-170,-21.8,69.233,0.2,symbiont-obligate,spinose,58
V20-170,-21.8,69.233,0.2,undetermined,non-spinose,1
V20-175,-22.3,68,0.2,symbiont-barren,non-spinose,21
V20-175,-22.3,68,0.2,symbiont-barren,spinose,9
V20-175,-22.3,68,0.2,symbiont-bearing,non-spinose,0
V20-175,-22.3,68,0.2,symbiont-bearing,spinose,17
V20-175,-22.3,68,0.2,symbiont-facultative,non-spinose,59
V20-175,-22.3,68,0.2,symbiont-facultative,spinose,1
V20-175,-22.3,68,0.2,symbiont-obligate,spinose,57
V20-175,-22.3,68,0.2,undetermined,non-spinose,0
V20-242,23.367,-43.65,0.29,symbiont-barren,non-spinose,13
V20-242,23.367,-43.65,0.29,symbiont-barren,spinose,12
V20-242,23.367,-43.65,0.29,symbiont-bearing,non-spinose,0
V20-242,23.367,-43.65,0.29,symbiont-bearing,spinose,25
V20-242,23.367,-43.65,0.29,symbiont-facultative,non-spinose,5
V20-242,23.367,-43.65,0.29,symbiont-facultative,spinose,0
V20-242,23.367,-43.65,0.29,symbiont-obligate,spinose,270
V20-242,23.367,-43.65,0.29,undetermined,non-spinose,0
V22-186,3.383,-20.12,0.3,symbiont-barren,non-spinose,62
V22-186,3.383,-20.12,0.3,symbiont-barren,spinose,5
V22-186,3.383,-20.12,0.3,symbiont-bearing,non-spinose,0
V22-186,3.383,-20.12,0.3,symbiont-bearing,spinose,0
V22-186,3.383,-20.12,0.3,symbiont-facultative,non-spinose,139
V22-186,3.383,-20.12,0.3,symbiont-facultative,spinose,0
V22-186,3.383,-20.12,0.3,symbiont-obligate,spinose,167
V22-186,3.383,-20.12,0.3,undetermined,non-spinose,0
V22-197,14.167,-18.58,0.72,symbiont-barren,non-spinose,62
V22-197,14.167,-18.58,0.72,symbiont-barren,spinose,116
V22-197,14.167,-18.58,0.72,symbiont-bearing,non-spinose,1
V22-197,14.167,-18.58,0.72,symbiont-bearing,spinose,0
V22-197,14.167,-18.58,0.72,symbiont-facultative,non-spinose,66
V22-197,14.167,-18.58,0.72,symbiont-facultative,spinose,3
V22-197,14.167,-18.58,0.72,symbiont-obligate,spinose,89
V22-197,14.167,-18.58,0.72,undetermined,non-spinose,0
V22-26,8.717,-41.25,0.4,symbiont-barren,non-spinose,27
V22-26,8.717,-41.25,0.4,symbiont-barren,spinose,27
V22-26,8.717,-41.25,0.4,symbiont-bearing,non-spinose,0
V22-26,8.717,-41.25,0.4,symbiont-bearing,spinose,5
V22-26,8.717,-41.25,0.4,symbiont-facultative,non-spinose,103
V22-26,8.717,-41.25,0.4,symbiont-facultative,spinose,0
V22-26,8.717,-41.25,0.4,symbiont-obligate,spinose,247
V22-26,8.717,-41.25,0.4,undetermined,non-spinose,0
V23-100,21.3,-22.68,0.42,symbiont-barren,non-spinose,161
V23-100,21.3,-22.68,0.42,symbiont-barren,spinose,36
V23-100,21.3,-22.68,0.42,symbiont-bearing,non-spinose,0
V23-100,21.3,-22.68,0.42,symbiont-bearing,spinose,2
V23-100,21.3,-22.68,0.42,symbiont-facultative,non-spinose,41
V23-100,21.3,-22.68,0.42,symbiont-facultative,spinose,1
V23-100,21.3,-22.68,0.42,symbiont-obligate,spinose,54
V23-100,21.3,-22.68,0.42,undetermined,non-spinose,0
V23-91,29.583,-28.57,0.3,symbiont-barren,non-spinose,38
V23-91,29.583,-28.57,0.3,symbiont-barren,spinose,26
V23-91,29.583,-28.57,0.3,symbiont-bearing,non-spinose,0
V23-91,29.583,-28.57,0.3,symbiont-bearing,spinose,6
V23-91,29.583,-28.57,0.3,symbiont-facultative,non-spinose,67
V23-91,29.583,-28.57,0.3,symbiont-facultative,spinose,1
V23-91,29.583,-28.57,0.3,symbiont-obligate,spinose,168
V23-91,29.583,-28.57,0.3,undetermined,non-spinose,0
V25-59,1.367,-33.48,0.7,symbiont-barren,non-spinose,78
V25-59,1.367,-33.48,0.7,symbiont-barren,spinose,10
V25-59,1.367,-33.48,0.7,symbiont-bearing,non-spinose,0
V25-59,1.367,-33.48,0.7,symbiont-bearing,spinose,12
V25-59,1.367,-33.48,0.7,symbiont-facultative,non-spinose,193
V25-59,1.367,-33.48,0.7,symbiont-facultative,spinose,0
V25-59,1.367,-33.48,0.7,symbiont-obligate,spinose,263
V25-59,1.367,-33.48,0.7,undetermined,non-spinose,0
V26-41,19.333,-26.12,0.43,symbiont-barren,non-spinose,107
V26-41,19.333,-26.12,0.43,symbiont-barren,spinose,20
V26-41,19.333,-26.12,0.43,symbiont-bearing,non-spinose,0
V26-41,19.333,-26.12,0.43,symbiont-bearing,spinose,1
V26-41,19.333,-26.12,0.43,symbiont-facultative,non-spinose,47
V26-41,19.333,-26.12,0.43,symbiont-facultative,spinose,0
V26-41,19.333,-26.12,0.43,symbiont-obligate,spinose,124
V26-41,19.333,-26.12,0.43,undetermined,non-spinose,0
V27-178,5.1,-26.65,0.55,symbiont-barren,non-spinose,46
V27-178,5.1,-26.65,0.55,symbiont-barren,spinose,17
V27-178,5.1,-26.65,0.55,symbiont-bearing,non-spinose,0
V27-178,5.1,-26.65,0.55,symbiont-bearing,spinose,1
V27-178,5.1,-26.65,0.55,symbiont-facultative,non-spinose,110
V27-178,5.1,-26.65,0.55,symbiont-facultative,spinose,0
V27-178,5.1,-26.65,0.55,symbiont-obligate,spinose,253
V27-178,5.1,-26.65,0.55,undetermined,non-spinose,0
V27-248,3.05,-11.82,0.82,symbiont-barren,non-spinose,48
V27-248,3.05,-11.82,0.82,symbiont-barren,spinose,0
V27-248,3.05,-11.82,0.82,symbiont-bearing,non-spinose,0
V27-248,3.05,-11.82,0.82,symbiont-bearing,spinose,3
V27-248,3.05,-11.82,0.82,symbiont-facultative,non-spinose,51
V27-248,3.05,-11.82,0.82,symbiont-facultative,spinose,0
V27-248,3.05,-11.82,0.82,symbiont-obligate,spinose,81
V27-248,3.05,-11.82,0.82,undetermined,non-spinose,0
V27-263,35.017,-40.92,0.2,symbiont-barren,non-spinose,61
V27-263,35.017,-40.92,0.2,symbiont-barren,spinose,52
V27-263,35.017,-40.92,0.2,symbiont-bearing,non-spinose,0
V27-263,35.017,-40.92,0.2,symbiont-bearing,spinose,1
V27-263,35.017,-40.92,0.2,symbiont-facultative,non-spinose,69
V27-263,35.017,-40.92,0.2,symbiont-facultative,spinose,5
V27-263,35.017,-40.92,0.2,symbiont-obligate,spinose,83
V27-263,35.017,-40.92,0.2,undetermined,non-spinose,0
V27-47,68.467,-13.55,0.5,symbiont-barren,non-spinose,301
V27-47,68.467,-13.55,0.5,symbiont-barren,spinose,0
V27-47,68.467,-13.55,0.5,symbiont-bearing,non-spinose,0
V27-47,68.467,-13.55,0.5,symbiont-bearing,spinose,0
V27-47,68.467,-13.55,0.5,symbiont-facultative,non-spinose,0
V27-47,68.467,-13.55,0.5,symbiont-facultative,spinose,0
V27-47,68.467,-13.55,0.5,symbiont-obligate,spinose,0
V27-47,68.467,-13.55,0.5,undetermined,non-spinose,0
V27-60,72.183,8.583,1.1,symbiont-barren,non-spinose,6
V27-60,72.183,8.583,1.1,symbiont-barren,spinose,3
V27-60,72.183,8.583,1.1,symbiont-bearing,non-spinose,0
V27-60,72.183,8.583,1.1,symbiont-bearing,spinose,0
V27-60,72.183,8.583,1.1,symbiont-facultative,non-spinose,1
V27-60,72.183,8.583,1.1,symbiont-facultative,spinose,0
V27-60,72.183,8.583,1.1,symbiont-obligate,spinose,0
V27-60,72.183,8.583,1.1,undetermined,non-spinose,0
V27-86,66.6,1.117,0.8,symbiont-barren,non-spinose,673
V27-86,66.6,1.117,0.8,symbiont-barren,spinose,0
V27-86,66.6,1.117,0.8,symbiont-bearing,non-spinose,0
V27-86,66.6,1.117,0.8,symbiont-bearing,spinose,0
V27-86,66.6,1.117,0.8,symbiont-facultative,non-spinose,1
V27-86,66.6,1.117,0.8,symbiont-facultative,spinose,0
V27-86,66.6,1.117,0.8,symbiont-obligate,spinose,0
V27-86,66.6,1.117,0.8,undetermined,non-spinose,0
V28-129,11.117,-80.4,0.8,symbiont-barren,non-spinose,19
V28-129,11.117,-80.4,0.8,symbiont-barren,spinose,1
V28-129,11.117,-80.4,0.8,symbiont-bearing,non-spinose,0
V28-129,11.117,-80.4,0.8,symbiont-bearing,spinose,15
V28-129,11.117,-80.4,0.8,symbiont-facultative,non-spinose,61
V28-129,11.117,-80.4,0.8,symbiont-facultative,spinose,0
V28-129,11.117,-80.4,0.8,symbiont-obligate,spinose,211
V28-129,11.117,-80.4,0.8,undetermined,non-spinose,0
V28-14,64.783,-29.57,1.6,symbiont-barren,non-spinose,674
V28-14,64.783,-29.57,1.6,symbiont-barren,spinose,4
V28-14,64.783,-29.57,1.6,symbiont-bearing,non-spinose,0
V28-14,64.783,-29.57,1.6,symbiont-bearing,spinose,0
V28-14,64.783,-29.57,1.6,symbiont-facultative,non-spinose,0
V28-14,64.783,-29.57,1.6,symbiont-facultative,spinose,0
V28-14,64.783,-29.57,1.6,symbiont-obligate,spinose,0
V28-14,64.783,-29.57,1.6,undetermined,non-spinose,0
V28-56,68.033,-6.117,0.7,symbiont-barren,non-spinose,488
V28-56,68.033,-6.117,0.7,symbiont-barren,spinose,0
V28-56,68.033,-6.117,0.7,symbiont-bearing,non-spinose,0
V28-56,68.033,-6.117,0.7,symbiont-bearing,spinose,0
V28-56,68.033,-6.117,0.7,symbiont-facultative,non-spinose,0
V28-56,68.033,-6.117,0.7,symbiont-facultative,spinose,0
V28-56,68.033,-6.117,0.7,symbiont-obligate,spinose,0
V28-56,68.033,-6.117,0.7,undetermined,non-spinose,0
V29-173,33.7,-29.38,0.25,symbiont-barren,non-spinose,60
V29-173,33.7,-29.38,0.25,symbiont-barren,spinose,20
V29-173,33.7,-29.38,0.25,symbiont-bearing,non-spinose,0
V29-173,33.7,-29.38,0.25,symbiont-bearing,spinose,4
V29-173,33.7,-29.38,0.25,symbiont-facultative,non-spinose,75
V29-173,33.7,-29.38,0.25,symbiont-facultative,spinose,4
V29-173,33.7,-29.38,0.25,symbiont-obligate,spinose,104
V29-173,33.7,-29.38,0.25,undetermined,non-spinose,0
V29-174,36.3,-29.37,0.4,symbiont-barren,non-spinose,62
V29-174,36.3,-29.37,0.4,symbiont-barren,spinose,53
V29-174,36.3,-29.37,0.4,symbiont-bearing,non-spinose,0
V29-174,36.3,-29.37,0.4,symbiont-bearing,spinose,0
V29-174,36.3,-29.37,0.4,symbiont-facultative,non-spinose,75
V29-174,36.3,-29.37,0.4,symbiont-facultative,spinose,4
V29-174,36.3,-29.37,0.4,symbiont-obligate,spinose,114
V29-174,36.3,-29.37,0.4,undetermined,non-spinose,0
V29-219,68.383,-5.45,0.5,symbiont-barren,non-spinose,331
V29-219,68.383,-5.45,0.5,symbiont-barren,spinose,0
V29-219,68.383,-5.45,0.5,symbiont-bearing,non-spinose,0
V29-219,68.383,-5.45,0.5,symbiont-bearing,spinose,0
V29-219,68.383,-5.45,0.5,symbiont-facultative,non-spinose,0
V29-219,68.383,-5.45,0.5,symbiont-facultative,spinose,0
V29-219,68.383,-5.45,0.5,symbiont-obligate,spinose,0
V29-219,68.383,-5.45,0.5,undetermined,non-spinose,0
V29-219,68.3833,-5.45,0.5,symbiont-barren,non-spinose,331
V29-219,68.3833,-5.45,0.5,symbiont-barren,spinose,0
V29-219,68.3833,-5.45,0.5,symbiont-bearing,non-spinose,0
V29-219,68.3833,-5.45,0.5,symbiont-bearing,spinose,0
V29-219,68.3833,-5.45,0.5,symbiont-facultative,non-spinose,0
V29-219,68.3833,-5.45,0.5,symbiont-facultative,spinose,0
V29-219,68.3833,-5.45,0.5,symbiont-obligate,spinose,0
V29-219,68.3833,-5.45,0.5,undetermined,non-spinose,0
