Event,Latitude,Longitude,Depth sed [m],Symbiosis,Spine,Absolute Abundance
MD95-2040,40.581833,-9.861167,4.82,symbiont-barren,spinose,123
MD95-2040,40.581833,-9.861167,4.82,symbiont-bearing,non-spinose,0
MD95-2040,40.581833,-9.861167,4.82,symbiont-bearing,spinose,0
MD95-2040,40.581833,-9.861167,4.82,symbiont-facultative,non-spinose,82
MD95-2040,40.581833,-9.861167,4.82,symbiont-facultative,spinose,0
MD95-2040,40.581833,-9.861167,4.82,symbiont-obligate,spinose,30
MD95-2040,40.581833,-9.861167,4.82,undetermined,non-spinose,2
MD95-2040,40.581833,-9.861167,4.85,symbiont-barren,non-spinose,196
MD95-2040,40.581833,-9.861167,4.85,symbiont-barren,spinose,94
MD95-2040,40.581833,-9.861167,4.85,symbiont-bearing,non-spinose,0
MD95-2040,40.581833,-9.861167,4.85,symbiont-bearing,spinose,0
MD95-2040,40.581833,-9.861167,4.85,symbiont-facultative,non-spinose,55
MD95-2040,40.581833,-9.861167,4.85,symbiont-facultative,spinose,0
MD95-2040,40.581833,-9.861167,4.85,symbiont-obligate,spinose,16
MD95-2040,40.581833,-9.861167,4.85,undetermined,non-spinose,2
MD95-2040,40.581833,-9.861167,4.88,symbiont-barren,non-spinose,228
MD95-2040,40.581833,-9.861167,4.88,symbiont-barren,spinose,84
MD95-2040,40.581833,-9.861167,4.88,symbiont-bearing,non-spinose,0
MD95-2040,40.581833,-9.861167,4.88,symbiont-bearing,spinose,0
MD95-2040,40.581833,-9.861167,4.88,symbiont-facultative,non-spinose,35
MD95-2040,40.581833,-9.861167,4.88,symbiont-facultative,spinose,0
MD95-2040,40.581833,-9.861167,4.88,symbiont-obligate,spinose,19
MD95-2040,40.581833,-9.861167,4.88,undetermined,non-spinose,0
