Event,Latitude,Longitude,Depth sed,Symbiosis,Spine,Elevation,total,Relative Abundance
V28-129,11.117,-80.4,0.8,symbiont-barren,spinose,-10200,299.7,0.003
V28-129,11.117,-80.4,0.8,symbiont-bearing,spinose,-10200,299.7,0.049
V28-129,11.117,-80.4,0.8,symbiont-facultative,non-spinose,-13600,399.59999999999997,0.091
V28-129,11.117,-80.4,0.8,symbiont-obligate,spinose,-20400,599.4,0.612
V28-129,11.117,-80.4,0.8,undetermined,non-spinose,-6800,199.79999999999998,0.075
V28-201,2.767,-173.9,0.2,symbiont-barren,non-spinose,-22519,698.5999999999999,0.276
V28-201,2.767,-173.9,0.2,symbiont-barren,spinose,-9651,299.4,0.156
V28-201,2.767,-173.9,0.2,symbiont-bearing,spinose,-9651,299.4,0.078
V28-201,2.767,-173.9,0.2,symbiont-facultative,non-spinose,-12868,399.2,0.095
V28-201,2.767,-173.9,0.2,symbiont-obligate,spinose,-19302,598.8,0.348
V28-201,2.767,-173.9,0.2,undetermined,non-spinose,-6434,199.6,0.045000000000000005
V28-203,0.95,-179.4,0.4,symbiont-barren,non-spinose,-22701,698.5999999999999,0.215
V28-203,0.95,-179.4,0.4,symbiont-barren,spinose,-9729,299.4,0.097
V28-203,0.95,-179.4,0.4,symbiont-bearing,spinose,-9729,299.4,0.025
V28-203,0.95,-179.4,0.4,symbiont-facultative,non-spinose,-12972,399.2,0.198
V28-203,0.95,-179.4,0.4,symbiont-obligate,spinose,-19458,598.8,0.39000000000000007
V28-203,0.95,-179.4,0.4,undetermined,non-spinose,-6486,199.6,0.07300000000000001
V28-230,-5.5,166.75,0.2,symbiont-barren,non-spinose,-20944,699.3,0.271
V28-230,-5.5,166.75,0.2,symbiont-barren,spinose,-8976,299.70000000000005,0.08
V28-230,-5.5,166.75,0.2,symbiont-bearing,spinose,-8976,299.70000000000005,0.027000000000000003
V28-230,-5.5,166.75,0.2,symbiont-facultative,non-spinose,-11968,399.6,0.09
V28-230,-5.5,166.75,0.2,symbiont-obligate,spinose,-17952,599.4,0.5079999999999999
V28-230,-5.5,166.75,0.2,undetermined,non-spinose,-5984,199.8,0.023000000000000003
V28-238,1.017,160.48,0.35,symbiont-barren,non-spinose,-21840,699.3,0.212
V28-238,1.017,160.48,0.35,symbiont-barren,spinose,-9360,299.70000000000005,0.125
V28-238,1.017,160.48,0.35,symbiont-bearing,spinose,-9360,299.70000000000005,0.032
V28-238,1.017,160.48,0.35,symbiont-facultative,non-spinose,-12480,399.6,0.182
V28-238,1.017,160.48,0.35,symbiont-obligate,spinose,-18720,599.4,0.368
V28-238,1.017,160.48,0.35,undetermined,non-spinose,-6240,199.8,0.08
V28-239,3.25,159.18,0.3,symbiont-barren,non-spinose,-24430,700,0.215
V28-239,3.25,159.18,0.3,symbiont-barren,spinose,-10470,300,0.10300000000000001
V28-239,3.25,159.18,0.3,symbiont-bearing,spinose,-10470,300,0.013999999999999999
V28-239,3.25,159.18,0.3,symbiont-facultative,non-spinose,-13960,400,0.281
V28-239,3.25,159.18,0.3,symbiont-obligate,spinose,-20940,600,0.291
V28-239,3.25,159.18,0.3,undetermined,non-spinose,-6980,200,0.096
V28-243,11.067,138.53,0.2,symbiont-barren,non-spinose,-14903,700.6999999999998,0.094
V28-243,11.067,138.53,0.2,symbiont-barren,spinose,-6387,300.2999999999999,0.063
V28-243,11.067,138.53,0.2,symbiont-bearing,spinose,-6387,300.2999999999999,0.039
V28-243,11.067,138.53,0.2,symbiont-facultative,non-spinose,-8516,400.39999999999986,0.031000000000000003
V28-243,11.067,138.53,0.2,symbiont-obligate,spinose,-12774,600.5999999999998,0.745
V28-243,11.067,138.53,0.2,undetermined,non-spinose,-4258,200.19999999999993,0.028999999999999998
V28-294,28.433,139.97,0.04,symbiont-barren,non-spinose,-16156,700,0.319
V28-294,28.433,139.97,0.04,symbiont-barren,spinose,-6924,300,0.127
V28-294,28.433,139.97,0.04,symbiont-bearing,spinose,-6924,300,0.015000000000000001
V28-294,28.433,139.97,0.04,symbiont-facultative,non-spinose,-9232,400,0.138
V28-294,28.433,139.97,0.04,symbiont-obligate,spinose,-13848,600,0.38100000000000006
V28-294,28.433,139.97,0.04,undetermined,non-spinose,-4616,200,0.02
V28-304,28.533,134.13,0.45,symbiont-barren,non-spinose,-20594,699.9999999999999,0.272
V28-304,28.533,134.13,0.45,symbiont-barren,spinose,-8826,299.99999999999994,0.15000000000000002
V28-304,28.533,134.13,0.45,symbiont-bearing,spinose,-8826,299.99999999999994,0.004
V28-304,28.533,134.13,0.45,symbiont-facultative,non-spinose,-11768,399.99999999999994,0.218
V28-304,28.533,134.13,0.45,symbiont-obligate,spinose,-17652,599.9999999999999,0.332
V28-304,28.533,134.13,0.45,undetermined,non-spinose,-5884,199.99999999999997,0.024
V28-310,25.417,125.63,0.4,symbiont-barren,non-spinose,-11053,697.2,0.402
V28-310,25.417,125.63,0.4,symbiont-barren,spinose,-4737,298.8,0.089
V28-310,25.417,125.63,0.4,symbiont-bearing,spinose,-4737,298.8,0.12000000000000001
V28-310,25.417,125.63,0.4,symbiont-facultative,non-spinose,-6316,398.40000000000003,0.101
V28-310,25.417,125.63,0.4,symbiont-obligate,spinose,-9474,597.6,0.281
V28-310,25.417,125.63,0.4,undetermined,non-spinose,-3158,199.20000000000002,0.003
V28-342,-14.1,120.5,0.9,symbiont-barren,non-spinose,-19110,699.9999999999999,0.23199999999999998
V28-342,-14.1,120.5,0.9,symbiont-barren,spinose,-8190,299.99999999999994,0.08600000000000001
V28-342,-14.1,120.5,0.9,symbiont-bearing,spinose,-8190,299.99999999999994,0.077
V28-342,-14.1,120.5,0.9,symbiont-facultative,non-spinose,-10920,399.99999999999994,0.19999999999999998
V28-342,-14.1,120.5,0.9,symbiont-obligate,spinose,-16380,599.9999999999999,0.376
V28-342,-14.1,120.5,0.9,undetermined,non-spinose,-5460,199.99999999999997,0.028999999999999998
V28-345,-17.67,117.95,0.9,symbiont-barren,non-spinose,-13328,699.3,0.27299999999999996
V28-345,-17.67,117.95,0.9,symbiont-barren,spinose,-5712,299.70000000000005,0.101
V28-345,-17.67,117.95,0.9,symbiont-bearing,spinose,-5712,299.70000000000005,0.067
V28-345,-17.67,117.95,0.9,symbiont-facultative,non-spinose,-7616,399.6,0.178
V28-345,-17.67,117.95,0.9,symbiont-obligate,spinose,-11424,599.4,0.36100000000000004
V28-345,-17.67,117.95,0.9,undetermined,non-spinose,-3808,199.8,0.019
V28-89,44.533,-32.58,0.72,symbiont-barren,non-spinose,-25501,700.0000000000001,0.8540000000000001
V28-89,44.533,-32.58,0.72,symbiont-barren,spinose,-10929,300.00000000000006,0.10200000000000001
V28-89,44.533,-32.58,0.72,symbiont-bearing,spinose,-10929,300.00000000000006,0
V28-89,44.533,-32.58,0.72,symbiont-facultative,non-spinose,-14572,400.00000000000006,0.024
V28-89,44.533,-32.58,0.72,symbiont-obligate,spinose,-21858,600.0000000000001,0.018000000000000002
V28-89,44.533,-32.58,0.72,undetermined,non-spinose,-7286,200.00000000000003,0.002
V29-144,-0.2,6.05,0.85,symbiont-barren,non-spinose,-18795,700.7,0.21400000000000002
V29-144,-0.2,6.05,0.85,symbiont-barren,spinose,-8055,300.29999999999995,0.05
V29-144,-0.2,6.05,0.85,symbiont-bearing,spinose,-8055,300.29999999999995,0.024
V29-144,-0.2,6.05,0.85,symbiont-facultative,non-spinose,-10740,400.4,0.43599999999999994
V29-144,-0.2,6.05,0.85,symbiont-obligate,spinose,-16110,600.6,0.266
V29-144,-0.2,6.05,0.85,undetermined,non-spinose,-5370,200.2,0.011000000000000001
V29-15,11.95,88.733,0.7,symbiont-barren,non-spinose,-22211,700,0.24
V29-15,11.95,88.733,0.7,symbiont-barren,spinose,-9519,300,0.084
V29-15,11.95,88.733,0.7,symbiont-bearing,spinose,-9519,300,0.064
V29-15,11.95,88.733,0.7,symbiont-facultative,non-spinose,-12692,400,0.20400000000000001
V29-15,11.95,88.733,0.7,symbiont-obligate,spinose,-19038,600,0.31000000000000005
V29-15,11.95,88.733,0.7,undetermined,non-spinose,-6346,200,0.098
V29-172,33.7,-29.38,0.4,symbiont-barren,non-spinose,-22799,699.3,0.377
V29-172,33.7,-29.38,0.4,symbiont-barren,spinose,-9771,299.7,0.012
V29-172,33.7,-29.38,0.4,symbiont-bearing,spinose,-9771,299.7,0.036000000000000004
V29-172,33.7,-29.38,0.4,symbiont-facultative,non-spinose,-13028,399.59999999999997,0.357
V29-172,33.7,-29.38,0.4,symbiont-obligate,spinose,-19542,599.4,0.201
V29-172,33.7,-29.38,0.4,undetermined,non-spinose,-6514,199.79999999999998,0.016
V29-173,33.7,-29.38,0.25,symbiont-barren,non-spinose,-22946,698.5999999999999,0.262
V29-173,33.7,-29.38,0.25,symbiont-barren,spinose,-9834,299.4,0.055
V29-173,33.7,-29.38,0.25,symbiont-bearing,spinose,-9834,299.4,0.013000000000000001
V29-173,33.7,-29.38,0.25,symbiont-facultative,non-spinose,-13112,399.2,0.315
V29-173,33.7,-29.38,0.25,symbiont-obligate,spinose,-19668,598.8,0.33000000000000007
V29-173,33.7,-29.38,0.25,undetermined,non-spinose,-6556,199.6,0.023
V29-174,36.3,-29.37,0.4,symbiont-barren,non-spinose,-23940,699.3,0.309
V29-174,36.3,-29.37,0.4,symbiont-barren,spinose,-10260,299.70000000000005,0.12399999999999999
V29-174,36.3,-29.37,0.4,symbiont-bearing,spinose,-10260,299.70000000000005,0
V29-174,36.3,-29.37,0.4,symbiont-facultative,non-spinose,-13680,399.6,0.27
V29-174,36.3,-29.37,0.4,symbiont-obligate,spinose,-20520,599.4,0.28400000000000003
V29-174,36.3,-29.37,0.4,undetermined,non-spinose,-6840,199.8,0.012
V29-177,41.533,-25.72,0.42,symbiont-barren,non-spinose,-23737,700.0000000000001,0.45
V29-177,41.533,-25.72,0.42,symbiont-barren,spinose,-10173,300.00000000000006,0.319
V29-177,41.533,-25.72,0.42,symbiont-bearing,spinose,-10173,300.00000000000006,0.002
V29-177,41.533,-25.72,0.42,symbiont-facultative,non-spinose,-13564,400.00000000000006,0.189
V29-177,41.533,-25.72,0.42,symbiont-obligate,spinose,-20346,600.0000000000001,0.04
V29-177,41.533,-25.72,0.42,undetermined,non-spinose,-6782,200.00000000000003,0
V29-178,42.85,-25.15,0.49,symbiont-barren,non-spinose,-24136,698.6000000000001,0.543
V29-178,42.85,-25.15,0.49,symbiont-barren,spinose,-10344,299.40000000000003,0.337
V29-178,42.85,-25.15,0.49,symbiont-bearing,spinose,-10344,299.40000000000003,0
V29-178,42.85,-25.15,0.49,symbiont-facultative,non-spinose,-13792,399.20000000000005,0.10300000000000001
V29-178,42.85,-25.15,0.49,symbiont-obligate,spinose,-20688,598.8000000000001,0.015
V29-178,42.85,-25.15,0.49,undetermined,non-spinose,-6896,199.60000000000002,0
V29-179,44.017,-24.53,0.73,symbiont-barren,non-spinose,-23317,699.3,0.61
V29-179,44.017,-24.53,0.73,symbiont-barren,spinose,-9993,299.70000000000005,0.267
V29-179,44.017,-24.53,0.73,symbiont-bearing,spinose,-9993,299.70000000000005,0.002
V29-179,44.017,-24.53,0.73,symbiont-facultative,non-spinose,-13324,399.6,0.091
V29-179,44.017,-24.53,0.73,symbiont-obligate,spinose,-19986,599.4,0.028999999999999998
V29-179,44.017,-24.53,0.73,undetermined,non-spinose,-6662,199.8,0
V29-180,45.3,-23.87,0.58,symbiont-barren,non-spinose,-22253,699.3,0.683
V29-180,45.3,-23.87,0.58,symbiont-barren,spinose,-9537,299.70000000000005,0.272
V29-180,45.3,-23.87,0.58,symbiont-bearing,spinose,-9537,299.70000000000005,0
V29-180,45.3,-23.87,0.58,symbiont-facultative,non-spinose,-12716,399.6,0.031
V29-180,45.3,-23.87,0.58,symbiont-obligate,spinose,-19074,599.4,0.013000000000000001
V29-180,45.3,-23.87,0.58,undetermined,non-spinose,-6358,199.8,0
V29-29,5.117,77.583,0.8,symbiont-barren,non-spinose,-18711,697.8999999999999,0.19899999999999998
V29-29,5.117,77.583,0.8,symbiont-barren,spinose,-8019,299.09999999999997,0.228
V29-29,5.117,77.583,0.8,symbiont-bearing,spinose,-8019,299.09999999999997,0.033
V29-29,5.117,77.583,0.8,symbiont-facultative,non-spinose,-10692,398.79999999999995,0.342
V29-29,5.117,77.583,0.8,symbiont-obligate,spinose,-16038,598.1999999999999,0.17400000000000002
V29-29,5.117,77.583,0.8,undetermined,non-spinose,-5346,199.39999999999998,0.021
V29-30,3.083,76.25,0.8,symbiont-barren,non-spinose,-51114,1400.7000000000003,0.4610000000000001
V29-30,3.083,76.25,0.8,symbiont-barren,spinose,-21906,600.3000000000001,0.15799999999999997
V29-30,3.083,76.25,0.8,symbiont-bearing,spinose,-21906,600.3000000000001,0.041
V29-30,3.083,76.25,0.8,symbiont-facultative,non-spinose,-29208,800.4000000000001,0.813
V29-30,3.083,76.25,0.8,symbiont-obligate,spinose,-43812,1200.6000000000001,0.45399999999999996
V29-30,3.083,76.25,0.8,undetermined,non-spinose,-14604,400.20000000000005,0.07400000000000001
V29-48,-6.267,63.433,0.3,symbiont-barren,non-spinose,-27174,700.7,0.202
V29-48,-6.267,63.433,0.3,symbiont-barren,spinose,-11646,300.3,0.061000000000000006
V29-48,-6.267,63.433,0.3,symbiont-bearing,spinose,-11646,300.3,0.013000000000000001
V29-48,-6.267,63.433,0.3,symbiont-facultative,non-spinose,-15528,400.40000000000003,0.326
V29-48,-6.267,63.433,0.3,symbiont-obligate,spinose,-23292,600.6,0.36
V29-48,-6.267,63.433,0.3,undetermined,non-spinose,-7764,200.20000000000002,0.03900000000000001
V30-100,44.117,-32.5,0.65,symbiont-barren,non-spinose,-24633,699.9999999999999,0.5910000000000001
V30-100,44.117,-32.5,0.65,symbiont-barren,spinose,-10557,299.99999999999994,0.33799999999999997
V30-100,44.117,-32.5,0.65,symbiont-bearing,spinose,-10557,299.99999999999994,0
V30-100,44.117,-32.5,0.65,symbiont-facultative,non-spinose,-14076,399.99999999999994,0.06
V30-100,44.117,-32.5,0.65,symbiont-obligate,spinose,-21114,599.9999999999999,0.011
V30-100,44.117,-32.5,0.65,undetermined,non-spinose,-7038,199.99999999999997,0
V30-36,5.35,-27.32,0.4,symbiont-barren,non-spinose,-59430,1397.2000000000003,0.134
V30-36,5.35,-27.32,0.4,symbiont-barren,spinose,-25470,598.8000000000001,0.048
V30-36,5.35,-27.32,0.4,symbiont-bearing,spinose,-25470,598.8000000000001,0.008
V30-36,5.35,-27.32,0.4,symbiont-facultative,non-spinose,-33960,798.4000000000001,0.269
V30-36,5.35,-27.32,0.4,symbiont-obligate,spinose,-50940,1197.6000000000001,1.4939999999999998
V30-36,5.35,-27.32,0.4,undetermined,non-spinose,-16980,399.20000000000005,0.043000000000000003
V30-40,-0.2,-23.15,0.66,symbiont-barren,non-spinose,-25942,700.7,0.503
V30-40,-0.2,-23.15,0.66,symbiont-barren,spinose,-11118,300.3,0.051
V30-40,-0.2,-23.15,0.66,symbiont-bearing,spinose,-11118,300.3,0.002
V30-40,-0.2,-23.15,0.66,symbiont-facultative,non-spinose,-14824,400.40000000000003,0.202
V30-40,-0.2,-23.15,0.66,symbiont-obligate,spinose,-22236,600.6,0.226
V30-40,-0.2,-23.15,0.66,undetermined,non-spinose,-7412,200.20000000000002,0.017
V30-41,0.217,-23.07,0.445,symbiont-barren,non-spinose,-27118,700.0000000000001,0.34800000000000003
V30-41,0.217,-23.07,0.445,symbiont-barren,spinose,-11622,300.00000000000006,0.08900000000000001
V30-41,0.217,-23.07,0.445,symbiont-bearing,spinose,-11622,300.00000000000006,0.034
V30-41,0.217,-23.07,0.445,symbiont-facultative,non-spinose,-15496,400.00000000000006,0.394
V30-41,0.217,-23.07,0.445,symbiont-obligate,spinose,-23244,600.0000000000001,0.135
V30-41,0.217,-23.07,0.445,undetermined,non-spinose,-7748,200.00000000000003,0
V30-49,18.433,-21.08,0.84,symbiont-barren,non-spinose,-21651,700.7,0.16499999999999998
V30-49,18.433,-21.08,0.84,symbiont-barren,spinose,-9279,300.29999999999995,0.238
V30-49,18.433,-21.08,0.84,symbiont-bearing,spinose,-9279,300.29999999999995,0.012
V30-49,18.433,-21.08,0.84,symbiont-facultative,non-spinose,-12372,400.4,0.445
V30-49,18.433,-21.08,0.84,symbiont-obligate,spinose,-18558,600.6,0.135
V30-49,18.433,-21.08,0.84,undetermined,non-spinose,-6186,200.2,0.006
V30-51,19.867,-19.92,0.54,symbiont-barren,non-spinose,-23863,700.0000000000001,0.259
V30-51,19.867,-19.92,0.54,symbiont-barren,spinose,-10227,300.00000000000006,0.257
V30-51,19.867,-19.92,0.54,symbiont-bearing,spinose,-10227,300.00000000000006,0.003
V30-51,19.867,-19.92,0.54,symbiont-facultative,non-spinose,-13636,400.00000000000006,0.391
V30-51,19.867,-19.92,0.54,symbiont-obligate,spinose,-20454,600.0000000000001,0.08299999999999999
V30-51,19.867,-19.92,0.54,undetermined,non-spinose,-6818,200.00000000000003,0.006999999999999999
V30-96,39.95,-33.13,0.63,symbiont-barren,non-spinose,-22316,702.0999999999999,0.416
V30-96,39.95,-33.13,0.63,symbiont-barren,spinose,-9564,300.9,0.302
V30-96,39.95,-33.13,0.63,symbiont-bearing,spinose,-9564,300.9,0
V30-96,39.95,-33.13,0.63,symbiont-facultative,non-spinose,-12752,401.2,0.21000000000000002
V30-96,39.95,-33.13,0.63,symbiont-obligate,spinose,-19128,601.8,0.07200000000000001
V30-96,39.95,-33.13,0.63,undetermined,non-spinose,-6376,200.6,0.003
V30-97,41,-32.93,0.76,symbiont-barren,non-spinose,-23597,699.3,0.438
V30-97,41,-32.93,0.76,symbiont-barren,spinose,-10113,299.70000000000005,0.29600000000000004
V30-97,41,-32.93,0.76,symbiont-bearing,spinose,-10113,299.70000000000005,0
V30-97,41,-32.93,0.76,symbiont-facultative,non-spinose,-13484,399.6,0.249
V30-97,41,-32.93,0.76,symbiont-obligate,spinose,-20226,599.4,0.016
V30-97,41,-32.93,0.76,undetermined,non-spinose,-6742,199.8,0
V30-99,43.15,-32.45,0.32,symbiont-barren,non-spinose,-25158,700.7,0.441
V30-99,43.15,-32.45,0.32,symbiont-barren,spinose,-10782,300.29999999999995,0.385
V30-99,43.15,-32.45,0.32,symbiont-bearing,spinose,-10782,300.29999999999995,0
V30-99,43.15,-32.45,0.32,symbiont-facultative,non-spinose,-14376,400.4,0.13
V30-99,43.15,-32.45,0.32,symbiont-obligate,spinose,-21564,600.6,0.043
V30-99,43.15,-32.45,0.32,undetermined,non-spinose,-7188,200.2,0.002
V32-126,35.318,177.92,0.25,symbiont-barren,non-spinose,-27090,701.3999999999999,0.373
V32-126,35.318,177.92,0.25,symbiont-barren,spinose,-11610,300.59999999999997,0.294
V32-126,35.318,177.92,0.25,symbiont-bearing,spinose,-11610,300.59999999999997,0
V32-126,35.318,177.92,0.25,symbiont-facultative,non-spinose,-15480,400.79999999999995,0.29800000000000004
V32-126,35.318,177.92,0.25,symbiont-obligate,spinose,-23220,601.1999999999999,0.031
V32-126,35.318,177.92,0.25,undetermined,non-spinose,-7740,200.39999999999998,0.006
V32-128,36.458,177.16,0.32,symbiont-barren,non-spinose,-25361,699.3,0.5399999999999999
V32-128,36.458,177.16,0.32,symbiont-barren,spinose,-10869,299.70000000000005,0.193
V32-128,36.458,177.16,0.32,symbiont-bearing,spinose,-10869,299.70000000000005,0
V32-128,36.458,177.16,0.32,symbiont-facultative,non-spinose,-14492,399.6,0.249
V32-128,36.458,177.16,0.32,symbiont-obligate,spinose,-21738,599.4,0.017
V32-128,36.458,177.16,0.32,undetermined,non-spinose,-7246,199.8,0
V32-139,31.573,151.1,0.01,symbiont-barren,non-spinose,-14224,703.4999999999999,0.175
V32-139,31.573,151.1,0.01,symbiont-barren,spinose,-6096,301.49999999999994,0.079
V32-139,31.573,151.1,0.01,symbiont-bearing,spinose,-6096,301.49999999999994,0
V32-139,31.573,151.1,0.01,symbiont-facultative,non-spinose,-8128,401.99999999999994,0.646
V32-139,31.573,151.1,0.01,symbiont-obligate,spinose,-12192,602.9999999999999,0.097
V32-139,31.573,151.1,0.01,undetermined,non-spinose,-4064,200.99999999999997,0.008
V32-8,34.78,-32.42,0.76,symbiont-barren,non-spinose,-22764,698.6000000000001,0.28800000000000003
V32-8,34.78,-32.42,0.76,symbiont-barren,spinose,-9756,299.40000000000003,0.08199999999999999
V32-8,34.78,-32.42,0.76,symbiont-bearing,spinose,-9756,299.40000000000003,0.009
V32-8,34.78,-32.42,0.76,symbiont-facultative,non-spinose,-13008,399.20000000000005,0.33799999999999997
V32-8,34.78,-32.42,0.76,symbiont-obligate,spinose,-19512,598.8000000000001,0.269
V32-8,34.78,-32.42,0.76,undetermined,non-spinose,-6504,199.60000000000002,0.012
V34-101,17.488,67.423,0.4,symbiont-barren,non-spinose,-21266,699.3,0.187
V34-101,17.488,67.423,0.4,symbiont-barren,spinose,-9114,299.7,0.054
V34-101,17.488,67.423,0.4,symbiont-bearing,spinose,-9114,299.7,0.026
V34-101,17.488,67.423,0.4,symbiont-facultative,non-spinose,-12152,399.59999999999997,0.119
V34-101,17.488,67.423,0.4,symbiont-obligate,spinose,-18228,599.4,0.5990000000000001
V34-101,17.488,67.423,0.4,undetermined,non-spinose,-6076,199.79999999999998,0.013999999999999999
V34-109,19.733,66.083,0.8,symbiont-barren,non-spinose,-19194,699.9999999999999,0.161
V34-109,19.733,66.083,0.8,symbiont-barren,spinose,-8226,299.99999999999994,0.057999999999999996
V34-109,19.733,66.083,0.8,symbiont-bearing,spinose,-8226,299.99999999999994,0.031000000000000003
V34-109,19.733,66.083,0.8,symbiont-facultative,non-spinose,-10968,399.99999999999994,0.106
V34-109,19.733,66.083,0.8,symbiont-obligate,spinose,-16452,599.9999999999999,0.618
V34-109,19.733,66.083,0.8,undetermined,non-spinose,-5484,199.99999999999997,0.026000000000000002
V34-111,17.617,63.883,0.6,symbiont-barren,non-spinose,-25361,701.3999999999999,0.166
V34-111,17.617,63.883,0.6,symbiont-barren,spinose,-10869,300.59999999999997,0.053000000000000005
V34-111,17.617,63.883,0.6,symbiont-bearing,spinose,-10869,300.59999999999997,0.024999999999999998
V34-111,17.617,63.883,0.6,symbiont-facultative,non-spinose,-14492,400.79999999999995,0.132
V34-111,17.617,63.883,0.6,symbiont-obligate,spinose,-21738,601.1999999999999,0.588
V34-111,17.617,63.883,0.6,undetermined,non-spinose,-7246,200.39999999999998,0.038
V34-87,13.273,57.348,1,symbiont-barren,non-spinose,-15008,699.3,0.193
V34-87,13.273,57.348,1,symbiont-barren,spinose,-6432,299.7,0.25
V34-87,13.273,57.348,1,symbiont-bearing,spinose,-6432,299.7,0.03
V34-87,13.273,57.348,1,symbiont-facultative,non-spinose,-8576,399.59999999999997,0.125
V34-87,13.273,57.348,1,symbiont-obligate,spinose,-12864,599.4,0.389
V34-87,13.273,57.348,1,undetermined,non-spinose,-4288,199.79999999999998,0.012
V34-88,16.54,59.755,1,symbiont-barren,non-spinose,-15197,700.0000000000001,0.22200000000000003
V34-88,16.54,59.755,1,symbiont-barren,spinose,-6513,300.00000000000006,0.23099999999999998
V34-88,16.54,59.755,1,symbiont-bearing,spinose,-6513,300.00000000000006,0.07
V34-88,16.54,59.755,1,symbiont-facultative,non-spinose,-8684,400.00000000000006,0.121
V34-88,16.54,59.755,1,symbiont-obligate,spinose,-13026,600.0000000000001,0.35000000000000003
V34-88,16.54,59.755,1,undetermined,non-spinose,-4342,200.00000000000003,0.006
V34-91,20.937,64.033,0.7,symbiont-barren,non-spinose,-23751,698.5999999999998,0.114
V34-91,20.937,64.033,0.7,symbiont-barren,spinose,-10179,299.4,0.171
V34-91,20.937,64.033,0.7,symbiont-bearing,spinose,-10179,299.4,0.016
V34-91,20.937,64.033,0.7,symbiont-facultative,non-spinose,-13572,399.19999999999993,0.17099999999999999
V34-91,20.937,64.033,0.7,symbiont-obligate,spinose,-20358,598.7999999999998,0.49100000000000005
V34-91,20.937,64.033,0.7,undetermined,non-spinose,-6786,199.59999999999997,0.035
V34-92,21.148,65.118,0.85,symbiont-barren,non-spinose,-22162,699.3,0.057999999999999996
V34-92,21.148,65.118,0.85,symbiont-barren,spinose,-9498,299.7,0.039
V34-92,21.148,65.118,0.85,symbiont-bearing,spinose,-9498,299.7,0.008
V34-92,21.148,65.118,0.85,symbiont-facultative,non-spinose,-12664,399.59999999999997,0.046
V34-92,21.148,65.118,0.85,symbiont-obligate,spinose,-18996,599.4,0.778
V34-92,21.148,65.118,0.85,undetermined,non-spinose,-6332,199.79999999999998,0.07
VNTR01-8PC,0.037,-110.48,0.41,symbiont-barren,non-spinose,-26537,700.7,0.238
VNTR01-8PC,0.037,-110.48,0.41,symbiont-barren,spinose,-11373,300.3,0.057999999999999996
VNTR01-8PC,0.037,-110.48,0.41,symbiont-bearing,spinose,-11373,300.3,0.002
VNTR01-8PC,0.037,-110.48,0.41,symbiont-facultative,non-spinose,-15164,400.40000000000003,0.6210000000000001
VNTR01-8PC,0.037,-110.48,0.41,symbiont-obligate,spinose,-22746,600.6,0.07
VNTR01-8PC,0.037,-110.48,0.41,undetermined,non-spinose,-7582,200.20000000000002,0.012
Y69-106P,-2.983,-86.55,0.3,symbiont-barren,non-spinose,-20090,702.1000000000001,0.237
Y69-106P,-2.983,-86.55,0.3,symbiont-barren,spinose,-8610,300.90000000000003,0.15400000000000003
Y69-106P,-2.983,-86.55,0.3,symbiont-bearing,spinose,-8610,300.90000000000003,0.024
Y69-106P,-2.983,-86.55,0.3,symbiont-facultative,non-spinose,-11480,401.20000000000005,0.46900000000000003
Y69-106P,-2.983,-86.55,0.3,symbiont-obligate,spinose,-17220,601.8000000000001,0.115
Y69-106P,-2.983,-86.55,0.3,undetermined,non-spinose,-5740,200.60000000000002,0.004
Y69-71P,0.1,-86.483,1.8,symbiont-barren,non-spinose,-19180,698.5999999999999,0.045
Y69-71P,0.1,-86.483,1.8,symbiont-barren,spinose,-8220,299.4,0.215
Y69-71P,0.1,-86.483,1.8,symbiont-bearing,spinose,-8220,299.4,0.003
Y69-71P,0.1,-86.483,1.8,symbiont-facultative,non-spinose,-10960,399.2,0.675
Y69-71P,0.1,-86.483,1.8,symbiont-obligate,spinose,-16440,598.8,0.06
Y69-71P,0.1,-86.483,1.8,undetermined,non-spinose,-5480,199.6,0
Y71-03-02,7.172,-85.152,0.2,symbiont-barren,non-spinose,-15148,697.9000000000001,0.18000000000000002
Y71-03-02,7.172,-85.152,0.2,symbiont-barren,spinose,-6492,299.1,0.147
Y71-03-02,7.172,-85.152,0.2,symbiont-bearing,spinose,-6492,299.1,0
Y71-03-02,7.172,-85.152,0.2,symbiont-facultative,non-spinose,-8656,398.8,0.491
Y71-03-02,7.172,-85.152,0.2,symbiont-obligate,spinose,-12984,598.2,0.15000000000000002
Y71-03-02,7.172,-85.152,0.2,undetermined,non-spinose,-4328,199.4,0.028999999999999998
Y71-06-12,-16.443,-77.563,0.49,symbiont-barren,non-spinose,-19138,702.8,0.30800000000000005
Y71-06-12,-16.443,-77.563,0.49,symbiont-barren,spinose,-8202,301.20000000000005,0.16
Y71-06-12,-16.443,-77.563,0.49,symbiont-bearing,spinose,-8202,301.20000000000005,0
Y71-06-12,-16.443,-77.563,0.49,symbiont-facultative,non-spinose,-10936,401.6,0.505
Y71-06-12,-16.443,-77.563,0.49,symbiont-obligate,spinose,-16404,602.4,0.028999999999999998
Y71-06-12,-16.443,-77.563,0.49,undetermined,non-spinose,-5468,200.8,0.002
Y71-09-101,-6.383,-106.935,0.63,symbiont-barren,non-spinose,-22225,700.7,0.128
Y71-09-101,-6.383,-106.935,0.63,symbiont-barren,spinose,-9525,300.29999999999995,0.061
