Latitude,Longitude,symbiont-barren spinose,undetermined non-spinose,symbiont-facultative non-spinose,symbiont-obligate spinose,symbiont-barren non-spinose,symbiont-bearing spinose,symbiont-bearing non-spinose,symbiont-facultative spinose,SST
-20.0993,9.1777,167,0,359,106,126,3,0,0,17.587560653686523
-21.0768,7.7786,340,0,353,123,322,17,0,0,19.062725067138672
-22.9133,6.0267,93,0,350,217,249,34,0,0,19.580379486083984
-22.9133,6.0267,93,0,412,217,189,34,0,0,19.580379486083984
-22.0533,5.535,76,0,349,195,182,24,0,0,19.580379486083984
-22.0533,5.535,76,0,369,195,161,24,0,0,19.580379486083984
-21.6017,5.0317,74,0,558,287,300,13,0,0,19.580379486083984
-21.6017,5.0317,74,0,611,281,253,13,0,0,19.580379486083984
-21.1867,3.3217,9,0,252,60,122,5,0,0,19.90233039855957
-21.1867,3.3217,21,0,245,53,122,3,0,0,19.90233039855957
-6.2067,0.875,41,0,222,459,43,7,0,0,25.253299713134766
-6.2067,0.875,42,0,238,457,28,7,0,0,25.253299713134766
-5.545,-1.7733,23,0,290,193,75,8,0,0,25.202049255371094
-5.545,-1.7733,23,0,342,190,24,8,0,0,25.202049255371094
-3.475,-7.6,23,0,264,565,37,0,0,0,25.329195022583008
0.6217,-9.6833,19,0,283,247,51,2,0,0,25.7998046875
7.3433,-20.4717,46,0,136,596,42,10,0,0,26.86183738708496
9.9667,-22.3583,39,0,206,535,58,1,0,0,26.108200073242188
1.6633,-10.9767,12,0,162,266,11,4,0,0,26.779367446899414
0.6017,-9.2633,41,0,233,409,42,6,0,1,25.7998046875
-1.1633,-10.725,43,0,172,504,51,9,0,0,25.3249568939209
-1.665,-12.4283,35,0,242,483,40,28,0,0,25.315536499023438
-1.76,-12.557,65,0,240,565,106,20,0,0,25.315536499023438
-1.76,-12.557,65,0,262,566,85,20,0,0,25.315536499023438
-2.1733,-9.8733,27,0,136,429,24,4,0,0,25.3249568939209
-6.0133,-7.745,15,0,243,355,35,5,0,0,25.221111297607422
-6.0133,-7.745,15,0,266,356,12,5,0,0,25.221111297607422
-5.9433,-8.14,26,0,219,518,36,14,0,0,25.221111297607422
-5.9433,-8.14,26,0,241,518,14,14,0,0,25.221111297607422
-5.8433,-8.6517,17,0,214,540,32,15,0,0,25.221111297607422
-5.8433,-8.6517,17,0,238,542,8,15,0,0,25.221111297607422
-5.7783,-10.75,14,0,234,544,28,7,0,0,25.27043914794922
-5.7783,-10.75,14,0,246,547,16,7,0,0,25.27043914794922
-5.745,-11.0367,18,0,192,435,40,9,0,0,25.34038734436035
-5.745,-11.0367,18,0,211,432,21,9,0,0,25.34038734436035
-5.285,-10.2033,24,0,231,558,56,13,0,0,25.27043914794922
-5.285,-10.2033,24,0,258,559,29,13,0,0,25.27043914794922
-3.6233,-13.1867,16,0,168,343,23,5,0,0,25.418928146362305
-3.6233,-13.1867,16,0,184,344,7,5,0,0,25.418928146362305
-3.815,-14.8967,22,0,191,573,22,6,0,0,25.418928146362305
-3.815,-14.8967,22,0,208,572,5,6,0,0,25.418928146362305
-26.5483,5.0167,46,0,173,104,74,8,0,0,19.104671478271484
-26.5483,5.0167,48,0,161,98,81,16,0,0,19.104671478271484
-25.045,5.4983,113,0,270,139,165,7,0,0,19.104671478271484
-24.5983,6.855,175,0,385,217,200,18,0,0,19.389623641967773
-24.4917,7.1133,119,0,431,195,298,25,0,2,19.046981811523438
-24.5117,7.2833,86,0,320,170,218,25,0,0,19.046981811523438
-24.485,7.4383,131,0,365,160,232,6,0,0,19.046981811523438
-24.4733,7.5367,46,0,387,99,144,1,0,0,19.046981811523438
-24.4733,7.5367,72,0,344,87,175,1,0,0,19.046981811523438
-24.8367,6.845,69,0,298,127,155,12,0,0,19.389623641967773
-24.925,6.7883,117,0,323,130,132,23,0,0,19.389623641967773
-24.945,6.725,103,0,271,114,154,16,0,0,19.389623641967773
-24.945,6.725,151,0,221,114,150,22,0,0,19.389623641967773
-24.0333,5.3067,83,0,219,115,127,26,0,0,19.389623641967773
-35.2067,-26.7633,22,0,106,160,135,8,0,0,16.54787826538086
-31.6667,-28.665,34,0,103,224,152,0,0,0,19.45099449157715
-31.5883,-28.9033,118,0,183,250,205,4,0,0,19.45099449157715
-31.5883,-28.9033,71,0,147,186,177,1,0,0,19.45099449157715
-31.5133,-29.0983,70,0,85,226,101,14,0,0,19.455604553222656
-31.6617,-29.6567,102,0,128,333,186,31,0,2,19.455604553222656
-1.1983,-11.7117,57,0,250,433,42,21,9,0,25.315536499023438
1.79,-11.1333,10,0,209,276,25,2,0,0,26.6995906829834
-4.3283,-10.2533,29,0,227,523,33,16,0,0,25.34098243713379
-4.3283,-10.2533,29,0,240,524,20,16,0,0,25.34098243713379
-12.8183,-6.185,42,0,133,296,32,11,0,0,23.160720825195312
-12.8183,-6.185,42,0,145,296,20,11,0,0,23.160720825195312
-15.675,-9.4567,55,0,188,392,53,6,0,0,22.34223175048828
-15.5283,-10.7283,53,0,233,366,50,21,0,4,22.34223175048828
-15.5283,-10.7283,52,0,250,372,28,21,0,0,22.34223175048828
-15.53,-11.5783,30,0,201,399,64,19,0,1,22.60359001159668
-15.53,-11.5783,30,0,217,400,50,19,0,0,22.60359001159668
-15.5333,-14.885,23,0,162,367,34,28,0,0,22.904102325439453
-15.5333,-14.885,23,0,165,373,27,29,0,0,22.904102325439453
-15.5383,-17.07,53,0,78,350,24,19,0,0,23.609272003173828
-15.5383,-17.07,60,0,94,438,32,25,0,0,23.609272003173828
-15.3533,-18.6867,25,0,43,258,24,8,0,0,23.609272003173828
-15.3533,-18.6867,0,0,0,0,0,0,0,0,23.609272003173828
2.31,-30.6483,7,0,136,399,33,10,0,0,26.999380111694336
2.2883,-31.2867,11,0,145,647,17,25,0,0,27.04654884338379
2.2733,-33.0067,12,0,144,639,24,8,0,0,27.08660316467285
2.205,-35.1817,15,0,103,668,16,4,0,0,27.122323989868164
5.3333,-34.025,12,0,138,715,38,6,0,0,27.132658004760742
5.0433,-35.2417,11,0,42,569,13,9,0,0,27.147775650024414
4.7267,-36.5117,8,0,85,551,18,3,0,0,27.247800827026367
3.1783,-46.3433,6,0,218,518,46,3,0,0,27.225479125976562
5.9033,-48.04,11,0,89,535,20,6,0,0,27.334117889404297
5.4317,-46.9267,8,0,157,579,24,2,0,0,27.305601119995117
5.1383,-46.575,16,0,131,518,25,1,0,0,27.305601119995117
4.4967,-43.3367,10,0,66,200,56,2,0,0,27.22476577758789
5.0,-42.75,17,0,113,510,16,11,0,0,27.26096534729004
4.705,-41.9333,10,0,112,707,26,12,0,0,27.255887985229492
4.5917,-41.935,9,0,108,680,21,10,0,0,27.255887985229492
4.3117,-41.8283,16,0,137,579,33,21,0,0,27.255887985229492
4.025,-41.6833,13,0,89,529,16,9,0,0,27.255887985229492
3.815,-41.6217,10,0,127,574,31,12,0,0,27.255887985229492
1.95,3.55,3,0,188,50,33,9,0,0,27.13210105895996
-6.5667,10.3167,91,0,128,476,84,32,0,10,24.505348205566406
-19.4067,11.6117,118,0,136,6,90,0,0,0,16.252859115600586
-19.4067,11.6117,98,0,192,8,47,0,0,0,16.252859115600586
-30.1733,3.0833,35,0,251,97,207,9,0,0,18.652780532836914
-29.8383,2.4067,106,1,598,182,229,13,0,0,18.866769790649414
44.38,-2.97,58,0,53,41,196,6,0,0,15.187369346618652
44.08,-2.18,58,0,44,25,174,8,0,0,15.187369346618652
45.5698,-5.0,39,0,63,62,167,6,0,0,14.434401512145996
46.27,-4.5998,119,0,9,51,218,0,0,0,14.434401512145996
45.9,-3.8333,94,0,32,14,174,0,0,0,14.434401512145996
45.9,-3.8333,88,0,41,17,165,12,0,0,14.434401512145996
45.4798,-4.42,51,0,65,10,185,5,0,0,14.434401512145996
45.75,-3.95,55,0,66,41,176,5,0,0,14.434401512145996
46.77,-5.9698,59,0,65,16,186,1,0,0,14.414917945861816
43.5498,-2.0198,95,0,57,18,90,0,0,0,15.187369346618652
46.02,-4.6998,59,0,44,45,185,3,0,0,14.434401512145996
44.0667,-4.45,54,0,36,29,196,1,0,0,15.159820556640625
43.83,-4.5,50,0,44,33,197,0,0,0,15.159820556640625
45.0998,-7.9298,51,0,46,35,189,2,0,0,14.421406745910645
35.95,-7.5668,106,0,9,102,55,0,0,3,18.50843048095703
20.3533,-17.9333,193,0,187,40,111,0,0,0,21.293697357177734
30.2117,-28.2967,117,0,96,256,50,50,0,8,21.479040145874023
34.3967,-15.6333,128,0,143,190,94,6,0,2,19.250526428222656
26.405,-14.9617,89,0,15,55,94,0,0,0,19.98877716064453
26.8383,-15.11,176,0,147,224,105,13,0,0,20.324222564697266
23.4983,-18.7167,280,0,404,334,228,9,0,0,20.737531661987305
23.035,-17.41,98,0,81,22,70,0,0,1,20.737531661987305
16.2383,-20.425,104,0,494,384,129,4,0,0,23.672828674316406
15.4283,-17.3417,67,0,92,104,12,2,0,0,23.49962615966797
15.825,-17.8617,93,0,319,218,92,3,0,0,23.49962615966797
17.8542,-17.1673,105,0,123,44,82,0,0,0,22.336278915405273
5.67,-19.8517,31,0,117,416,23,22,0,0,27.22198486328125
21.0,-17.728,217,0,137,41,112,0,0,0,20.739240646362305
21.0217,-17.883,311,0,211,37,254,7,0,0,20.739240646362305
19.683,-17.2,241,0,289,118,91,4,0,0,21.293697357177734
19.65,-17.217,159,0,150,77,38,2,0,0,21.293697357177734
19.617,-17.25,223,0,244,126,93,3,0,1,21.293697357177734
29.1667,-12.0867,146,0,60,103,28,6,0,4,19.516016006469727
29.083,-11.97,214,0,67,53,41,10,0,8,19.516016006469727
29.083,-11.97,265,0,92,79,67,0,0,2,19.516016006469727
29.083,-11.97,476,0,157,132,106,13,0,12,19.516016006469727
28.255,-13.395,230,0,69,77,53,4,0,2,20.016033172607422
27.2033,-14.66,294,0,110,162,77,7,0,5,20.016033172607422
27.0083,-15.0883,247,0,130,176,106,10,0,2,20.426589965820312
27.005,-18.9867,109,0,330,102,230,3,0,0,20.83135986328125
32.2117,-10.445,224,0,113,236,87,7,0,3,19.244422912597656
32.4883,-10.1133,194,0,89,273,92,3,0,0,19.244422912597656
32.4467,-9.9583,228,0,76,126,80,6,0,0,19.244422912597656
32.4283,-9.865,225,0,125,152,140,7,0,0,19.244422912597656
32.4133,-9.845,111,0,28,102,22,2,0,0,19.244422912597656
32.3983,-9.8083,127,0,55,51,62,0,0,0,19.244422912597656
32.3917,-9.795,237,0,77,136,41,3,0,0,19.244422912597656
32.3833,-9.7833,185,0,86,132,52,1,0,0,19.244422912597656
33.19,-9.83,156,0,79,191,109,1,0,3,19.093788146972656
34.8733,-6.6333,198,0,59,84,51,6,0,0,
34.8917,-6.6717,216,0,45,47,44,5,0,0,
34.56,-6.7583,161,0,84,102,56,2,0,0,
34.92,-6.845,179,0,75,87,43,0,0,8,
34.9283,-6.925,104,0,68,109,61,2,0,2,
34.96,-7.1183,166,0,66,79,41,3,0,3,19.01152992248535
34.9917,-7.2833,350,3,148,158,115,12,0,2,19.01152992248535
34.9783,-7.3283,259,0,116,191,75,12,0,5,19.01152992248535
34.8917,-7.815,238,2,89,172,80,11,0,7,19.01152992248535
34.86,-8.1267,360,2,153,336,143,15,0,10,19.01152992248535
34.795,-8.4033,232,0,132,274,102,16,0,8,19.01152992248535
34.7567,-8.8483,166,0,101,245,89,4,0,10,19.01152992248535
34.1033,-10.8283,218,0,140,363,113,5,0,9,19.093788146972656
33.4717,-12.755,152,0,81,187,69,6,0,0,19.081600189208984
32.7633,-15.06,163,0,184,116,188,5,0,0,19.80685806274414
14.79,-20.51,24,0,186,113,26,5,0,0,24.615406036376953
14.4167,-20.5667,21,0,246,120,59,1,0,0,24.615406036376953
14.376,-20.5668,14,0,249,104,50,2,0,0,24.615406036376953
9.04,-21.96,9,0,135,182,33,3,0,0,26.108200073242188
9.0133,-21.4567,33,0,104,351,23,1,0,0,26.108200073242188
8.91,-20.85,26,0,132,426,27,2,0,0,26.86183738708496
9.5133,-19.8933,27,0,141,127,60,1,0,0,26.252225875854492
9.56,-19.8433,27,0,183,196,62,2,0,0,26.252225875854492
10.0183,-19.3033,4,0,162,56,39,1,0,0,26.252225875854492
9.5667,-19.1067,32,0,150,253,33,0,0,0,26.252225875854492
9.865,-19.3983,5,0,182,97,39,1,0,0,26.252225875854492
10.0683,-19.7267,10,0,178,97,32,3,0,0,26.252225875854492
9.8917,-16.74,70,0,113,354,33,5,0,0,26.56740379333496
9.9283,-17.5333,36,0,61,154,23,2,0,0,26.374704360961914
9.9217,-17.8683,15,0,103,219,40,1,0,0,26.374704360961914
5.617,-19.983,10,0,93,426,22,5,0,0,27.22198486328125
3.0217,-22.0217,16,0,129,458,34,5,0,0,27.131877899169922
16.933,-17.933,63,0,182,31,51,3,0,0,23.49962615966797
4.7333,-20.9417,19,0,116,588,49,12,0,0,27.1678524017334
5.27,-22.865,20,0,129,815,46,9,0,0,27.105878829956055
5.3917,-21.72,31,0,153,840,48,15,0,0,27.105878829956055
5.335,-22.055,32,0,198,822,66,11,0,0,27.105878829956055
9.0783,-17.0,16,0,165,442,61,10,0,0,26.56740379333496
8.9833,-16.9467,36,0,142,285,77,4,0,0,27.252037048339844
7.63,-15.1683,3,0,46,206,21,0,0,0,27.252037048339844
0.8133,-15.5117,31,0,251,476,42,4,0,0,25.759695053100586
-1.34,-11.9733,69,0,306,676,40,1,0,0,25.315536499023438
-0.9495,-9.3917,33,0,251,361,46,2,0,0,25.7998046875
-0.0117,-9.96,38,0,261,469,55,6,0,0,25.7998046875
0.9867,-11.1533,74,0,417,685,71,30,0,0,25.736024856567383
3.9283,-10.62,16,0,152,327,19,2,0,0,27.545957565307617
4.21,-9.6367,6,0,74,240,10,0,0,0,27.545957565307617
4.2983,-9.4983,14,0,80,368,6,2,0,0,27.545957565307617
5.365,1.2867,25,0,87,248,9,3,0,0,27.504480361938477
5.5133,3.7783,11,0,123,293,9,2,0,0,27.742961883544922
4.8033,3.4083,11,0,138,325,18,0,0,0,27.64875030517578
3.155,6.285,4,0,64,205,11,0,0,0,27.634784698486328
2.6718,6.0548,3,0,230,190,36,4,0,0,27.07181739807129
-0.2283,6.0183,69,0,273,553,93,8,0,0,26.136058807373047
-0.215,5.9683,107,0,285,700,82,20,0,0,26.136058807373047
-0.73,6.935,21,0,264,141,41,3,0,0,26.136058807373047
-0.73,6.935,21,0,276,141,28,3,0,0,26.136058807373047
-0.3467,8.0383,23,0,76,144,13,4,0,0,25.98417091369629
-0.3467,8.0383,23,0,79,144,10,4,0,0,25.98417091369629
52.4483,-16.6567,187,0,266,21,424,0,0,0,12.785134315490723
54.3067,-18.1767,167,0,241,1,166,0,0,0,12.159473419189453
56.1617,-31.99,332,0,166,2,157,0,0,0,9.433741569519043
56.4317,-33.8817,411,0,108,2,302,0,0,0,8.949712753295898
48.445,-27.6967,118,0,128,7,111,0,0,0,14.50145149230957
48.0367,-25.8967,179,0,123,6,107,0,0,0,14.448858261108398
65.515,-0.1117,143,0,11,2,414,0,0,0,7.247353553771973
67.6517,5.8033,66,0,7,0,360,0,0,0,7.175256252288818
68.6967,-0.2367,261,0,1,0,332,0,0,0,6.43968391418457
69.9967,-0.0417,145,0,2,0,182,0,0,0,5.083279132843018
70.2583,-3.3483,208,0,1,0,227,0,0,0,3.907824754714966
68.235,2.5483,118,0,6,0,303,1,0,0,6.773922920227051
69.5,3.0017,201,0,4,0,281,0,0,0,5.695605278015137
70.305,-3.1217,177,0,0,0,362,0,0,0,3.907824754714966
70.0017,-2.995,289,0,1,0,440,0,0,0,4.589108467102051
68.0917,1.425,113,0,3,0,308,0,0,0,6.773922920227051
67.8333,1.5017,94,0,11,0,299,0,0,0,6.773922920227051
67.34,2.165,64,0,4,0,267,0,0,0,6.773922920227051
67.085,2.9067,80,0,5,0,299,0,0,0,6.773922920227051
66.8317,4.415,30,0,8,0,274,0,0,0,7.966817378997803
71.9983,7.4783,256,0,8,0,313,0,0,1,4.807292461395264
72.0037,4.9945,109,0,4,0,322,0,0,0,3.9468472003936768
71.4508,0.6617,82,0,3,0,305,0,0,0,3.0290639400482178
73.1648,-0.8198,13,0,0,0,537,0,0,0,1.2180968523025513
72.035,-0.6267,17,0,0,0,403,0,0,0,3.0290639400482178
72.0587,-0.2333,5,0,0,0,327,0,0,0,3.0290639400482178
72.3773,1.8183,95,0,0,0,888,0,0,0,3.452374219894409
72.3922,1.4897,45,0,0,0,359,0,0,0,3.452374219894409
72.6228,-6.5478,10,0,0,0,863,0,0,0,1.5834324359893799
72.3797,-10.5923,15,0,0,0,411,0,0,0,0.5461733341217041
71.1782,-5.7052,4,0,0,0,525,0,0,0,1.5834324359893799
71.1352,-5.9877,20,0,0,0,341,0,0,0,1.5834324359893799
70.0118,0.0817,289,0,3,0,326,0,0,0,5.083279132843018
68.3327,1.4977,134,0,6,1,321,0,0,0,6.773922920227051
67.66,5.485,78,0,10,0,242,0,0,0,7.175256252288818
67.655,5.474,173,0,10,0,442,0,0,0,7.175256252288818
66.935,7.443,57,0,7,0,263,0,0,0,8.137534141540527
67.01,7.465,24,0,16,0,253,0,0,0,7.308430194854736
67.6517,5.472,161,0,5,0,538,0,0,0,7.175256252288818
67.6983,3.423,108,0,6,0,594,0,0,0,6.998811721801758
67.6717,5.8367,159,0,11,0,554,0,0,0,7.175256252288818
70.9517,-5.545,14,0,0,0,865,0,0,0,3.125974416732788
71.6317,-8.4133,0,0,0,0,1038,0,0,0,1.1067299842834473
72.2133,-12.1,0,0,0,0,1103,0,0,0,0.039594363421201706
71.735,-15.58,1,0,0,0,613,0,0,0,-0.7430556416511536
70.4383,-16.0817,3,0,0,0,505,0,0,0,0.9945504069328308
70.0083,-12.425,4,0,0,0,904,0,0,0,1.5101443529129028
70.57,-12.7233,14,0,0,0,1229,0,0,0,1.5101443529129028
70.3183,-10.63,2,0,0,0,929,0,0,0,1.7687634229660034
65.5317,-4.145,513,0,0,0,604,0,0,0,5.829686641693115
72.7795,-7.1455,8,0,0,0,694,0,0,0,1.1067299842834473
72.0242,-7.5855,9,0,0,0,527,0,0,0,1.1067299842834473
70.482,-4.0117,472,0,0,0,445,0,0,0,3.907824754714966
70.5353,-1.9928,282,0,0,0,340,0,0,0,4.589108467102051
71.5952,-8.4872,9,0,0,0,655,0,0,0,1.1067299842834473
71.5978,-8.5335,5,0,0,0,563,0,0,0,1.1067299842834473
71.62,-8.6775,9,0,0,0,994,0,0,0,1.1067299842834473
71.6305,-8.6832,7,0,0,0,736,0,0,0,1.1067299842834473
67.01,2.9167,60,0,14,0,257,0,0,0,6.773922920227051
67.01,2.9167,59,0,6,0,245,0,0,0,6.773922920227051
74.9533,13.005,49,0,0,0,367,0,0,0,3.9735805988311768
76.4383,9.0,33,0,0,0,463,0,0,0,2.5956597328186035
76.4367,9.0,30,0,0,0,531,0,0,0,2.5956597328186035
72.35,-7.8083,3,0,0,0,356,0,0,0,1.1067299842834473
72.3517,-7.8033,8,0,0,0,387,0,0,0,1.1067299842834473
68.7367,0.1667,299,0,13,0,430,0,0,0,6.43968391418457
68.7367,0.1667,177,0,5,0,379,0,0,0,6.43968391418457
54.8317,-18.385,277,0,142,5,484,0,0,0,12.159473419189453
53.5383,-20.2883,239,0,205,15,350,0,0,0,12.100232124328613
50.6733,-19.435,183,0,132,7,311,0,0,0,13.508923530578613
52.5,-20.335,155,0,132,9,297,0,0,0,12.76602554321289
66.667,-4.9167,37,0,7,5,213,0,0,0,5.829686641693115
70.955,-5.5567,10,0,0,0,390,0,0,0,3.125974416732788
71.6333,-8.45,0,0,0,0,340,0,0,0,1.1067299842834473
69.3783,-10.7783,1,0,0,0,629,0,0,0,1.7687634229660034
67.86,-18.615,36,0,0,0,782,0,0,0,2.27750563621521
67.6583,-11.0767,6,0,0,0,564,0,0,0,2.536961793899536
67.505,-12.5017,1,0,0,0,388,0,0,0,2.536961793899536
64.95,3.5317,33,0,14,0,260,0,0,0,8.657634735107422
64.7233,4.9167,50,0,19,0,300,0,0,0,8.657634735107422
64.6167,4.4517,18,0,5,1,429,0,0,0,8.657634735107422
64.7667,4.5017,78,0,16,0,395,0,0,0,8.657634735107422
69.69,0.48,259,0,3,0,652,0,0,0,5.083279132843018
72.3933,-7.6033,5,0,0,0,878,0,0,0,1.1067299842834473
73.83,-9.2517,4,0,0,0,497,0,0,0,-0.566465437412262
73.86,-9.395,17,0,0,0,727,0,0,0,-0.566465437412262
73.8333,-13.502,4,0,0,0,782,0,0,0,-1.1953171491622925
73.4533,-13.432,3,0,0,0,598,0,0,0,-1.1953171491622925
73.215,-15.002,26,0,0,0,1418,0,0,0,-1.4211488962173462
72.9417,-13.423,20,0,0,0,1772,0,0,0,-0.3351931571960449
65.0327,-28.2832,148,0,32,0,113,0,0,0,4.526784420013428
64.694,-29.0853,286,0,55,0,241,0,0,0,7.09796142578125
64.5428,-28.2033,302,0,52,1,122,0,0,0,7.348376750946045
64.7995,-29.5972,397,0,93,1,362,0,0,0,7.09796142578125
63.762,-28.6587,305,0,54,1,260,0,0,0,7.348376750946045
62.2505,-30.2207,377,0,65,1,215,0,0,0,8.279719352722168
63.0048,-29.9045,379,0,84,1,419,0,0,0,7.09796142578125
63.2498,-27.5965,278,0,53,1,268,0,0,0,7.348376750946045
63.3993,-28.0635,208,0,37,1,168,0,0,0,7.348376750946045
62.7887,-29.8863,297,0,46,0,135,0,0,0,8.279719352722168
63.164,-28.8415,334,0,63,0,206,0,0,0,7.348376750946045
40.97,-10.47,86,0,49,27,140,0,0,0,16.67108726501465
40.97,-10.5298,84,0,76,36,104,0,0,0,16.67108726501465
40.9198,-10.5798,88,0,60,34,115,0,0,3,16.67108726501465
37.0998,-9.3298,103,0,68,43,86,5,0,0,17.620094299316406
28.573,-46.357,14,0,40,250,24,23,0,0,23.906585693359375
31.178,-39.682,16,0,68,177,63,35,0,4,22.236143112182617
32.417,-34.093,52,0,69,152,69,33,0,2,21.73880386352539
34.6198,-29.9798,81,0,57,139,72,32,0,0,20.666156768798828
34.805,-28.358,72,0,75,160,80,33,0,4,20.441862106323242
34.813,-26.195,62,0,68,139,74,16,0,3,20.259260177612305
7.55,-14.6,21,0,95,285,9,16,0,0,27.438875198364258
6.933,-12.25,35,0,83,226,14,12,0,0,27.755159378051758
6.967,-12.25,26,0,51,166,5,9,0,0,27.755159378051758
6.9,-12.4328,13,0,73,208,7,11,0,0,27.755159378051758
33.8583,-9.7283,133,0,29,90,61,0,0,2,19.093788146972656
33.62,-9.4083,112,0,22,143,102,0,0,1,19.093788146972656
33.4417,-9.1333,110,0,9,52,76,0,0,0,19.093788146972656
34.8,-10.2533,83,0,11,143,61,0,0,1,19.093788146972656
36.033,-11.817,152,0,39,165,82,0,0,4,18.418365478515625
24.0498,-28.93,20,0,88,174,62,3,0,2,22.973594665527344
17.5498,-22.6,18,0,71,172,27,15,0,0,23.01040267944336
18.3998,-24.5698,14,0,102,217,39,12,0,0,23.357769012451172
19.5798,-27.4698,58,0,62,161,44,13,0,3,23.572492599487305
36.3498,-27.3798,71,0,70,97,77,18,0,0,19.667964935302734
36.8698,-26.5798,85,0,74,81,68,21,0,0,19.495771408081055
16.45,-20.0117,52,0,102,68,75,12,0,0,23.672828674316406
18.7198,-25.35,16,0,81,162,50,15,0,0,23.685274124145508
20.53,-29.45,18,0,49,179,75,13,0,0,23.822919845581055
25.45,-20.3298,14,0,61,187,81,4,0,2,21.454235076904297
28.8798,-25.3998,17,0,94,174,65,1,0,0,21.786144256591797
30.1298,-26.28,19,0,78,148,72,2,0,1,21.277376174926758
31.1,-26.78,46,0,63,156,58,9,0,4,20.807884216308594
31.1298,-26.78,43,0,117,129,98,6,0,0,20.807884216308594
34.72,-29.5698,68,0,55,125,75,17,0,1,20.666156768798828
35.25,-29.25,60,0,52,109,62,17,0,0,19.87965202331543
35.4198,-28.92,59,0,104,64,98,8,0,0,19.667964935302734
35.7998,-28.2198,78,0,46,84,63,14,0,4,19.667964935302734
55.5,-14.5833,98,0,97,1,228,0,0,0,11.381668090820312
62.397,-23.2,195,0,82,3,192,0,0,0,8.959281921386719
61.868,-23.942,212,0,156,1,291,0,0,0,8.959281921386719
61.367,-24.172,156,0,97,1,198,0,0,0,8.959281921386719
61.075,-24.53,150,0,86,7,187,0,0,0,8.959281921386719
61.222,-22.49,160,0,133,0,267,0,0,0,9.170756340026855
60.413,-23.645,108,0,63,1,155,0,0,0,9.873791694641113
59.742,-22.2,180,0,133,0,314,0,0,0,10.068809509277344
59.783,-23.923,136,0,106,1,184,0,0,0,9.873791694641113
59.792,-22.653,131,0,79,4,123,3,0,0,10.068809509277344
58.64,-23.993,138,0,112,21,217,0,0,0,10.591755867004395
58.94,-24.4,130,0,101,3,234,2,0,0,10.591755867004395
57.537,-24.72,191,0,145,0,209,0,0,0,10.591755867004395
57.675,-25.64,214,0,179,0,272,0,0,0,10.251720428466797
56.17,-27.338,244,0,122,0,170,0,0,0,10.32414436340332
54.693,-28.35,136,0,121,0,166,0,0,0,10.908163070678711
52.765,-30.343,171,0,99,0,201,0,0,0,11.571191787719727
42.488,-28.415,100,0,96,76,137,1,0,0,17.20375633239746
64.7698,-1.2698,75,0,14,0,214,0,0,0,7.571116924285889
61.65,-2.4,32,0,19,0,258,0,0,0,8.779524803161621
62.3498,-0.22,26,0,19,0,255,0,0,0,9.053985595703125
61.2298,3.5998,58,0,12,0,208,0,0,0,9.167230606079102
18.2198,-21.0798,35,0,97,106,64,19,0,0,23.01040267944336
16.02,-20.6298,25,0,147,115,50,5,0,0,23.672828674316406
84.0292,11.2383,0,0,0,0,671,0,0,0,-1.799991488456726
75.8267,11.46,18,0,2,1,506,0,0,0,2.7153470516204834
78.8553,-4.7812,0,0,0,0,336,0,0,0,-1.3927878141403198
78.907,-3.9888,2,0,0,0,689,0,0,0,-1.3927878141403198
79.0213,-1.6633,0,0,0,0,436,0,0,0,-1.7502285242080688
78.8592,1.3098,14,0,0,0,383,0,0,0,0.24635140597820282
66.9983,7.74,27,0,12,0,212,0,0,0,8.137534141540527
67.5015,8.444,59,0,5,0,354,0,0,0,7.308430194854736
68.3022,3.6692,105,0,14,0,394,0,0,0,6.998811721801758
69.3718,-6.553,128,0,2,0,388,0,0,0,3.125974416732788
69.3652,-8.657,20,0,0,0,529,0,0,0,2.367750406265259
69.3853,-12.8748,17,0,0,0,532,0,0,0,1.5101443529129028
69.4967,-19.47,2,0,0,0,325,0,0,0,-0.41094356775283813
77.9983,9.4167,27,0,0,0,320,0,0,0,1.6021652221679688
78.0032,8.7285,39,0,0,0,329,0,0,0,1.5574414730072021
78.0067,8.0663,6,0,0,0,800,0,0,0,1.5574414730072021
78.0,7.4233,17,0,0,0,366,0,0,0,1.5574414730072021
77.9983,6.7016,23,0,0,0,471,0,0,0,1.3220605850219727
78.0016,5.3467,5,0,0,0,423,0,0,0,1.3220605850219727
77.9982,2.4682,6,0,0,0,444,0,0,0,0.24635140597820282
77.995,0.5533,2,0,0,0,422,0,0,0,-0.34994935989379883
78.0033,-3.505,0,0,0,0,772,0,0,0,-1.3927878141403198
77.9867,-4.2783,0,0,0,0,1109,0,0,0,-1.3927878141403198
77.9967,-6.5783,0,0,0,0,490,0,0,0,-1.5699001550674438
80.0017,-3.0167,3,0,0,0,480,0,0,0,-1.7760673761367798
80.0033,-0.8167,10,0,0,0,597,0,0,0,-1.6873899698257446
79.97,0.2,11,0,0,0,371,0,0,0,-1.6873899698257446
80.0033,1.1833,50,0,0,0,354,0,0,0,-1.5267482995986938
79.985,2.81,48,0,0,0,342,0,0,0,-1.5267482995986938
79.7283,2.9583,6,0,0,0,323,0,0,0,-1.5267482995986938
85.39,21.775,2,0,0,0,532,0,0,0,-1.799991488456726
83.4067,19.9717,0,0,0,0,321,0,0,0,-1.799991488456726
