Latitude,Longitude,symbiont-barren spinose,undetermined non-spinose,symbiont-facultative non-spinose,symbiont-obligate spinose,symbiont-barren non-spinose,symbiont-bearing spinose,symbiont-bearing non-spinose,symbiont-facultative spinose,SST
-3.116666667,-89.41666667,4,7,604,7,17,1,0,0,23.73724937438965
-3.116666667,-89.41666667,2,7,370,3,13,1,0,0,23.73724937438965
-1.65,-103.6333333,6,2,169,22,107,0,0,0,24.079980850219727
-1.65,-103.6333333,6,2,254,23,22,0,0,0,24.079980850219727
4.75,-90.93333333,10,5,379,30,29,3,0,0,27.059207916259766
11.91666667,-75.03333333,2,0,86,156,87,9,0,0,27.456039428710938
12.88333333,-74.85,1,0,161,170,34,4,0,0,27.25389289855957
15.61666667,-71.66666667,1,0,72,237,4,2,0,0,27.406230926513672
16.71666667,-75.45,1,0,81,286,11,6,0,0,27.593761444091797
15.06666667,-75.95,4,0,87,233,9,3,0,0,27.593761444091797
14.88333333,-78.75,1,0,99,342,8,6,0,0,27.56224822998047
10.03333333,-76.95,0,0,77,394,61,3,0,0,27.657258987426758
13.16666667,-79.81666667,2,0,68,236,9,5,0,0,27.670169830322266
1.85,-30.0,3,0,79,251,13,10,0,0,26.999380111694336
1.783333333,-25.43333333,4,2,77,257,18,3,0,0,26.87560272216797
4.583333333,-10.05,5,0,74,211,9,6,0,0,27.545957565307617
3.7,-7.716666667,3,0,89,223,3,12,0,0,27.493309020996094
4.516666667,-0.716666667,10,0,123,234,12,9,0,0,27.38189125061035
2.016666667,2.633333333,2,0,172,57,14,2,0,0,27.133617401123047
-8.183333333,-8.216666667,1,2,93,205,14,10,0,0,24.7822208404541
-9.133333333,-10.6,2,0,88,268,19,8,0,0,24.25282096862793
-21.88333333,8.866666667,23,0,118,27,199,0,0,0,19.062725067138672
-22.33333333,11.2,40,0,42,23,245,2,0,0,16.616985321044922
-22.33333333,11.2,40,0,42,23,245,2,0,0,16.616985321044922
-25.48333333,11.3,8,0,89,16,172,0,0,0,17.41379165649414
-37.53333333,-3.583333333,92,0,58,14,93,0,0,0,13.76662826538086
-46.6,7.616666667,93,0,37,2,142,0,0,0,5.917431831359863
-50.71666667,13.43333333,8,0,2,1,299,0,0,0,2.3001463413238525
-50.71666667,13.43333333,8,0,2,1,299,0,0,0,2.3001463413238525
-12.46666667,71.88333333,5,3,108,42,37,4,0,0,26.795106887817383
-9.033333333,88.56666667,12,20,98,207,25,4,0,0,27.482845306396484
-2.383333333,90.01666667,45,28,211,284,22,1,0,0,28.588151931762695
-2.283333333,90.13333333,43,22,188,148,30,1,0,0,28.588151931762695
-0.833333333,89.95,15,10,94,180,8,6,0,0,28.617509841918945
-0.466666667,90.0,19,20,126,319,13,15,0,0,28.617509841918945
1.466666667,90.16666667,16,15,119,249,12,18,0,0,28.559873580932617
5.85,90.51666667,68,12,164,262,12,0,0,0,28.29719352722168
-5.966666667,102.45,60,2,152,167,5,1,0,0,28.360986709594727
-12.88333333,103.6666667,6,2,120,60,63,8,0,0,27.25946044921875
-15.2,119.45,9,5,157,386,33,9,0,0,27.799392700195312
-10.41666667,124.6833333,18,0,125,125,21,2,0,0,28.405305862426758
-8.516666667,124.5166667,115,0,320,190,21,4,0,0,28.419221878051758
-8.45,125.0166667,91,1,259,310,32,2,0,0,28.40363311767578
-6.866666667,124.1166667,39,0,240,129,27,4,0,0,28.493728637695312
-0.95,126.15,46,0,162,79,20,9,0,0,28.720237731933594
4.416666667,119.95,51,0,108,67,22,13,0,0,28.845352172851562
26.1,123.6833333,82,1,224,172,2,3,0,0,24.337432861328125
26.83333333,126.35,79,2,410,363,2,22,0,0,25.015947341918945
33.46666667,137.9833333,61,0,189,42,44,0,0,0,21.42007827758789
50.38333333,-142.5666667,224,0,2,5,617,0,0,0,8.884998321533203
-49.91666667,-15.56666667,56,0,222,2,392,0,0,0,3.9396066665649414
-46.08333333,-13.21666667,103,0,58,3,198,0,0,0,6.843108177185059
-42.96666667,-20.85,162,0,76,4,62,0,0,0,12.025259017944336
-49.6,-47.55,83,0,83,5,190,0,0,0,6.107333660125732
-33.56666667,-49.03333333,27,0,126,252,58,5,0,0,19.06023597717285
-29.2,-45.46666667,14,1,99,216,31,8,0,0,21.346391677856445
-25.68333333,-40.58333333,9,0,110,332,20,28,0,0,23.223812103271484
-21.43333333,6.3,27,0,133,92,110,13,0,0,19.580379486083984
-28.08333333,13.15,48,0,106,37,224,2,0,0,16.803678512573242
-31.06666667,14.7,21,0,222,18,108,2,0,0,17.557584762573242
-32.11666667,36.01666667,16,0,128,148,10,6,0,0,22.118770599365234
-31.53333333,37.65,60,5,76,115,23,10,0,0,21.86473274230957
-29.28333333,43.93333333,26,0,101,163,19,13,0,0,22.22723388671875
-29.91666667,44.81666667,16,0,81,135,15,15,0,0,22.22723388671875
-32.26666667,45.78333333,26,0,121,127,33,6,0,0,20.559528350830078
-32.65,47.6,29,0,118,153,48,4,0,0,20.37372589111328
-31.85,54.1,22,0,269,69,86,0,0,0,19.941267013549805
-31.08333333,57.41666667,35,0,99,152,83,3,0,0,19.72899055480957
-28.8,58.68333333,53,1,68,193,18,0,0,0,22.43550682067871
-29.08333333,61.33333333,20,0,60,173,43,10,0,0,20.89632225036621
-25.35,69.48333333,8,0,42,221,21,4,0,0,22.670482635498047
-24.28333333,70.51666667,12,0,58,233,15,20,0,0,23.519014358520508
-23.68333333,69.68333333,6,2,34,254,18,19,0,0,23.519014358520508
-21.68333333,68.68333333,2,0,38,261,26,10,0,0,24.41189956665039
-20.61666667,68.46666667,7,1,79,288,24,14,0,0,25.011505126953125
-16.35,66.11666667,9,1,129,249,12,10,0,0,26.07680320739746
-12.3,64.73333333,17,6,140,141,22,2,0,0,26.859220504760742
-13.15,56.63333333,5,0,145,92,29,1,0,0,26.641469955444336
-10.5,57.71666667,16,2,174,113,7,3,0,0,27.05419158935547
15.03333333,66.1,34,4,208,208,18,3,0,0,27.167396545410156
15.03333333,66.1,22,0,127,238,6,4,0,0,27.167396545410156
0.866666667,84.56666667,6,0,167,14,55,15,0,0,28.49360466003418
7.433333333,85.33333333,7,23,184,86,10,3,0,0,28.16510009765625
6.5,93.53333333,185,11,301,246,10,56,0,0,28.465240478515625
6.4,96.26666667,102,8,247,283,10,25,0,0,28.60274887084961
3.75,158.7666667,98,7,488,719,14,3,0,3,29.038745880126953
1.75,159.45,140,15,507,791,6,33,0,2,29.04279327392578
1.75,159.4,113,10,301,527,5,12,0,0,29.04279327392578
2.15,169.0,79,0,360,223,36,3,0,1,28.681394577026367
1.65,163.8,61,10,269,227,29,4,0,1,28.897180557250977
0.183333333,165.5833333,47,8,320,193,31,12,0,1,28.880891799926758
1.666666667,166.55,1,0,200,7,15,8,0,0,28.8360652923584
4.1,165.7333333,7,3,334,29,43,5,0,0,28.832487106323242
3.5,168.8333333,4,0,170,25,20,4,0,0,28.753923416137695
4.183333333,173.5,4,0,131,5,63,0,0,0,28.563196182250977
17.68333333,57.86666667,136,6,111,106,4,12,0,0,25.850915908813477
17.63333333,57.73333333,176,3,120,135,3,18,0,0,25.850915908813477
17.65,57.73333333,155,4,78,77,4,5,0,0,25.850915908813477
17.71666667,57.63333333,141,5,86,97,9,12,0,0,25.850915908813477
17.71666667,57.61666667,138,0,88,97,3,5,0,0,25.850915908813477
17.78333333,57.61666667,162,5,160,49,3,1,0,0,25.850915908813477
17.76666667,57.66666667,203,3,149,99,4,15,0,0,25.850915908813477
17.9,57.58333333,107,2,135,60,3,3,0,0,25.850915908813477
17.9,57.58333333,85,1,156,48,6,2,0,0,25.850915908813477
18.06666667,57.61666667,141,1,159,53,5,5,0,0,25.850915908813477
18.25,57.68333333,120,3,90,75,2,4,0,0,25.850915908813477
18.25,57.21666667,92,0,92,65,4,7,0,0,25.850915908813477
18.28333333,57.63333333,239,2,87,108,3,12,0,0,25.850915908813477
18.28333333,57.65,225,2,118,115,2,8,0,0,25.850915908813477
18.26666667,57.55,71,0,95,123,26,7,0,0,25.850915908813477
18.11666667,57.53333333,175,2,162,131,3,13,0,0,25.850915908813477
18.06666667,57.55,127,1,120,84,3,1,0,0,25.850915908813477
17.71666667,57.81666667,148,3,93,86,2,7,0,0,25.850915908813477
17.61666667,57.65,155,3,106,110,2,12,0,0,25.850915908813477
17.66666667,57.66666667,133,1,62,93,8,5,0,0,25.850915908813477
17.91666667,57.6,204,2,319,136,12,14,0,0,25.850915908813477
18.21666667,57.68333333,175,0,152,93,8,6,0,0,25.850915908813477
18.21666667,57.68333333,118,4,97,121,24,10,0,0,25.850915908813477
18.23333333,57.65,281,5,206,194,9,13,0,0,25.850915908813477
18.23333333,57.6,193,1,128,139,1,6,0,0,25.850915908813477
18.31666667,57.55,196,0,77,129,9,6,0,0,25.850915908813477
16.61666667,59.86666667,92,2,154,73,7,2,0,0,26.32665252685547
16.61666667,59.86666667,106,2,194,81,12,3,0,0,26.32665252685547
16.53333333,59.78333333,88,0,230,81,13,1,0,0,26.32665252685547
16.51666667,59.78333333,100,0,210,59,16,0,0,0,26.32665252685547
16.53333333,59.76666667,84,2,185,74,13,6,0,0,26.32665252685547
16.53333333,59.76666667,79,1,172,61,13,1,0,0,26.32665252685547
16.6,59.68333333,133,1,212,77,9,3,0,0,26.32665252685547
16.65,59.71666667,105,2,155,55,9,4,0,0,26.32665252685547
16.63333333,59.68333333,110,2,175,65,12,6,0,0,26.32665252685547
16.65,59.66666667,85,0,213,62,15,0,0,0,26.32665252685547
16.66666667,59.66666667,110,2,178,78,18,14,0,0,26.32665252685547
16.7,59.6,82,2,202,60,7,1,0,0,26.32665252685547
16.68333333,59.6,123,1,272,70,11,3,0,0,26.32665252685547
16.53333333,59.45,100,0,146,37,11,4,0,0,26.32665252685547
16.53333333,59.45,132,1,192,53,13,7,0,0,26.32665252685547
16.48333333,59.35,98,0,244,42,12,1,0,0,26.32665252685547
16.48333333,59.35,88,1,197,54,7,5,0,0,26.32665252685547
16.35,59.3,89,1,265,54,15,5,0,0,26.32665252685547
16.36666667,59.18333333,104,1,165,92,9,4,0,0,26.32665252685547
16.61666667,59.85,74,1,206,75,23,3,0,0,26.32665252685547
16.66666667,59.85,94,2,194,71,7,3,0,0,26.32665252685547
16.16666667,60.68333333,149,0,202,67,13,8,0,0,26.32665252685547
-1.666666667,-131.8833333,3,1,296,4,61,3,0,0,25.364093780517578
2.066666667,-132.5333333,0,1,204,1,67,0,0,0,25.642614364624023
3.95,-118.05,19,23,311,74,42,4,0,1,26.240741729736328
5.65,-99.93333333,12,5,323,25,75,9,0,0,27.290733337402344
2.3,-89.45,8,0,173,55,12,2,0,0,25.89429473876953
-13.6,-96.7,2,0,95,2,132,5,0,0,22.490062713623047
-13.53333333,-97.8,48,60,503,127,168,14,0,1,22.745439529418945
-12.8,-107.9833333,24,44,201,145,48,4,0,0,24.332252502441406
-12.55,-111.2,9,6,152,150,7,16,0,0,24.73476791381836
-12.5,-112.6166667,17,17,183,212,7,15,0,0,24.73476791381836
-14.68333333,-113.4833333,16,20,214,156,20,38,0,0,24.73372459411621
-14.0,-119.6,12,18,129,158,18,2,0,0,25.431678771972656
-14.01666667,-122.4666667,21,58,112,228,32,7,0,0,25.65723419189453
-13.9,-125.35,23,21,97,235,13,4,0,0,26.089040756225586
-14.03333333,-128.4833333,16,47,127,262,34,3,0,1,26.26374626159668
-14.05,-139.5833333,24,3,100,118,6,8,0,0,27.28839111328125
-15.25,-142.45,15,2,76,230,1,4,0,0,27.20587730407715
-16.5,-145.1166667,9,1,49,221,1,11,0,0,27.365144729614258
-15.85,-145.8,11,0,144,252,1,39,0,0,27.365144729614258
-15.66666667,-147.45,8,0,88,293,0,20,0,0,27.41801643371582
0.45,-133.2666667,2,2,286,2,50,1,0,0,25.251171112060547
-2.683333333,-130.4833333,3,2,180,3,81,1,0,0,25.23408317565918
2.466666667,-121.4333333,2,0,240,3,66,1,0,0,25.361478805541992
2.433333333,-105.9333333,6,11,401,20,57,3,0,0,25.271448135375977
-3.5,-99.46666667,9,5,368,31,64,8,0,0,24.197689056396484
4.266666667,-95.65,5,11,497,26,87,14,0,0,26.803531646728516
4.033333333,-85.63333333,7,1,242,9,12,3,0,0,27.188817977905273
-0.416666667,-86.31666667,29,0,442,21,52,1,0,0,24.57280158996582
-5.016666667,-114.0666667,0,3,452,14,82,2,0,0,25.084712982177734
1.483333333,-113.8666667,6,8,330,14,46,1,0,0,25.22813606262207
4.466666667,-140.25,10,6,361,10,232,4,0,0,26.507993698120117
32.33333333,159.25,15,1,715,23,305,0,0,0,21.714181900024414
32.31666667,159.2166667,12,0,473,36,234,0,0,0,21.714181900024414
5.066666667,-155.0,4,1,225,10,91,5,0,0,27.294462203979492
0.566666667,159.9833333,25,4,133,164,4,16,0,0,29.124561309814453
0.866666667,157.0666667,35,6,87,183,1,14,0,0,29.198415756225586
0.8,154.7666667,14,0,112,172,1,4,0,0,29.261192321777344
1.666666667,152.6166667,4,4,172,72,12,4,0,0,29.263505935668945
53.86666667,-21.1,131,0,128,9,343,0,0,0,11.921963691711426
63.46666667,-0.066666667,7,0,6,1,262,0,0,0,8.124773025512695
-8.016666667,-166.5833333,15,3,101,157,18,8,0,0,28.55439567565918
4.566666667,-130.6166667,3,4,324,11,192,5,0,0,26.375511169433594
-1.783333333,-133.7333333,5,3,263,1,80,0,0,0,25.477792739868164
-2.516666667,-137.0666667,11,5,330,55,72,8,0,0,25.78641700744629
-0.15,-138.85,1,8,303,3,96,3,0,0,25.529094696044922
2.533333333,-141.1333333,4,4,296,7,140,1,0,0,26.03005027770996
5.35,-160.5,16,15,172,153,4,4,0,0,27.50551414489746
17.21666667,59.6,109,1,213,31,8,1,0,0,26.11423110961914
10.03333333,65.08333333,8,0,319,17,127,21,0,0,27.890485763549805
17.2,59.95,82,0,84,74,15,6,0,0,26.11423110961914
19.5,58.46666667,251,0,153,199,5,10,0,0,25.769208908081055
17.7,57.83333333,171,2,135,95,3,6,0,0,25.850915908813477
17.81666667,57.5,227,4,128,86,5,15,0,0,25.850915908813477
17.66666667,57.7,229,3,122,168,3,13,0,0,25.850915908813477
17.75,57.58333333,170,5,170,95,4,6,0,0,25.850915908813477
17.75,57.48333333,188,4,104,147,13,8,0,0,25.850915908813477
17.81666667,57.35,186,4,198,176,11,10,0,0,25.850915908813477
15.98333333,61.48333333,12,0,437,16,41,3,0,0,26.59233283996582
19.23333333,58.36666667,182,5,114,131,6,14,0,0,25.769208908081055
19.23333333,58.51666667,184,4,41,132,4,13,0,0,25.769208908081055
19.21666667,58.26666667,226,0,135,227,6,26,0,0,25.769208908081055
19.28333333,58.35,212,3,107,122,3,14,0,0,25.769208908081055
19.51666667,58.48333333,159,4,135,122,4,9,0,0,25.769208908081055
19.26666667,58.23333333,199,3,117,108,3,16,0,0,25.769208908081055
19.65,58.61666667,162,2,136,105,8,16,0,0,25.769208908081055
16.61666667,59.8,68,1,184,77,10,3,0,0,26.32665252685547
17.38333333,58.8,110,2,415,77,10,6,0,0,25.850915908813477
0.9,-88.01666667,5,0,226,3,12,0,0,0,24.55963706970215
32.03333333,139.4166667,55,1,226,147,41,3,0,0,22.53204917907715
42.46666667,-54.9,27,0,183,19,195,0,0,0,15.399136543273926
28.45,-86.55,30,0,96,268,51,12,0,0,25.29938507080078
23.75,-92.46666667,7,0,67,238,31,3,0,0,26.518325805664062
37.21666667,-33.13333333,61,0,56,125,76,7,0,1,19.568830490112305
35.05,-11.61666667,32,0,63,136,57,13,0,1,18.418365478515625
32.28333333,-65.11666667,22,0,58,173,47,16,0,1,23.12775421142578
32.2,-64.7,26,1,43,228,41,18,0,1,23.179166793823242
17.55,-63.56666667,0,0,46,305,1,73,0,0,27.073118209838867
38.91666667,-57.13333333,7,0,172,43,133,0,0,0,22.041852951049805
36.9,-54.03333333,56,0,151,62,56,0,0,0,21.784452438354492
34.66666667,-61.45,50,0,120,230,90,0,0,0,22.5838680267334
40.76666667,-64.6,5,0,208,21,189,0,0,0,17.670019149780273
12.4,-77.76666667,0,0,97,244,22,4,0,0,27.61294937133789
8.233333333,-37.86666667,4,0,50,311,4,5,0,0,26.915037155151367
22.95,-38.2,4,0,30,448,24,0,0,0,24.37848663330078
23.01666667,-43.8,9,0,77,369,28,74,0,0,24.526273727416992
11.18333333,-36.01666667,8,0,99,290,70,0,0,0,25.860626220703125
-28.68333333,-34.48333333,14,0,62,267,46,9,0,0,21.984561920166016
-45.3,-57.96666667,45,0,144,2,69,0,0,0,8.469576835632324
-40.9,-20.36666667,113,0,117,25,81,0,0,0,13.551502227783203
-36.5,8.083333333,126,0,290,217,206,0,0,0,16.12163543701172
-22.98333333,7.0,17,0,142,99,77,7,0,0,19.062725067138672
-1.5,-11.78333333,6,0,125,272,21,12,0,0,25.315536499023438
17.0,-74.38333333,0,0,64,228,20,9,0,0,27.649337768554688
15.48333333,-40.51666667,3,0,38,248,12,7,0,0,25.43688201904297
-50.76666667,-42.15,47,0,63,8,325,1,0,0,5.096611022949219
-35.88333333,15.91666667,11,0,120,6,103,0,0,0,18.051769256591797
-29.65,32.86666667,18,0,98,156,6,3,0,0,23.37661361694336
-28.43333333,43.78333333,16,0,90,174,5,6,0,0,23.469018936157227
-2.45,66.98333333,19,21,147,275,31,1,0,0,28.30116844177246
3.866666667,65.51666667,8,11,77,100,10,1,0,0,28.408409118652344
8.65,58.56666667,27,2,121,91,9,4,0,0,27.243074417114258
10.25,57.18333333,34,0,167,59,36,4,0,0,26.94565773010254
11.45,56.23333333,71,4,187,74,35,4,0,0,26.409276962280273
12.86666667,48.4,48,2,145,71,1,6,0,0,27.87722396850586
12.61666667,45.63333333,63,1,144,63,5,2,0,0,28.058956146240234
6.35,-85.28333333,20,5,433,48,31,0,0,0,27.761192321777344
-52.16666667,-49.06666667,108,0,63,4,367,0,0,0,4.746561527252197
-50.38333333,-47.4,63,0,46,1,366,0,0,0,6.107333660125732
-9.75,-34.4,1,0,35,235,14,15,0,0,26.738157272338867
-9.75,-34.4,1,0,35,235,14,15,0,0,26.738157272338867
30.51666667,-75.91666667,15,0,70,293,52,12,0,1,25.087080001831055
37.01666667,-74.61666667,73,0,192,22,120,0,0,0,16.221712112426758
37.68333333,-74.15,24,0,108,4,211,0,0,0,16.221712112426758
17.93333333,-50.35,3,0,36,286,6,7,0,0,26.02505111694336
17.26666667,-48.41666667,2,0,47,296,6,16,0,0,25.8503360748291
13.25,-40.66666667,2,0,57,282,25,2,0,0,25.755664825439453
-13.06666667,-24.68333333,2,0,37,386,24,1,0,0,25.015348434448242
-15.33333333,-19.71666667,5,0,45,270,24,0,0,0,23.96803092956543
-17.65,-15.1,10,0,82,275,23,26,0,0,23.064735412597656
-19.36666667,-11.43333333,16,0,89,214,35,41,0,0,22.341318130493164
-21.33333333,-8.95,11,0,94,240,50,22,0,0,21.678693771362305
-24.71666667,-4.75,12,1,115,198,60,6,0,0,20.935461044311523
-27.86666667,-1.1,18,0,114,101,71,7,0,0,20.000940322875977
-32.13333333,10.75,43,0,99,15,97,0,0,0,17.768280029296875
-33.4,12.58333333,5,0,197,8,188,0,0,0,17.565885543823242
-33.35,16.43333333,21,0,208,34,55,1,0,0,17.67642593383789
-46.5,31.26666667,32,0,204,2,20,0,0,0,7.098395347595215
-29.75,79.56666667,25,0,124,211,101,1,0,0,19.842391967773438
-31.05,82.95,9,0,134,74,81,1,0,0,18.432106018066406
-31.63333333,83.81666667,38,0,182,157,122,1,0,0,18.280288696289062
-32.38333333,84.85,21,0,112,71,85,1,0,0,18.280288696289062
-33.38333333,89.13333333,29,1,90,99,48,2,0,0,16.585378646850586
-30.2,91.71666667,21,0,84,198,87,10,0,0,19.10336685180664
-28.88333333,92.83333333,18,0,103,171,88,1,0,0,20.238178253173828
-28.01666667,95.18333333,6,0,116,84,73,0,0,0,20.05939292907715
-31.53333333,99.25,42,0,94,203,96,14,0,0,17.603618621826172
-35.06666667,115.1,14,0,149,67,25,19,0,0,17.197263717651367
-48.08333333,137.65,146,0,79,26,82,0,0,1,9.146297454833984
-53.4,153.9833333,54,0,27,1,204,0,0,0,5.740546226501465
-46.7,171.5,194,0,85,7,104,1,0,0,10.50522232055664
-47.01666667,-179.25,334,1,169,19,253,0,0,0,9.71162223815918
-28.83333333,-41.03333333,5,0,67,177,72,0,0,0,22.224023818969727
-27.95,-42.45,44,0,247,651,183,25,0,0,22.224023818969727
-27.95,-42.45,40,0,216,642,207,26,0,0,22.224023818969727
1.966666667,-37.23333333,2,0,82,358,8,6,0,0,27.147546768188477
15.4,-43.4,2,0,61,345,16,13,0,0,25.805017471313477
23.33333333,-46.48333333,0,0,34,246,4,38,0,0,24.69221305847168
30.0,-51.86666667,16,0,77,348,55,2,0,1,23.736417770385742
60.03333333,-50.83333333,2,0,0,2,305,0,0,0,3.6489369869232178
28.48333333,-65.05,9,0,52,382,51,0,0,1,24.99632453918457
-40.56666667,-55.16666667,159,0,151,2,102,1,0,0,11.972968101501465
-33.15,-49.86666667,22,0,135,159,64,0,0,0,19.06023597717285
12.38333333,-18.91666667,15,0,183,131,86,2,0,0,25.50718116760254
24.96666667,-28.93333333,7,0,127,241,85,10,0,0,22.973594665527344
27.96666667,-34.13333333,15,0,52,327,47,0,0,2,22.651273727416992
29.61666667,-36.91666667,4,0,110,266,76,4,0,0,22.4321231842041
32.75,-41.9,25,0,71,193,53,12,0,0,22.41530990600586
32.75,-41.9,22,0,72,188,53,16,0,0,22.41530990600586
13.73333333,-51.11666667,9,0,152,167,68,16,0,1,26.74213409423828
4.233333333,-47.75,0,0,73,295,1,2,0,0,27.292917251586914
-31.35,-36.81666667,16,0,70,200,76,13,0,0,19.537370681762695
-53.58333333,-44.7,7,0,7,0,443,0,0,0,2.4253594875335693
-45.66666667,-57.61666667,96,0,136,5,92,0,0,0,8.469576835632324
-32.16666667,-20.16666667,20,1,83,199,122,6,0,0,19.557247161865234
-32.33333333,15.01666667,50,0,216,90,81,0,0,0,16.996353149414062
-33.23333333,15.98333333,24,0,170,52,62,0,0,0,17.67642593383789
-38.98333333,29.93333333,10,0,154,5,129,0,0,0,18.297443389892578
-37.63333333,37.86666667,20,0,189,14,103,0,0,0,17.859825134277344
-36.11666667,41.85,6,0,222,9,29,0,0,0,18.760650634765625
-32.43333333,46.56666667,23,0,86,143,38,4,0,0,20.559528350830078
-31.2,48.08333333,9,0,308,43,46,1,0,0,20.37372589111328
-29.03333333,49.55,15,0,182,73,25,0,0,0,21.489582061767578
-20.58333333,63.53333333,11,0,52,278,9,12,0,0,25.22309684753418
-21.03333333,65.93333333,11,0,51,254,23,3,0,0,24.55768394470215
-22.38333333,74.36666667,29,0,37,253,34,1,0,0,23.88625144958496
-25.63333333,87.11666667,6,4,42,259,39,28,0,0,21.437297821044922
-30.56666667,114.45,12,0,180,162,13,4,0,0,20.9217472076416
-34.31666667,113.9833333,9,0,124,87,77,1,0,0,18.74083137512207
-36.11666667,118.7833333,34,1,163,117,61,4,0,0,16.925487518310547
-38.56666667,140.6166667,72,1,171,82,100,1,0,0,15.060778617858887
-39.78333333,141.65,37,0,125,70,100,1,0,0,14.240849494934082
-20.96666667,-174.4333333,11,0,87,485,7,48,0,0,26.063566207885742
-12.78333333,-161.0666667,19,1,308,888,5,34,0,0,28.373035430908203
-12.78333333,-161.0666667,28,1,348,878,6,37,0,0,28.373035430908203
15.03333333,-80.23333333,1,0,60,233,12,7,0,0,27.75396156311035
13.23333333,-78.36666667,0,0,71,222,12,2,0,0,27.56224822998047
10.6,-79.35,0,0,71,293,18,5,0,0,27.749202728271484
-3.583333333,-83.93333333,14,0,223,5,48,0,0,0,22.336257934570312
-13.21666667,-92.88333333,21,12,252,26,107,4,0,0,22.052846908569336
-13.21666667,-92.88333333,19,10,217,24,91,3,0,0,22.052846908569336
-14.1,-96.2,32,14,178,85,28,2,0,1,22.490062713623047
-14.1,-96.2,100,17,285,129,51,5,0,0,22.490062713623047
-14.1,-96.2,27,6,180,78,31,2,0,0,22.490062713623047
-17.01666667,-113.5166667,12,22,100,186,7,11,0,0,24.440959930419922
-17.01666667,-113.5166667,13,4,116,184,8,10,0,0,24.440959930419922
-17.0,-114.1833333,12,6,158,130,19,17,0,0,24.566408157348633
-17.0,-114.1833333,9,2,147,128,27,16,0,0,24.566408157348633
-16.93333333,-121.2,7,9,111,197,8,1,0,2,25.550430297851562
-16.93333333,-121.2,17,23,260,445,32,8,0,0,25.550430297851562
-16.93333333,-121.2,7,7,107,195,12,1,0,0,25.550430297851562
-16.65,-124.3833333,6,50,110,244,29,10,0,2,25.77313995361328
-16.65,-124.3833333,34,50,133,257,67,10,0,0,25.77313995361328
-16.65,-124.3833333,3,50,109,247,27,9,0,0,25.77313995361328
-0.866666667,172.0,4,3,259,10,4,8,0,0,28.680484771728516
-0.866666667,172.0,2,6,404,16,3,16,0,0,28.680484771728516
0.1,170.7666667,1,1,214,16,21,7,0,0,28.741952896118164
2.366666667,168.0333333,32,6,222,133,37,1,0,0,28.752723693847656
3.116666667,167.0333333,2,0,234,3,27,10,0,0,28.753923416137695
11.85,140.05,19,0,120,228,13,12,0,0,28.523935317993164
-20.65,86.35,5,0,41,163,30,1,0,0,24.170703887939453
7.116666667,76.55,89,9,154,53,11,1,0,0,28.083681106567383
7.583333333,74.21666667,44,17,237,72,25,4,0,0,28.205280303955078
8.116666667,73.25,71,18,173,200,15,31,0,0,28.205280303955078
8.116666667,62.78333333,40,0,148,175,22,2,0,0,27.79460906982422
7.433333333,61.06666667,22,5,100,65,26,1,0,0,27.79460906982422
6.7,59.33333333,41,3,155,180,18,12,0,0,27.847579956054688
6.866666667,60.66666667,18,4,112,113,24,1,0,0,27.847579956054688
-6.683333333,41.18333333,11,0,55,165,14,3,0,0,27.304058074951172
-13.13333333,44.15,16,1,131,274,9,1,0,0,27.41038703918457
-14.88333333,42.85,10,0,72,337,10,3,0,0,27.278501510620117
-16.93333333,41.1,19,0,76,231,16,13,0,0,27.103158950805664
-17.9,39.5,19,0,58,230,5,1,0,0,26.615880966186523
-19.91666667,41.6,4,1,112,220,46,0,0,0,26.52306365966797
-23.18333333,39.96666667,16,0,95,236,3,8,0,0,25.066007614135742
-23.36666667,38.85,10,0,93,248,11,6,0,0,25.143884658813477
-23.51666667,37.85,2,0,161,147,31,1,0,0,25.143884658813477
-30.58333333,13.28333333,23,0,192,45,73,2,0,0,17.206769943237305
-29.51666667,9.583333333,1,0,194,14,177,0,0,0,18.073129653930664
-26.2,4.683333333,8,0,117,114,75,5,0,0,19.387897491455078
-25.76666667,4.1,2,0,204,133,148,18,0,0,19.387897491455078
-24.56666667,4.833333333,8,0,189,139,103,12,0,0,19.666858673095703
-21.83333333,10.8,100,1,224,68,551,1,0,0,18.08837890625
-18.33333333,8.383333333,47,0,295,29,78,0,0,0,18.780353546142578
-1.283333333,5.533333333,12,0,187,199,28,1,0,0,25.399513244628906
1.416666667,-9.083333333,7,0,278,37,94,7,0,0,26.779367446899414
29.01666667,-41.4,7,0,61,317,41,20,0,1,23.051408767700195
11.53333333,-60.51666667,2,0,36,250,1,0,0,0,27.36556625366211
41.06666667,-132.3666667,147,0,2,0,55,0,0,0,13.705856323242188
28.3,-176.95,86,2,389,252,128,59,0,0,23.126346588134766
33.98333333,-177.8333333,12,0,121,4,98,0,0,0,19.256135940551758
47.95,168.7833333,215,0,21,1,495,0,0,0,6.143790245056152
32.96666667,140.5666667,88,0,472,87,28,4,0,0,22.53204917907715
4.65,132.7833333,21,1,189,162,7,3,0,0,28.939653396606445
-21.8,69.23333333,11,0,43,235,19,11,0,0,24.226093292236328
-21.98333333,68.48333333,3,1,42,157,28,0,0,0,24.41189956665039
-22.3,68.0,9,0,42,256,25,7,0,0,24.41189956665039
-22.7,66.3,7,0,55,255,24,2,0,0,24.55768394470215
