Latitude,Longitude,O. universa,G. conglobatus,G. ruber albus,G. tenellus,T. sacculifer,S. dehiscens,G. siphonifera,G. calida,G. bulloides,G. falconensis,B. digitata,G. rubescens,T. quinqueloba,N. pachyderma,N. incompta,N. dutertrei,G. conglomerata,G. hexagonus,P. obliquiloculata,G. inflata,G. crassaformis,G. hirsuta,G. scitula,G. glutinata,G. truncatulinoides,G. aequilateralis,G. menardii,H. pelagica,G. ruber ruber,G. tumida,G. digitata,T. humilis,C. nitida,G. uvula,D. anfracta,G. theyeri,T. iota,G. cavernula,G. cultrata,G. tenella,G. adamsi,G. crassa
-21.88,8.872,0.008,0,0.027,0,0.005,0,0.003,0,0.12,0.011,0.008,0,0.005,0.096,0.243,0.309,0,0,0,0.148,0.003,0.003,0.005,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-25.49,11.307,0.0032,3e-04,0.0098,0,0.003,2e-04,0.0033,0.0014,0.0849,0.001,0.00233333333333333,0,0.0032,0.0214,0.6228,0.0469,,,2e-04,0.1445,2e-04,0.0068,0.0026,0.0082,0.0072,0,0,0,0.00075,,5e-04,0,0,0,,,,0,0,0,,
-19.02,-124.2,0.002,0.113,0.408,0.023,0.051,0.001,0.022,0.01,0.02,0,0.002,0.002,0,0,0,0.002,0.019,0.004,0.008,0,0.008,0,0.303,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-10.92,88.315,0.03,0.019,0.275,0.042,0.143,0,0.015,0.008,0.034,0,0,0.034,0,0,0.011,0.136,0.011,0.008,0.034,0.011,0.011,0,0.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.833,89.95,0.008,0.008,0.275,0,0.12,0,0.027,0.035,0.085,0.004,0,0.023,0,0,0,0.105,0.054,0.012,0.101,0,0.019,0,0.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.467,90.167,0,0.007,0.288,0.037,0.07,0,0.041,0.037,0.074,0.007,0,0.015,0,0,0,0.1,0.037,0.018,0.074,0,0,0.004,0.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5.857,90.52,0.005,0.016,0.175,0.005,0.068,0,0.037,0.012,0.112,0.014,0.009,0.016,0,0,0,0.222,0.03,0.026,0.11,0,0.005,0.001,0.069,0.068,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0.005,0,0
-35.52,44.75,0.012,0,0.04,0,0,0,0.009,0,0.106,0.059,0,0.003,0.006,0.016,0.206,0.059,0,0,0,0.371,0,0.006,0.012,0.031,0.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-39.02,47.883,0.003,0,0.011,0,0,0,0.003,0,0.257,0.006,0,0.003,0.086,0.057,0.337,0.077,0,0,0,0.117,0,0,0.02,0.006,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-46.1,-13.23,0,0,0,0,0,0,0,0,0.208,0,0,0,0.142,0.524,0.028,0,0,0,0,0.057,0.003,0.003,0.022,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-42.98,-20.86,0,0,0,0,0,0,0,0,0.049,0,0,0,0.009,0.464,0.169,0.04,0,0,0,0.238,0,0,0.018,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.033,66.097,0.0291445182724253,0.00166112956810631,0.257795681063123,0.003,0.0818837209302325,0,0.00332225913621263,0.0204667774086379,0.0442558139534884,0.0341112956810632,0.007,0.00832225913621262,0,0,0.00332225913621263,0.0850116279069768,0.0035,0.0188056478405316,0.154911960132891,0,0,0.0015,0.0941611295681063,0.0764119601328905,0,0,0.116279069767442,0,0,0.0232558139534884,0.00996677740863787,0,0,0,0,0,0,0,0,0.00332225913621262,0,0
-31.5,32.607,0.019,0,0.146,0.01,0.058,0,0.029,0.049,0.068,0.01,0.01,0.01,0,0,0.029,0.068,0,0,0.01,0.35,0,0.019,0.087,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-32.11,36.01,0.018,0.005,0.154,0.005,0.034,0,0.029,0.049,0.135,0.005,0,0.005,0.003,0.003,0.044,0.047,0,0,0,0.297,0,0.044,0.099,0.018,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-13.22,65.617,0.019,0.026,0.292,0.011,0.082,0,0.041,0.026,0.037,0.011,0,0.026,0,0,0.007,0.112,0.004,0.004,0.019,0,0,0.015,0.255,0.007,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.563,-13.65,0.008,0,0.112,0,0.063,0,0.021,0.008,0.037,0.008,0,0.005,0.005,0.003,0.086,0.287,0,0,0.003,0.225,0.029,0.003,0.057,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5.038,-10.19,0.039,0.002,0.0935,0,0.0975,0,0.021,0.012,0.102333333333333,0.0295555555555556,0.00075,0.001,5e-04,0.00255555555555556,0.0255,0.195111111111111,,,0.003,0.202444444444444,0.0368888888888889,0,0.00733333333333333,0.033,0.0106666666666667,0,0.0016,0,0.0376,,0.0012,0,0,0,,,,0,0,6e-04,,
-5.412,-0.363,0.043,0,0.271,0.003,0.152,0,0.018,0.009,0.027,0,0.003,0,0,0.003,0.04,0.219,0,0,0.015,0.122,0.03,0.003,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.342,-11.92,0.005,0,0.051,0,0.014,0,0,0.005,0.089,0.003,0,0,0,0,0.086,0.289,0,0,0.003,0.314,0.03,0,0.065,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56.983,-12.467,0,0,0,0,0,0,0,0,0.028,0,0,0,0.025,0.902,0.042,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.383,-21.967,0.004,0,0.022,0,0,0,0,0.002,0.226,0.022,0,0,0.071,0.093,0.137,0.16,0,0,0,0.113,0,0.067,0.08,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.917,-18.583,0,0,0,0,0,0,0,0,0.003,0,0,0,0.015,0.971,0.009,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.867,-19.05,0.005,0,0.079,0.008,0,0,0.016,0.005,0.186,0,0,0,0.005,0.005,0.232,0.098,0,0,0,0.158,0.003,0.014,0.068,0,0.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.6,-19.1,0.011,0.002,0.032,0.005,0.011,0,0.011,0,0.397,0,0,0.007,0.02,0.014,0.214,0.102,0,0,0,0.106,0,0.007,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.833,-18.267,0.006,0,0.148,0,0.005,0,0.005,0.011,0.242,0.075,0,0,0,0.003,0.097,0.059,0,0,0,0.256,0,0.005,0.03,0,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.05,-11.62,0.012,0,0.062,0.014,0.024,0,0.01,0.043,0.107,0.129,0,0.005,0.055,0.005,0.112,0.086,0,0,0,0.069,0,0.095,0.15,0.007,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.233,-33.13,0,0,0.035,0.017,0,0,0.006,0.005,0.158,0.122,0.006,0.006,0.079,0.006,0.09,0.101,0,0,0,0.09,0.005,0.084,0.165,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.65,58.567,0.004,0,0.166,0.014,0.025,0,0.021,0,0.099,0.025,0,0.011,0,0,0.032,0.148,0,0.011,0.049,0,0.028,0.004,0.364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.25,57.183,0.004,0.007,0.078,0.007,0.021,0,0.032,0,0.099,0.021,0.007,0.014,0,0.004,0.025,0.34,0,0.025,0.096,0.004,0.018,0.021,0.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-29.63,32.867,0.021,0.003,0.182,0.01,0.048,0,0.038,0.062,0.027,0.003,0.003,0.021,0,0,0.024,0.093,0,0,0.021,0.285,0.003,0.031,0.117,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-28.43,43.783,0.014,0,0.209,0.034,0.041,0,0.014,0.044,0.078,0.01,0.003,0.051,0.014,0,0.03,0.034,0,0,0,0.142,0,0.03,0.22,0.007,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-33.17,-49.78,0.007,0.02,0.25,0.002,0.023,0,0.002,0.005,0.07,0.023,0.002,0.005,0.002,0.002,0.016,0.118,0,0,0.009,0.2,0,0.018,0.105,0.023,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2,-39.9,0.002,0.0126666666666667,0.260333333333333,0.003,0.184666666666667,0,0.0103333333333333,0.0113333333333333,0.00866666666666667,0.00433333333333333,0,0.00866666666666667,0.002,0,0.00433333333333333,0.278333333333333,0,0,0,0.011,0.024,0.00466666666666667,0.078,0,0.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.4,-43.4,0.0065,0.0243333333333333,0.48,0.032,0.194,0.000666666666666667,0.0273333333333333,0.014,0.00533333333333333,0.007,0.0065,0.0135,0,0.00133333333333333,0.0115,0.0166666666666667,,,0.0113333333333333,0.00366666666666667,0.0116666666666667,0.00233333333333333,0.064,0,0.0495,0,0,0,0.034,,0.013,0,0,0,,,,0,0,0.017,,
5.067,-36.8,0.0045,0.004,0.3515,0.003,0.3655,0.0015,0.0185,0.003,0.004,0.003,0.0085,0.012,0,0,0.004,0.1275,0.003,0.0165,0.008,0.0055,0.0095,0,0.0205,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.37,-11.43,0.02,0.004,0.241,0.063,0.081,0,0.01,0.016,0.018,0.162,0.004,0.014,0,0,0.008,0.01,0,0,0,0.172,0.026,0.022,0.049,0.002,0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.75,-41.9,0.0046,0.00644444444444444,0.2382,0.003,0.012,0,0.0194444444444444,0.0202,0.148666666666667,0.0314444444444444,0.0016,6e-04,0,0.000333333333333333,0.0922,0.0356666666666667,,,0,0.223777777777778,0.00488888888888889,0.00644444444444445,0.0472,0.0702222222222222,0.0234,0,0,0,0.00625,,0.002,0.00375,0,0,,,,0,0,0.0035,,
11.75,-80.43,0.027,0.021,0.545,0.024,0.066,0,0.075,0,0.009,0.006,0,0.012,0,0,0,0.018,0,0,0,0.027,0.006,0.003,0.117,0.003,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-53.58,-44.7,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.973,0,0.003,0,0,0,0.01,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.85,-126.2,0,0,0.095,0,0.0042921146953405,0,0.0042921146953405,0,0.0472132616487455,0,0,0.00858422939068101,0,0,0.175145161290323,0.312655913978495,0.0128763440860215,0,0.128263440860215,0,0.0128763440860215,0,0.0425,0.0304659498207886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.167,-118.5,0,0.005,0.029,0,0.043,0,0.014,0,0.01,0,0.005,0,0,0,0.053,0.737,0.01,0,0.072,0,0.005,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.033,-80.23,0.020625,0.0161428571428571,0.425,0.022,0.09275,0,0.0547857142857143,0.00725,0.0148571428571429,0.00214285714285714,0.00328571428571429,0.015375,0.000375,0,0.002875,0.0461428571428572,,,0.000928571428571429,0.0156428571428571,0.00821428571428571,0.00185714285714286,0.025,0.121642857142857,0.02425,0,0.00128571428571429,0,0.0735714285714286,,0.00228571428571429,0.000153846153846154,0.00130769230769231,0,,,,0,0.0035,0.0154285714285714,,
8.117,73.25,0.004,0.004,0.207,0.056,0.048,0,0.011,0.03,0.111,0.004,0,0.033,0,0,0,0.122,0.022,0.037,0.019,0,0.011,0.019,0.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.7,59.333,0.003,0.003,0.215,0.007,0.02,0,0.013,0.01,0.121,0.027,0,0.02,0.003,0.003,0.013,0.128,0.013,0.024,0.02,0,0.007,0.01,0.327,0.003,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.867,60.667,0.009,0.003,0.22,0.016,0.022,0,0.041,0.013,0.116,0.009,0,0.035,0.009,0.003,0.044,0.164,0.009,0.035,0.06,0,0.025,0.013,0.148,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.233,-78.37,0.014,0.01,0.622,0.01,0.077,0,0.056,0,0.007,0.01,0.003,0.024,0,0,0,0.038,0,0,0.003,0.021,0.007,0,0.073,0.003,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5.333,40.433,0.007,0.007,0.273,0.007,0.037,0,0.03,0.022,0.059,0.015,0.007,0.055,0,0,0.033,0.17,0,0.007,0.041,0.004,0.022,0.007,0.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-6.983,41.183,0.026,0.022,0.223,0.022,0.055,0.004,0.047,0.026,0.099,0.015,0.004,0.036,0,0,0.036,0.099,0.004,0.007,0.026,0,0,0.007,0.241,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-10.23,43.817,0.011,0.028,0.318,0.007,0.032,0,0.014,0.018,0.074,0.011,0,0,0,0,0.039,0.145,0,0.007,0.049,0.004,0.011,0,0.223,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.8,-79.07,0.022,0.029,0.469,0.029,0.087,0,0.102,0,0.011,0.007,0,0.018,0,0,0.004,0.058,0,0,0,0.022,0,0,0.116,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-30.58,13.283,0.013,0,0.021,0,0,0,0.024,0.003,0.122,0.058,0,0.003,0.021,0.027,0.401,0.154,0,0,0,0.098,0,0,0.021,0.008,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-24.57,4.833,0.027,0,0.064,0.032,0.002,0,0.022,0.017,0.108,0.039,0,0.012,0.02,0.005,0.064,0.219,0,0,0,0.2,0,0.02,0.084,0.007,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.317,4.65,0.031,0,0.233,0,0.078,0,0.016,0.006,0.13,0.009,0,0,0,0.006,0.059,0.146,0,0,0.009,0.174,0.019,0.022,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.283,5.533,0.024,0,0.293,0.002,0.056,0.004,0.011,0.013,0.041,0.004,0,0.004,0.002,0,0.056,0.267,0,0,0.009,0.113,0.056,0.011,0.03,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.583,-83.93,0.0035,0,0.002,0,0.003,0,0.0045,0.004,0.259,0,0.001,0.001,0.038,0.0405,0.1605,0.2875,0,0,5e-04,0.1805,0.0025,0,0.0135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-5.25,0.014,0.002,0.406,0,0.073,0,0.014,0,0.054,0,0,0.002,0,0.002,0.028,0.278,0,0,0.002,0.042,0.019,0.005,0.052,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.167,-45.13,0.011,0,0.288,0.005,0.013,0,0.013,0.003,0.084,0.043,0,0,0.005,0.003,0.078,0.008,0,0,0,0.342,0.003,0.003,0.057,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-17.02,-113.5,0,0.174,0.007,0,0.03,0.016,0.007,0.003,0.01,0,0,0,0,0,0.003,0.076,0.214,0,0.332,0,0.026,0,0.099,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-17,-114.2,0.001,0.039,0.266,0.028,0.061,0.001,0.021,0.007,0.043,0,0.001,0.008,0,0,0,0.016,0.053,0.002,0.057,0.003,0.002,0,0.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-16.93,-121.2,0.001,0.067,0.342,0.033,0.06,0.002,0.018,0.008,0.027,0.001,0.001,0.005,0,0,0,0.002,0.023,0.005,0.016,0,0.002,0,0.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-16.65,-124.4,0.001,0.068,0.364,0.008,0.051,0.005,0.02,0.011,0.013,0,0.001,0.003,0,0,0,0.006,0.035,0.008,0.025,0.001,0.004,0,0.374,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.867,172,0,0.032,0.102,0.004,0.106,0,0.042,0,0.116,0,0,0,0,0,0.007,0.144,0.007,0,0.306,0,0.014,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.95,168.78,0,0,0.002,0,0,0,0,0,0.033,0,0,0,0.061,0.888,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-21.8,69.233,0.017,0.003,0.476,0.031,0.088,0,0.051,0.01,0.007,0.027,0.007,0.048,0,0.003,0.003,0.01,0.003,0.003,0.003,0.017,0,0.003,0.15,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-22.3,68,0.0111445182724253,0.0128056478405316,0.434996677740864,0.028,0.0943504983388705,0.00166112956810631,0.0168056478405316,0.053578073089701,0.0211279069767442,0.00582225913621263,0.009,0.0321112956810632,0.00166112956810631,0,0.001,0.0128056478405316,0,0.001,0.00166112956810631,0.00866112956810631,0.00416112956810631,0.00432225913621263,0.0854833887043189,0.0830564784053155,0.0569003322259136,0,0.00664451827242525,0,0,0,0.0166112956810631,0.00332225913621262,0.00332225913621262,0,0,0,0,0,0,0.0398671096345515,0,0
-28.22,-10.03,0.026,0.006,0.216,0.037,0.012,0,0.017,0.014,0.02,0.127,0.009,0.023,0,0.009,0.017,0.02,0,0,0,0.17,0.003,0.049,0.107,0.026,0.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.233,-34.63,0,0,0.332,0,0.187,0,0.035,0.012,0,0,0.006,0.003,0,0,0,0.12,0,0,0,0.038,0.023,0,0.14,0,0.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.483,-36.42,0.002,0,0.524,0.011,0.207,0,0.029,0.004,0.002,0.013,0,0.007,0,0,0.007,0.104,0,0,0.004,0,0.015,0.002,0.066,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.133,-41.5,0.008,0.008,0.551,0.06,0.063,0,0.042,0.013,0.005,0.016,0.005,0.037,0,0.003,0,0.005,0,0,0.005,0.003,0.003,0.024,0.102,0,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.367,-43.65,0,0.013,0.57,0.067,0.053,0,0.045,0.011,0.005,0.019,0.003,0.021,0,0,0,0.003,0,0,0,0.005,0.008,0.003,0.147,0.005,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.683,163.03,0.002,0,0.005,0,0,0,0,0,0.067,0,0,0,0.005,0.04,0.174,0.015,0,0,0.002,0.556,0,0,0.109,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.217,-89.68,0.005,0.001,0.027,0.001,0.003,0,0.001,0,0.432,0,0,0.003,0.033,0.003,0.176,0.152,0,0,0,0.143,0.001,0.001,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.8,-92.08,0.003,0,0.003,0,0.002,0,0.002,0,0.128,0,0,0,0,0,0.112,0.476,0,0,0.007,0.203,0.002,0,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-17.47,-5.183,0.032,0.003,0.103,0,0.058,0,0.021,0.003,0.026,0.024,0,0,0,0.005,0.029,0.103,0,0,0.005,0.349,0.021,0.003,0.037,0,0.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-13.1,-9.333,0.0065,0.0065,0.2815,0.0185,0.07,0,0.029,0.024,0.0315,0.13,0.005,0.01,0,0,0.015,0.0815,0,0,0,0.0735,0.027,0.01,0.139,0.0015,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-12.67,-9.817,0.004,0.012,0.27,0.022,0.087,0,0.02,0.02,0.02,0.126,0.004,0.006,0.003,0,0.001,0.103,0,0,0.003,0.107,0.038,0.009,0.091,0.001,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-10.07,-12.82,0.0085,0.00816666666666667,0.215,0.017,0.0953333333333333,0,0.0436666666666667,0.0118333333333333,0.0468333333333333,0.0510833333333333,0.005375,0.054,0,0.000666666666666667,0.0148333333333333,0.0966666666666667,,,0.001,0.0755,0.0245,0.00283333333333333,0.035,0.0695,0.054,0,0.00125,0,0.045,,0.005,0.0013,0.0029,0,,,,0,0.000833333333333333,0.0145,,
-7.75,-14.6,0.0185,0.001,0.1935,0.001,0.13,0,0.0255,0.0165,0.0425,0.012,0.001,0.0255,0,0,0.0285,0.1775,0,0,0.0025,0.1265,0.04,0.0135,0.099,0,0.0445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.533,-17.27,0.004,0,0.117,0.0025,0.055,0,0.004,0.0065,0.058,0.005,0.001,0,0.001,0.012,0.053,0.398,0,0.001,0.002,0.1175,0.0315,0,0.074,0,0.0575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.383,-20.12,0.0035,0.015,0.104,0,0.2165,0,0.025,0.006,0,0.0055,0.011,0.004,0,0.0015,0.035,0.437,0,0,0.0025,0.089,0.0285,0,0.007,0,0.0095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.667,-20.92,0.0055,0.009,0.3075,0.011,0.1475,0,0.024,0.0185,0.0305,0.024,0.008,0.0445,0,0.0025,0.0085,0.1545,0,0,0,0.0335,0.012,0.031,0.1155,0,0.0135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.833,-18.97,0.003,0,0.132,0.003,0.041,0,0.005,0,0.147,0.016,0.003,0.005,0,0,0.078,0.214,0,0,0,0.328,0.01,0.005,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.167,-18.58,0.0135,0.000363636363636364,0.0611666666666667,0,0.0228333333333333,0,0.00463636363636364,0.00166666666666667,0.141272727272727,0.00754545454545454,0.00133333333333333,0,0.00183333333333333,0.00536363636363636,0.389666666666667,0.0574545454545455,,,0.000545454545454546,0.172363636363636,0.00772727272727273,0.000818181818181818,0.0133333333333333,0.0265454545454546,0.000166666666666667,0,6e-04,0,0.0404,,0.0016,0,0,0,,,,0,6e-04,0.0022,,
28.933,-43.65,0.031,0.009,0.412,0.057,0.007,0.002,0.059,0.05,0.02,0.053,0,0.018,0,0,0.004,0.007,0,0,0,0.079,0,0.039,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.717,-41.25,0.01,0.01,0.405,0.003,0.195,0,0.023,0.028,0.02,0.005,0.005,0.003,0,0.003,0.01,0.125,0,0.003,0,0.02,0.025,0.01,0.048,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9.55,-34.25,0.0065,0.0105,0.735,0.0045,0.126,0,0.008,0.012,0.0045,0,0,0.002,0,0,0,0.0105,0,0,0,0,0.006,0.0015,0.0495,0,0.0245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.3,-22.68,0.0215,0,0.07,0.006,0.0375,0,0.038,0.0045,0.09775,0.016,0,0,0.006,0.03625,0.069,0.08825,,,0.10275,0.038,0.3315,0,0.033,0,0.0165,0,0,0,0,,0,0.00433333333333333,0,0,,,,0,0,0.005,,
17.633,-45.87,0.011,0.022,0.492,0.019,0.201,0,0.022,0.027,0,0.008,0,0.014,0,0,0,0.014,0,0,0.003,0.003,0.005,0,0.135,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56.083,-44.55,0,0,0,0,0,0,0,0,0.051,0,0,0,0.042,0.838,0.045,0,0,0,0,0.003,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.183,-27.93,0,0,0,0,0.004,0,0,0,0.015,0,0,0,0.033,0.907,0.033,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.25,-16.83,0,0,0,0,0,0,0,0,0.0371666666666667,5e-04,0,0,0.0568,0.841416666666667,0.0186,5e-04,,,0,0.00133333333333333,0,5e-04,0.0088,0.00275,0,0,0,0,0,,0,0,0,0,,,,0,0,0,,
52.583,-21.93,0,0,0,0,0,0,0,0,0.004,0,0,0,0.009,0.974,0.009,0.002,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.867,-24.25,0,0,0,0,0,0,0,0,0.004,0,0,0,0.007,0.964,0.018,0.004,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,-16.92,0,0,0.003,0,0,0,0,0,0.103,0,0,0,0,0.797,0.034,0.003,0,0,0,0.031,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.583,-28.57,0.011,0.011,0.165,0.019,0.005,0,0.052,0.025,0.055,0.176,0.008,0.014,0,0,0.014,0.044,0,0,0,0.17,0.011,0.033,0.088,0.008,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.117,-19.3,0.007,0,0.013,0,0,0,0.007,0.013,0.273,0.03,0.007,0,0.016,0.007,0.214,0.326,0,0,0,0.059,0,0,0.02,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.5,-73.5,0.03,0,0.071,0,0.014,0,0.003,0.003,0.135,0,0,0.007,0.017,0.003,0.125,0.304,0,0,0.007,0.233,0.003,0,0.037,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-32.03,-2.817,0.022,0.003,0.075,0,0.003,0,0.006,0,0.087,0.226,0,0,0.008,0.003,0.103,0.045,0,0,0,0.254,0.003,0.006,0.017,0.045,0.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-34.45,-10.6,0,0,0.043,0,0,0,0,0,0.179,0.158,0,0,0.018,0,0.216,0.067,0,0,0,0.173,0.003,0.006,0.015,0.036,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-33.25,-19.55,0.003,0.003,0.143,0.006,0.003,0,0.006,0.006,0.054,0.26,0.003,0.003,0,0.003,0.137,0.006,0,0,0,0.171,0,0.034,0.014,0.029,0.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-32.2,-26.733,0.003,0,0.176,0.003,0.006,0,0.009,0,0.006,0.068,0,0,0,0.006,0.298,0.152,0,0,0,0.149,0,0.015,0.006,0.033,0.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-31.73,-28.2,0.005,0.011,0.16,0,0.008,0,0.003,0,0.019,0.035,0.005,0,0,0.008,0.351,0.13,0,0,0,0.144,0,0,0.005,0.033,0.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
