Latitude,Longitude,O. universa,G. conglobatus,G. ruber albus,G. tenellus,T. sacculifer,S. dehiscens,G. siphonifera,G. calida,G. bulloides,G. falconensis,B. digitata,G. rubescens,T. quinqueloba,N. pachyderma,N. incompta,N. dutertrei,G. conglomerata,G. hexagonus,P. obliquiloculata,G. inflata,G. crassaformis,G. hirsuta,G. scitula,G. glutinata,G. truncatulinoides,G. aequilateralis,G. menardii,H. pelagica,G. ruber ruber,G. tumida,G. digitata,T. humilis,C. nitida,G. uvula,D. anfracta,G. theyeri,T. iota,G. cavernula,G. cultrata,G. tenella,G. adamsi,G. crassa
15.317,-77.95,0.011,0.014,0.48,0.014,0.065,0,0.151,0,0.006,0.003,0,0.017,0,0,0,0.051,0,0,0.006,0.011,0.011,0.003,0.131,0.003,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.55,-50.65,0.006,0.069,0.077,0,0.137,0,0.015,0.004,0.002,0,0.011,0,0,0.002,0.006,0.563,0,0,0,0.056,0.024,0.002,0.004,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.5,-45.15,0.003,0.01,0.378,0.013,0.218,0,0.003,0.01,0.016,0.013,0.01,0.029,0,0,0.003,0.071,0,0,0.01,0.029,0.013,0.013,0.135,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.55,-35.23,0.00293333333333333,0.00226086956521739,0.178866666666667,0.0015,0.1196,0.000173913043478261,0.0103913043478261,0.0179333333333333,0.0152173913043478,0.00521739130434783,0,0.015,0.000666666666666667,0.000260869565217391,0.0046,0.0673913043478261,,,0.000478260869565218,0.0071304347826087,0.0100434782608696,0.00230434782608696,0.0234,0.138739130434783,0.0483333333333333,0,0.110692307692308,0,0.0503076923076923,,0.000923076923076923,0.00123809523809524,0.0327142857142857,0,,,,0,0.183375,0.004,,
1.367,-33.48,0.002,0.00342857142857143,0.24575,0.0045,0.126875,0,0.0129285714285714,0.00725,0.0280714285714286,0.00628571428571429,0.0025,0.005625,0.00075,0.00121428571428571,0.011375,0.180142857142857,,,0.00164285714285714,0.0113571428571429,0.0306428571428571,0.000571428571428571,0.0295,0.0962857142857143,0.087625,0,0.00116666666666667,0,0.101833333333333,,0.002,0,0.00116666666666667,0,,,,0,5e-04,0.00316666666666667,,
3.283,-34.83,0.005,0.0045,0.3855,0.011,0.1895,0,0.0205,0.011,0.012,0.005,0.0065,0.0095,0,0,0.006,0.1235,0,0,0.003,0.0095,0.029,0.0015,0.105,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.583,-53.17,0.004,0.011,0.521,0.002,0.175,0,0.009,0.028,0.061,0.007,0.004,0.004,0.004,0.013,0.002,0.07,0,0,0,0,0.007,0,0.053,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.083,-41.78,0.0015,0.0125,0.3885,0.001,0.1965,0,0.0105,0.001,0.002,0.0075,0,0.017,0,0,0,0.115,0,0,0,0.0075,0,0.0015,0.1435,0,0.0945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.683,-46.87,0,0.01,0.348,0.005,0.163,0,0.037,0.005,0.005,0,0,0.049,0,0,0.01,0.059,0,0,0.121,0,0,0.005,0.106,0,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.333,-26.12,0.0285,0.0025,0.1555,0.0075,0.1185,0,0.01,0.024,0.0525,0.0635,0.0025,0.0075,0,0.009,0.0935,0.208,0,0,0,0.1215,0.004,0.004,0.0695,0,0.0165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.567,-18.18,0.019,0,0.209,0.002,0.11,0,0.009,0.0115,0.0295,0.0205,0.004,0.0145,0.0015,0.002,0.054,0.266,0,0,0,0.1905,0.0285,0.0115,0.0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3,-14.8,0,0,0.011,0,0.069,0,0.007,0,0.002,0,0.007,0,0,0,0.002,0.748,0,0,0,0.007,0.102,0.004,0.024,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-23.97,-37.95,0,0.002,0.541,0.027,0.037,0,0.005,0.005,0.027,0.022,0.005,0.01,0,0,0,0.007,0,0,0,0.084,0,0.01,0.171,0.007,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-27.77,-37.25,0.003,0.02,0.449,0.02,0.053,0,0.03,0,0.025,0.025,0.003,0.023,0,0,0.015,0.008,0,0,0,0.083,0.005,0.035,0.148,0.008,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56.9,-18.5,0,0,0,0,0,0,0,0,0.024,0,0,0,0.051,0.847,0.034,0,0,0,0,0.01,0,0.002,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52.833,-30.33,0,0,0,0,0,0,0,0,0.019,0,0,0,0.027,0.909,0.027,0,0,0,0,0.003,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.7,-17.07,0.008,0,0.005,0,0,0,0,0,0.108,0.005,0,0,0.003,0.712,0.059,0.01,0,0,0,0.08,0,0,0.008,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.1,-37.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988,0.009,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.8,-22.12,0.007,0.017,0.108,0,0.253,0,0.007,0.02,0,0,0,0,0,0,0.02,0.361,0,0,0.01,0.074,0.084,0.003,0.003,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.1,-26.65,0.0075,0.023,0.2365,0.001,0.346,0,0.024,0.005,0.027,0.001,0.004,0,0,0.0065,0.02,0.2325,0,0,0,0.014,0.025,0.0015,0.006,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52.1,-38.8,0,0,0,0,0,0,0,0,0.009,0,0,0,0.04,0.87,0.05,0,0,0,0,0.006,0,0,0.022,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,-46.2,0,0,0,0,0,0,0,0,0.047,0,0,0,0.025,0.802,0.072,0,0,0,0,0.008,0,0,0.044,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-10.07,11.45,0.003,0,0.264,0,0.169,0,0.038,0.011,0.019,0.005,0,0.005,0,0.003,0.123,0.232,0,0,0.003,0.052,0.011,0.008,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.233,7.55,0.019,0,0.413,0,0.106,0,0.016,0.019,0.064,0.003,0.003,0.003,0,0,0,0.24,0,0,0,0.01,0.042,0.006,0.048,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-7.833,-1.517,0.038,0,0.049,0,0.077,0,0.008,0.005,0.055,0.005,0.003,0.003,0,0,0.016,0.445,0,0,0.005,0.209,0.055,0.003,0.019,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.05,-11.82,0.022,0.011,0.251,0.005,0.158,0,0,0,0,0,0,0.011,0,0,0.049,0.246,0,0,0,0.06,0.109,0,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.017,-40.92,0.014,0.003,0.121,0,0.003,0,0.017,0.003,0.13,0.127,0,0.003,0.009,0.006,0.089,0.078,0,0,0,0.199,0.006,0.072,0.11,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.033,-76.6,0.014,0.027,0.511,0.03,0.059,0,0.086,0,0.005,0.003,0.003,0.016,0,0.003,0.003,0.027,0,0,0,0.03,0.019,0.005,0.124,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.933,-78.68,0.027,0.02,0.622,0.041,0.054,0,0.044,0,0.01,0,0.003,0.01,0,0.003,0,0.027,0,0,0,0.041,0.007,0,0.051,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.65,-80.13,0.0265,0.015,0.4875,0.002,0.0875,0.002,0.084,0.0015,0.00466666666666667,0.00466666666666667,0,0.0015,0,0,0,0.0433333333333333,,,0,0.00633333333333333,0.0146666666666667,0,0.066,0.0573333333333333,0.0575,0,0,0,0.106,,0,0,0,0,,,,0,0,0.022,,
11.117,-80.4,0.055,0.026,0.453,0.049,0.075,0,0.075,0,0.003,0.003,0,0,0,0,0.003,0.075,0,0,0,0.016,0.007,0,0.107,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.767,-173.9,0,0.032,0.232,0.02,0.072,0.001,0.035,0.012,0.156,0,0,0.057,0,0,0,0.004,0.01,0,0.091,0,0.001,0,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.95,-179.4,0.002,0.012,0.291,0.014,0.079,0,0.049,0.005,0.096,0.001,0.001,0.011,0,0,0,0.05,0.024,0,0.148,0,0.012,0.001,0.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5.5,166.75,0,0.0167599118942732,0.393,0.011,0.078046255506608,0,0.0220132158590308,0.0178105726872246,0.078046255506608,0.00105066079295154,0.001,0.0157092511013216,0,0,0,0.0602356828193833,0.00105066079295154,0.00105066079295154,0.0288171806167401,0,0.00420264317180617,0.002,0.132202643171806,0.127753303964758,0.002,0,0,0,0,0,0.00110132158590308,0,0,0,0,0,0,0,0,0.0110132158590308,0,0
1.017,160.48,0,0.019,0.253,0.013,0.071,0,0.067,0.022,0.125,0.003,0,0.019,0,0,0,0.067,0.013,0,0.115,0,0.01,0,0.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.25,159.18,0,0.024,0.202,0.007,0.048,0,0.079,0.017,0.103,0,0,0.007,0,0,0,0.103,0.017,0,0.178,0,0.017,0.003,0.192,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.067,138.53,0.001,0.033,0.599,0.028,0.109,0.001,0.029,0.002,0.061,0.001,0.002,0.01,0,0,0.001,0.026,0,0.006,0.005,0,0,0,0.086,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.433,139.97,0.013,0.002,0.181,0.013,0.044,0,0.02,0.003,0.123,0.138,0.003,0.002,0.001,0.002,0.12,0.041,0,0,0.012,0.085,0.034,0.009,0.083,0,0.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.533,134.13,0.004,0.035,0.156,0.003,0.069,0,0.024,0.014,0.14,0.054,0.009,0.001,0.001,0.002,0.136,0.103,0,0.001,0.019,0.095,0.012,0.003,0.075,0.001,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.417,125.63,0.002,0.018,0.17,0.074,0.01,0,0.003,0.072,0.081,0.009,0.007,0.046,0.001,0,0.002,0.05,0,0,0.05,0.001,0.003,0,0.39,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-14.1,120.5,0.015679012345679,0.0062716049382716,0.26641975308642,0.029,0.0506913580246914,0.00123456790123457,0.0464938271604938,0.0357037037037037,0.056,0.00923456790123457,0.002,0.0344691358024691,0,0,0.0074074074074074,0.164518518518519,0,0,0.0243703703703704,0,0.0045679012345679,0.00566666666666667,0.0752345679012346,0.10783950617284,0.00703703703703703,0,0.0462962962962963,0,0,0.0351851851851852,0.001,0,0,0,0,0,0,0,0,0.0237592592592593,0,0
-17.67,117.95,0.003,0.003,0.267,0.038,0.025,0,0.019,0.019,0.098,0.044,0,0.029,0.003,0,0,0.121,0,0,0.032,0.025,0.006,0.0095,0.119,0.1095,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0
44.533,-32.58,0,0,0.012,0,0,0,0.002,0,0.049,0.006,0,0,0.053,0.779,0.049,0.002,0,0,0,0.022,0,0.008,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.2,6.05,0.005,0,0.237,0.013,0.021,0,0.011,0.003,0.05,0,0,0.011,0,0.003,0.058,0.239,0,0,0,0.197,0.053,0.008,0.084,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.95,88.733,0.008,0.02,0.176,0.05,0.078,0.011,0.028,0.02,0.078,0.008,0.006,0.003,0,0,0,0.165,0.07,0.008,0.039,0,0,0,0.116,0.116,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0.05,0,0
33.7,-29.38,0.0115,0,0.127,0.0095,0.0055,0,0.0195,0.008,0.0265,0.1135,0,0.015,0.007,0.003,0.077,0.0725,0,0,0,0.2635,0.0055,0.1165,0.082,0,0.0355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.3,-29.37,0.002,0,0.107,0,0,0,0.012,0.005,0.112,0.17,0.002,0,0.01,0.002,0.063,0.075,0,0,0,0.195,0,0.129,0.105,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.533,-25.72,0.002,0,0.03,0.002,0,0,0,0.002,0.22,0.006,0,0,0.099,0.056,0.2,0.044,0,0,0,0.145,0,0.065,0.127,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.85,-25.15,0,0,0.01,0,0,0,0,0,0.193,0.005,0,0,0.144,0.237,0.165,0.018,0,0,0,0.085,0,0.064,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.017,-24.53,0.00133333333333333,0.001,0.0126666666666667,0.002,0,0,0.00025,0.000333333333333333,0.175,0.00575,0,0,0.0783333333333333,0.3495,0.188,0.00825,,,0,0.07675,0,0.0175,0.0483333333333333,0.04775,0.000666666666666667,0,0,0,0,,0,0,0,0,,,,0,0,0,,
45.3,-23.87,0,0,0.009,0,0,0,0,0,0.135,0.004,0,0,0.137,0.529,0.076,0.007,0,0,0,0.024,0,0.026,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.117,77.583,0.012,0.003,0.095,0.018,0.034,0,0.018,0.015,0.225,0.015,0.003,0.015,0,0,0,0.28,0.003,0.018,0.062,0,0.003,0.003,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.083,76.25,0.0165,0,0.1435,0.0165,0.0425,0,0.0245,0.0205,0.075,0.004,0.004,0.004,0,0,0.028,0.2385,0.0125,0.0385,0.168,0,0.004,0.004,0.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-6.267,63.433,0.004,0.039,0.206,0.009,0.094,0,0.026,0.017,0.052,0,0.009,0.004,0,0,0.039,0.266,0.013,0.03,0.06,0,0.03,0.017,0.077,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.117,-32.5,0.003,0,0,0,0,0,0,0,0.214,0.008,0,0,0.124,0.367,0.111,0.013,0,0,0,0.047,0,0.041,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.35,-27.32,0,0.0265,0.3615,0.0015,0.3475,0,0.0215,0.0115,0.0205,0,0.002,0.0025,0.0015,0.0015,0.015,0.1135,0,0,0.0045,0.0165,0.012,0,0.015,0,0.0235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.2,-23.15,0.00485714285714286,0.00125,0.118142857142857,0,0.107714285714286,0,0.00858333333333333,0.0127142857142857,0.0514166666666667,0.00541666666666667,0.001,0.00257142857142857,0.00914285714285714,0.00341666666666667,0.174142857142857,0.164583333333333,,,0.00583333333333333,0.0551666666666667,0.0364166666666667,0.000583333333333334,0.0135714285714286,0.0833333333333333,0.0824285714285714,0,5e-04,0,0.022,,0.00233333333333333,0.000909090909090909,0.00109090909090909,0,,,,0,0.0022,0.003,,
0.217,-23.07,0,0.003,0.08,0,0.043,0,0,0.006,0.083,0.003,0.003,0.034,0.003,0,0.118,0.302,0,0,0,0.092,0.02,0.009,0.129,0,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.433,-21.08,0.0212,0.000333333333333333,0.0498,0.006,0.0134,0,0.0124444444444444,0.0182,0.230888888888889,0.0135555555555556,0.0012,0.008,0.0074,0.00166666666666667,0.1526,0.252111111111111,,,0.000333333333333333,0.0987777777777778,0.029,0.000333333333333333,0.009,0.0297777777777778,0.0042,0,0.00075,0,0.0185,,0.0015,0,0,0,,,,0,0.00075,0.00775,,
19.867,-19.92,0.014,0,0.034,0.003,0.007,0,0.007,0.014,0.257,0.014,0,0,0,0.003,0.212,0.264,0,0,0,0.127,0.003,0.007,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.95,-33.13,0.006,0,0.054,0,0,0,0.003,0.003,0.239,0.009,0,0,0.063,0.063,0.185,0.045,0,0,0,0.165,0,0.028,0.134,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,-32.93,0.002,0,0.007,0,0,0,0,0.002,0.203,0.005,0,0,0.093,0.093,0.179,0.079,0,0,0,0.17,0,0.047,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.15,-32.45,0,0,0.022,0,0,0,0.002,0.002,0.276,0.019,0,0,0.109,0.128,0.126,0.046,0,0,0,0.082,0,0.073,0.114,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.318,177.92,0.014,0,0.017,0,0,0,0.006,0,0.277,0,0.003,0,0.014,0.012,0.312,0.026,0,0,0,0.272,0,0.002,0.026,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.458,177.16,0.012,0,0.005,0,0,0,0,0,0.176,0,0.001,0,0.016,0.075,0.433,0.007,0,0,0,0.242,0,0,0.013,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.573,151.1,0.015,0.008,0.053,0,0.008,0,0.008,0,0.076,0.013,0.003,0,0,0,0.101,0.038,0,0,0.008,0.597,0.015,0.008,0,0.003,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.78,-32.42,0.017,0,0.132,0.007,0.005,0,0.012,0.03,0.082,0.085,0,0.002,0,0,0.037,0.092,0,0,0,0.244,0.01,0.137,0.082,0.002,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.488,67.423,0.028,0.012,0.372,0.019,0.105,0,0.014,0.035,0.051,0.047,0.003,0.007,0,0,0,0.063,0,0,0.056,0,0,0.0025,0.09,0.0875,0.007,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0.019,0,0
19.733,66.083,0.061,0.003,0.309,0.018,0.098,0,0.026,0.047,0.058,0.1,0,0.013,0,0,0,0.061,0,0.003,0.045,0,0,0,0.075,0.075,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0
17.617,63.883,0.019,0.031,0.369,0.019,0.091,0.003,0.038,0.034,0.05,0.044,0.003,0.003,0,0,0,0.091,0,0,0.041,0,0,0,0.072,0.072,0.022,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0.019,0,0
13.273,57.348,0.016,0,0.192,0.01,0.022,0,0.012,0.034,0.25,0.125,0,0.02,0,0,0,0.103,0,0.002,0.022,0,0.002,0.003,0.0915,0.0885,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0
16.54,59.755,0.021,0,0.131,0.027,0.052,0,0.006,0.04,0.21,0.106,0,0.043,0.021,0,0.003,0.112,0,0.003,0.009,0,0,0.0045,0.102,0.0975,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0,0
20.937,64.033,0.016,0.006,0.33,0.01,0.07,0,0.035,0.025,0.168,0.044,0.003,0.006,0,0.003,0,0.13,0,0.003,0.041,0,0,0,0.0475,0.0475,0.013,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0.01,0,0
21.148,65.118,0.093,0,0.362,0.008,0.082,0,0.07,0.035,0.031,0.206,0.008,0,0,0,0,0.027,0,0,0.019,0,0,0,0.029,0.029,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0.008,0,0
0.037,-110.48,0.012,0,0.032,0.002,0.021,0,0.007,0,0.058,0.005,0,0,0,0,0.109,0.557,0.005,0,0.016,0.048,0.097,0.002,0.016,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.983,-86.55,0.012,0,0.075,0.012,0.004,0,0.004,0.008,0.138,0.016,0.004,0.012,0.012,0,0.055,0.445,0,0.008,0.004,0.02,0,0.02,0.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,-86.483,0.00301515151515152,0,0.045,0,0.00603030303030303,0,0,0.00603030303030303,0.206,0,0.003,0.00301515151515152,0,0,0.0378787878787879,0.480636363636364,0,0,0.00603030303030303,0.131136363636364,0,0.003,0.022530303030303,0.0181818181818182,0,0,0,0,0,0,0.00303030303030303,0,0,0,0,0,0,0,0,0,0,0
7.172,-85.152,0.008,0,0.134,0,0.008,0,0.029,0,0.147,0,0,0,0,0,0,0.483,0,0.008,0.008,0,0.004,0,0.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-16.443,-77.563,0.0146377366671484,0,0.021,0,0.000614250614250615,0.000757575757575757,0.00226928265163559,0.00245700245700246,0.169664390326155,0.00288353326588621,0.002,0.00198607698607699,0.0130836705689647,0.138951100833454,0.0826795538854363,0.149944079105844,0.000757575757575757,0.013539468612998,0.00151170689405984,0.333767090620032,0.00151515151515152,0.00275,0.01626949944597,0.0159223394517512,0,0,0,0,0,0,0.0015400427165133,0,0,0,0,0,0,0,0,0.00182910182910183,0,0
-6.383,-106.935,0.004,0,0.087,0,0.049,0,0.011,0.019,0.057,0,0.004,0,0,0,0,0.581,0,0,0.023,0.038,0.011,0,0.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-6.5823,10.3186,0.10944,0.00047,0.04909,0,0.01914,0,0.00838,0.00366,0.28811,0,0,0.00204,0.00289,0.0023,0.1278,0.03764,0,0,0.00075,0.21268,0.02553,0,0.0274,0.01157,0.00145,0.00838,0.00062,0,0.04744,0,0.00654,0,0.00068,,0,0.01429,0,0,0,0,,
-11.7705,11.6819,0.1453,0,0.03195,0.000866666666666667,0.0423333333333333,0.0029,0.00583333333333333,0.00106666666666667,0.133066666666667,0.000866666666666667,0,0.00433333333333333,0.00183333333333333,0.00216666666666667,0.1294,0.0526333333333333,0,0,0,0.278633333333333,0.0127333333333333,0,0.0379,0.0219333333333333,0,0.00583333333333333,0.0077,0,0.0359333333333333,0.0029,0.0210666666666667,0,0,,0,0.0262,0,0,0,0.000866666666666667,,
-20.104,9.1858,0.047625,0,0.006825,0,0,0,0.0041,0.0243,0.260875,0.0165,0,0.003,0.023925,0.1297,0.309325,0.0082,0,0,0.001,0.08775,0.0091,0.002025,0.00525,0.035075,0.0061,0.0041,0,0,0,0,0.000875,0,0,,0,0,0,0,0,0,,
-21.88,7.1017,0.03085,0.00215,0.027325,0.00585,5e-05,0,0.0043,0.0235,0.1818,0.0093,0,0.00565,0.02855,0.0435,0.30655,0.0256,0,0,0,0.16705,0,0.0074,0.0044,0.06655,0.0232,0.0043,0,0,0.0086,0,0.00635,0,0,,0,0,0,0,0,0.00585,,
-22.915,6.0367,0.03105,0,0.045575,0.00955,0.001,0,0.0104,0.02185,0.1488,0.0164,0,0.0083,0.00285,0.02515,0.3462,0.00815,0,0,0,0.17685,0.00035,0.0118,0.0088,0.05925,0.0388,0.0104,0,0,0.0095,0,0.00035,0,0,,0,0,0,0,0,0.00955,,
-21.735,5.4217,0.0301,0,0.1039,0,0.0053,0,0.0106,9e-04,0.1748,0.0053,0,0.0071,0.0177,0.0177,0.2687,0.0106,0,0,0,0.2192,9e-04,0.0064,0.0146,0.0491,0.0396,0.0106,0,0,0,0,9e-04,0,0,,0,0,0,0,0,0,,
-3.475,-7.6,0.0312,2e-04,0.0992,0,0.0309,0,0.0092,0,0.1529,0,0,0,0.00305,0.00305,0.14415,0.0839,0,0,8e-04,0.3436,0.02765,0,0.01065,0.03815,0.0016,0.0092,4e-04,0,0.0039,0,0,0,0,,0,0,0,0,0,0,,
1.6583,-10.98,0.0212,0.00565,0.0688,0.00065,0.14035,0,0.0208,0.0024,0.02495,0.00045,0,0,0,0,0.124,0.3706,0,0,0.05135,0.12445,0.0239,0,0,0.00155,0.0059,0.0208,9e-04,0,0.00175,0,0.0033,0,0,,0,0.00715,0,0,0,0.00065,,
-1.665,-12.4283,0.013125,0,0.070625,0.004,0.0444,0,0.01395,0.012275,0.14075,0.021475,0,0.00945,0,0.002625,0.230775,0.050875,0,0,0,0.212925,0.03645,0,0.00565,0.089625,0.009175,0.01395,0,0,0.013875,0,0,0,0,,0,0,0,0,0,0.004,,
-5.7783,-10.75,0.036,0.00153333333333333,0.114533333333333,0.0015,0.1005,0,0.0287,0.0052,0.1405,0.00696666666666667,0,0.00683333333333333,0.00196666666666667,0.0018,0.1413,0.0481333333333333,0,0,0.0035,0.2009,0.0228,0,0.0019,0.0478333333333333,0.0119,0.0287,0,0,0.0549666666666667,0,0.0018,0,0,,0,0,0,0,0,0.0015,,
-3.5583,-12.58,0.03185,5e-04,0.11375,0.00155,0.0611,0,0.0154,0.0067,0.1927,0,0,0.00615,0.00205,0.00155,0.08595,0.1077,0,0,0.001,0.23145,0.01185,0.00105,0.00925,0.0606,0.0077,0.0154,0,0,0.04475,0,0.001,0,0,,0,0.00405,0,0,0,0.00155,,
-3.815,-14.8967,0.0224333333333333,0,0.104433333333333,0.0059,0.1112,0,0.0263666666666667,0.00773333333333333,0.0872666666666667,0.00116666666666667,0,0.0132333333333333,0.0217,0.0101333333333333,0.128466666666667,0.0756,0,0,0.0121,0.196666666666667,0.0276666666666667,0,0.002,0.0644333333333333,0.0234333333333333,0.0263666666666667,0.00326666666666667,0,0.0166,0.000833333333333333,3e-04,0,0.000833333333333333,,0,0,0,0,0,0.0059,,
-24.69,7.24,0.014,0,0.0777,0.00755,0.00725,1e-04,0.01385,0.0019,0.1967,0.00175,0,0.0179,0.01725,0.03495,0.32635,0.0025,0,0,0,0.1571,0.00405,0.0072,0.0046,0.0733,0.0218,0.01385,0,0,0,0,0.00215,0,0,,0,0,0.0026,0,0,0.00755,,
-24.0333,5.3067,0.0271,0.003,0,0.00425,5e-04,0,0.0115,0.0122,0.1767,0.01255,0,0.02505,0,0.04155,0.3154,0,0,0,0,0.1445,0.00525,0.0094,0.00985,0.04745,0.06485,0.0115,0,0,0.0848,0,0,0.004,0,,0,0,0,0,0,0.00425,,
-35.2067,-26.765,0.002,3e-04,0.047,0,0,0,0.001,1e-04,0.1402,0.001,0,0,0,0.0041,0.6078,0.001,0,0,0,0.1399,1e-04,0.0147,0,0.0041,0.0328,0.001,0,0,0,0,0,0,0,,0.0041,0,0,0,0,0,,
-31.6667,-28.6667,0.0154,0.0133,0.2173,0.0091,0.0058,0,0.0046,0.0755,0.048,0.08,0,0.0183,0,0,0.1647,0,0,0,0,0.1362,0,0.0329,0.0309,0.016,0.1183,0.0046,0,0,0.0023,0,0.0046,0,0,,0,0,0,0,0,0.0091,,
-31.6617,-29.6567,0.0119,0.007,0.26775,0.005,0.0195,0,0.0171,0.1233,0.0063,0.0438,0,0.0207,0,0.0075,0.1127,0,0,0,0,0.1378,0,0.0268,0.0507,0.0275,0.1018,0.0171,0,0,0.0094,0,0,0,0,,0,0,0,0,0,0.005,,
