Event,Data_Source,Depth [m],Latitude,Longitude,G. bulloides,T. quinqueloba,G. scitula,G. uvula,N. pachyderma,N. incompta,O. universa,G. conglobatus,G. ruber albus,G. tenellus,T. sacculifer,S. dehiscens,G. eastropacia,G. calida,G. falconensis,B. digitata,G. rubescens,N. dutertrei,G. conglomerata,G. hexagonus,P. obliquiloculata,G. inflata,G. crassaformis,G. hirsuta,G. glutinata,G. truncatulinoides,G. ruber ruber,G. adamsi,G. siphonifera,T. humilis,D. anfracta,G. cultrata,G. tumida,C. nitida,T. iota,B. pumilio,H. pelagica,H. digitata,T. clarkei,G. elongatus,SST
DGKS9603,margo,175.0,28.148,127.271,304.0,167.0,0.0,0.0,0.0,,42.0,18.0,,0.0,151.0,6.0,,34.0,59.0,0.0,312.0,695.0,0.0,0.0,118.0,48.0,55.0,5.0,84.0,,,,44.0,,,,,0.0,,,,,,,21.140803919912386
DGKS9603,margo,177.0,28.148,127.271,297.0,179.0,0.0,0.0,0.0,,34.0,17.0,,0.0,150.0,8.0,,33.0,56.0,0.0,324.0,706.0,0.0,0.0,131.0,52.0,56.0,8.0,83.0,,,,47.0,,,,,0.0,,,,,,,21.140803919912386
DGKS9603,margo,180.0,28.148,127.271,289.0,166.0,0.0,0.0,0.0,,33.0,22.0,,4.0,141.0,6.0,,35.0,45.0,0.0,293.0,723.0,0.0,0.0,150.0,58.0,52.0,10.0,68.0,,,,43.0,,,,,0.0,,,,,,,21.140803919912386
DGKS9603,margo,182.0,28.148,127.271,249.0,133.0,0.0,0.0,0.0,,36.0,16.0,,0.0,128.0,4.0,,41.0,39.0,0.0,256.0,698.0,0.0,0.0,145.0,57.0,47.0,9.0,63.0,,,,36.0,,,,,0.0,,,,,,,21.140803919912386
DGKS9603,margo,184.0,28.148,127.271,223.0,154.0,0.0,0.0,0.0,,43.0,14.0,,0.0,138.0,4.0,,32.0,32.0,0.0,249.0,687.0,0.0,0.0,145.0,63.0,49.0,11.0,56.0,,,,45.0,,,,,0.0,,,,,,,21.140803919912386
DGKS9603,margo,186.0,28.148,127.271,204.0,166.0,0.0,0.0,0.0,,38.0,13.0,,0.0,148.0,5.0,,38.0,37.0,0.0,257.0,679.0,0.0,0.0,170.0,59.0,45.0,13.0,52.0,,,,41.0,,,,,0.0,,,,,,,21.140803919912386
DGKS9603,margo,188.0,28.148,127.271,183.0,165.0,0.0,0.0,0.0,,40.0,14.0,,0.0,131.0,0.0,,35.0,44.0,0.0,213.0,588.0,0.0,0.0,113.0,54.0,50.0,10.0,57.0,,,,54.0,,,,,0.0,,,,,,,21.140803919912386
DGKS9603,margo,191.0,28.148,127.271,168.0,173.0,0.0,0.0,0.0,,35.0,12.0,,0.0,133.0,0.0,,29.0,39.0,0.0,227.0,565.0,0.0,0.0,120.0,58.0,52.0,14.0,47.0,,,,50.0,,,,,0.0,,,,,,,21.140803919912386
DGKS9603,margo,193.0,28.148,127.271,189.0,180.0,0.0,0.0,0.0,,31.0,15.0,,0.0,131.0,0.0,,35.0,42.0,0.0,245.0,589.0,0.0,0.0,126.0,63.0,44.0,12.0,53.0,,,,47.0,,,,,0.0,,,,,,,21.140803919912386
DGKS9603,margo,195.0,28.148,127.271,183.0,189.0,0.0,0.0,0.0,,30.0,10.0,,0.0,131.0,0.0,,38.0,38.0,0.0,252.0,563.0,0.0,0.0,143.0,64.0,50.0,16.0,64.0,,,,42.0,,,,,0.0,,,,,,,21.140803919912386
DGKS9603,margo,197.0,28.148,127.271,197.0,193.0,0.0,0.0,0.0,,25.0,16.0,,0.0,143.0,0.0,,42.0,42.0,0.0,264.0,587.0,0.0,0.0,149.0,57.0,54.0,14.0,83.0,,,,36.0,,,,,0.0,,,,,,,21.140803919912386
DGKS9603,margo,199.0,28.148,127.271,148.0,144.0,0.0,0.0,0.0,,23.0,12.0,,0.0,116.0,0.0,,33.0,37.0,0.0,208.0,506.0,0.0,0.0,120.0,54.0,49.0,8.0,67.0,,,,28.0,,,,,0.0,,,,,,,21.140803919912386
DGKS9603,margo,201.0,28.148,127.271,152.0,157.0,2.0,0.0,0.0,,31.0,23.0,,0.0,125.0,0.0,,38.0,24.0,0.0,216.0,493.0,0.0,0.0,147.0,59.0,42.0,10.0,65.0,,,,33.0,,,,,0.0,,,,,,,21.140803919912386
DGKS9603,margo,204.0,28.148,127.271,145.0,116.0,0.0,0.0,0.0,,27.0,16.0,,0.0,113.0,0.0,,32.0,32.0,0.0,182.0,414.0,0.0,0.0,102.0,52.0,38.0,7.0,57.0,,,,27.0,,,,,0.0,,,,,,,21.140803919912386
DGKS9603,margo,206.0,28.148,127.271,119.0,123.0,0.0,0.0,0.0,,28.0,18.0,,0.0,119.0,0.0,,31.0,37.0,0.0,126.0,448.0,0.0,0.0,116.0,55.0,43.0,11.0,65.0,,,,33.0,,,,,0.0,,,,,,,21.140803919912386
DGKS9603,margo,208.0,28.148,127.271,125.0,132.0,0.0,0.0,0.0,,28.0,16.0,,0.0,122.0,0.0,,35.0,41.0,0.0,135.0,424.0,0.0,0.0,128.0,52.0,52.0,8.0,66.0,,,,36.0,,,,,0.0,,,,,,,21.140803919912386
DGKS9603,margo,210.0,28.148,127.271,220.0,146.0,0.0,0.0,0.0,,32.0,29.0,,0.0,217.0,0.0,,16.0,44.0,0.0,162.0,408.0,0.0,0.0,126.0,27.0,15.0,16.0,85.0,,,,46.0,,,,,0.0,,,,,,,21.140803919912386
DGKS9603,margo,212.0,28.148,127.271,202.0,158.0,0.0,0.0,0.0,,30.0,19.0,,0.0,167.0,0.0,,24.0,42.0,0.0,98.0,432.0,0.0,0.0,111.0,49.0,28.0,8.0,63.0,,,,33.0,,,,,0.0,,,,,,,21.140803919912386
DGKS9603,margo,215.0,28.148,127.271,189.0,162.0,0.0,0.0,0.0,,33.0,17.0,,0.0,146.0,0.0,,28.0,37.0,0.0,103.0,465.0,0.0,0.0,126.0,40.0,33.0,8.0,59.0,,,,28.0,,,,,0.0,,,,,,,21.140803919912386
CHAT 1K,margo,40.0,-41.58333333,-171.5,44.0,10.0,1.0,0.0,1.0,,2.0,0.0,,0.0,0.0,0.0,,1.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,106.0,11.0,0.0,12.0,,,,0.0,,,,,0.0,,,,,,,10.029588197653206
CHAT 1K,margo,50.0,-41.58333333,-171.5,71.0,14.0,0.0,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,0.0,15.0,0.0,0.0,21.0,0.0,0.0,0.0,89.0,18.0,0.0,11.0,,,,0.0,,,,,0.0,,,,,,,10.029588197653206
A015558,margo,0.58,8.983333333,51.73333333,40.0,1.0,2.0,0.0,3.0,,2.0,0.0,18.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,12.0,55.0,0.0,3.0,19.0,0.0,7.0,0.0,36.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,12.0,0.0,0.0,,,,,,22.58766538843176
DSDP site 594,margo,2.52,-45.5235,174.948,3.0,4.0,0.0,0.0,495.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5.979780757005129
E26-001,margo,0.61,-40.28333333,168.34,105.0,37.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,56.0,0.0,0.0,11.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.834436406314133
E27-030,margo,0.6,-45.0667,147.2283,120.0,17.0,2.0,0.0,46.0,,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,26.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8.418280009181212
E45-027,margo,0.3,-43.23333333,105.5833333,157.0,12.0,1.0,0.0,50.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,6.623354742745742
E45-078,margo,0.31,-45.037,114.348,155.0,17.0,1.0,0.0,43.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1.0,0.0,11.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,5.415118395580558
E45-102,margo,0.24,-33.61666667,113.5833333,37.0,0.0,0.0,0.0,6.0,,0.0,0.0,19.0,4.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,4.0,0.0,0.0,0.0,152.0,0.0,1.0,41.0,16.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,15.669542441555791
E48-011,margo,0.22,-29.7,97.58333333,27.0,0.0,0.0,0.0,4.0,,4.0,6.0,53.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,123.0,10.0,0.0,13.0,6.0,0.0,0.0,0.0,1.0,0.0,7.0,4.0,0.0,0.0,,,,,,15.28434567393262
E48-035,margo,0.355,-30.35333333,86.485,50.0,0.0,5.0,0.0,6.0,,7.0,7.0,58.0,0.0,2.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,7.0,3.0,56.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15.87785124360814
E55-006,margo,0.4,-38.8533,141.0633,71.0,62.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,35.0,0.0,3.0,62.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.722819072094428
FR1/94-GC03,margo,0.3,-44.2606,149.9963889,169.0,32.0,0.0,0.0,35.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,5.0,15.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9.955330659633022
MD88-770,margo,1.12,-46.01666667,96.46666667,6.0,1.0,0.0,0.0,206.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,4.6624919438140395
ODP122-760A,margo,0.39,-16.922,115.5413333,2.0,0.0,3.0,0.0,1.0,,6.0,4.0,100.0,2.0,17.0,1.0,0.0,1.0,5.0,0.0,4.0,37.0,0.0,0.0,4.0,8.0,2.0,0.0,63.0,10.0,0.0,0.0,21.0,0.0,0.0,23.0,7.0,1.0,0.0,,,,,,24.430838919570668
ODP122-762B,margo,0.8,-19.88733333,112.254,7.0,0.0,1.0,0.0,0.0,,5.0,2.0,71.0,3.0,15.0,1.0,0.0,0.0,8.0,0.0,2.0,30.0,3.0,3.0,1.0,30.0,4.0,3.0,40.0,5.0,0.0,0.0,15.0,0.0,0.0,14.0,1.0,0.0,0.0,,,,,,23.52985618215863
P69,margo,3.9,-40.39666667,177.9966667,62.0,6.0,1.0,0.0,39.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,61.0,12.0,1.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12.236579629358577
Q200,margo,0.59,-45.995,172.025,20.0,3.0,0.0,0.0,251.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,4.713699935155828
Q585,margo,0.73,-49.70333333,182.075,15.0,0.0,0.0,0.0,325.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3.246156438336551
R657 (S),margo,0.5,-42.53333333,181.5083333,60.0,51.0,0.0,0.0,24.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,107.0,1.0,2.0,32.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.42547545370618
R657 (W),margo,0.5,-42.53333333,181.5083333,47.0,33.0,3.0,0.0,24.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,77.0,8.0,0.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.42547545370618
RC08-039,margo,0.7,-42.88333333,42.35,18.0,11.0,0.0,0.0,223.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9.565031928352083
RC08-078,margo,0.5,-44.78333333,184.2333333,68.0,26.0,0.0,0.0,11.0,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,18.0,0.0,1.0,0.0,74.0,0.0,0.0,14.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8.201657171750611
RC09-148,margo,0.19,-29.68,113.7,14.0,0.0,2.0,0.0,0.0,,0.0,0.0,71.0,1.0,23.0,0.0,0.0,0.0,17.0,0.0,0.0,15.0,0.0,0.0,0.0,160.0,1.0,2.0,34.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,17.990856094536056
RC09-150 (P),margo,0.8,-31.28333333,114.5516667,25.0,0.0,11.0,0.0,0.0,,3.0,0.0,11.0,3.0,8.0,0.0,0.0,8.0,11.0,3.0,8.0,3.0,0.0,0.0,3.0,153.0,0.0,5.0,22.0,14.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16.93693602499657
RC09-150 (W),margo,0.9,-31.28333333,114.5516667,29.0,0.0,3.0,0.0,4.0,,0.0,0.0,11.0,0.0,1.0,0.0,0.0,2.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,171.0,0.0,0.0,44.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16.93693602499657
RC09-161,margo,1.6,19.56833333,59.595,87.0,1.0,5.0,0.0,0.0,,14.0,0.0,33.0,0.0,17.0,0.0,0.0,14.0,2.0,1.0,8.0,20.0,0.0,0.0,6.0,0.0,1.0,0.0,60.0,0.0,0.0,0.0,5.0,1.0,0.0,19.0,0.0,0.0,0.0,,,,,,22.84972829335684
RC09-162,margo,0.5,19.07666667,60.42166667,66.0,0.0,0.0,0.0,0.0,,10.0,0.0,39.0,2.0,23.0,0.0,0.0,5.0,11.0,0.0,7.0,41.0,0.0,1.0,11.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,7.0,0.0,0.0,24.0,9.0,0.0,0.0,,,,,,22.8532893368351
RC10-131,margo,0.3,-14.53,157.97,15.0,0.0,0.0,0.0,0.0,,3.0,4.0,89.0,8.0,22.0,2.0,0.0,9.0,8.0,2.0,3.0,15.0,0.0,0.0,8.0,0.0,0.0,0.0,71.0,1.0,0.0,0.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,23.796880905364617
RC11-120,margo,0.74,-43.51666667,79.86666667,76.0,5.0,0.0,0.0,179.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7.157040524860816
RC11-121,margo,0.4,-39.71666667,82.25,96.0,28.0,2.0,0.0,27.0,,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,25.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9.683578974621037
RC11-126,margo,0.2,-30.06666667,94.41666667,80.0,3.0,21.0,0.0,0.0,,3.0,1.0,46.0,4.0,4.0,0.0,0.0,5.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,51.0,0.0,2.0,13.0,39.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15.04302910200929
RC11-134,margo,0.1,-33.06666667,110.55,85.0,3.0,5.0,0.0,0.0,,3.0,0.0,36.0,2.0,1.0,0.0,0.0,6.0,10.0,0.0,1.0,2.0,0.0,0.0,0.0,76.0,2.0,1.0,28.0,18.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,14.828700125678834
RC11-145,margo,0.29,-25.48333333,110.0166667,6.0,0.0,0.0,0.0,0.0,,2.0,2.0,56.0,1.0,8.0,0.0,0.0,1.0,11.0,0.0,0.0,13.0,0.0,0.0,0.0,158.0,2.0,0.0,62.0,5.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,20.232703533359874
RC11-147,margo,0.6,-19.05833333,112.75,14.0,0.0,3.0,0.0,0.0,,3.0,3.0,59.0,11.0,11.0,0.0,0.0,11.0,16.0,0.0,24.0,19.0,0.0,0.0,5.0,27.0,3.0,0.0,54.0,8.0,0.0,0.0,3.0,0.0,0.0,14.0,3.0,0.0,0.0,,,,,,23.52985618215863
RC12-109,margo,0.4,-25.88333333,157.8666667,34.0,0.0,1.0,0.0,0.0,,3.0,1.0,97.0,5.0,22.0,0.0,0.0,7.0,89.0,0.0,3.0,8.0,0.0,0.0,6.0,105.0,9.0,1.0,29.0,5.0,0.0,0.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,19.49401084062774
RC12-113 (A),margo,0.5,-24.88,163.52,17.0,0.0,2.0,0.0,0.0,,5.0,2.0,96.0,12.0,18.0,0.0,0.0,8.0,64.0,2.0,4.0,6.0,0.0,0.0,3.0,43.0,5.0,3.0,16.0,13.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,19.737921491152306
RC12-339,margo,0.7,9.133333333,90.03333333,33.0,0.0,0.0,0.0,0.0,,1.0,6.0,34.0,4.0,18.0,1.0,0.0,5.0,3.0,1.0,4.0,54.0,0.0,2.0,16.0,0.0,3.0,0.0,38.0,0.0,0.0,0.0,4.0,0.0,0.0,67.0,2.0,0.0,0.0,,,,,,24.89103979134993
RC13-038,margo,0.4,-14.51666667,177.1,13.0,3.0,1.0,0.0,0.0,,13.0,12.0,200.0,14.0,34.0,0.0,0.0,19.0,7.0,3.0,6.0,11.0,0.0,0.0,3.0,0.0,2.0,0.0,154.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,5.0,0.0,0.0,,,,,,24.399209670711436
RC14-007,margo,0.25,-35.51666667,44.75,48.0,2.0,4.0,0.0,3.0,,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,30.0,0.0,0.0,39.0,0.0,0.0,0.0,68.0,1.0,4.0,16.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15.066780989335227
RC14-009,margo,0.7,-39.01666667,47.88333333,77.0,26.0,0.0,0.0,17.0,,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,35.0,0.0,2.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11.39018192310499
RC14-029,margo,0.2,-10.92333333,88.315,9.0,0.0,0.0,0.0,0.0,,8.0,5.0,73.0,11.0,38.0,0.0,0.0,2.0,0.0,0.0,9.0,32.0,3.0,2.0,9.0,3.0,3.0,0.0,47.0,0.0,0.0,0.0,4.0,0.0,0.0,33.0,3.0,1.0,0.0,,,,,,23.6449323262918
RC14-035,margo,0.4,-0.833333333,89.95,21.0,0.0,0.0,0.0,0.0,,2.0,2.0,69.0,0.0,30.0,0.0,0.0,9.0,1.0,0.0,6.0,25.0,14.0,3.0,25.0,0.0,5.0,0.0,31.0,0.0,0.0,0.0,7.0,0.0,0.0,45.0,4.0,0.0,0.0,,,,,,24.937346619627554
RC14-037,margo,0.4,1.466666667,90.16666667,20.0,0.0,1.0,0.0,0.0,,0.0,2.0,78.0,10.0,19.0,0.0,0.0,10.0,2.0,0.0,4.0,26.0,10.0,5.0,20.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,11.0,1.0,0.0,28.0,1.0,0.0,0.0,,,,,,25.336905175194453
RC17-069,margo,0.6,-31.5,32.6,27.0,0.0,3.0,0.0,0.0,,3.0,0.0,45.0,3.0,9.0,0.0,0.0,12.0,3.0,6.0,3.0,18.0,0.0,0.0,0.0,95.0,0.0,6.0,45.0,3.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,,21.215683551342604
RC17-073,margo,0.3,-32.11666667,36.01666667,42.0,2.0,9.0,0.0,1.0,,4.0,0.0,40.0,2.0,9.0,0.0,0.0,16.0,3.0,1.0,9.0,3.0,0.0,0.0,1.0,92.0,0.0,9.0,33.0,3.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,18.351624690247974
RC17-098,margo,0.53,-13.21666667,65.61666667,10.0,0.0,4.0,0.0,0.0,,5.0,7.0,78.0,3.0,22.0,0.0,0.0,7.0,3.0,0.0,7.0,29.0,1.0,1.0,5.0,0.0,0.0,2.0,68.0,1.0,0.0,0.0,11.0,0.0,0.0,12.0,21.0,0.0,0.0,,,,,,22.976824996100078
RC17-108,margo,0.4,-10.508,57.72,51.0,0.0,2.0,0.0,1.0,,1.0,0.0,67.0,15.0,9.0,0.0,0.0,6.0,22.0,0.0,32.0,15.0,0.0,2.0,6.0,0.0,1.0,0.0,50.0,1.0,0.0,0.0,2.0,0.0,0.0,8.0,1.0,1.0,0.0,,,,,,23.78701710664394
RC17-113,margo,0.3,15.033,66.097,14.0,0.0,1.0,0.0,0.0,,4.0,1.0,67.0,1.0,21.0,0.0,0.0,6.0,10.0,3.0,2.0,28.0,0.0,5.0,46.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,2.0,0.0,0.0,35.0,7.0,0.0,0.0,,,,,,23.770344438911305
RS067-GC10,margo,0.505,-38.86166667,140.1,138.0,21.0,4.0,0.0,15.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.0,14.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.722819072094428
RS096-GC21,margo,0.29,-23.77216667,108.5006667,9.0,0.0,3.0,0.0,0.0,,0.0,1.0,51.0,6.0,8.0,0.0,0.0,2.0,12.0,1.0,1.0,9.0,0.0,0.0,0.0,75.0,2.0,1.0,40.0,6.0,0.0,0.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,,20.109485419068864
RS147-GC07,margo,0.985,-45.15,146.28,207.0,0.0,3.0,0.0,122.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.0,1.0,42.0,7.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,,,,,,8.180474810728866
RS147-GC14,margo,0.25,-46.45,145.24,96.0,22.0,0.0,0.0,101.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,26.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,6.7367735266216915
RS147-GC31,margo,0.69,-44.53,149.05,108.0,55.0,0.0,0.0,36.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9.955330659633022
S794,margo,1.39,-35.31,177.9966667,46.0,27.0,0.0,0.0,14.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,40.0,0.0,0.0,0.0,52.0,20.0,0.0,30.0,24.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15.579505963163296
SHI9006,margo,5.99,-4.33223,117.59584,53.0,0.0,5.0,0.0,8.0,,6.0,0.0,134.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,13.0,37.0,0.0,0.0,14.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,12.0,0.0,0.0,13.0,0.0,0.0,0.0,,,,,,25.547789751313438
SHI9016,margo,0.52,-8.455833333,128.238,24.0,0.0,5.0,0.0,1.0,,4.0,1.0,126.0,6.0,19.0,0.0,0.0,6.0,5.0,0.0,23.0,59.0,13.0,0.0,27.0,0.0,7.0,0.0,85.0,4.0,0.0,0.0,18.0,0.0,0.0,27.0,1.0,0.0,0.0,,,,,,25.388892523926046
SHI9022,margo,5.79,-11.35444,122.03799,14.0,0.0,1.0,0.0,0.0,,3.0,0.0,99.0,6.0,11.0,0.0,0.0,1.0,0.0,0.0,15.0,32.0,0.0,0.0,14.0,0.0,5.0,0.0,79.0,2.0,0.0,0.0,12.0,0.0,0.0,29.0,0.0,0.0,0.0,,,,,,25.278151644016507
SHI9034,margo,8.3,-9.09764,111.00721,61.0,0.0,4.0,0.0,2.0,,2.0,0.0,31.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,8.0,108.0,0.0,0.0,16.0,0.0,4.0,0.0,31.0,1.0,0.0,0.0,8.0,0.0,0.0,31.0,2.0,1.0,0.0,,,,,,24.44845815646786
SO36-07,margo,0.73,-42.25,144.75,109.0,19.0,2.0,0.0,65.0,,0.0,0.0,3.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9.036661892325704
SO36-21,margo,0.2,-43.8,145.5,140.0,4.0,0.0,0.0,24.0,,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,25.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8.45605597952245
SO36-39,margo,0.3,-45.87,145.99,116.0,3.0,0.0,0.0,68.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,27.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7.901952683757878
SO36-47,margo,0.5,-46.87,145.98,121.0,9.0,0.0,0.0,72.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,6.7367735266216915
