Latitude,Longitude,Symbiont-barren Non-Spinose,Symbiont-barren Spinose,Symbiont-facultative Non-Spinose,Symbiont-obligate Spinose,SST
19.4,-78.55,0.0323529411764706,0.0029411764705882,0.152941176470588,0.791176470588235,24.04537689286106
19.883,-25.53,0.0798816568047337,0.029585798816568,0.266272189349112,0.582840236686391,18.506831317208754
20.7,-31.45,0.0441988950276243,0.0110497237569061,0.165745856353591,0.74585635359116,18.245731108769796
20.7332,-59.2,0.0551378446115288,0.0,0.0651629072681704,0.837092731829574,21.834738680448396
21.3,-69.67,0.0079522862823061,0.0337972166998012,0.151093439363817,0.783300198807157,23.09919630246828
21.472,67.298,0.0033112582781456,0.165562913907285,0.413907284768212,0.417218543046358,23.596008409940588
22.467,-20.07,0.0838574423480084,0.0314465408805031,0.163522012578616,0.664570230607966,17.90120104623358
22.6,-72.6,0.0051282051282051,0.0205128205128205,0.138461538461538,0.784615384615385,23.318290078288115
22.967,-38.2,0.0160320641282565,0.002004008016032,0.062124248496994,0.887775551102205,18.846040669294783
23.033,-43.8,0.0097402597402597,0.0876623376623377,0.123376623376623,0.727272727272727,19.676431200805645
23.333,-46.48,0.0031948881789137,0.073482428115016,0.108626198083067,0.801916932907348,20.16817332130761
23.767,-92.47,0.0148809523809524,0.0208333333333333,0.1875,0.693452380952381,20.778027110405
23.9333,-75.75,0.0028248587570621,0.0932203389830508,0.107344632768362,0.731638418079096,23.259976977142777
24.283,-53.07,0.0041580041580041,0.0103950103950104,0.0374220374220374,0.927234927234927,21.35843539496689
24.5,-16.95,0.362573099415205,0.124756335282651,0.228070175438597,0.243664717348928,16.794972448226005
24.8,-75.9333,0.0029761904761904,0.12202380952381,0.133928571428571,0.720238095238095,23.259976977142777
24.967,-28.933,0.11864406779661,0.0063559322033898,0.313559322033898,0.514830508474576,17.44147762598368
25.933,-26.58,0.060126582278481,0.0,0.253164556962025,0.522151898734177,17.178714734972985
26.783,-46.7,0.0124223602484472,0.046583850931677,0.111801242236025,0.791925465838509,20.516543602434087
27.917,-43.63,0.0441988950276243,0.06353591160221,0.129834254143646,0.701657458563536,20.1099011165064
27.967,-34.133,0.0188235294117647,0.0070588235294117,0.127058823529412,0.769411764705883,18.395540172743434
28.0,-38.783,0.0331632653061224,0.0637755102040816,0.211734693877551,0.604591836734694,19.239215415178492
28.483,-65.05,0.0306122448979592,0.0081632653061224,0.102040816326531,0.775510204081633,22.401601469506954
29.017,-41.4,0.0250569476082005,0.0455580865603645,0.14123006833713,0.724373576309795,19.918510083992786
29.283,-79.92,0.0096711798839458,0.02321083172147,0.37137330754352,0.584139264990329,22.743155047961984
29.483,-19.62,0.166153846153846,0.0184615384615385,0.107692307692308,0.68,16.281375246257447
29.617,-36.92,0.0421286031042129,0.0088691796008869,0.241685144124169,0.592017738359202,18.90878908506321
29.7667,-76.8,0.0163934426229508,0.0327868852459016,0.373770491803279,0.537704918032787,22.567678935736076
29.8,-15.1,0.0738916256157636,0.0246305418719212,0.142857142857143,0.692118226600985,15.90592762235963
30.0,-51.87,0.0435684647302904,0.024896265560166,0.149377593360996,0.701244813278008,21.272109656487462
30.7833,-67.6667,0.0403022670025189,0.141057934508816,0.123425692695214,0.589420654911839,21.47839100698556
31.383,-11.62,0.145129224652087,0.153081510934394,0.133200795228628,0.510934393638171,15.655645442591315
31.433,-64.17,0.0941828254847646,0.0941828254847646,0.260387811634349,0.481994459833795,20.97986851412006
31.65,-75.35,0.0378590078328982,0.0300261096605744,0.16710182767624,0.656657963446475,22.253909486920143
31.8333,-74.35,0.0823529411764706,0.0666666666666667,0.264705882352941,0.468627450980392,21.854185625417678
32.217,-64.72,0.0568181818181818,0.102272727272727,0.119318181818182,0.650568181818182,20.29721472117225
32.283,-65.12,0.0483870967741936,0.0483870967741936,0.190322580645161,0.612903225806451,20.283691602290503
32.6,-69.5,0.102493074792244,0.185595567867036,0.274238227146814,0.362880886426593,20.416457718447155
32.65,-52.3,0.442307692307692,0.0747863247863248,0.25,0.194444444444444,20.602004273775123
33.3,-48.27,0.0801963993453355,0.0687397708674305,0.330605564648118,0.440261865793781,19.98218276795189
33.333,-27.367,0.111597374179431,0.140043763676149,0.192560175054705,0.485776805251641,17.004351521909996
34.2,-16.87,0.131756756756757,0.0506756756756757,0.209459459459459,0.533783783783784,15.199732989204978
34.667,-61.45,0.104622871046229,0.13625304136253,0.236009732360097,0.389294403892944,18.986427741849138
34.75,-57.25,0.10126582278481,0.0151898734177215,0.389873417721519,0.313924050632911,19.11317728818571
35.583,-43.9,0.149367088607595,0.0658227848101266,0.283544303797468,0.410126582278481,18.503146747833345
35.7167,-67.3333,0.128440366972477,0.243119266055046,0.282110091743119,0.305045871559633,19.010479208346005
35.7667,-69.0833,0.0742753623188406,0.0579710144927536,0.396739130434783,0.405797101449275,19.565037905182628
35.7833,-68.9333,0.167958656330749,0.178294573643411,0.302325581395349,0.289405684754522,19.258091926892973
36.1333,-68.9167,0.175824175824176,0.178571428571429,0.370879120879121,0.244505494505495,19.042508733388324
36.15,-69.15,0.090702947845805,0.133786848072562,0.267573696145125,0.428571428571429,19.393358004048523
36.2167,-69.4,0.149038461538462,0.161057692307692,0.278846153846154,0.348557692307692,19.393358004048523
36.8498,-21.017,0.137864077669903,0.104854368932039,0.231067961165049,0.444660194174757,15.436057800407788
36.9,-54.03,0.153645833333333,0.135416666666667,0.505208333333333,0.140625,17.714128498566055
37.65,-72.95,0.423841059602649,0.0309050772626932,0.474613686534216,0.0640176600441501,19.769921089981278
38.283,-68.53,0.487091222030981,0.036144578313253,0.419965576592083,0.0533562822719449,17.856830763395664
38.75,-67.55,0.140495867768595,0.0165289256198347,0.639118457300276,0.176308539944904,17.628541656964853
38.917,-57.13,0.442896935933148,0.0167130919220056,0.392757660167131,0.116991643454039,16.213684856368904
39.1332,-42.65,0.27789046653144,0.0730223123732252,0.40973630831643,0.162271805273834,15.081503379080665
39.617,-13.55,0.519287833827893,0.100890207715134,0.228486646884273,0.127596439169139,13.3932939130523
39.717,-20.15,0.21969696969697,0.0782828282828283,0.257575757575758,0.383838383838384,14.483179837473049
40.55,-26.0,0.263009845288326,0.218002812939522,0.209563994374121,0.250351617440225,13.154868056867615
40.767,-64.6,0.560679611650485,0.0145631067961165,0.383495145631068,0.0388349514563107,13.797098029530101
41.517,-45.13,0.265037593984962,0.133458646616541,0.362781954887218,0.218045112781955,12.6779273282885
41.533,-25.72,0.231884057971014,0.231884057971015,0.236714975845411,0.193236714975845,12.424094110571506
42.267,-60.5,0.565079365079365,0.123809523809524,0.295238095238095,0.0095238095238095,9.574010142276121
42.467,-54.9,0.645390070921986,0.0425531914893617,0.271867612293144,0.0354609929078014,10.881612656904057
42.7,-17.07,0.403693931398417,0.0633245382585752,0.324538258575198,0.147757255936675,12.931040035925909
42.75,-43.23,0.408854166666667,0.1875,0.2421875,0.135416666666667,10.772760350522185
42.85,-25.15,0.263059701492537,0.190298507462687,0.227611940298507,0.240671641791045,11.46376915950343
43.8,-14.68,0.421800947867299,0.0047393364928909,0.369668246445498,0.175355450236967,12.200484802810752
44.017,-24.53,0.452595563139932,0.200567121729238,0.164386234357224,0.0610386803185438,9.610705631445363
44.167,-39.87,0.348235294117647,0.108235294117647,0.416470588235294,0.0964705882352941,7.5782668200205645
44.2,-14.9,0.51409978308026,0.0368763557483731,0.206073752711497,0.216919739696312,11.777766828191067
44.3498,-30.267,0.341201716738197,0.139484978540773,0.229613733905579,0.253218884120172,9.715992655981568
45.1,-10.57,0.42638036809816,0.0766871165644172,0.266871165644172,0.217791411042945,11.181835851268287
45.3,-23.87,0.381344307270233,0.186556927297668,0.216735253772291,0.15363511659808,8.735414552425793
46.0,-45.05,0.632241813602015,0.26448362720403,0.0705289672544081,0.0302267002518892,3.6784262724012473
46.0,-16.92,0.417910447761194,0.121890547263682,0.271144278606965,0.126865671641791,10.029974197107885
48.3,-16.97,0.508264462809917,0.115702479338843,0.299586776859504,0.0330578512396694,9.567891867835163
49.133,-25.5,0.472041292859776,0.197634263241981,0.274994879357667,0.0430072508295441,5.414194822251145
49.867,-24.25,0.462724935732648,0.208226221079692,0.316195372750643,0.0102827763496144,5.60173669693933
50.1,-37.3,0.434306569343066,0.386861313868613,0.138686131386861,0.0401459854014598,2.951740980215703
50.9332,-41.75,0.484104046242775,0.216763005780347,0.267341040462428,0.0130057803468208,2.6840366073952007
52.367,-17.53,0.522962962962963,0.191111111111111,0.242962962962963,0.0325925925925926,8.451205794046617
52.583,-21.93,0.541577825159915,0.185501066098081,0.264392324093817,0.0063965884861407,7.277943311799624
52.667,-15.17,0.524764150943396,0.220518867924528,0.221698113207547,0.0235849056603774,9.003824847360631
53.867,-21.1328,0.584026622296173,0.206322795341098,0.196339434276206,0.0033277870216306,7.660844157159489
54.0,-46.2,0.52212389380531,0.389380530973451,0.079646017699115,0.0088495575221238,2.3351364396404604
54.033,-46.87,0.525059665871122,0.427207637231504,0.045346062052506,0.0023866348448687,2.3351364396404604
54.2,-45.97,0.421739130434783,0.543478260869565,0.0326086956521739,0.0021739130434782,2.44518519493681
54.25,-16.83,0.768466346675344,0.0773203709729906,0.0967724265104675,0.0056008243844234,8.472334417420704
54.467,-50.8,0.955830388692579,0.0441696113074205,0.0,0.0,1.826694249598011
54.733,-53.12,0.99618320610687,0.0038167938931297,0.0,0.0,1.0865768489750756
54.983,-15.4,0.507936507936508,0.193650793650794,0.282539682539683,0.0126984126984127,8.477818671449683
55.05,-33.07,0.402088772845953,0.342036553524804,0.255874673629243,0.0,5.147914512617361
55.4,-18.73,0.561032863849765,0.245305164319249,0.176056338028169,0.0082159624413145,8.091520830606619
55.967,-56.07,1.0,0.0,0.0,0.0,1.005091565516502
56.067,-24.08,0.667706708268331,0.124804992199688,0.199687987519501,0.0062402496099844,6.749661999343427
56.733,-54.7,0.98780487804878,0.0121951219512195,0.0,0.0,1.7170767326905005
57.0,-21.32,0.502994011976048,0.245508982035928,0.244011976047904,0.0074850299401197,7.365167809865852
58.183,-44.62,0.884875846501129,0.110609480812641,0.0022573363431151,0.0022573363431151,0.021162682068526367
58.367,-47.733,0.989873417721519,0.0025316455696202,0.0025316455696202,0.0050632911392405,0.5747179428565152
58.733,-15.57,0.516501650165017,0.249174917491749,0.231023102310231,0.0016501650165016,7.230410448061562
59.15,-41.07,0.832512315270936,0.145320197044335,0.0221674876847291,0.0,-0.2198089197105029
59.6532,-22.77,0.49009900990099,0.27970297029703,0.225247524752475,0.0049504950495049,6.7001844461991
59.95,-32.85,0.661740558292282,0.236453201970443,0.100164203612479,0.0016420361247947,5.5287015949197835
59.95,-19.2,0.431325301204819,0.27710843373494,0.289156626506024,0.0024096385542168,6.870015481871774
