Latitude,Longitude,symbiont-barren spinose,undetermined non-spinose,symbiont-facultative non-spinose,symbiont-obligate spinose,symbiont-barren non-spinose,symbiont-bearing spinose,symbiont-bearing non-spinose,symbiont-facultative spinose
4.566666667,-130.6166667,3,4,324,11,192,5,0,0
-1.783333333,-133.7333333,5,3,263,1,80,0,0,0
-2.516666667,-137.0666667,11,5,330,55,72,8,0,0
-0.15,-138.85,1,8,303,3,96,3,0,0
2.533333333,-141.1333333,4,4,296,7,140,1,0,0
5.35,-160.5,16,15,172,153,4,4,0,0
17.21666667,59.6,109,1,213,31,8,1,0,0
10.03333333,65.08333333,8,0,319,17,127,21,0,0
17.2,59.95,82,0,84,74,15,6,0,0
19.5,58.46666667,251,0,153,199,5,10,0,0
17.7,57.83333333,171,2,135,95,3,6,0,0
17.81666667,57.5,227,4,128,86,5,15,0,0
17.66666667,57.7,229,3,122,168,3,13,0,0
17.75,57.58333333,170,5,170,95,4,6,0,0
17.75,57.48333333,188,4,104,147,13,8,0,0
17.81666667,57.35,186,4,198,176,11,10,0,0
15.98333333,61.48333333,12,0,437,16,41,3,0,0
19.23333333,58.36666667,182,5,114,131,6,14,0,0
19.23333333,58.51666667,184,4,41,132,4,13,0,0
19.21666667,58.26666667,226,0,135,227,6,26,0,0
19.28333333,58.35,212,3,107,122,3,14,0,0
19.51666667,58.48333333,159,4,135,122,4,9,0,0
19.26666667,58.23333333,199,3,117,108,3,16,0,0
19.65,58.61666667,162,2,136,105,8,16,0,0
16.61666667,59.8,68,1,184,77,10,3,0,0
17.38333333,58.8,110,2,415,77,10,6,0,0
0.9,-88.01666667,5,0,226,3,12,0,0,0
32.03333333,139.4166667,55,1,226,147,41,3,0,0
42.46666667,-54.9,27,0,183,19,195,0,0,0
28.45,-86.55,30,0,96,268,51,12,0,0
23.75,-92.46666667,7,0,67,238,31,3,0,0
37.21666667,-33.13333333,61,0,56,125,76,7,0,1
35.05,-11.61666667,32,0,63,136,57,13,0,1
32.28333333,-65.11666667,22,0,58,173,47,16,0,1
32.2,-64.7,26,1,43,228,41,18,0,1
17.55,-63.56666667,0,0,46,305,1,73,0,0
38.91666667,-57.13333333,7,0,172,43,133,0,0,0
36.9,-54.03333333,56,0,151,62,56,0,0,0
34.66666667,-61.45,50,0,120,230,90,0,0,0
40.76666667,-64.6,5,0,208,21,189,0,0,0
12.4,-77.76666667,0,0,97,244,22,4,0,0
8.233333333,-37.86666667,4,0,50,311,4,5,0,0
22.95,-38.2,4,0,30,448,24,0,0,0
23.01666667,-43.8,9,0,77,369,28,74,0,0
11.18333333,-36.01666667,8,0,99,290,70,0,0,0
-28.68333333,-34.48333333,14,0,62,267,46,9,0,0
-45.3,-57.96666667,45,0,144,2,69,0,0,0
-40.9,-20.36666667,113,0,117,25,81,0,0,0
-36.5,8.083333333,126,0,290,217,206,0,0,0
-22.98333333,7,17,0,142,99,77,7,0,0
-1.5,-11.78333333,6,0,125,272,21,12,0,0
17,-74.38333333,0,0,64,228,20,9,0,0
15.48333333,-40.51666667,3,0,38,248,12,7,0,0
-50.76666667,-42.15,47,0,63,8,325,1,0,0
-35.88333333,15.91666667,11,0,120,6,103,0,0,0
-29.65,32.86666667,18,0,98,156,6,3,0,0
-28.43333333,43.78333333,16,0,90,174,5,6,0,0
-2.45,66.98333333,19,21,147,275,31,1,0,0
3.866666667,65.51666667,8,11,77,100,10,1,0,0
8.65,58.56666667,27,2,121,91,9,4,0,0
10.25,57.18333333,34,0,167,59,36,4,0,0
11.45,56.23333333,71,4,187,74,35,4,0,0
12.86666667,48.4,48,2,145,71,1,6,0,0
12.61666667,45.63333333,63,1,144,63,5,2,0,0
6.35,-85.28333333,20,5,433,48,31,0,0,0
-52.16666667,-49.06666667,108,0,63,4,367,0,0,0
-50.38333333,-47.4,63,0,46,1,366,0,0,0
-9.75,-34.4,1,0,35,235,14,15,0,0
30.51666667,-75.91666667,15,0,70,293,52,12,0,1
37.01666667,-74.61666667,73,0,192,22,120,0,0,0
37.68333333,-74.15,24,0,108,4,211,0,0,0
17.93333333,-50.35,3,0,36,286,6,7,0,0
17.26666667,-48.41666667,2,0,47,296,6,16,0,0
13.25,-40.66666667,2,0,57,282,25,2,0,0
-13.06666667,-24.68333333,2,0,37,386,24,1,0,0
-15.33333333,-19.71666667,5,0,45,270,24,0,0,0
-17.65,-15.1,10,0,82,275,23,26,0,0
-19.36666667,-11.43333333,16,0,89,214,35,41,0,0
-21.33333333,-8.95,11,0,94,240,50,22,0,0
-24.71666667,-4.75,12,1,115,198,60,6,0,0
-27.86666667,-1.1,18,0,114,101,71,7,0,0
-32.13333333,10.75,43,0,99,15,97,0,0,0
-33.4,12.58333333,5,0,197,8,188,0,0,0
-33.35,16.43333333,21,0,208,34,55,1,0,0
-46.5,31.26666667,32,0,204,2,20,0,0,0
-29.75,79.56666667,25,0,124,211,101,1,0,0
-31.05,82.95,9,0,134,74,81,1,0,0
-31.63333333,83.81666667,38,0,182,157,122,1,0,0
-32.38333333,84.85,21,0,112,71,85,1,0,0
-33.38333333,89.13333333,29,1,90,99,48,2,0,0
-30.2,91.71666667,21,0,84,198,87,10,0,0
-28.88333333,92.83333333,18,0,103,171,88,1,0,0
-28.01666667,95.18333333,6,0,116,84,73,0,0,0
-31.53333333,99.25,42,0,94,203,96,14,0,0
-35.06666667,115.1,14,0,149,67,25,19,0,0
-48.08333333,137.65,146,0,79,26,82,0,0,1
-53.4,153.9833333,54,0,27,1,204,0,0,0
-46.7,171.5,194,0,85,7,104,1,0,0
-47.01666667,-179.25,334,1,169,19,253,0,0,0
-28.83333333,-41.03333333,5,0,67,177,72,0,0,0
-27.95,-42.45,42,0,231.5,646.5,195,25.5,0,0
1.966666667,-37.23333333,2,0,82,358,8,6,0,0
15.4,-43.4,2,0,61,345,16,13,0,0
23.33333333,-46.48333333,0,0,34,246,4,38,0,0
30,-51.86666667,16,0,77,348,55,2,0,1
60.03333333,-50.83333333,2,0,0,2,305,0,0,0
28.48333333,-65.05,9,0,52,382,51,0,0,1
-40.56666667,-55.16666667,159,0,151,2,102,1,0,0
-33.15,-49.86666667,22,0,135,159,64,0,0,0
12.38333333,-18.91666667,15,0,183,131,86,2,0,0
24.96666667,-28.93333333,7,0,127,241,85,10,0,0
27.96666667,-34.13333333,15,0,52,327,47,0,0,2
29.61666667,-36.91666667,4,0,110,266,76,4,0,0
32.75,-41.9,23.5,0,71.5,190.5,53,14,0,0
13.73333333,-51.11666667,9,0,152,167,68,16,0,1
4.233333333,-47.75,0,0,73,295,1,2,0,0
-31.35,-36.81666667,16,0,70,200,76,13,0,0
-53.58333333,-44.7,7,0,7,0,443,0,0,0
-45.66666667,-57.61666667,96,0,136,5,92,0,0,0
-32.16666667,-20.16666667,20,1,83,199,122,6,0,0
-32.33333333,15.01666667,50,0,216,90,81,0,0,0
-33.23333333,15.98333333,24,0,170,52,62,0,0,0
-38.98333333,29.93333333,10,0,154,5,129,0,0,0
-37.63333333,37.86666667,20,0,189,14,103,0,0,0
-36.11666667,41.85,6,0,222,9,29,0,0,0
-32.43333333,46.56666667,23,0,86,143,38,4,0,0
-31.2,48.08333333,9,0,308,43,46,1,0,0
-29.03333333,49.55,15,0,182,73,25,0,0,0
-20.58333333,63.53333333,11,0,52,278,9,12,0,0
-21.03333333,65.93333333,11,0,51,254,23,3,0,0
-22.38333333,74.36666667,29,0,37,253,34,1,0,0
-25.63333333,87.11666667,6,4,42,259,39,28,0,0
-30.56666667,114.45,12,0,180,162,13,4,0,0
-34.31666667,113.9833333,9,0,124,87,77,1,0,0
-36.11666667,118.7833333,34,1,163,117,61,4,0,0
-38.56666667,140.6166667,72,1,171,82,100,1,0,0
-39.78333333,141.65,37,0,125,70,100,1,0,0
-20.96666667,-174.4333333,11,0,87,485,7,48,0,0
-12.78333333,-161.0666667,23.5,1,328,883,5.5,35.5,0,0
15.03333333,-80.23333333,1,0,60,233,12,7,0,0
13.23333333,-78.36666667,0,0,71,222,12,2,0,0
10.6,-79.35,0,0,71,293,18,5,0,0
-3.583333333,-83.93333333,14,0,223,5,48,0,0,0
-13.21666667,-92.88333333,20,11,234.5,25,99,3.5,0,0
-14.1,-96.2,53,12.3333333333333,214.333333333333,97.3333333333333,36.6666666666667,3,0,0.333333333333333
-17.01666667,-113.5166667,12.5,13,108,185,7.5,10.5,0,0
-17,-114.1833333,10.5,4,152.5,129,23,16.5,0,0
-16.93333333,-121.2,10.3333333333333,13,159.333333333333,279,17.3333333333333,3.33333333333333,0,0.666666666666667
-16.65,-124.3833333,14.3333333333333,50,117.333333333333,249.333333333333,41,9.66666666666667,0,0.666666666666667
-0.866666667,172,3,4.5,331.5,13,3.5,12,0,0
0.1,170.7666667,1,1,214,16,21,7,0,0
2.366666667,168.0333333,32,6,222,133,37,1,0,0
3.116666667,167.0333333,2,0,234,3,27,10,0,0
11.85,140.05,19,0,120,228,13,12,0,0
-20.65,86.35,5,0,41,163,30,1,0,0
7.116666667,76.55,89,9,154,53,11,1,0,0
7.583333333,74.21666667,44,17,237,72,25,4,0,0
8.116666667,73.25,71,18,173,200,15,31,0,0
8.116666667,62.78333333,40,0,148,175,22,2,0,0
7.433333333,61.06666667,22,5,100,65,26,1,0,0
6.7,59.33333333,41,3,155,180,18,12,0,0
6.866666667,60.66666667,18,4,112,113,24,1,0,0
-6.683333333,41.18333333,11,0,55,165,14,3,0,0
-13.13333333,44.15,16,1,131,274,9,1,0,0
-14.88333333,42.85,10,0,72,337,10,3,0,0
-16.93333333,41.1,19,0,76,231,16,13,0,0
-17.9,39.5,19,0,58,230,5,1,0,0
-19.91666667,41.6,4,1,112,220,46,0,0,0
-23.18333333,39.96666667,16,0,95,236,3,8,0,0
-23.36666667,38.85,10,0,93,248,11,6,0,0
-23.51666667,37.85,2,0,161,147,31,1,0,0
-30.58333333,13.28333333,23,0,192,45,73,2,0,0
-29.51666667,9.583333333,1,0,194,14,177,0,0,0
-26.2,4.683333333,8,0,117,114,75,5,0,0
-25.76666667,4.1,2,0,204,133,148,18,0,0
-24.56666667,4.833333333,8,0,189,139,103,12,0,0
-21.83333333,10.8,100,1,224,68,551,1,0,0
-18.33333333,8.383333333,47,0,295,29,78,0,0,0
-1.283333333,5.533333333,12,0,187,199,28,1,0,0
1.416666667,-9.083333333,7,0,278,37,94,7,0,0
29.01666667,-41.4,7,0,61,317,41,20,0,1
11.53333333,-60.51666667,2,0,36,250,1,0,0,0
41.06666667,-132.3666667,147,0,2,0,55,0,0,0
28.3,-176.95,86,2,389,252,128,59,0,0
33.98333333,-177.8333333,12,0,121,4,98,0,0,0
47.95,168.7833333,215,0,21,1,495,0,0,0
32.96666667,140.5666667,88,0,472,87,28,4,0,0
4.65,132.7833333,21,1,189,162,7,3,0,0
-21.8,69.23333333,11,0,43,235,19,11,0,0
-21.98333333,68.48333333,3,1,42,157,28,0,0,0
-22.3,68,9,0,42,256,25,7,0,0
-22.7,66.3,7,0,55,255,24,2,0,0
-28.01666667,47.41666667,24,2,73,175,9,30,0,0
-25.11666667,40.9,22,0,143,155,11,1,0,0
-33.6,32.1,17,0,177,103,23,0,0,0
-34.6,28.1,19,1,386,88,18,0,0,0
-36.31666667,25.28333333,32,0,141,60,168,0,0,0
-28.33333333,-13.15,43,0,195,417,190,33,0,0
-4.233333333,-34.63333333,0,0,70,256,10,0,0,0
-1.95,-39.03333333,0,0,70,244,3,6,0,0
5.316666667,-33.03333333,1,0,80,239,14,12,0,0
8.466666667,-30.13333333,7,0,238,68,245,27,0,0
23.36666667,-43.65,2,0,33,248,7,25,0,1
38.28333333,-68.53333333,21,0,263,32,265,0,0,0
23.91666667,-84.48333333,2,0,51,216,13,10,0,0
24.68333333,-84.65,3,0,56,231,20,15,0,0
-1.216666667,-89.68333333,47,0,178,59,54,2,0,0
-4.716666667,-109.4166667,2,4.33333333333333,287.666666666667,82.6666666666667,33.3333333333333,0.333333333333333,0,0
-4.333333333,-112.3666667,0,5,350,21,31,0,0,0
-12.03333333,-133.25,2,45,40,297,23,3,0,0
-17.65,-136.7166667,3.5,3,113,421,5,10,0,0
24.61666667,142.4666667,33,0,119,388,52,5,0,0
26.46666667,126.15,32,0,161,63,7,3,0,0
25.6,127.4166667,72,1,373,801,31,58,0,0
25.73333333,127.5666667,111,0,730,1578,52,66,0,0
25.16666667,126.9333333,77,0,399,814,28,43,0,0
37.68333333,163.0333333,25,0,155,8,86,1,0,0
14.45,-77.23333333,1,0,94,289,20,3,0,0
12.75,-45.63333333,3,0,74,397,13,2,0,0
8.716666667,-41.25,3,0,51,253,9,5,0,0
-6.116666667,-30.58333333,7,0,119,168,25,39,0,0
-9.55,-34.25,4.33333333333333,0,74,370.333333333333,11,12.6666666666667,0,0
-29.41666667,-33.41666667,13,0,52,220,64,17,0,0
-50.1,-42.93333333,52,0,40,1,261,0,0,0
-50.78333333,-43.16666667,100,0,36,3,189,0,0,0
-51.51666667,-43.5,48,0,34,1,234,0,0,0
-46.13333333,-10.9,111,1,76,7,396,0,0,0
-44.46666667,-6.633333333,209,0,79,10,83,0,0,0
-39.58333333,24.58333333,176,1,338,25,130,1,0,0
-17.46666667,-5.183333333,11,0,170,187,50,9,0,0
-16.25,-5.733333333,18,0,126,262,52,35,0,0
-8.766666667,-14.28333333,4,0,90,310,6,11,0,0
-7.75,-14.6,12,0.5,120.5,276,25,7.5,0,0
-4.883333333,-15.73333333,1,0,127,377,21,1,0,0
-3.3,-16.43333333,6,0,235,117,43,3,0,0
4.666666667,-20.91666667,3,0,62,271,24,7,0,0
15.01666667,-23.23333333,19,1,98,217,17,25,0,0
27.91666667,-43.63333333,11,0,47,246,34,30,0,0
41.51666667,-45.13333333,69,0,239,114,110,0,0,0
54.2,-45.96666667,296,0,13,1,152,0,0,0
59.95,-32.85,319,0,63,3,233.5,0,0,0
70.05,8.316666667,51,0,6,0,323,0,0,0
60.93333333,-17.56666667,10,0,238,9,282,0,0,0
54.25,-16.83333333,97,0,135,18,195,0,0,0
52.58333333,-21.93333333,97,0,144,3,228,0,0,0
49.86666667,-24.25,94,0,134,10,158,0,0,0
46,-16.91666667,67,0,111,61,164,0,0,1
29.8,-15.08333333,9,0,62,277,54,8,0,0
19.88333333,-25.53333333,9,0,91,195,42,6,0,0
17.2,-35.83333333,3,0,93,287,28,2,0,0
17.48333333,-40.66666667,6,0,77,302,27,7,0,2
24.38333333,-90.1,7,0,66,212,23,2,0,0
23.58333333,-92.13333333,8,0,75,210,35,3,0,0
15.31666667,-77.95,0,0,195,623,33,16,0,0
3.066666667,-97.13333333,5,9,429,34,46,8,0,0
1.416666667,-100.3,6,3,304,5,52,2,0,0
1.716666667,-106.9833333,0,9,270,19,24,2,0,0
1.716666667,-109.3333333,3,4,280,12,71,1,0,0
1.85,-129.0166667,0,6,247,6,112,1,0,0
2.85,-150.1666667,0,10,174,5,143,1,0,0
27.66666667,-177.9833333,12,2,140,163,66,5,0,0
1.216666667,162.2,7,3,291,61,20,8,0,0
0.433333333,158.8,60,5,296,431,5,32,0,1
2.35,156.7,49,3,285,359,4,24,0,2
18.6,142.3666667,26,4,263,161,13,4,0,0
3.516666667,132.4333333,50,1,465,346,34,17,0,0
2.066666667,141.3,8,10,192,154,26,7,0,0
1.816666667,143.7666667,2,3,139,40,15,1,0,0
-0.833333333,157.3666667,149,2,732,970,12,92,0,6
-1.683333333,157.45,63.5,2.5,353.5,557.5,5,74.5,0,2
-2.2,155.7,147,7,434,448,9,105,0,0
-2.416666667,154.95,33.5,1.5,206.5,321.5,3.5,23,0,0.5
-14.95,147.9166667,11.3333333333333,0,67,242,2,7.33333333333333,0,0
-15.91666667,146.85,16.5,2,84.5,243,1,7.5,0,0
-18.2,151.45,5.5,0,21,114.5,2,5,0,0
-16.51666667,150.7833333,17,0,81,292,1,13,0,0
-15.28333333,148.05,23.5,0.5,122.5,380.5,2,7.5,0,0
-16.33333333,146.8666667,29,0,175.5,472,5.5,20,0,0
-13.51666667,146.8833333,13.6666666666667,1.33333333333333,108.333333333333,282,3.66666666666667,5,0,0
-14.3,145.85,13,2,87.5,189.5,2.5,4,0,0
-14.68333333,146.8166667,14,0,204.5,558.5,1,19,0,0
-15.81666667,148.7833333,22,0,95,294.333333333333,4.33333333333333,13.3333333333333,0,0
-18.5,149,17,0,87,255,4,3,0,0
-15.33333333,146.25,13.5,0.5,78.5,229.5,2,3,0,0
-12.86666667,146.2,15,0,134,316,4,7.5,0,0
-9.633333333,126.5833333,27,0,141,76,27,8,0,0
-30.91666667,58.16666667,36,1,92,123,79,3,0,0
-36.5,49.56666667,36,0,169,134,63,0,0,0
-36.21666667,45.65,29,0,142,155,38,1,0,0
-36.98333333,25.11666667,31,0,235,40,29,0,0,0
-37.05,24.95,17,0,216,57,65,0,0,0
-33.1,1.483333333,36,0,118,173,114,6,0,0
-32.03333333,-2.816666667,18,0,98,99,107,1,0,0
-34.2,-3.483333333,39,0,126,183,148,4,0,0
-34.45,-10.6,20,1,79,132,72,1,0,0
-33.95,-13.83333333,50,0,82,185,148,1,0,0
-33.25,-19.55,14.5,0,86,167.5,107.5,2.5,0,0
-32.2,-26.73333333,28,0,78,128,111,1,0,0
-31.6,-30.28333333,10,0,87,224,89,4,0,0
26.78333333,-46.68333333,1,0,36,252,16,18,0,0
9.316666667,-42.98333333,2,0,48,185,12,2,0,0
6.266666667,-17.9,9,0,134,47,78,3,0,0
6.016666667,-18.23333333,4,0,87,198,42,0,0,0
5.833333333,-18.08333333,5,0,157,63,75,12,0,0
-11.6,-15.55,3,0,84,509,19,17,0,0
-23.95,-37.95,1,0,81,260,25,12,0,0
-30.35,-15.8,17,0,174,290,131,19.5,0,0
-1.55,-34.63333333,0,0,193,81,46,3,0,0
16.13333333,-74.45,0,0,69,174,11,8,0,0
17.03333333,-76.23333333,0,0,63,235,9,5,0,0
30.45,-67.96666667,72,0,74,355,32,0,0,4
42.78333333,-54.33333333,55,0,196,13,317,0,0,0
42.26666667,-60.48333333,39,0,109,5,149,0,0,0
42.73333333,-43.21666667,74,0,94,68,160,1,0,0
44.15,-39.86666667,47,0,169,46,163,0,0,0
54.03333333,-46.85,223,0,15,3,180,0,0,0
54.71666667,-53.1,2,0,1,0,241,0,0,0
55.96666667,-56.05,1,0,0,0,331,0,0,0
56.71666667,-54.68333333,3,0,0,0,428,0,0,0
58.18333333,-44.6,49,0,1,2,393,0,0,0
59.13333333,-41.06666667,72,0,6,3,332,0,0,0
60.7,-37.26666667,166,0,36,0,212,0,0,0
61.93333333,-33.26666667,132,0,26,3,260,0,0,0
61.36666667,-11.48333333,74,0,31,3,262,0,0,0
65.01666667,-6.216666667,103,0,2,0,311,0,0,0
76.16666667,-5.4,1,0,0,0,347,0,0,0
73.53333333,2.666666667,3,0,0,0,332,0,0,0
78.83333333,4.633333333,15,0,0,0,321,0,0,0
76.46666667,6.916666667,8,0,0,0,304,0,0,0
78.11666667,3.616666667,22,0,0,0,290,0,0,0
66.6,1.116666667,87,0,11,0,287,0,0,0
62.13333333,-14.2,67,0,65,0,402,0,0,0
55.03333333,-33.06666667,144,0,102,1,138,0,0,0
48.28333333,-16.96666667,66,0,172,20,229,0,0,0
43.78333333,-14.68333333,2,0,76,38,93,0,0,0
43.96666667,-15.8,9,0,85,7,155,0,0,0
42.68333333,-17.06666667,25,0,121,55,163,0,0,5
39.58333333,-13.55,60,0,96,49,146,1,0,0
34.18333333,-16.85,23,0,64,156,57,1,0,2
29.48333333,-19.6,11,0,34,221,63,3,0,2
25.93333333,-26.58333333,0,0,85,172,70,2,0,1
16.53333333,-28.85,10,0,123,239,41,4,0,0
8.8,-22.1,12,0,111,326,50,4,0,0
5.1,-26.65,3,0,54,494,19,3,0,0
-0.05,-25.48333333,2,1,115,309,4,15,0,0
-11.13333333,-35.63333333,1,0,20,312,10,3,0,0
-22.05,-23.95,16,0,29,303,37,4,0,0
-27.58333333,-20.3,22,1,77,296,71,7,0,0
-33.05,-18.71666667,29,0,87,169,148,5,0,0
-36.55,-16.86666667,56,0,92,112,109,0,0,0
-31.35,-1.683333333,14,0,215,97,97,3,0,0
-29.51666667,2.183333333,10,0,143,123,81,6,0,0
2.25,5.716666667,13,1,374,63,49,3,0,0
0.983333333,1.983333333,4,0,206,106,22,5,0,1
-7.816666667,-1.5,8,0,85,199,23,6,0,0
3.05,-11.8,2,1,108,230,39,3,0,0
1.033333333,-13.61666667,11,0,147,87,68,18,0,0
20.16666667,-26.61666667,8,0,174,321,64,5,0,0
35.56666667,-43.9,27,0,118,163,92,0,0,3
55.53333333,-47.1,157,0,12,0,279,0,0,0
64.78333333,-29.56666667,60,0,78,0,103,0,0,0
76.81666667,-1.333333333,1.33333333333333,0,0,0,479.333333333333,0,0,0
73.48333333,-0.833333333,0,0,0,1,325.5,0,0,0
72.18333333,5.266666667,159.333333333333,0,2,0.666666666666667,396.666666666667,0,0,0
62.9,0.583333333,18,0,17,0,380,0,0,0
64.83333333,-3.583333333,115.5,0,5,0,406.5,0,0,0
68.71666667,-12.71666667,1,0,0,0,399,0,0,0
67.68333333,0.233333333,59,0,3,0,249,0,0,0
74.48333333,11.66666667,5,0,2,0,195,0,0,0
65.51666667,0.2,108,0,7,3,278,0,0,0
68.03333333,-6.116666667,57,0,1,0,263,0,0,0
64.08333333,-4.033333333,107,0,7,0,258,0,0,0
60.55,-11.45,198.5,0,76,3,168.5,0,0,0
60.61666667,-15.18333333,162,0,134,5,157,0,0,0
49.45,-22.26666667,116,0,187,26,247,0,0,0
47.46666667,-19.98333333,117,0,116,34,165,0,0,0
44.53333333,-32.58333333,85,0,142,102,121,2,0,0
42.16666667,-42.1,102,0,129,72,129,0,0,0
26.78333333,-50.83333333,3,0,58,303,44,27,0,0
14.93333333,-73.91666667,2,0,80,303,15,3,0,0
13.93333333,-72.36666667,2,0,140,142,25,2,0,0
11.93333333,-78.68333333,1,0,121,326,21,3,0,0
12.26666667,-81.7,5,0,72,341,30,23,0,0
10.98333333,-81.15,0,0,77,296,15,2,0,0
11.6,-80.75,4,0,64,256,7,1,0,0
3.7,-91.53333333,15,8,334,40,26,1,0,0
10.65,-169.8,17,14,226,335,29,11,0,0
2.766666667,-173.9333333,14,16,92,102,5,0,0,0
0.95,-179.4166667,18,14,123,96,4,3,0,2
-11.76666667,177,22.5,0,496.5,345,4,48.5,0,0
-14.05,176.4333333,19,0,302,1348,9,108,0,0
-11.31666667,174.5333333,15.5,0,208,431,0.5,47,0,0
-10.66666667,168.6833333,55.5,0,180.5,523.5,8,13,0,0.5
-8.633333333,167.9,32,0,217,324,13,5,0,0
-8.4,167.7666667,73,5,416,760,18,23,0,1
-5.5,166.75,115,15.5,733,1250,11.5,117,0,1
-6.266666667,161.75,111,4,658,1219,8,116,0,0
-6.316666667,161.3833333,78,4,671,1066,1,125,0,0
-7.133333333,158.9666667,84,2,383,640,4,25,0,1
-5.45,160.4833333,80,4,475,893,13,124,0,0
-3.583333333,161.9666667,1,0,209,13.5,30.5,9,0,0
-0.916666667,163.2666667,72.5,2,562.5,586,2.5,74,0,0
1.016666667,160.4833333,59,11,376,392,14,4,0,3
3.25,159.1833333,20,3,178,206,6,3,0,0
7.45,153.3,9,0,258,86,125,9,0,0
11.06666667,138.5333333,77,7,1216,1122,66,152,0,0
14.36666667,142.7166667,7,1,137,250,6,63,0,0
20.1,142.45,11,0,27,367,23,3,0,0
-2.516666667,129.65,107,1,417,241,26,6,0,0
-3.65,132.3,60,0,208,140,24,5,0,0
-9.1,130.2333333,77,0,291,362,34,6,0,0
-14.1,120.5,8,0,127,226,54,9,0,0
-17.66666667,117.95,13,0,73,190,6,10,0,0
-6.583333333,104.9,82,1,118,109,6,6,0,0
-6.733333333,90.26666667,14,36,222,122,32,7,0,0
4.283333333,83.33333333,2,10,151,25,50,3,0,0
6.683333333,85.96666667,24,17,245,64,20,9,0,0
11.95,88.73333333,51,24,240,99,9,5,0,0
6.583333333,76.36666667,61,13,297,75,21,0,0,0
5.083333333,73.8,71,5,143,133,15,24,0,0
3.083333333,76.25,55,22,175,175,10,0,0,0
3.8,78.65,8,3,186,6,55,8,0,0
-10.25,72.38333333,24,11,137,201,17,0,0,0
-6,69.81666667,17,4,127,202,7,9,0,0
-34.8,27.61666667,12,0,179,44,13,2,0,0
-36.33333333,19.53333333,27,0,176,67,54,1,0,0
-24.21666667,7.416666667,39,0,170,90,117,3,0,0
-19.7,8.883333333,95,0,143,86,83,5,0,0
-0.2,6.05,12,0.333333333333333,117.333333333333,151,22.3333333333333,2.33333333333333,0,0
16.36666667,-17.91666667,78,0,167,112,90,8,0,0
17.96666667,-18.06666667,42,0,118,48,113,1,0,0
20.06666667,-20,41,0,127,65,132,1,0,0
22.46666667,-20.06666667,6,0,80,319,64,20,0,5
29.65,-16.35,18,0,53,211,46,7,0,2
40.55,-26,142.5,0,160.5,180,212.5,19,0,4
41.53333333,-25.7,101,0,113,83,119,1,0,0
45.3,-23.86666667,163,0,170,114,287,3,0,0
49.13333333,-25.5,113.5,0,175,20.5,185,0,0,0.5
52.36666667,-17.53333333,141,0,211,28,403,0,0,0
52.66666667,-15.16666667,220,0,230,26,369,0,0,0
55.4,-18.73333333,233,0,175,12,412,0,0,0
58.71666667,-15.55,191,0,150,11,256,0,0,0
60.38333333,-20.96666667,77,0,101,4,142,0,0,0
60.8,-22.43333333,108,0,82,5,186,0,0,0
61.18333333,-23,105,0,106,3,151,0,0,0
61.55,-25.11666667,129,0,121,3,147,0,0,0
65.6,-6.483333333,161,0,0,0,324,0,0,0
75.91666667,-5.116666667,9,0,0,1,653,0,0,0
68.38333333,-5.416666667,68,0,2,0,372,0,0,0
62.85,-14.53333333,152,0,48,7,155,0,0,0
61.91666667,-24.05,113,0,69,18,157,0,0,0
17.11666667,-19.33333333,28,0,182,52,143,0,0,0
18.43333333,-21.08333333,26,0,152,170,90,11,0,0
19.86666667,-19.91666667,29.5,0,130,47,192,0.5,0,0
21.23333333,-21.31666667,39,0,172,184,133,7,0,0
22.65,-19.2,33,0,194,90,218,2,0,0
23.18333333,-17.66666667,60,0,77,41,272,1,0,3
24.11666667,-19.1,25,0,159,196,102,12,0,2
25.71666667,-20.88333333,4,0,110,289,78,13,0,3
25.71666667,-19.51666667,13,0,90,199,69,31,0,5
25.56666667,-16.83333333,68,0,125,173,93,13,0,7
25.83333333,-16.91666667,107,0,91,150,109,7,0,0
25.88333333,-17.55,46,0,145,58,152,5,0,4
25.91666667,-19.05,4,0,112,244,80,17,0,1
26.6,-15.15,45,0,64,152,64,13,0,4
26.91666667,-19.13333333,12,0,78,231,69,25,0,2
25.15,-17.33333333,70,0,75,50,173,4,0,1
24.88333333,-17.2,35,0,53,121,91,8,0,1
-4.266666667,168.8666667,26,6,151,216,7,13,0,0
-5.583333333,168.8833333,30,1,97,204,2,23,0,0
-7.516666667,123.05,39,0,306,134,61,8,0,0
1.35,126.7333333,34,1,275,90,13,11,0,0
2.7,127.8333333,16,0,211,36,34,15,0,0
2.95,127.3666667,49,1,251,129,30,7,0,0
-6.266666667,63.43333333,20,18,120,188,24,4,0,0
-6.366666667,90.6,18,21,255,93,51,12,0,0
-6.2,89.96666667,18,8,328,52,67,16,0,0
-6.166666667,89.8,30,31,171,135,21,8,0,0
-6.116666667,89.58333333,22,9,95,177,19,5,0,0
-6.083333333,89.16666667,55,43,375,860,57,19,0,0
-6.483333333,89.83333333,18,11,140,223,32,12,0,0
-6.416666667,89.01666667,35,58,371,665,109,37,0,0
-6.35,88.93333333,22,17,135,293,29,10,0,0
-6.1,89.63333333,27,45,187,187,22,4,0,0
6.116666667,59.43333333,57,6,194,228,24,8,0,0
8.65,57.11666667,60,1,124,107,25,0,0,0
10.4,57.95,11,5,273,316,16,2,0,0
11.8,57.51666667,80,2,225,77,35,6,0,0
