Latitude,Longitude,symbiont-barren spinose,undetermined non-spinose,symbiont-facultative non-spinose,symbiont-obligate spinose,symbiont-barren non-spinose,symbiont-bearing spinose,symbiont-bearing non-spinose,symbiont-facultative spinose
5.716666667,-44.05,0,0,30,244,6,6,0,0
5.6,-44.08333333,1,0,43,283,13,2,0,0
5.566666667,-44.08333333,1,0,28,268,5,4,0,0
5.466666667,-44.06666667,0,0,46,269,11,2,0,0
5.383333333,-44.06666667,5,0,30,192,46,6,0,0
4.733333333,-43.75,0,0,35,306,14,3,0,0
4.716666667,-43.65,2,0,44,265,12,4,0,0
4.783333333,-43.48333333,1,0,38,275,11,3,0,0
4.766666667,-43.45,0,0,45,255,13,6,0,0
4.866666667,-43.2,4,0,33,280,15,10,0,0
4.9,-43.13333333,0,0,39,251,16,2,0,0
4.916666667,-43.05,1,0,52,274,20,1,0,0
4.95,-42.91666667,1,0,54,280,9,5,0,0
4.95,-42.88333333,2,0,51,343,20,1,0,0
5,-42.78333333,1,0,43,288,22,2,0,0
5.033333333,-42.73333333,4,0,51,302,16,2,0,0
4.8,-43.33333333,5,0,50,336,12,4,0,0
4.75,-43.06666667,2,0,48,274,8,12,0,0
4.75,-43.05,3,0,36,264,13,2,0,0
4.85,-43.31666667,2,0,49,291,8,4,0,0
4.7,-43.15,1,0,41,284,34,1,0,0
4.566666667,-43.38333333,1,0,51,332,11,4,0,0
4.366666667,-43.7,1,0,46,370,21,6,0,0
4.366666667,-43.66666667,3,0,65,285,11,9,0,0
4.35,-43.48333333,2,0,49,271,20,7,0,0
4.35,-43.41666667,6,0,81,442,16,8,0,0
4.333333333,-43.43333333,5,0,35,272,10,13,0,0
4.35,-43.43333333,1,1,49,266,18,9,0,0
4.333333333,-43.48333333,3,0,50,359,21,4,0,0
4.7,-43.48333333,5,0,53,273,10,4,0,0
4.766666667,-43.3,2,0,45,412,21,3,0,0
4.85,-43.15,0,0,46,280,11,2,0,0
4.883333333,-43.03333333,2,0,24,234,17,1,0,0
4.866666667,-42.98333333,0,0,33,290,18,2,0,0
5.15,-42.73333333,4,0,68,280,49,3,0,0
-5.383333333,72.78333333,14,3,66,143.5,7,13,0,0
-5.566666667,63.71666667,7,0,161,25.5,43.5,1.5,0,0
-5.433333333,59.25,8,3,138,79,19,1,0,0
-35.78333333,73.6,12,0,181,20,113,0,0,0
-37.31666667,78.43333333,50,0,77,65,77,1,0,0
-32,98.86666667,43,0,96,178,105,6,0,0
-5.716666667,65.96666667,9,1,89,68,38,0,0,0
-32.1,100.3333333,36,0,106,209,106,5,0,0
-32.26666667,113.9333333,8,0,267,52,18,1,0,0
-14.5,148.7,21,0,121,285,6,20,0,0
-15.71666667,154.7333333,12,0,116,309,13,6,0,0
-16.05,155,12,0,147,264,28,9,0,0
-14.78333333,155.9333333,14,0,103,216,4,5,0,0
-13.28333333,156.85,27,0,117,204,1,20,0,0
-12.53333333,157.2166667,23,0,115,223,3,14,0,0
-11.31666667,158.05,15.5,0,74.5,101.5,1.5,5.5,0,0
-6.666666667,163.2166667,24,4,99,165,5,2,0,0
-5.7,165.4166667,8,0,120,202,3,17,0,0
-4.516666667,168.0333333,23,2,107,145,6,10,0,0
-3.383333333,170.0333333,30,8,83,121,14,1,0,0
9.05,73.11666667,100,20,337,386,40,48,0,0
16.98333333,71.51666667,108,3,294,412,4,95,0,0
14.45,50.51666667,136,9,287,146,23,23,0,0
8.716666667,95.15,106,7,221,216,14,18,0,0
10.2,95.05,53,10,190,217,12,30,0,0
11.15,93.68333333,76,7,195,257,9,42,0,0
11.76666667,94.15,64,10,159,213,8,22,0,0
13.56666667,95.93333333,32,3,160,189,11,6,0,0
14.51666667,93.13333333,53,11,191,138,7,16,0,0
18.36666667,91.01666667,88,11,90,103,13,8,0,0
17.4,90.48333333,46,5,200,116,17,13,0,0
12.4,92.06666667,49,14,152,239,12,45,0,0
7.5,76.71666667,278,1,109,68,9,9,0,0
12.31666667,73.98333333,84,10,174,100,44,25,0,0
13.96666667,71.88333333,45,11,244,132,12,9,0,0
19.3,58.43333333,139,1,97,114,8,11,0,0
12.65,117.9333333,10,0,209,84,26,28,0,0
12.31666667,117.9166667,16,0,242,171,19,8,0,0
12.15,118.0666667,32,0,224,155,31,12,0,0
11,118.4833333,24,0,89,224,10,15,0,0
11.58333333,118.7166667,38,1,94,247,20,17,0,0
11.63333333,118.6333333,21,0,93,337,8,9,0,0
11.71666667,118.5166667,25,0,107,267,6,9,0,0
11.88333333,118.3333333,19,0,87,266,4,1,0,0
11.93333333,118.2166667,15,0,80,172,2,0,0,0
10.6,118.2833333,36,0,94,261,14,19,0,0
7.7,116.4166667,58,0,76,134,8,14,0,0
7.85,116.2333333,58,0,112,137,10,8,0,0
7.883333333,116.1166667,58,0,154,190,7,15,0,0
7.816666667,116.1666667,44,0,95,128,4,9,0,0
8.05,118.3833333,44,0,149,191,14,12,0,0
8.15,118.5666667,49,0,124,101,8,18,0,0
8.216666667,118.7166667,46,0,110,181,10,12,0,0
8.3,118.9,53,0,110,180,3,11,0,0
8.35,118.95,34,0,134,181,8,13,0,0
8.3,118.8333333,46,0,131,199,4,10,0,0
6.75,118.8833333,31,0,109,190,6,14,0,0
6.8,118.9666667,38,0,124,242,6,14,0,0
7,119.3666667,27,1,104,225,4,11,0,0
7.533333333,120.3333333,32,0,218,117,2,0,0,0
7.483333333,119.9333333,21,0,130,206,0,1,0,0
7.166666667,119.4833333,26,0,95,214,3,7,0,0
6.9,119.05,24,0,123,220,9,12,0,0
4.583333333,-139.9666667,4,12,202,30,85,2,0,0
17.86666667,-174.3166667,3,1,65,284,9,20,0,0
-17.8,62.66666667,7,0,82,204,10,1,0,0
-63.06666667,178.4833333,12,0,5,0,399,0,0,0
-63.28333333,-166.9666667,0,0,0,0,332,0,0,0
-60.2,-171.5333333,26,0,48,2,283,0,0,0
-46.35,175.2333333,220,0,118,12,107,0,0,0
-24.68333333,-154.75,13,0,61,344,40,2,0,0
-13.88333333,-150.5833333,15,0,91,314,2,19,0,0
-4.433333333,-149.4,2,10,97,32,55,4,0,0
-1.9,-148.75,2,10,172,8,72,6,0,0
-1.533333333,-148.65,1,0,225,6,96,3,0,0
-0.25,-147.5666667,13,14,247,35,118,1,0,0
50.85,-147.8333333,139,0,0,14,191,0,0,0
51.51666667,-144.65,152,0,0,1,274,0,0,0
21.55,-157.3833333,5,0,90,476,5,34,0,0
21.7,-157.8166667,4,1,63,255,5,33,0,0
-20.58333333,167.5666667,20,2,92,463,18,8,0,0
-14.6,176.6,8,0,64,302,4,23,0,0
-10.75,175.4166667,18,0,125,263,22,3,0,0
-11.13333333,175.3,34,0,100,420,3,13,0,2
-2.066666667,172.4833333,6,9,243,59,26,7,0,0
-2.1,171.4,69,7,165,140,20,0,0,0
-2.266666667,170.3,24,11,270,99,24,5,0,0
1.15,168.1,7,0,398,26,1,15,0,0
2.933333333,167.2333333,1,0,215,7,25,6,0,0
-4.066666667,-165.3833333,34,12,292,193,87,10,0,0
-5.483333333,-166.1,17,14,179,147,58,6,0,0
-4.75,-165.3833333,12,9,181,103,86,9,0,0
10.5,-165.55,9,7,234,43,156,7,0,0
10.01666667,-161.9833333,21,8,184,165,16,4,0,0
8.566666667,-168.8666667,11,21,332,82,126,11,0,0
10.16666667,-171.1833333,7,19,116,199,13,4,0,0
10.38333333,-170.95,7,15,230,35,226,15,0,0
-0.15,-85.98333333,58,0,265,28,62,2,0,0
-2.766666667,-85.46666667,8,0,359,3,20,0,0,0
14.26666667,-75.58333333,1,0,156,280,27,4,0,0
-23.35,-16.51666667,7,0,66,228,31,4,0,0
-24.06666667,-15.11666667,18,0,94,330,45,35,0,0
-24.96666667,-13.26666667,10,0,91,268,69,26,0,0
-25.15,-12.76666667,20,0,63,235,41,39,0,0
-26.23333333,-10.6,12,0,80,164,53,18,0,0
-26.56666667,-9.433333333,13,0,72,155,39,17,0,0
-42.88333333,42.35,143,0,66,11,74,0,0,0
-43.28333333,46.2,86,0,41,7,96,0,0,0
-43.63333333,51.26666667,111,0,82,6,162,0,0,0
-55.33333333,65.46666667,4,0,5,2,326,0,0,0
-44.76666667,92.58333333,141,0,98,22,112,0,0,0
-44.03333333,93.88333333,333,0,86,13,205,0,0,1
-41.1,101.4166667,351,0,110,18,152,0,0,0
-39.38333333,104.3666667,57,0,55,33,62,0,0,0
-46.53333333,125.5666667,68,0,85,32,101,0,0,0
-49.33333333,127.1166667,106,0,37,16,154,0,0,0
-51.08333333,129.9666667,117,0,60,16,63,1,0,0
-51.5,135.85,103,0,56,20,57,0,0,0
-32.41666667,160.45,14,2,89,214,80,7,0,0
-29.36666667,105.2333333,7,0,50,271,58,12,0,0
14,-74.88333333,2,0,119,161,15,2,0,0
59.65,-22.76666667,136,0,136,9,118,0,0,0
28,-88.98333333,10,0,90,145,47,1,0,0
25.28333333,-91.36666667,6,0,86,203,32,5,0,0
25.6,-94.68333333,9,0,75,211,44,3,0,0
26.31666667,-94.35,7,2,107,225,38,7,0,0
25.68333333,-90.73333333,6,0,68,214,30,5,0,0
24.78333333,-91.45,8,0,108,264,37,8,0,0
23.45,-92.48333333,2,0,91,270,40,22,0,0
24.85,-90.95,3,0,82,251,25,6,0,0
25.05,-88.98333333,4,0,80,228,29,4,0,0
20.53333333,-84.18333333,1,0,50,251,11,9,0,0
10.18333333,-77.2,3,0,118,374,11,8,0,0
-18,-79.15,152.5,10,290,95,101.5,3,0,0
-27.43333333,-123.4333333,17.5,0,25,426.5,41.5,6.5,0,0
-24.76666667,-179.6833333,12.3333333333333,0,100,354,23,29.6666666666667,0,0
-28.75,172.6,158,0.666666666666667,155,292,43.6666666666667,10,0,0
-31.61666667,170.2166667,6,0,160,40,13,0,0,0
-33.23333333,168.7333333,47,0,169,86,48,0,0,0
-45.75,148.3666667,62,0,111,9,156,0,0,0
-44.08333333,143.7833333,162,0,61,28,105,1,0,0
-47.76666667,123.1,193,0,81,13,53,0,0,0
-45.41666667,121.1166667,216,0,64,15,52,0,0,0
-41.36666667,114.1333333,111,0,85,9,27,0,0,0
-39.78333333,111.3833333,98,0,95,16,98,0,0,1
-29.33333333,113.3666667,46,0,383,342,38,28,0,0
-31.28333333,114.55,12,0,121,118,12,10,0,0
7.4,72.8,132,20,270,344,23,62,0,0
19.56666667,59.6,115,1,131,70,4,6,0,0
19.08333333,60.41666667,88,1,165,77,4,1,0,0
17.88333333,58.08333333,127,1,103,68,7,9,0,0
44.18333333,-14.9,25,1,96,111,236,0,0,0
45.08333333,-10.55,26,0,98,82,129,0,0,0
54.96666667,-15.38333333,98,0,78,8,141,0,0,0
21.3,-69.65,2,0,80,391,17,27,0,2
16.56666667,-79.51666667,0,0,89,276,5,12,0,0
4.683333333,-87.81666667,11,0,359,23,33,3,0,0
4.516666667,-88.53333333,24,5,284,55,25,1,0,0
-14.53333333,157.9666667,11,0,63.5,223.5,2.5,8.5,0,0
-12.41666667,152.85,47,0,305,596,13,17,0,0
-3.033333333,156.4333333,13.5,1.5,71,124,1,11,0,0
-2.65,156.9833333,33,3,186,350,2,34,0,0
-1.133333333,156.3,18,2,105,175,3,14,0,1
-0.8,155.2333333,2,1,127,225,3,6,0,0
-0.333333333,153.9833333,20,3,147,120,6,3,0,0
-0.033333333,152.9333333,65,3,212,348,17,26,0,0
1.266666667,149.2,79,16,671,923,60,72,0,0
6.766666667,150.3833333,39,7,116,76,100,2,0,0
33.08333333,158,16,0,310,32,126,0,0,0
31.41666667,158.8,2,0,565,11,89,5,0,0
32.13333333,154.6333333,7,0,594,24,200,0,0,0
34.58333333,159.1666667,60,0,602,32,328,0,0,0
6.283333333,-84.31666667,39,2,149,61,20,2,0,0
13.48333333,-81.63333333,2,0,74,302,6,4,0,0
23.43333333,-86.3,4,0,65,241,20,11,0,0
22.93333333,-91.6,7,0,84,224,36,5,0,0
22.08333333,-94.83333333,11,0,72,230,37,8,0,0
21.71666667,-95.83333333,10,0,64,219,39,9,0,0
22.61666667,-96.33333333,12,0,80,222,29,7,0,0
24.05,-94.38333333,8,0,80,205,42,1,0,0
24.9,-92.46666667,6,0,74,189,40,4,0,0
26.3,-89.41666667,9,1,68,182,25,4,0,0
25.18333333,-84.75,3,1,84,252,27,5,0,0
7.633333333,-48.08333333,0,0,39,234,1,4,0,0
0.916666667,-43.76666667,0,0,80,254,5,1,0,0
1.683333333,-41.51666667,4,0,108,382,18,8,0,0
-2.066666667,-40.6,1,0,132,437,4,24,0,0
-1.166666667,-36.95,1,0,122,189,11,2,0,0
-2.766666667,-35.21666667,0,0,84,267,9,1,0,0
-17.25,-35.96666667,3,0,55,259,15,1,0,0
-20.15,-32.68333333,5,0,36,297,29,2,0,0
-28.58333333,-30.05,6,0,69,281,54,24,0,0
-34.7,-35.1,15,0,64,150,107,3,0,0
-31.98333333,-35.53333333,10,0,58,183,53,11,0,0
-50.86666667,-9.866666667,1,0,1,3,356,0,0,0
-46.75,-0.05,92,0,166,2,110,0,0,0
-43.48333333,5.95,96,0,138,5,26,0,0,0
-39.26666667,12.58333333,50,0,55,7,170,0,0,0
-35.78333333,18.45,37,0,136,65,76,0,0,0
-46.51666667,61.03333333,99,0,194,2,86,0,0,0
-43.03333333,57.35,39,0,147,6,82,0,0,0
-34.33333333,54.21666667,10,2,204,14,66,0,0,0
-22.4,57.63333333,10,0,83,300,23,0,0,0
-34.91666667,67.58333333,14,0,138,13,101,0,0,0
-36.48333333,69.55,36,0,87,22,134,0,0,0
-37.8,71.53333333,126,0,130,33,284,0,0,0
-43.51666667,79.86666667,93,0,87,34,72,0,0,0
-39.71666667,82.25,54,0,71,49,67,0,0,0
-38.03333333,83.48333333,68,0,72,67,78,1,0,0
-37.98333333,86.65,151,0,223,184,184,0,0,2
-36.1,90.21666667,78,0,187,96,152,1,0,0
-33.63333333,91.93333333,42,0,170,39,178,1,0,0
-30.06666667,94.41666667,17,0,37,87,71,10,0,0
-28.06666667,95.96666667,13,0,81,141,58,2,0,0
-33.06666667,110.55,23,0,141,94,54,0,0,0
-33.78333333,112.7666667,17,0,130,91,25,5,0,0
-31.56666667,114.1166667,3,0,205,21,15,0,0,0
-25.48333333,110.0166667,9,0,171,101,12,0,0,0
-21.41666667,112.8,30,0,108,171,3,18,0,0
-6.016666667,119,83,0,161,95,11,8,0,0
16.53333333,145.8333333,3,0,33,299,5,38,0,0
20.91666667,149.9166667,10,1,25,329,39,13,0,0
26.8,142.9,22,0,327,176,50,4,0,0
33.2,139.0333333,64,0,474,195,129,6,0,0
47.15,-130.1166667,553,0,169,48,935,0,0,0
-1.983333333,-139.7166667,49,7.5,230.5,94.5,32,2.5,0,1.5
-14.78333333,-146.8666667,40.5,2.5,377,1096.5,2.5,64,0,0
-14.81666667,-139.9666667,40.5,7,297,724,4,55.5,0,1.5
-5.983333333,-114.6166667,0,4.5,194,11.5,46,3,0,0
-8.8,-110.8,11.6666666666667,5,104,80.3333333333333,9.33333333333333,2,0,0.666666666666667
-11.33333333,-106.9666667,5,19,124.5,24.5,95.5,3,0,0
-1.533333333,-85.81666667,22.5,2.5,257,10.5,38.5,1,0,0
30.73333333,-75.31666667,5,0,71,253,39,13,0,1
38.03333333,-70.8,56,0,250,39,202,1,0,0
27.15,-91.55,10,0,94,171,48,0,0,0
25.78333333,-94.23333333,12,0,81,93,50,2,0,0
23.4,-95.53333333,9,0,62,211,42,3,0,0
22.9,-93.66666667,2,0,81,196,38,6,0,0
20.45,-86.13333333,0,0,45,261,12,5,0,0
-26,169.2,10.5,0,68,136.5,11.5,3,0,0
-25.88333333,157.8666667,7.5,0,35.5,105,17.5,2.5,0,0
-24.88333333,163.5166667,69.25,0,108.75,279.75,23.25,24.75,0,0
-3.733333333,168.3833333,13,1.5,65.5,111.5,3,2.5,0,1
-1.266666667,166.7166667,2,1,287.5,18.5,36,6,0,0
1.633333333,164.8166667,0,3,345,18,34,18,0,0
3.6,163.3333333,16,5,385,90,56,7,0,0
33,134.15,171,0,469,332,139,8,0,0
32.3,134.15,32,0,222,36,68,1,0,0
29.76666667,133.2833333,80,7,369,280,291,4,0,0
29.55,131.4166667,22,0,188,75,18,5,0,0
20.78333333,-157.9333333,1,0,51,212,4,31,0,0
-24.2,-177.6,2,0,43,260,30,10,0,0
-56.83333333,-66.93333333,143,0,41,9,157,0,0,0
-50.41666667,-54.13333333,137,0,46,9,234,0,0,0
-43.46666667,-57.65,87,0,95,6,128,0,0,0
-39.81666667,-24.78333333,56,0,140,22,194,0,0,0
-37.86666667,-28.86666667,22,1,103,20,196,0,0,0
-42.58333333,-17.8,169,0,67,9,80,0,0,0
-39.66666667,-15.46666667,36,0,208,56,84,0,0,0
-36.88333333,-13.15,63,0,134,129,70,1,0,0
-37.25,-10.08333333,91,0,115,71,88,0,0,0
-36.15,-6.716666667,124,0,131,27,126,0,0,0
-34.95,-4.75,53,0,95.5,76,111.5,0,0,0.5
-34.06666667,1,30,0,196,34,280,1,0,0
-32.88333333,2.833333333,21,0,199,38,139,1,0,0
-30.46666667,11.53333333,5,0,167,11,139,0,0,0
-33.21666667,29.18333333,70,1,379,501,20,18,0,0
-30.3,34.03333333,63,1,445,419,35,20,0,0
-26.93333333,37,14,24,106,226,17,14,0,0
-10.35,41.56666667,17,2,116,273,22,17,0,0
2.983333333,65.2,31,17,242,234,70,6,0,0
-2.833333333,67.71666667,25,1,129,224,45,13,0,0
2.5,69.86666667,22,9,207,109,37,36,0,0
0.783333333,74.6,40,11,158,245,11,27,0,0
0.8,76.16666667,3,10,199,24,37,2,0,0
6.233333333,71,84,3,152,50,18,2,0,0
12.7,90.01666667,58,33,157,212,16,5,0,0
13.05,89.58333333,31,31,119,178,10,4,0,0
15.05,88.63333333,30,52,186,101,16,8,0,0
15.16666667,90.56666667,31,46,203,221,24,3,0,0
12.76666667,96.06666667,34,5,123,152,7,9,0,0
9.333333333,93.33333333,45,2,196,240,8,9,0,0
23.95,126.1833333,143,4,680,1097,149,41,0,0
26.58333333,126.3333333,13,0,139,70,9,1,0,0
38.1,170.0166667,37.5,0,207.5,7.5,195,2.5,0,0
21.46666667,-157.2333333,5,1,65,344,3,28,0,0
19.08333333,-170.0666667,10,2,72,211,54,13,0,0
13.86666667,-175.2666667,7,17,86,78,193,13,0,0
-3.116666667,-89.41666667,3,5,444.666666666667,4.33333333333333,18.3333333333333,1.33333333333333,0,0
-1.65,-103.6333333,6,2,211.5,22.5,64.5,0,0,0
4.75,-90.93333333,10,5,379,30,29,3,0,0
11.91666667,-75.03333333,2,0,86,156,87,9,0,0
12.88333333,-74.85,1,0,161,170,34,4,0,0
15.61666667,-71.66666667,1,0,72,237,4,2,0,0
16.71666667,-75.45,1,0,81,286,11,6,0,0
15.06666667,-75.95,4,0,87,233,9,3,0,0
14.88333333,-78.75,1,0,99,342,8,6,0,0
10.03333333,-76.95,0,0,77,394,61,3,0,0
13.16666667,-79.81666667,2,0,68,236,9,5,0,0
1.85,-30,3,0,79,251,13,10,0,0
1.783333333,-25.43333333,4,2,77,257,18,3,0,0
4.583333333,-10.05,5,0,74,211,9,6,0,0
3.7,-7.716666667,3,0,89,223,3,12,0,0
4.516666667,-0.716666667,10,0,123,234,12,9,0,0
2.016666667,2.633333333,2,0,172,57,14,2,0,0
-8.183333333,-8.216666667,1,2,93,205,14,10,0,0
-9.133333333,-10.6,2,0,88,268,19,8,0,0
-21.88333333,8.866666667,23,0,118,27,199,0,0,0
-22.33333333,11.2,40,0,42,23,245,2,0,0
-25.48333333,11.3,8,0,89,16,172,0,0,0
-37.53333333,-3.583333333,92,0,58,14,93,0,0,0
-46.6,7.616666667,93,0,37,2,142,0,0,0
-50.71666667,13.43333333,8,0,2,1,299,0,0,0
-12.46666667,71.88333333,5,3,108,42,37,4,0,0
-9.033333333,88.56666667,12,20,98,207,25,4,0,0
-2.383333333,90.01666667,45,28,211,284,22,1,0,0
-2.283333333,90.13333333,43,22,188,148,30,1,0,0
-0.833333333,89.95,15,10,94,180,8,6,0,0
-0.466666667,90,19,20,126,319,13,15,0,0
1.466666667,90.16666667,16,15,119,249,12,18,0,0
5.85,90.51666667,68,12,164,262,12,0,0,0
-5.966666667,102.45,60,2,152,167,5,1,0,0
-12.88333333,103.6666667,6,2,120,60,63,8,0,0
-15.2,119.45,9,5,157,386,33,9,0,0
-10.41666667,124.6833333,18,0,125,125,21,2,0,0
-8.516666667,124.5166667,115,0,320,190,21,4,0,0
-8.45,125.0166667,91,1,259,310,32,2,0,0
-6.866666667,124.1166667,39,0,240,129,27,4,0,0
-0.95,126.15,46,0,162,79,20,9,0,0
4.416666667,119.95,51,0,108,67,22,13,0,0
26.1,123.6833333,82,1,224,172,2,3,0,0
26.83333333,126.35,79,2,410,363,2,22,0,0
33.46666667,137.9833333,61,0,189,42,44,0,0,0
50.38333333,-142.5666667,224,0,2,5,617,0,0,0
-49.91666667,-15.56666667,56,0,222,2,392,0,0,0
-46.08333333,-13.21666667,103,0,58,3,198,0,0,0
-42.96666667,-20.85,162,0,76,4,62,0,0,0
-49.6,-47.55,83,0,83,5,190,0,0,0
-33.56666667,-49.03333333,27,0,126,252,58,5,0,0
-29.2,-45.46666667,14,1,99,216,31,8,0,0
-25.68333333,-40.58333333,9,0,110,332,20,28,0,0
-21.43333333,6.3,27,0,133,92,110,13,0,0
-28.08333333,13.15,48,0,106,37,224,2,0,0
-31.06666667,14.7,21,0,222,18,108,2,0,0
-32.11666667,36.01666667,16,0,128,148,10,6,0,0
-31.53333333,37.65,60,5,76,115,23,10,0,0
-29.28333333,43.93333333,26,0,101,163,19,13,0,0
-29.91666667,44.81666667,16,0,81,135,15,15,0,0
-32.26666667,45.78333333,26,0,121,127,33,6,0,0
-32.65,47.6,29,0,118,153,48,4,0,0
-31.85,54.1,22,0,269,69,86,0,0,0
-31.08333333,57.41666667,35,0,99,152,83,3,0,0
-28.8,58.68333333,53,1,68,193,18,0,0,0
-29.08333333,61.33333333,20,0,60,173,43,10,0,0
-25.35,69.48333333,8,0,42,221,21,4,0,0
-24.28333333,70.51666667,12,0,58,233,15,20,0,0
-23.68333333,69.68333333,6,2,34,254,18,19,0,0
-21.68333333,68.68333333,2,0,38,261,26,10,0,0
-20.61666667,68.46666667,7,1,79,288,24,14,0,0
-16.35,66.11666667,9,1,129,249,12,10,0,0
-12.3,64.73333333,17,6,140,141,22,2,0,0
-13.15,56.63333333,5,0,145,92,29,1,0,0
-10.5,57.71666667,16,2,174,113,7,3,0,0
15.03333333,66.1,28,2,167.5,223,12,3.5,0,0
0.866666667,84.56666667,6,0,167,14,55,15,0,0
7.433333333,85.33333333,7,23,184,86,10,3,0,0
6.5,93.53333333,185,11,301,246,10,56,0,0
6.4,96.26666667,102,8,247,283,10,25,0,0
3.75,158.7666667,98,7,488,719,14,3,0,3
1.75,159.45,140,15,507,791,6,33,0,2
1.75,159.4,113,10,301,527,5,12,0,0
2.15,169,79,0,360,223,36,3,0,1
1.65,163.8,61,10,269,227,29,4,0,1
0.183333333,165.5833333,47,8,320,193,31,12,0,1
1.666666667,166.55,1,0,200,7,15,8,0,0
4.1,165.7333333,7,3,334,29,43,5,0,0
3.5,168.8333333,4,0,170,25,20,4,0,0
4.183333333,173.5,4,0,131,5,63,0,0,0
17.68333333,57.86666667,136,6,111,106,4,12,0,0
17.63333333,57.73333333,176,3,120,135,3,18,0,0
17.65,57.73333333,155,4,78,77,4,5,0,0
17.71666667,57.63333333,141,5,86,97,9,12,0,0
17.71666667,57.61666667,138,0,88,97,3,5,0,0
17.78333333,57.61666667,162,5,160,49,3,1,0,0
17.76666667,57.66666667,203,3,149,99,4,15,0,0
17.9,57.58333333,96,1.5,145.5,54,4.5,2.5,0,0
18.06666667,57.61666667,141,1,159,53,5,5,0,0
18.25,57.68333333,120,3,90,75,2,4,0,0
18.25,57.21666667,92,0,92,65,4,7,0,0
18.28333333,57.63333333,239,2,87,108,3,12,0,0
18.28333333,57.65,225,2,118,115,2,8,0,0
18.26666667,57.55,71,0,95,123,26,7,0,0
18.11666667,57.53333333,175,2,162,131,3,13,0,0
18.06666667,57.55,127,1,120,84,3,1,0,0
17.71666667,57.81666667,148,3,93,86,2,7,0,0
17.61666667,57.65,155,3,106,110,2,12,0,0
17.66666667,57.66666667,133,1,62,93,8,5,0,0
17.91666667,57.6,204,2,319,136,12,14,0,0
18.21666667,57.68333333,146.5,2,124.5,107,16,8,0,0
18.23333333,57.65,281,5,206,194,9,13,0,0
18.23333333,57.6,193,1,128,139,1,6,0,0
18.31666667,57.55,196,0,77,129,9,6,0,0
16.61666667,59.86666667,99,2,174,77,9.5,2.5,0,0
16.53333333,59.78333333,88,0,230,81,13,1,0,0
16.51666667,59.78333333,100,0,210,59,16,0,0,0
16.53333333,59.76666667,81.5,1.5,178.5,67.5,13,3.5,0,0
16.6,59.68333333,133,1,212,77,9,3,0,0
16.65,59.71666667,105,2,155,55,9,4,0,0
16.63333333,59.68333333,110,2,175,65,12,6,0,0
16.65,59.66666667,85,0,213,62,15,0,0,0
16.66666667,59.66666667,110,2,178,78,18,14,0,0
16.7,59.6,82,2,202,60,7,1,0,0
16.68333333,59.6,123,1,272,70,11,3,0,0
16.53333333,59.45,116,0.5,169,45,12,5.5,0,0
16.48333333,59.35,93,0.5,220.5,48,9.5,3,0,0
16.35,59.3,89,1,265,54,15,5,0,0
16.36666667,59.18333333,104,1,165,92,9,4,0,0
16.61666667,59.85,74,1,206,75,23,3,0,0
16.66666667,59.85,94,2,194,71,7,3,0,0
16.16666667,60.68333333,149,0,202,67,13,8,0,0
-1.666666667,-131.8833333,3,1,296,4,61,3,0,0
2.066666667,-132.5333333,0,1,204,1,67,0,0,0
3.95,-118.05,19,23,311,74,42,4,0,1
5.65,-99.93333333,12,5,323,25,75,9,0,0
2.3,-89.45,8,0,173,55,12,2,0,0
-13.6,-96.7,2,0,95,2,132,5,0,0
-13.53333333,-97.8,48,60,503,127,168,14,0,1
-12.8,-107.9833333,24,44,201,145,48,4,0,0
-12.55,-111.2,9,6,152,150,7,16,0,0
-12.5,-112.6166667,17,17,183,212,7,15,0,0
-14.68333333,-113.4833333,16,20,214,156,20,38,0,0
-14,-119.6,12,18,129,158,18,2,0,0
-14.01666667,-122.4666667,21,58,112,228,32,7,0,0
-13.9,-125.35,23,21,97,235,13,4,0,0
-14.03333333,-128.4833333,16,47,127,262,34,3,0,1
-14.05,-139.5833333,24,3,100,118,6,8,0,0
-15.25,-142.45,15,2,76,230,1,4,0,0
-16.5,-145.1166667,9,1,49,221,1,11,0,0
-15.85,-145.8,11,0,144,252,1,39,0,0
-15.66666667,-147.45,8,0,88,293,0,20,0,0
0.45,-133.2666667,2,2,286,2,50,1,0,0
-2.683333333,-130.4833333,3,2,180,3,81,1,0,0
2.466666667,-121.4333333,2,0,240,3,66,1,0,0
2.433333333,-105.9333333,6,11,401,20,57,3,0,0
-3.5,-99.46666667,9,5,368,31,64,8,0,0
4.266666667,-95.65,5,11,497,26,87,14,0,0
4.033333333,-85.63333333,7,1,242,9,12,3,0,0
-0.416666667,-86.31666667,29,0,442,21,52,1,0,0
-5.016666667,-114.0666667,0,3,452,14,82,2,0,0
1.483333333,-113.8666667,6,8,330,14,46,1,0,0
4.466666667,-140.25,10,6,361,10,232,4,0,0
32.33333333,159.25,15,1,715,23,305,0,0,0
32.31666667,159.2166667,12,0,473,36,234,0,0,0
5.066666667,-155,4,1,225,10,91,5,0,0
0.566666667,159.9833333,25,4,133,164,4,16,0,0
0.866666667,157.0666667,35,6,87,183,1,14,0,0
0.8,154.7666667,14,0,112,172,1,4,0,0
1.666666667,152.6166667,4,4,172,72,12,4,0,0
53.86666667,-21.1,131,0,128,9,343,0,0,0
63.46666667,-0.066666667,7,0,6,1,262,0,0,0
-8.016666667,-166.5833333,15,3,101,157,18,8,0,0
