Latitude,Longitude,Symbiont-obligate Spinose,Symbiont-barren Non-Spinose,Symbiont-facultative Non-Spinose,Symbiont-barren Spinose,SST
-33.78333333,112.7666667,0.343173432,0.092250923,0.479704797,0.073800738,18.389915466308594
-31.56666667,114.1166667,0.084677419,0.060483871,0.826612904,0.012096774,20.031648635864258
-25.48333333,110.0166667,0.349999999,0.04,0.57,0.016666667,22.336132049560547
-21.41666667,112.8,0.528358209,0.008955225,0.322388059,0.125373134,24.911588668823242
-6.016666667,119.0,0.274238227,0.030470913,0.44598338,0.24099723,28.119997024536133
16.53333333,145.8333333,0.796915166,0.01285347,0.084832904,0.077120822,28.1994686126709
20.91666667,149.9166667,0.795823666,0.092807424,0.058004639,0.020881671,27.605310440063477
26.8,142.9,0.318416524,0.08605852,0.56282272,0.029259897,24.652441024780273
33.2,139.0333333,0.224,0.147428571,0.541714286,0.078857143,21.241376876831055
47.15,-130.1166667,0.028070176,0.546783626,0.098830409,0.323391813,11.140425682067871
-1.983333333,-139.7166667,0.2385500065,0.0935589565,0.547007465,0.1113672445,26.12351417541504
-14.78333333,-146.8666667,0.706923528,0.0031359775,0.2365934295,0.046755722,27.785526275634766
-14.81666667,-139.9666667,0.654707423,0.009684495,0.260347275,0.065624366,27.26992416381836
-5.983333333,-114.6166667,0.0553554425,0.1936621815,0.749144141,0.0,25.088809967041016
-8.8,-110.8,0.411126329666667,0.064808447,0.467065725333333,0.050807547,25.096067428588867
-11.33333333,-106.9666667,0.117432433,0.418216216,0.456662162,0.001689189,24.416330337524414
-1.533333333,-85.81666667,0.0339390135,0.121345029,0.7577798675,0.066363826,23.6060848236084
30.73333333,-75.31666667,0.661458333,0.1015625,0.184895834,0.046875,24.89963722229004
38.03333333,-70.8,0.072072072,0.363963965,0.450450452,0.100900901,17.258676528930664
27.15,-91.55,0.526153845,0.147692308,0.289230769,0.030769231,25.097536087036133
25.78333333,-94.23333333,0.385245903,0.204918033,0.331967214,0.053278689,25.5125675201416
23.4,-95.53333333,0.640949555,0.12462908,0.183976261,0.020771513,25.8216495513916
22.9,-93.66666667,0.614197531,0.117283951,0.250000001,0.015432099,26.190717697143555
20.45,-86.13333333,0.80733945,0.036697248,0.13761468,0.006116208,27.504682540893555
-26.0,169.2,0.562136346,0.057726107,0.2832923965,0.090393537,22.870248794555664
-25.88333333,157.8666667,0.5855038385,0.08458388,0.270034166,0.055453338,23.3143253326416
-24.88333333,163.5166667,0.58482066,0.053267379,0.21831047675,0.13180805,23.442001342773438
-3.733333333,168.3833333,0.5054244285,0.060552278,0.338832033,0.0951912635,28.975162506103516
-1.266666667,166.7166667,0.0711609615,0.1012074805,0.801889665,0.0030674845,28.81233024597168
1.633333333,164.8166667,0.085714286,0.088095238,0.821428571,0.0,28.702001571655273
3.6,163.3333333,0.186046512,0.109123436,0.688729875,0.016100179,28.731956481933594
33.0,134.15,0.296362024,0.123336291,0.416149067,0.157054126,21.640222549438477
32.3,134.15,0.102209945,0.187845304,0.613259669,0.08839779,21.987913131713867
29.76666667,133.2833333,0.274735831,0.286263209,0.354466859,0.074927954,23.359960556030273
29.55,131.4166667,0.252396167,0.057507987,0.600638978,0.073482428,23.439346313476562
20.78333333,-157.9333333,0.739273926,0.01320132,0.168316831,0.066006601,25.37210464477539
-24.2,-177.6,0.765895953,0.086705202,0.124277456,0.020231214,23.6366024017334
-56.83333333,-66.93333333,0.025641026,0.447293449,0.116809117,0.407407407,5.819563865661621
-50.41666667,-54.13333333,0.021028037,0.546728972,0.107476635,0.320093458,6.402277946472168
-43.46666667,-57.65,0.018987342,0.405063291,0.300632912,0.275316456,9.856873512268066
-39.81666667,-24.78333333,0.053012048,0.46746988,0.337349397,0.134939759,14.338695526123047
-37.86666667,-28.86666667,0.057971015,0.571014493,0.298550725,0.063768116,15.862476348876953
-42.58333333,-17.8,0.027439023,0.243902439,0.204268292,0.515243903,11.156996726989746
-39.66666667,-15.46666667,0.143222507,0.214833759,0.531969309,0.092071612,13.883794784545898
-36.88333333,-13.15,0.320099255,0.173697271,0.332506203,0.158808933,16.21030044555664
-37.25,-10.08333333,0.191374664,0.237196765,0.309973046,0.245283019,15.151557922363281
-36.15,-6.716666667,0.06569343,0.306569343,0.318734793,0.301703163,15.609451293945312
-34.95,-4.75,0.2213858605,0.322658501,0.276992573,0.1532351705,17.164424896240234
-34.06666667,1.0,0.069852941,0.514705883,0.360294118,0.049632353,16.975303649902344
-32.88333333,2.833333333,0.108910892,0.344059408,0.492574258,0.03960396,18.050472259521484
-30.46666667,11.53333333,0.043209877,0.429012345,0.515432099,0.00617284,18.096988677978516
-33.21666667,29.18333333,0.521126761,0.021126759,0.381287726,0.071428572,21.270797729492188
-30.3,34.03333333,0.434607646,0.036217303,0.447686118,0.070422535,22.778432846069336
-26.93333333,37.0,0.577669903,0.099514562,0.257281553,0.038834952,24.12843894958496
-10.35,41.56666667,0.645879733,0.053452114,0.258351892,0.037861915,26.855812072753906
2.983333333,65.2,0.410596025,0.144039735,0.400662251,0.03807947,28.27178955078125
-2.833333333,67.71666667,0.538636364,0.104545455,0.293181818,0.056818182,28.097932815551758
2.5,69.86666667,0.391509434,0.108490567,0.488207548,0.002358491,28.341615676879883
0.783333333,74.6,0.521212121,0.044444444,0.319191919,0.109090909,28.253963470458984
0.8,76.16666667,0.105454545,0.170909091,0.723636363,0.0,28.222124099731445
6.233333333,71.0,0.164142395,0.0662882745,0.479800847,0.265153099,28.22977638244629
12.7,90.01666667,0.458677686,0.10123967,0.324380166,0.109504132,28.175514221191406
13.05,89.58333333,0.5,0.109625669,0.318181817,0.069518717,28.101821899414062
15.05,88.63333333,0.29722922,0.171284636,0.468513854,0.052896726,27.988922119140625
15.16666667,90.56666667,0.431261769,0.131826742,0.382297551,0.048964218,27.9038028717041
12.76666667,96.06666667,0.479041917,0.035928144,0.368263473,0.104790419,28.197097778320312
9.333333333,93.33333333,0.487229864,0.019646366,0.385068763,0.090373281,28.13127326965332
23.95,126.1833333,0.519553073,0.071229049,0.316573558,0.076815643,25.58248519897461
26.58333333,126.3333333,0.298755188,0.037344399,0.576763486,0.049792531,24.206819534301758
38.1,170.0166667,0.027934209,0.4420020695,0.444973041,0.0736152715,16.012929916381836
21.46666667,-157.2333333,0.789356986,0.00886918,0.144124169,0.046563193,25.12837028503418
19.08333333,-170.0666667,0.60962567,0.14973262,0.192513369,0.016042781,26.379743576049805
13.86666667,-175.2666667,0.237373738,0.53030303,0.217171717,0.01010101,27.207246780395508
-3.116666667,-89.41666667,0.012276141,0.051289227,0.929815169666667,0.005779832,23.44724464416504
-1.65,-103.6333333,0.0724665485,0.2139508345,0.6813816,0.019323722,23.675960540771484
4.75,-90.93333333,0.080610022,0.074074073,0.82570806,0.013071895,27.028053283691406
11.91666667,-75.03333333,0.48255814,0.252906977,0.25,0.002906977,27.40863800048828
12.88333333,-74.85,0.466487937,0.091152815,0.431635389,0.002680965,27.13117790222168
15.61666667,-71.66666667,0.753943216,0.012618296,0.227129338,0.003154574,27.505983352661133
16.71666667,-75.45,0.748071979,0.028277635,0.20822622,0.005141388,27.64399528503418
15.06666667,-75.95,0.705357142,0.026785714,0.25892857,0.008928571,27.55208396911621
14.88333333,-78.75,0.763157894,0.017543859,0.217105262,0.002192982,27.580366134643555
10.03333333,-76.95,0.740671642,0.11380597,0.143656716,0.0,27.67374610900879
13.16666667,-79.81666667,0.748447204,0.02795031,0.211180124,0.00621118,27.60708236694336
1.85,-30.0,0.731092438,0.036414566,0.221288515,0.008403361,26.735631942749023
1.783333333,-25.43333333,0.720994477,0.05524862,0.212707182,0.008287293,26.615034103393555
4.583333333,-10.05,0.698051947,0.029220779,0.240259741,0.022727273,27.305665969848633
3.7,-7.716666667,0.699699699,0.009009009,0.267267267,0.015015015,26.96803092956543
4.516666667,-0.716666667,0.609137055,0.030456853,0.312182741,0.032994924,27.018827438354492
2.016666667,2.633333333,0.24291498,0.056680162,0.696356276,0.004048583,27.21982192993164
-8.183333333,-8.216666667,0.649390244,0.048780487,0.283536585,0.009146341,24.768577575683594
-9.133333333,-10.6,0.707692309,0.04871795,0.225641025,0.005128206,24.675981521606445
-21.88333333,8.866666667,0.086486487,0.537837837,0.318918919,0.048648648,19.351993560791016
-22.33333333,11.2,0.0647933595,0.690190134,0.118318309,0.118318308,18.064443588256836
-25.48333333,11.3,0.066202092,0.599303136,0.31010453,0.017421603,18.151765823364258
-37.53333333,-3.583333333,0.05836576,0.361867705,0.225680934,0.354085603,14.540873527526855
-46.6,7.616666667,0.007194245,0.510791367,0.133093525,0.334532374,5.752753257751465
-50.71666667,13.43333333,0.0032002045,0.956861239,0.006400409,0.0256016385,1.973373532295227
-12.46666667,71.88333333,0.230392157,0.196078432,0.529411765,0.019607843,26.795055389404297
-9.033333333,88.56666667,0.566489361,0.11968085,0.260638297,0.026595745,27.682050704956055
-2.383333333,90.01666667,0.482293424,0.084317032,0.355817876,0.074198989,28.434131622314453
-2.283333333,90.13333333,0.340229885,0.11954023,0.432183908,0.101149426,28.434131622314453
-0.833333333,89.95,0.579617834,0.05732484,0.299363058,0.060509555,28.32696533203125
-0.466666667,90.0,0.634951458,0.06407767,0.244660193,0.050485437,28.361839294433594
1.466666667,90.16666667,0.592592593,0.0625,0.275462963,0.0625,28.286897659301758
5.85,90.51666667,0.509615385,0.046153846,0.315384615,0.125,28.204999923706055
-5.966666667,102.45,0.432225065,0.017902815,0.388746805,0.150895141,28.204742431640625
-12.88333333,103.6666667,0.257575757,0.246212122,0.454545455,0.022727273,27.101499557495117
-15.2,119.45,0.648918469,0.063227954,0.261231281,0.02329451,27.916980743408203
-10.41666667,124.6833333,0.430034128,0.071672355,0.42662116,0.064846416,28.294986724853516
-8.516666667,124.5166667,0.292682927,0.032012195,0.487804879,0.178353658,28.10078239440918
-8.45,125.0166667,0.440340908,0.046875001,0.367897727,0.132102273,28.101972579956055
-6.866666667,124.1166667,0.297727273,0.061363636,0.545454545,0.093181819,28.097461700439453
-0.95,126.15,0.264797508,0.062305297,0.504672897,0.152647975,28.436809539794922
4.416666667,119.95,0.287878789,0.083333334,0.409090909,0.208333333,28.295942306518555
26.1,123.6833333,0.355102041,0.006122448,0.457142857,0.169387755,22.836658477783203
26.83333333,126.35,0.42022472,0.004494383,0.460674159,0.101123596,24.206819534301758
33.46666667,137.9833333,0.129411764,0.129411764,0.555882352,0.173529412,21.11162567138672
50.38333333,-142.5666667,0.005889281,0.726737338,0.002355713,0.263839812,8.362695693969727
-49.91666667,-15.56666667,0.002967359,0.581602374,0.329376855,0.083086054,3.8298017978668213
-46.08333333,-13.21666667,0.008174387,0.539509538,0.158038147,0.280653951,6.425577163696289
-42.96666667,-20.85,0.013157895,0.203947368,0.25,0.532894737,11.411477088928223
-49.6,-47.55,0.013736264,0.521978022,0.228021978,0.228021978,6.6734700202941895
-33.56666667,-49.03333333,0.534883721,0.122621564,0.266384778,0.065539113,19.43807029724121
-29.2,-45.46666667,0.592991915,0.08625337,0.266846362,0.04851752,21.971420288085938
-25.68333333,-40.58333333,0.69322709,0.039840637,0.219123506,0.041832669,23.384674072265625
-21.43333333,6.3,0.245382585,0.290237467,0.350923483,0.102902374,19.677656173706055
-28.08333333,13.15,0.093301432,0.535885167,0.253588516,0.114832535,17.696121215820312
-31.06666667,14.7,0.052910054,0.285714285,0.587301587,0.055555556,17.726154327392578
-32.11666667,36.01666667,0.485436893,0.03236246,0.414239482,0.064724919,21.365571975708008
-31.53333333,37.65,0.40397351,0.092715232,0.251655629,0.208609272,21.86821937561035
-29.28333333,43.93333333,0.535603716,0.05882353,0.312693498,0.089783281,22.592998504638672
-29.91666667,44.81666667,0.535580523,0.056179774,0.303370786,0.086142322,22.455469131469727
-32.26666667,45.78333333,0.407523511,0.103448276,0.379310345,0.090909091,20.375675201416016
-32.65,47.6,0.433333334,0.133333333,0.327777777,0.083333333,20.181339263916016
-31.85,54.1,0.174107142,0.191964287,0.600446429,0.029017857,20.316972732543945
-31.08333333,57.41666667,0.42513369,0.221925134,0.264705882,0.082887701,20.072023391723633
-28.8,58.68333333,0.708333333,0.056547618,0.202380953,0.023809523,21.958091735839844
-29.08333333,61.33333333,0.588424438,0.138263665,0.192926045,0.064308682,21.086742401123047
-25.35,69.48333333,0.766666666,0.07,0.14,0.01,22.815919876098633
-24.28333333,70.51666667,0.702941176,0.044117646,0.170588234,0.076470589,23.211956024169922
-23.68333333,69.68333333,0.789317506,0.059347181,0.100890207,0.038575668,23.620996475219727
-21.68333333,68.68333333,0.781710915,0.076696165,0.112094397,0.02359882,24.318256378173828
-20.61666667,68.46666667,0.704057279,0.059665872,0.188544153,0.033412888,24.622570037841797
-16.35,66.11666667,0.609112709,0.031175063,0.309352519,0.033573142,25.848400115966797
-12.3,64.73333333,0.449101798,0.083832336,0.419161677,0.02994012,26.728092193603516
-13.15,56.63333333,0.345454547,0.105454546,0.527272727,0.010909091,26.623693466186523
-10.5,57.71666667,0.39375,0.028125,0.54375,0.01875,26.990018844604492
15.03333333,66.1,0.5335165745,0.0306174715,0.3779789725,0.0557905465,27.343721389770508
0.866666667,84.56666667,0.124513619,0.214007782,0.649805447,0.011673152,28.283992767333984
7.433333333,85.33333333,0.287539936,0.10543131,0.587859425,0.019169329,28.207199096679688
6.5,93.53333333,0.35301353,0.025830259,0.370233702,0.24600246,28.22772979736328
6.4,96.26666667,0.441826215,0.026509572,0.36377025,0.162002946,28.396739959716797
3.75,158.7666667,0.545658683,0.015718563,0.365269461,0.070359281,29.017248153686523
1.75,159.45,0.540972685,0.013990673,0.337774817,0.102598268,28.998701095581055
1.75,159.4,0.551229507,0.015368852,0.308401639,0.116803279,28.998701095581055
2.15,169.0,0.323446328,0.050847458,0.508474577,0.108757062,28.71780776977539
1.65,163.8,0.384488449,0.064356435,0.44389439,0.099009901,28.739301681518555
0.183333333,165.5833333,0.336038963,0.063311688,0.519480519,0.074675325,28.66153907775879
1.666666667,166.55,0.064935066,0.064935065,0.865800865,0.004329004,28.658058166503906
4.1,165.7333333,0.097387174,0.109263658,0.793349169,0.0,28.65945816040039
3.5,168.8333333,0.134529149,0.089686099,0.762331839,0.013452915,28.768428802490234
4.183333333,173.5,0.039408866,0.310344828,0.645320197,0.004926108,28.61783790588379
17.68333333,57.86666667,0.296296295,0.026455026,0.293650794,0.375661376,25.614713668823242
17.63333333,57.73333333,0.305010892,0.013071895,0.261437909,0.411764706,25.614713668823242
17.65,57.73333333,0.241590214,0.024464832,0.238532111,0.483180428,25.614713668823242
17.71666667,57.63333333,0.299145299,0.039886041,0.245014244,0.413105413,25.614713668823242
17.71666667,57.61666667,0.294294294,0.009009009,0.264264264,0.426426426,25.614713668823242
17.78333333,57.61666667,0.128272251,0.020942408,0.418848167,0.426701571,25.614713668823242
17.76666667,57.66666667,0.230607967,0.014675052,0.312368972,0.433962264,25.614713668823242
17.9,57.58333333,0.1810263755,0.01970675,0.4767131195,0.316184329,25.614713668823242
18.06666667,57.61666667,0.153424657,0.016438356,0.435616438,0.391780822,25.412878036499023
18.25,57.68333333,0.262626261,0.016835016,0.303030303,0.407407407,25.412878036499023
18.25,57.21666667,0.252873564,0.015325671,0.352490422,0.375478927,25.412878036499023
18.28333333,57.63333333,0.248351647,0.010989011,0.191208792,0.54065934,25.412878036499023
18.28333333,57.65,0.252653928,0.008492568,0.250530787,0.486199575,25.412878036499023
18.26666667,57.55,0.384146341,0.079268292,0.289634146,0.228658537,25.412878036499023
18.11666667,57.53333333,0.288934426,0.010245902,0.331967213,0.364754098,25.412878036499023
18.06666667,57.55,0.252976189,0.011904761,0.357142857,0.37797619,25.412878036499023
17.71666667,57.81666667,0.268221573,0.01457726,0.271137026,0.434402332,25.614713668823242
17.61666667,57.65,0.298200515,0.01285347,0.272493573,0.413881749,25.614713668823242
17.66666667,57.66666667,0.311688312,0.029220778,0.201298702,0.438311688,25.614713668823242
17.91666667,57.6,0.206395349,0.020348837,0.463662791,0.308139535,25.614713668823242
18.21666667,57.68333333,0.278848489,0.0463664625,0.3025053435,0.36505392,25.412878036499023
18.23333333,57.65,0.279887483,0.019690577,0.28973277,0.406469761,25.412878036499023
18.23333333,57.6,0.298097252,0.00422833,0.270613108,0.416490487,25.412878036499023
18.31666667,57.55,0.311163897,0.021377672,0.182897862,0.475059383,25.412878036499023
16.61666667,59.86666667,0.2148774165,0.0312243035,0.4770519265,0.276846353,26.144655227661133
16.53333333,59.78333333,0.197115384,0.031249999,0.552884615,0.211538461,26.144655227661133
16.51666667,59.78333333,0.150895141,0.040920716,0.537084399,0.255754476,26.144655227661133
16.53333333,59.76666667,0.1997043755,0.041824541,0.514822834,0.2392388725,26.144655227661133
16.6,59.68333333,0.178899083,0.02293578,0.486238532,0.309633028,26.144655227661133
16.65,59.71666667,0.166666667,0.033333333,0.46969697,0.33030303,26.144655227661133
16.63333333,59.68333333,0.181333334,0.037333333,0.466666667,0.301333334,26.144655227661133
16.65,59.66666667,0.170212765,0.039893617,0.566489361,0.220744681,26.144655227661133
16.66666667,59.66666667,0.205445545,0.049504952,0.440594059,0.294554456,26.144655227661133
16.7,59.6,0.175141244,0.02542373,0.57062147,0.22881356,26.144655227661133
16.68333333,59.6,0.152083333,0.024999999,0.566666667,0.25625,26.144655227661133
16.53333333,59.45,0.142553316,0.0358510085,0.483548653,0.3326341335,26.144655227661133
16.48333333,59.35,0.136381525,0.026476987,0.5871343305,0.250007156,26.144655227661133
16.35,59.3,0.13225058,0.037122971,0.614849189,0.211136891,26.144655227661133
16.36666667,59.18333333,0.25198939,0.026525199,0.437665781,0.278514589,26.144655227661133
16.61666667,59.85,0.208333333,0.062500001,0.536458333,0.1875,26.144655227661133
16.66666667,59.85,0.19623656,0.024193548,0.521505375,0.255376344,26.144655227661133
16.16666667,60.68333333,0.170068027,0.029478458,0.458049887,0.337868481,26.320634841918945
-1.666666667,-131.8833333,0.027173912,0.16847826,0.804347827,0.0,25.668527603149414
2.066666667,-132.5333333,0.003663004,0.24908425,0.747252747,0.0,26.12986183166504
3.95,-118.05,0.165966386,0.136554622,0.653361345,0.039915966,26.106704711914062
5.65,-99.93333333,0.088495574,0.17699115,0.714601769,0.013274336,27.10235023498535
2.3,-89.45,0.222222222,0.047619048,0.686507937,0.035714286,26.180818557739258
-13.6,-96.7,0.037974683,0.556962025,0.400843881,0.0,22.817235946655273
-13.53333333,-97.8,0.156182212,0.247288504,0.545553145,0.04989154,22.933149337768555
-12.8,-107.9833333,0.318376067,0.196581196,0.42948718,0.051282051,24.356494903564453
-12.55,-111.2,0.44606414,0.037900875,0.443148688,0.064139942,24.853424072265625
-12.5,-112.6166667,0.47912088,0.052747252,0.402197801,0.057142857,24.98725128173828
-14.68333333,-113.4833333,0.36631579,0.084210525,0.450526315,0.075789474,24.82966423034668
-14.0,-119.6,0.466666666,0.104347827,0.373913044,0.031884058,25.696002960205078
-14.01666667,-122.4666667,0.513978496,0.193548387,0.240860215,0.03655914,25.962575912475586
-13.9,-125.35,0.598503743,0.084788029,0.241895261,0.054862843,26.226240158081055
-14.03333333,-128.4833333,0.548582992,0.16396761,0.25708502,0.022267206,26.431167602539062
-14.05,-139.5833333,0.494252873,0.034482759,0.383141762,0.08045977,27.26992416381836
-15.25,-142.45,0.708206686,0.009118541,0.23100304,0.048632218,27.29783821105957
-16.5,-145.1166667,0.781569965,0.006825938,0.167235495,0.040955631,27.321636199951172
-15.85,-145.8,0.588105727,0.002202643,0.317180617,0.077092511,27.56670570373535
-15.66666667,-147.45,0.731234868,0.0,0.213075061,0.046004843,27.671228408813477
0.45,-133.2666667,0.014534884,0.15116279,0.831395349,0.0,25.639978408813477
-2.683333333,-130.4833333,0.025735295,0.305147059,0.661764706,0.0,25.84129524230957
2.466666667,-121.4333333,0.019169328,0.21086262,0.766773164,0.0,25.836475372314453
2.433333333,-105.9333333,0.0562249,0.136546184,0.805220883,0.002008032,25.52458381652832
-3.5,-99.46666667,0.090163936,0.141393443,0.754098361,0.008196721,23.708580017089844
4.266666667,-95.65,0.068429238,0.152410575,0.772939346,0.00155521,27.009702682495117
4.033333333,-85.63333333,0.05818182,0.047272729,0.880000001,0.010909091,27.207469940185547
-0.416666667,-86.31666667,0.040145987,0.094890512,0.806569343,0.052919708,24.157428741455078
-5.016666667,-114.0666667,0.028828829,0.153153153,0.814414415,0.0,25.088809967041016
1.483333333,-113.8666667,0.040948275,0.116379309,0.711206896,0.004310345,24.899030685424805
4.466666667,-140.25,0.0384,0.3808,0.5776,0.0,27.050779342651367
32.33333333,159.25,0.025139666,0.284916202,0.665735567,0.010242086,21.24734115600586
32.31666667,159.2166667,0.048429321,0.306282723,0.619109948,0.014397906,21.24734115600586
5.066666667,-155.0,0.056047199,0.271386431,0.663716814,0.0,27.682764053344727
0.566666667,159.9833333,0.522988504,0.022988506,0.382183908,0.066091954,28.952823638916016
0.866666667,157.0666667,0.581818182,0.021212121,0.263636363,0.121212121,29.068614959716797
0.8,154.7666667,0.566775245,0.003257329,0.364820847,0.052117264,29.235488891601562
1.666666667,152.6166667,0.279411765,0.05882353,0.632352942,0.014705883,29.26542091369629
53.86666667,-21.1,0.014563107,0.555016181,0.207119741,0.21197411,11.922840118408203
63.46666667,-0.066666667,0.003597122,0.942446043,0.021582734,0.025179856,8.408082008361816
-8.016666667,-166.5833333,0.552631579,0.069078948,0.332236841,0.039473684,28.79925537109375
4.566666667,-130.6166667,0.03327172,0.362292051,0.598890944,0.001848429,26.626373291015625
-1.783333333,-133.7333333,0.011267605,0.233802817,0.74084507,0.005633803,25.8099308013916
-2.516666667,-137.0666667,0.134854773,0.159751037,0.684647304,0.018672199,26.29071807861328
-0.15,-138.85,0.016867471,0.250602409,0.730120482,0.0,25.988819122314453
2.533333333,-141.1333333,0.026490067,0.317880796,0.653421634,0.0,26.66819953918457
5.35,-160.5,0.418230563,0.050938338,0.461126006,0.045576407,27.741592407226562
17.21666667,59.6,0.09090909,0.024793389,0.58677686,0.297520661,25.996597290039062
10.03333333,65.08333333,0.092741935,0.256048387,0.643145162,0.0,27.632490158081055
17.2,59.95,0.301526719,0.057251909,0.320610687,0.316793894,25.996597290039062
19.5,58.46666667,0.323343848,0.007886435,0.241324921,0.402208202,25.41250228881836
17.7,57.83333333,0.234299518,0.012077295,0.326086957,0.422705314,25.614713668823242
17.81666667,57.5,0.190578158,0.019271948,0.274089936,0.511777302,25.614713668823242
17.66666667,57.7,0.324770641,0.011009174,0.223853211,0.427522936,25.614713668823242
17.75,57.58333333,0.213656387,0.019823787,0.37444934,0.383259912,25.614713668823242
17.75,57.48333333,0.319148936,0.036170213,0.221276595,0.410638298,25.614713668823242
17.81666667,57.35,0.300675674,0.025337836,0.334459459,0.327702703,25.614713668823242
15.98333333,61.48333333,0.049019608,0.080392157,0.856862745,0.011764706,26.5919132232666
19.23333333,58.36666667,0.292307691,0.024175824,0.25054945,0.426373626,25.41250228881836
19.23333333,58.51666667,0.363157894,0.021052632,0.107894737,0.502631579,25.41250228881836
19.21666667,58.26666667,0.376205786,0.009646302,0.217041801,0.393890675,25.41250228881836
19.28333333,58.35,0.274891774,0.012987012,0.231601732,0.478354978,25.41250228881836
19.51666667,58.48333333,0.286697248,0.018348624,0.309633028,0.378440367,25.41250228881836
19.26666667,58.23333333,0.250554325,0.01330377,0.259423504,0.465631929,25.41250228881836
19.65,58.61666667,0.247086245,0.023310023,0.317016316,0.412587413,25.41250228881836
16.61666667,59.8,0.230320699,0.032069971,0.536443148,0.201166181,26.144655227661133
17.38333333,58.8,0.132258064,0.019354838,0.669354839,0.179032258,25.773006439208984
0.9,-88.01666667,0.011952192,0.047808765,0.900398405,0.019920319,24.78515625
32.03333333,139.4166667,0.308641975,0.086419752,0.465020576,0.113168724,21.900253295898438
42.46666667,-54.9,0.046728973,0.455607478,0.427570094,0.060747664,13.602922439575195
28.45,-86.55,0.584946237,0.109677419,0.206451613,0.08172043,25.062808990478516
23.75,-92.46666667,0.691642652,0.089337176,0.193083574,0.023054755,26.09349822998047
37.21666667,-33.13333333,0.386227546,0.227544911,0.16766467,0.194610779,19.66583251953125
35.05,-11.61666667,0.466237941,0.183279742,0.202572348,0.118971061,18.69388198852539
32.28333333,-65.11666667,0.570532916,0.147335423,0.181818182,0.094043887,22.61740493774414
32.2,-64.7,0.657381615,0.116991643,0.119777159,0.103064067,22.61419677734375
17.55,-63.56666667,0.852193996,0.002309469,0.106235566,0.020785219,27.29281997680664
38.91666667,-57.13333333,0.123943662,0.374647886,0.484507041,0.016901408,20.94597816467285
36.9,-54.03333333,0.193353474,0.16918429,0.456193353,0.163141994,21.414371490478516
34.66666667,-61.45,0.468686868,0.181818182,0.242424242,0.096969697,22.039321899414062
40.76666667,-64.6,0.049180327,0.44262295,0.487119437,0.011709602,15.009075164794922
12.4,-77.76666667,0.673913044,0.059782608,0.263586957,0.0,27.538097381591797
8.233333333,-37.86666667,0.845333334,0.010666667,0.133333332,0.008,26.809967041015625
22.95,-38.2,0.886051082,0.047151277,0.058939096,0.001964637,24.626676559448242
23.01666667,-43.8,0.730837789,0.049910872,0.137254901,0.07486631,24.917577743530273
11.18333333,-36.01666667,0.624203822,0.148619959,0.210191085,0.008492569,26.225454330444336
-28.68333333,-34.48333333,0.685,0.115,0.155,0.04,21.545785903930664
-45.3,-57.96666667,0.007662835,0.264367817,0.551724138,0.172413793,9.063864707946777
-40.9,-20.36666667,0.073746314,0.238938055,0.345132743,0.333333334,13.135907173156738
-36.5,8.083333333,0.258293838,0.24407583,0.343601896,0.148104266,15.526296615600586
-22.98333333,7.0,0.283667623,0.220630373,0.406876791,0.068767909,19.42268943786621
-1.5,-11.78333333,0.637614679,0.048165138,0.286697249,0.027522936,25.29437255859375
17.0,-74.38333333,0.718181817,0.06060606,0.193939393,0.0,27.74553680419922
15.48333333,-40.51666667,0.808306709,0.038338658,0.121405751,0.015974441,25.661466598510742
-50.76666667,-42.15,0.020179372,0.728699552,0.141255606,0.105381166,4.830672740936279
-35.88333333,15.91666667,0.024590165,0.422131148,0.491803279,0.045081967,17.4067325592041
-29.65,32.86666667,0.555555555,0.020833332,0.340277777,0.059027778,23.38109588623047
-28.43333333,43.78333333,0.597315436,0.016778524,0.302013423,0.060402684,23.14404296875
-2.45,66.98333333,0.560483871,0.104838709,0.296370968,0.034274194,28.099225997924805
3.866666667,65.51666667,0.480952381,0.1,0.366666667,0.038095238,28.224790573120117
8.65,58.56666667,0.364705882,0.043137256,0.474509804,0.11372549,26.980379104614258
10.25,57.18333333,0.201320132,0.118811881,0.551155115,0.118811881,26.546958923339844
11.45,56.23333333,0.207894738,0.102631579,0.492105263,0.184210526,26.351179122924805
12.86666667,48.4,0.282051282,0.010989011,0.531135531,0.175824176,27.988481521606445
12.61666667,45.63333333,0.230215828,0.021582733,0.517985612,0.230215827,27.917333602905273
6.35,-85.28333333,0.089219331,0.066914498,0.804832713,0.037174721,27.530397415161133
-52.16666667,-49.06666667,0.00733945,0.673394496,0.11559633,0.198165138,4.414036273956299
-50.38333333,-47.4,0.002096436,0.767295597,0.096436058,0.132075472,5.620762825012207
-9.75,-34.4,0.7935791165,0.0459095355,0.1147738395,0.029513273,26.821735382080078
30.51666667,-75.91666667,0.657777776,0.115555556,0.155555556,0.055555555,24.89963722229004
37.01666667,-74.61666667,0.053658536,0.292682926,0.468292683,0.17804878,15.953645706176758
37.68333333,-74.15,0.011494253,0.606321839,0.310344827,0.068965517,15.953645706176758
17.93333333,-50.35,0.870206491,0.017699117,0.106194692,0.002949853,26.419754028320312
17.26666667,-48.41666667,0.826086956,0.016304348,0.127717391,0.027173913,26.194622039794922
13.25,-40.66666667,0.76344086,0.0672043,0.153225806,0.005376344,26.02829933166504
-13.06666667,-24.68333333,0.848351648,0.052747253,0.081318682,0.006593406,25.128841400146484
