Latitude,Longitude,O. universa,G. conglobatus,G. ruber ruber,G. ruber albus,G. tenellus,T. sacculifer,S. dehiscens,G. adamsi,G. aequilateralis,G. calida,G. bulloides,G. falconensis,G. digitata,G. rubescens,T. humilis,T. quinqueloba,N. pachyderma,N. incompta,N. dutertrei,G. conglomerata,G. hexagonus,P. obliquiloculata,G. inflata,T. truncatulinoides,G. crassaformis,G. hirsuta,G. scitula,D. anfracta,G. cultrata,G. tumida,C. nitida,G. glutinata,T. iota,G. uvula,B. pumilio,H. pelagica,H. digitata,G. menardii,G. truncatulinoides,G. theyeri,G. tenella,G. siphonifera,G. crassa,SST
21.3,-69.67,6.0,6.0,84.0,221.0,17.0,33.0,0.0,0.0,22.0,7.0,0.0,2.0,0.0,11.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,12,2.0,0.0,2.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.09919630246828
13.483,-81.63,3.0,4.0,0.0,0.0,2.0,93.0,0.0,0.0,17.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,22.0,6.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.725841161032278
16.567,-79.53,5.0,1.0,48.0,104.5,4.5,75.5,0.0,0.0,12.5,4.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.5,0.0,0,0.5,0.0,1.0,0.0,28.0,7.5,2.0,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.86562718272187
11.767,-81.1,2.0,12.0,8.0,143.0,0.0,22.0,0.0,0.0,27.0,0.0,1.0,2.0,1.0,6.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,7.0,13,3.0,1.0,1.0,0.0,0.0,3.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01813730997105
4.967,-45.97,2.0,2.0,39.0,187.0,0.0,102.0,1.0,0.0,13.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,1,0.0,0.0,0.0,0.0,13.0,4.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.230011682813167
-43.03,57.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,1.0,38.0,34.0,0.0,0.0,0.0,0.0,228.0,3,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.593602812347429
-34.33,54.217,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,11.0,0.0,0.0,0.0,0.0,3.0,23.0,41.0,0.0,0.0,0.0,0.0,260.0,4,0.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.40619502156791
2.217,-45.4,6.0,2.0,8.0,167.0,1.0,72.0,1.0,0.0,20.0,5.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,10.0,0.0,0,0.0,0.0,1.0,0.0,40.0,9.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.163939103639276
-22.4,57.633,3.0,14.0,0.0,209.0,0.0,36.0,0.0,0.0,18.0,14.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,3.0,44.0,14,0.0,0.0,0.0,0.0,23.0,5.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.433162112861673
-34.92,67.583,2.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,30.0,52.0,0.0,0.0,0.0,0.0,170.0,24,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.577071704694594
-36.48,69.55,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,31.0,2.0,2.0,1.0,0.0,3.0,42.0,78.0,0.0,0.0,0.0,0.0,73.0,16,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.72663214455667
0.917,-43.77,3.0,5.0,9.0,129.0,0.0,85.0,0.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,17.0,0.0,0,0.0,0.0,0.0,0.0,33.0,4.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.241352275974418
-38.03,83.483,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,10.0,70.0,27.0,2.0,1.0,0.0,5.0,38.0,26.0,3.0,0.0,0.0,0.0,47.0,25,0.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.39936688249732
-28.07,95.967,9.0,6.0,0.0,76.0,1.0,8.0,0.0,0.0,15.0,4.0,18.0,5.0,7.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,76.0,48,0.0,7.0,2.0,0.0,5.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.809529548121668
1.683,-41.52,2.0,6.0,1.0,56.0,0.0,95.0,4.0,0.0,10.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,23.0,0.0,0,1.0,0.0,0.0,0.0,67.0,36.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.89226433247269
-33.8,112.98,2.0,0.5,0.0,29.0,2.0,4.5,0.0,0.0,4.5,3.5,21.5,6.0,0.0,0.5,0.0,0.0,2.0,2.5,12.0,0.0,0.0,0.0,64.0,12,0.0,1.0,3.5,0.0,3.0,1.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.427070652329261
-31.57,114.12,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,0.0,196.0,9,0.0,4.0,1.0,0.0,18.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.93693602499657
-21.42,112.8,2.0,3.0,0.0,108.0,11.0,21.0,0.0,0.0,6.0,16.0,28.0,10.0,0.0,10.0,0.0,0.0,2.0,0.0,25.0,0.0,0.0,6.0,1.0,1,1.0,0.0,2.0,0.0,24.0,3.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.117794374674315
-50.87,-9.867,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,350.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9881629556265537
-49.0,-4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,365.0,9.0,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.672488884448761
-46.75,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,1.0,0.0,0.0,0.0,1.0,99.0,1.0,0.0,0.0,0.0,0.0,159.0,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.561776033525804
-42.58,-17.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,132.0,6.0,0.0,0.0,0.0,34.0,36.0,13.0,0.0,0.0,0.0,0.0,46.0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.798182533620661
11.91,-75.04,18.0,2.0,11.0,60.0,0.0,31.0,7.0,0.0,31.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,0.0,32.0,0.0,3,7.0,0.0,0.0,0.0,6.0,91.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.282011820457214
12.88,-74.85,41.0,4.0,0.0,0.0,0.0,42.0,4.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,16.0,0.0,2,5.0,0.0,0.0,0.0,61.0,28.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.921111907134733
15.617,-71.67,3.0,2.0,27.0,103.0,1.0,80.0,1.0,0.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,18.0,7.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.42404872272656
15.857,-74.79,2.0,7.0,25.0,147.0,3.0,25.0,0.0,0.0,11.0,0.0,6.0,2.0,0.0,5.0,0.0,0.0,2.0,0.0,32.0,0.0,0.0,1.0,17.0,13,5.0,1.0,0.0,0.0,1.0,1.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.525318733141773
10.032,-76.96,1.0,25.0,0.0,0.0,0.0,88.0,3.0,0.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,5.0,0.0,2,23.0,0.0,1.0,0.0,24.0,44.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.288731859769378
11.25,-78.15,5.0,7.0,0.0,0.0,1.0,98.0,3.0,0.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,7.0,0.0,2,7.0,0.0,0.0,0.0,20.0,14.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.882235969095472
14.695,-77.17,6.0,8.0,32.0,148.0,9.0,37.0,0.0,0.0,28.0,0.0,4.0,3.0,0.0,8.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,11.0,9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.488775065791707
3.705,-7.722,4.0,0.0,33.0,70.0,4.0,97.0,1.0,0.0,9.0,3.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,6.0,17.0,2,1.0,0.0,0.0,0.0,26.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.695744949949592
-25.49,11.307,6.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,119.0,59.0,2.0,0.0,0.0,0.0,71.0,1,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.36139536917806
-46.6,7.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,1.0,0.0,0.0,0.0,25.0,120.0,1.0,0.0,0.0,0.0,0.0,26.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.518629540160534
-50.7167,13.4333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,303.0,3.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0521164778624
-49.92,-15.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,5.0,391.0,2.0,0.0,0.0,0.0,0.0,214.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0096039526628973
-46.1,-13.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,4.0,0.0,0.0,0.0,60.0,154.0,9.0,0.0,0.0,0.0,0.0,44.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.526165013755439
-12.38,61.617,2.0,11.0,0.0,75.0,1.0,47.0,0.0,0.0,19.0,25.0,9.0,2.0,5.0,5.0,2.0,0.0,4.0,0.0,17.0,0.0,8.0,20.0,0.0,0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,54.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.298080999044686
-12.85,59.872,6.0,6.0,0.0,92.0,2.0,87.0,0.0,0.0,14.0,17.0,10.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,19.0,5.0,4.0,21.0,0.0,1,0.0,0.0,5.0,0.0,6.0,1.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.32270277545117
-13.61,59.638,3.0,8.0,0.0,107.0,4.0,42.0,2.0,0.0,10.0,12.0,12.0,0.0,4.0,0.0,1.0,0.0,6.0,3.0,14.0,4.0,6.0,19.0,0.0,0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.089587529002127
-15.59,58.852,3.0,3.0,0.0,103.0,3.0,40.0,0.0,0.0,14.0,20.0,13.0,4.0,2.0,7.0,0.0,0.0,6.0,0.0,14.0,1.0,0.0,13.0,0.0,0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.718605385096435
-16.23,58.633,2.0,16.0,0.0,133.0,6.0,52.0,1.0,0.0,17.0,23.0,11.0,8.0,0.0,7.0,0.0,1.0,5.0,1.0,17.0,0.0,2.0,10.0,0.0,0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.557243325071582
-2.807,61.203,0.0,12.0,0.0,76.0,0.0,33.0,0.0,0.0,13.0,6.0,5.0,0.0,5.0,3.0,0.0,0.0,7.0,8.0,56.0,2.0,15.0,15.0,0.0,4,1.0,0.0,2.0,0.0,63.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.281590585501554
19.193,66.29,2.0,5.0,0.0,64.0,0.0,49.0,0.0,0.0,10.0,5.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,0.0,16.0,0.0,1,0.0,0.0,2.0,0.0,29.0,2.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.486623685581424
21.472,67.298,4.0,1.0,0.0,65.0,10.0,7.0,0.0,0.0,2.0,5.0,40.0,36.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,8.0,1.0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.596008409940588
14.763,70.058,0.0,2.0,0.0,13.0,1.0,14.0,2.0,0.0,4.0,0.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,16.0,2.0,7.0,10.0,0.0,0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4603194144
12.858,70.255,0.0,1.0,0.0,13.0,0.0,18.0,1.0,0.0,13.0,5.0,10.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,13.0,0.0,6.0,0.0,0.0,0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.654459321283383
9.582,72.763,6.0,5.0,1.0,101.0,29.0,32.0,0.0,0.0,19.0,20.0,26.0,0.0,5.0,6.0,0.0,0.0,0.0,1.0,21.0,2.0,17.0,13.0,0.0,0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.074780800690142
7.28,72.805,1.0,0.0,0.0,87.0,10.0,24.0,3.0,0.0,12.0,19.0,43.0,1.0,3.0,13.0,0.0,0.0,0.0,0.0,28.0,5.0,12.0,19.0,0.0,0,0.0,0.0,2.0,0.0,16.0,0.0,2.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.455802651673803
-13.22,65.617,5.0,7.0,,,3.0,22.0,0.0,0.0,11.0,7.0,10.0,3.0,0.0,7.0,0.0,0.0,1.0,2.0,29.0,1.0,1.0,5.0,0.0,1,0.0,2.0,4.0,,12.0,21.0,0.0,68.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,22.976824996100078
59.6532,-22.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,1.0,0.0,0.0,0.0,22.0,68.0,104.0,0.0,0.0,0.0,0.0,12.0,0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7001844461991
53.867,-21.1328,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,13.0,143.0,190.0,3.0,0.0,0.0,0.0,71.0,6,0.0,0.0,5.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.660844157159489
63.4832,-0.0667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,198.0,63.0,0.0,0.0,0.0,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3037636304959672
42.467,-54.9,1.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,1.0,0.0,0.0,10.0,158.0,103.0,7.0,0.0,0.0,1.0,99.0,1,0.0,0.0,2.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.881612656904057
23.767,-92.47,7.0,3.0,37.0,132.0,0.0,44.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,20.0,0.0,28,1.0,0.0,0.0,0.0,21.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.778027110405
36.8498,-21.017,6.0,3.0,1.0,65.0,3.0,35.0,0.0,0.0,9.0,12.0,51.0,96.0,0.0,1.0,1.0,4.0,15.0,24.0,0.0,0.0,0.0,1.0,77.0,42,2.0,15.0,11.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.436057800407788
32.6,-69.5,2.0,4.0,0.0,91.0,1.0,12.0,0.0,0.0,6.0,1.0,66.0,13.0,0.0,0.0,2.0,0.0,1.0,2.0,8.0,0.0,0.0,4.0,81.0,27,0.0,28.0,0.0,0.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.416457718447155
32.283,-65.12,3.0,4.0,8.0,71.0,8.0,7.0,0.0,0.0,9.0,9.0,7.0,63.0,0.0,15.0,1.0,0.0,1.0,3.0,5.0,0.0,0.0,1.0,25.0,31,0.0,10.0,0.0,0.0,1.0,1.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.283691602290503
32.217,-64.72,2.0,0.0,9.0,107.0,11.0,4.0,0.0,0.0,28.0,10.0,25.0,62.0,0.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,8.0,25,0.0,16.0,2.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.29721472117225
17.567,-63.57,0.0,0.0,46.0,194.0,8.0,41.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,7.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.362449916794716
29.283,-79.92,10.0,2.0,26.0,133.0,3.0,30.0,0.0,0.0,69.0,23.0,8.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,2,1.0,0.0,2.0,2.0,22.0,0.0,3.0,139.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.743155047961984
38.917,-57.13,4.0,0.0,2.0,30.0,0.0,4.0,0.0,0.0,2.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,73.0,65.0,29.0,0.0,0.0,19.0,75.0,10,1.0,8.0,0.0,0.0,12.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.213684856368904
36.9,-54.03,1.0,1.0,0.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0,52.0,2.0,2.0,1.0,0.0,0.0,17.0,18.0,37.0,0.0,0.0,12.0,139.0,23,0.0,19.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.714128498566055
34.667,-61.45,3.0,2.0,2.0,89.0,1.0,15.0,0.0,0.0,13.0,2.0,55.0,31.0,1.0,1.0,2.0,0.0,2.0,6.0,18.0,0.0,0.0,4.0,35.0,54,0.0,33.0,2.0,0.0,6.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.986427741849138
40.767,-64.6,2.0,4.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,110.0,115.0,36.0,0.0,0.0,12.0,84.0,1,1.0,2.0,0.0,0.0,16.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.797098029530101
12.4,-77.77,11.0,7.0,11.0,89.0,0.0,83.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,14.0,0.0,1,1.0,0.0,0.0,0.0,21.0,35.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.711313411902687
8.233,-37.87,2.0,2.0,22.0,136.0,1.0,122.0,0.0,0.0,25.0,0.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,2,1.0,0.0,1.0,0.0,8.0,0.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.664437150950427
31.383,-11.62,4.0,0.0,19.0,73.0,3.0,43.0,0.0,0.0,10.0,13.0,74.0,88.0,0.0,5.0,2.0,0.0,29.0,22.0,0.0,0.0,0.0,12.0,35.0,29,4.0,16.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.655645442591315
22.967,-38.2,1.0,20.0,1.0,357.0,0.0,50.0,0.0,0.0,9.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,19.0,13,2.0,0.0,0.0,0.0,5.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.846040669294783
23.033,-43.8,3.0,1.0,29.0,126.0,27.0,17.0,0.0,0.0,16.0,3.0,0.0,7.0,0.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,16,1.0,0.0,2.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.676431200805645
31.433,-64.17,2.0,4.0,11.0,97.0,8.0,13.0,0.0,0.0,9.0,2.0,26.0,30.0,0.0,5.0,1.0,0.0,11.0,6.0,3.0,0.0,0.0,0.0,60.0,25,3.0,13.0,1.0,0.0,3.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.97986851412006
17.0,-74.4,9.0,1.0,42.0,103.0,1.0,66.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,9.0,0.0,4.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,2,4.0,1.0,2.0,0.0,17.0,9.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.544152503672713
24.283,-53.07,5.0,5.0,17.0,376.0,0.0,31.0,0.0,0.0,9.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,9,1.0,1.0,0.0,0.0,2.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.35843539496689
-22.98,7.017,11.0,0.0,0.0,29.0,6.0,9.0,0.0,0.0,2.0,11.0,10.0,34.0,0.0,2.0,0.0,0.0,58.0,33.0,1.0,0.0,0.0,0.0,69.0,24,1.0,2.0,7.0,0.0,14.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.615901445580608
1.75,-16.05,10.0,2.0,1.0,52.0,0.0,187.0,10.0,0.0,27.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,7.0,0.0,77.0,0.0,0.0,54.0,10.0,2,8.0,0.0,1.0,0.0,88.0,25.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.11805558134832
