Data_Source,Latitude,Longitude,O. universa,G. conglobatus,G. ruber albus,G. tenellus,T. sacculifer,S. dehiscens,G. siphonifera,G. calida,G. bulloides,G. falconensis,B. digitata,G. rubescens,T. quinqueloba,N. pachyderma,N. incompta,N. dutertrei,G. conglomerata,G. hexagonus,P. obliquiloculata,G. inflata,G. crassaformis,G. hirsuta,G. scitula,G. glutinata,G. truncatulinoides,G. aequilateralis,G. menardii,H. pelagica,G. ruber ruber,G. tumida,G. digitata,T. humilis,C. nitida,G. uvula,D. anfracta,G. theyeri,T. iota,G. cavernula,G. cultrata,G. tenella,G. adamsi,G. crassa,SST
margo,21.245,-17.8033,0.007,0.0,0.036,,0.005,0.0,0.011,0.005,0.399,0.0,,0.0,0.004,0.0,0.242,0.111,,,0.0,0.155,0.004,0.0,0.0,0.016,0.0,,0.0,,0.001,,0.0,0.0,0.0,0.0,,,,,,0.0,,,
margo,21.245,-17.8033,0.006,0.0,0.034,,0.005,0.0,0.006,0.009,0.441,0.001,,0.0,0.005,0.003,0.194,0.103,,,0.0,0.158,0.002,0.003,0.005,0.014,0.0,,0.0,,0.005,,0.0,0.0,0.0,0.0,,,,,,0.003,,,
margo,21.145,-18.5733,0.007,0.0,0.029,,0.0,0.0,0.007,0.0,0.42,0.0,,0.0,0.026,0.0,0.259,0.159,,,0.0,0.035,0.0,0.0,0.005,0.043,0.001,,0.0,,0.001,,0.0,0.0,0.0,0.001,,,,,,0.0,,,19.054694318433228
margo,21.145,-18.5733,0.006,0.0,0.017,,0.0,0.0,0.0,0.0,0.319,0.0,,0.0,0.093,0.0,0.204,0.215,,,0.0,0.079,0.0,0.0,0.0,0.059,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,0.003,,,19.054694318433228
margo,21.145,-18.5733,0.004,0.0,0.06,,0.0,0.0,0.004,0.0,0.294,0.0,,0.0,0.018,0.0,0.244,0.244,,,0.0,0.109,0.0,0.0,0.002,0.008,0.002,,0.0,,0.0,,0.0,0.0,0.0,0.002,,,,,,0.002,,,19.054694318433228
margo,21.145,-18.5733,0.0,0.0,0.008,,0.002,0.0,0.0,0.0,0.318,0.0,,0.0,0.017,0.0,0.26,0.249,,,0.0,0.114,0.0,0.0,0.005,0.02,0.002,,0.0,,0.0,,0.0,0.0,0.0,0.002,,,,,,0.0,,,19.054694318433228
margo,19.3667,-19.93,0.01,0.0,0.038,,0.006,0.0,0.021,0.0,0.252,0.003,,0.002,0.005,0.002,0.214,0.169,,,0.0,0.119,0.014,0.004,0.0,0.04,0.001,,0.0,,0.004,,0.0,0.0,0.0,0.0,,,,,,0.0,,,19.764250647545023
margo,18.9979,-20.1621,0.011,0.0,0.02,,0.002,0.0,0.0,0.004,0.3,0.022,,0.004,0.004,0.002,0.224,0.055,,,0.0,0.103,0.0,0.0,0.004,0.026,0.009,,0.0,,0.004,,0.0,0.0,0.0,0.0,,,,,,0.0,,,19.764574710359092
margo,18.9979,-20.1621,0.007,0.0,0.009,,0.007,0.0,0.0,0.002,0.281,0.016,,0.002,0.002,0.0,0.222,0.059,,,0.0,0.13,0.0,0.0,0.0,0.025,0.007,,0.0,,0.002,,0.0,0.0,0.0,0.0,,,,,,0.007,,,19.764574710359092
margo,18.9979,-20.1621,0.009,0.0,0.016,,0.005,0.0,0.0,0.002,0.291,0.009,,0.003,0.003,0.0,0.236,0.062,,,0.0,0.132,0.0,0.0,0.0,0.021,0.006,,0.002,,0.003,,0.002,0.0,0.0,0.002,,,,,,0.0,,,19.764574710359092
margo,18.9979,-20.1621,0.003,0.0,0.032,,0.009,0.0,0.0,0.006,0.262,0.017,,0.006,0.009,0.0,0.207,0.086,,,0.0,0.121,0.0,0.0,0.0,0.029,0.003,,0.0,,0.009,,0.0,0.0,0.0,0.0,,,,,,0.0,,,19.764574710359092
margo,18.9979,-20.1621,0.01,0.0,0.03,,0.01,0.0,0.0,0.007,0.292,0.0,,0.003,0.003,0.003,0.316,0.083,,,0.0,0.093,0.0,0.0,0.0,0.04,0.0,,0.0,,0.003,,0.0,0.0,0.0,0.0,,,,,,0.0,,,19.764574710359092
margo,18.9979,-20.1621,0.01,0.0,0.025,,0.006,0.0,0.0,0.006,0.288,0.018,,0.0,0.004,0.0,0.227,0.073,,,0.0,0.106,0.0,0.0,0.0,0.047,0.0,,0.0,,0.004,,0.0,0.0,0.0,0.0,,,,,,0.0,,,19.764574710359092
margo,18.9979,-20.1621,0.006,0.0,0.035,,0.009,0.0,0.0,0.022,0.27,0.006,,0.003,0.006,0.003,0.274,0.053,,,0.0,0.129,0.0,0.0,0.009,0.025,0.0,,0.0,,0.006,,0.0,0.0,0.0,0.0,,,,,,0.0,,,19.764574710359092
margo,18.9979,-20.1621,0.007,0.005,0.04,,0.007,0.0,0.0,0.005,0.334,0.012,,0.0,0.005,0.0,0.18,0.102,,,0.0,0.107,0.0,0.0,0.002,0.024,0.005,,0.0,,0.005,,0.0,0.0,0.0,0.0,,,,,,0.0,,,19.764574710359092
margo,18.433,-21.08,0.018,0.0,0.029,,0.006,0.0,0.018,0.029,0.251,0.018,,0.006,0.006,0.006,0.242,0.189,,,0.0,0.071,0.021,0.0,0.0,0.05,0.009,,0.0,,0.021,,0.006,0.0,0.0,0.0,,,,,,0.006,,,19.477670730923325
margo,18.433,-21.08,0.028,0.0,0.042,,0.012,0.0,0.011,0.022,0.186,0.022,,0.022,0.008,0.0,0.161,0.278,,,0.0,0.114,0.036,0.0,0.003,0.019,0.006,,0.003,,0.019,,0.0,0.0,0.0,0.0,,,,,,0.008,,,19.477670730923325
margo,18.433,-21.08,0.026,0.0,0.056,,0.018,0.0,0.012,0.018,0.232,0.006,,0.003,0.006,0.0,0.147,0.256,,,0.0,0.132,0.029,0.0,0.0,0.026,0.003,,0.0,,0.015,,0.0,0.0,0.0,0.0,,,,,,0.012,,,19.477670730923325
margo,18.433,-21.08,0.014,0.0,0.041,,0.011,0.0,0.016,0.011,0.244,0.005,,0.003,0.011,0.0,0.14,0.326,,,0.0,0.096,0.014,0.0,0.003,0.036,0.003,,0.0,,0.019,,0.0,0.0,0.0,0.0,,,,,,0.005,,,19.477670730923325
margo,18.1175,-18.075,0.0,0.0,0.03,,0.011,0.0,0.006,0.003,0.301,0.0,,0.0,0.005,0.028,0.279,0.123,,,0.0,0.153,0.004,0.0,0.0,0.023,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,,20.48556720460136
margo,18.1175,-18.075,0.0,0.0,0.051,,0.011,0.0,0.0,0.0,0.468,0.004,,0.0,0.009,0.01,0.224,0.078,,,0.0,0.106,0.001,0.0,0.0,0.013,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,,20.48556720460136
margo,18.1175,-18.075,0.0,0.0,0.042,,0.004,0.0,0.006,0.009,0.389,0.006,,0.006,0.011,0.0,0.152,0.141,,,0.0,0.129,0.001,0.0,0.0,0.046,0.0,,0.0,,0.014,,0.0,0.0,0.0,0.0,,,,,,0.0,,,20.48556720460136
margo,18.1175,-18.075,0.0,0.001,0.023,,0.015,0.0,0.007,0.003,0.473,0.002,,0.005,0.018,0.0,0.107,0.144,,,0.0,0.133,0.007,0.0,0.005,0.025,0.0,,0.0,,0.01,,0.002,0.0,0.0,0.0,,,,,,0.0,,,20.48556720460136
margo,18.1175,-18.075,0.0,0.001,0.0,,0.004,0.0,0.005,0.001,0.472,0.002,,0.008,0.008,0.0,0.112,0.172,,,0.0,0.176,0.007,0.0,0.002,0.017,0.0,,0.0,,0.003,,0.002,0.0,0.0,0.0,,,,,,0.0,,,20.48556720460136
margo,18.1175,-18.075,0.0,0.0,0.019,,0.004,0.0,0.0,0.0,0.456,0.0,,0.0,0.0,0.0,0.105,0.16,,,0.0,0.158,0.008,0.0,0.006,0.036,0.0,,0.0,,0.017,,0.0,0.0,0.0,0.0,,,,,,0.0,,,20.48556720460136
margo,18.0732,-18.0092,0.006,0.0,0.012,,0.003,0.0,0.0,0.0,0.365,0.0,,0.002,0.02,0.009,0.255,0.181,,,0.0,0.101,0.001,0.0,0.011,0.024,0.0,,0.0,,0.007,,0.0,0.0,0.0,0.0,,,,,,0.002,,,20.48556720460136
margo,18.0732,-18.0092,0.006,0.0,0.048,,0.006,0.0,0.023,0.0,0.379,0.003,,0.0,0.017,0.009,0.211,0.128,,,0.0,0.121,0.0,0.0,0.009,0.024,0.0,,0.0,,0.009,,0.001,0.0,0.0,0.0,,,,,,0.0,,,20.48556720460136
margo,18.0732,-18.0092,0.012,0.001,0.044,,0.007,0.0,0.014,0.002,0.508,0.002,,0.003,0.015,0.003,0.114,0.097,,,0.0,0.103,0.012,0.0,0.016,0.04,0.0,,0.0,,0.006,,0.0,0.0,0.0,0.0,,,,,,0.0,,,20.48556720460136
margo,17.933,-50.35,0.005,0.014,0.619,,0.159,0.0,0.037,0.0,0.011,0.002,,0.0,0.0,0.0,0.0,0.028,,,0.0,0.0,0.011,0.0,0.002,0.048,0.026,,0.002,,0.025,,0.002,0.0,0.0,0.0,,,,,,0.005,,,21.086154741567483
margo,17.933,-50.35,0.002,0.018,0.601,,0.092,0.0,0.015,0.002,0.048,0.0,,0.0,0.0,0.0,0.002,0.017,,,0.0,0.0,0.003,0.0,0.003,0.11,0.025,,0.0,,0.045,,0.002,0.0,0.0,0.002,,,,,,0.013,,,21.086154741567483
margo,17.933,-50.35,0.003,0.005,0.538,,0.108,0.0,0.015,0.015,0.003,0.005,,0.06,0.003,0.0,0.0,0.013,,,0.0,0.0,0.003,0.0,0.003,0.153,0.007,,0.0,,0.025,,0.0,0.0,0.0,0.0,,,,,,0.02,,,21.086154741567483
margo,17.933,-50.35,0.003,0.015,0.561,,0.105,0.0,0.018,0.0,0.024,0.006,,0.0,0.0,0.0,0.0,0.024,,,0.0,0.003,0.003,0.0,0.0,0.116,0.036,,0.0,,0.054,,0.006,0.0,0.0,0.0,,,,,,0.018,,,21.086154741567483
margo,17.6483,-67.1667,0.004,0.003,0.281,,0.043,0.0,0.025,0.061,0.034,0.0,,0.111,0.0,0.0,0.0,0.042,,,0.0,0.005,0.005,0.0,0.0,0.232,0.002,,0.0,,0.118,,0.0,0.0,0.001,0.0,,,,,,0.01,,,22.731482789743534
margo,17.6483,-67.1667,0.013,0.005,0.321,,0.111,0.0,0.07,0.005,0.034,0.01,,0.026,0.0,0.015,0.0,0.02,,,0.0,0.002,0.008,0.0,0.01,0.15,0.017,,0.0,,0.128,,0.01,0.0,0.0,0.0,,,,,,0.015,,,22.731482789743534
margo,17.6483,-67.1667,0.005,0.023,0.301,,0.122,0.0,0.075,0.008,0.049,0.0,,0.023,0.0,0.008,0.009,0.029,,,0.001,0.006,0.01,0.0,0.008,0.17,0.004,,0.008,,0.103,,0.0,0.0,0.0,0.0,,,,,,0.038,,,22.731482789743534
margo,17.6483,-67.1667,0.007,0.023,0.272,,0.087,0.0,0.071,0.0,0.064,0.009,,0.044,0.0,0.018,0.0,0.021,,,0.0,0.007,0.001,0.0,0.044,0.177,0.01,,0.001,,0.089,,0.009,0.0,0.0,0.0,,,,,,0.035,,,22.731482789743534
margo,17.6483,-67.1667,0.0,0.0,0.109,,0.133,0.0,0.061,0.039,0.045,0.016,,0.296,0.0,0.0,0.001,0.001,,,0.001,0.0,0.002,0.19,0.014,0.026,0.011,,0.007,,0.011,,0.0,0.0,0.0,0.004,,,,,,0.026,,,22.731482789743534
margo,17.6483,-67.1667,0.007,0.0,0.095,,0.107,0.01,0.033,0.084,0.029,0.023,,0.319,0.0,0.0,0.007,0.0,,,0.0,0.0,0.012,0.14,0.015,0.007,0.016,,0.002,,0.0,,0.0,0.0,0.004,0.004,,,,,,0.042,,,22.731482789743534
margo,16.133,-74.45,0.012,0.006,0.401,,0.081,0.0,0.035,0.022,0.045,0.0,,0.0,0.0,0.0,0.0,0.049,,,0.002,0.075,0.016,0.002,0.008,0.098,0.012,,0.0,,0.1,,0.0,0.004,0.0,0.0,,,,,,0.016,,,22.888326131091304
margo,16.133,-74.45,0.036,0.005,0.391,,0.092,0.0,0.046,0.029,0.044,0.002,,0.0,0.005,0.0,0.002,0.041,,,0.0,0.034,0.015,0.005,0.007,0.124,0.005,,0.007,,0.08,,0.0,0.0,0.002,0.0,,,,,,0.015,,,22.888326131091304
margo,16.133,-74.45,0.016,0.004,0.386,,0.081,0.0,0.039,0.012,0.032,0.0,,0.016,0.0,0.0,0.0,0.046,,,0.0,0.051,0.011,0.0,0.004,0.117,0.023,,0.0,,0.129,,0.001,0.001,0.0,0.0,,,,,,0.018,,,22.888326131091304
margo,15.9533,-18.1333,0.008,0.0,0.069,,0.024,0.0,0.016,0.0,0.445,0.018,,0.004,0.006,0.004,0.065,0.071,,,0.0,0.079,0.004,0.0,0.008,0.065,0.002,,0.0,,0.02,,0.0,0.0,0.0,0.0,,,,,,0.002,,,21.94946540821958
margo,15.825,-17.8617,0.005,0.0,0.056,,0.016,0.0,0.011,0.0,0.218,0.009,,0.009,0.012,0.01,0.257,0.075,,,0.0,0.162,0.023,0.006,0.004,0.024,0.001,,0.0,,0.039,,0.003,0.0,0.0,0.0,,,,,,0.0,,,21.917142729288848
margo,15.825,-17.8617,0.01,0.0,0.029,,0.01,0.0,0.007,0.0,0.219,0.003,,0.009,0.015,0.004,0.274,0.099,,,0.0,0.169,0.016,0.008,0.0,0.031,0.0,,0.0,,0.044,,0.0,0.0,0.0,0.0,,,,,,0.001,,,21.917142729288848
margo,15.825,-17.8617,0.005,0.0,0.039,,0.008,0.0,0.005,0.0,0.18,0.002,,0.006,0.014,0.006,0.293,0.098,,,0.0,0.187,0.025,0.008,0.004,0.02,0.0,,0.0,,0.037,,0.002,0.0,0.0,0.0,,,,,,0.0,,,21.917142729288848
margo,15.48,-17.36,0.002,0.0,0.029,,0.03,0.0,0.006,0.006,0.189,0.0,,0.014,0.011,0.0,0.296,0.106,,,0.0,0.213,0.0,0.0,0.013,0.013,0.0,,0.0,,0.073,,0.0,0.0,0.0,0.0,,,,,,0.0,,,21.917142729288848
margo,15.48,-17.36,0.003,0.0,0.028,,0.017,0.0,0.013,0.0,0.209,0.002,,0.017,0.01,0.0,0.281,0.082,,,0.0,0.192,0.005,0.006,0.009,0.015,0.0,,0.0,,0.108,,0.001,0.0,0.0,0.0,,,,,,0.0,,,21.917142729288848
margo,15.48,-17.36,0.007,0.0,0.058,,0.025,0.0,0.0,0.001,0.2,0.0,,0.013,0.015,0.002,0.214,0.166,,,0.0,0.177,0.005,0.0,0.011,0.023,0.0,,0.0,,0.071,,0.008,0.0,0.0,0.0,,,,,,0.004,,,21.917142729288848
margo,15.48,-17.36,0.005,0.0,0.042,,0.02,0.0,0.008,0.0,0.228,0.006,,0.009,0.02,0.0,0.181,0.163,,,0.0,0.215,0.002,0.006,0.014,0.03,0.0,,0.0,,0.049,,0.002,0.0,0.0,0.0,,,,,,0.0,,,21.917142729288848
margo,15.48,-17.36,0.004,0.0,0.045,,0.024,0.0,0.015,0.005,0.302,0.0,,0.006,0.009,0.0,0.119,0.18,,,0.0,0.192,0.001,0.0,0.029,0.02,0.0,,0.0,,0.04,,0.001,0.0,0.0,0.0,,,,,,0.001,,,21.917142729288848
margo,15.48,-17.36,0.009,0.0,0.096,,0.02,0.0,0.023,0.002,0.319,0.005,,0.011,0.011,0.0,0.07,0.13,,,0.0,0.191,0.011,0.016,0.013,0.034,0.0,,0.0,,0.039,,0.0,0.0,0.0,0.0,,,,,,0.0,,,21.917142729288848
margo,15.48,-17.36,0.013,0.0,0.078,,0.013,0.0,0.026,0.004,0.387,0.002,,0.011,0.015,0.0,0.076,0.096,,,0.0,0.137,0.0,0.0,0.05,0.041,0.009,,0.0,,0.039,,0.002,0.0,0.0,0.0,,,,,,0.0,,,21.917142729288848
margo,15.4,-43.4,0.008,0.023,0.506,,0.212,0.0,0.032,0.008,0.008,0.006,,0.0,0.0,0.002,0.023,0.0,,,0.017,0.002,0.013,0.0,0.002,0.0,0.068,,0.0,,0.034,,0.013,0.0,0.0,0.0,,,,,,0.017,,,20.70640636830757
margo,15.065,-75.95,0.013,0.028,0.368,,0.073,0.0,0.057,0.004,0.056,0.004,,0.005,0.003,0.0,0.009,0.063,,,0.005,0.034,0.011,0.0,0.001,0.134,0.019,,0.0,,0.096,,0.0,0.003,0.0,0.0,,,,,,0.011,,,22.579848882850385
margo,15.065,-75.95,0.01,0.023,0.328,,0.107,0.0,0.091,0.0,0.016,0.006,,0.019,0.0,0.0,0.013,0.042,,,0.0,0.049,0.006,0.0,0.01,0.149,0.032,,0.0,,0.075,,0.003,0.0,0.0,0.0,,,,,,0.019,,,22.579848882850385
margo,15.033,-80.23,0.022,0.04,0.375,,0.105,0.0,0.083,0.004,0.011,0.007,,0.04,0.0,0.0,0.0,0.022,,,0.0,0.018,0.007,0.0,0.011,0.159,0.036,,0.0,,0.036,,0.0,0.0,0.004,0.0,,,,,,0.022,,,
margo,15.033,-80.23,0.018,0.014,0.476,,0.078,0.0,0.047,0.014,0.012,0.0,,0.0,0.0,0.0,0.003,0.023,,,0.003,0.004,0.012,0.001,0.003,0.132,0.025,,0.003,,0.096,,0.006,0.0,0.0,0.0,,,,,,0.023,,,
margo,15.033,-80.23,0.018,0.013,0.446,,0.102,0.0,0.037,0.019,0.015,0.0,,0.0,0.0,0.0,0.0,0.047,,,0.0,0.011,0.009,0.0,0.009,0.131,0.027,,0.006,,0.077,,0.004,0.0,0.0,0.0,,,,,,0.018,,,
margo,15.033,-80.23,0.016,0.036,0.464,,0.114,0.0,0.034,0.005,0.005,0.005,,0.01,0.0,0.0,0.008,0.031,,,0.0,0.016,0.0,0.0,0.005,0.112,0.006,,0.0,,0.086,,0.0,0.0,0.0,0.0,,,,,,0.016,,,
margo,15.033,-80.23,0.028,0.011,0.503,,0.07,0.0,0.045,0.0,0.008,0.0,,0.0,0.003,0.0,0.003,0.056,,,0.0,0.02,0.011,0.0,0.003,0.098,0.025,,0.0,,0.07,,0.003,0.0,0.003,0.0,,,,,,0.014,,,
margo,15.033,-80.23,0.026,0.005,0.415,,0.078,0.0,0.043,0.009,0.02,0.004,,0.0,0.0,0.0,0.003,0.072,,,0.001,0.018,0.008,0.003,0.007,0.145,0.034,,0.0,,0.069,,0.003,0.001,0.001,0.0,,,,,,0.003,,,
margo,15.033,-80.23,0.015,0.015,0.308,,0.09,0.0,0.057,0.003,0.015,0.0,,0.033,0.0,0.0,0.006,0.087,,,0.0,0.036,0.003,0.003,0.003,0.198,0.005,,0.0,,0.081,,0.0,0.0,0.0,0.0,,,,,,0.012,,,
margo,14.167,-18.58,0.018,0.001,0.032,,0.021,0.0,0.003,0.004,0.076,0.007,,0.0,0.001,0.001,0.546,0.028,,,0.0,0.16,0.006,0.0,0.002,0.03,0.001,,0.0,,0.033,,0.003,0.0,0.0,0.0,,,,,,0.003,,,22.551974350236605
margo,14.167,-18.58,0.003,0.0,0.034,,0.021,0.0,0.003,0.0,0.122,0.003,,0.0,0.0,0.007,0.514,0.02,,,0.0,0.19,0.0,0.0,0.003,0.031,0.0,,0.0,,0.02,,0.0,0.0,0.0,0.0,,,,,,0.0,,,22.551974350236605
margo,14.167,-18.58,0.004,0.001,0.041,,0.038,0.0,0.005,0.005,0.161,0.009,,0.0,0.002,0.006,0.385,0.047,,,0.0,0.178,0.009,0.0,0.003,0.032,0.0,,0.002,,0.048,,0.001,0.0,0.0,0.0,,,,,,0.004,,,22.551974350236605
margo,14.167,-18.58,0.007,0.0,0.034,,0.022,0.0,0.007,0.001,0.091,0.001,,0.0,0.003,0.006,0.429,0.074,,,0.0,0.203,0.004,0.0,0.004,0.02,0.0,,0.001,,0.068,,0.004,0.0,0.0,0.0,,,,,,0.004,,,22.551974350236605
margo,14.167,-18.58,0.027,0.0,0.041,,0.02,0.0,0.0,0.0,0.148,0.003,,0.0,0.005,0.008,0.393,0.082,,,0.0,0.186,0.014,0.0,0.0,0.033,0.0,,0.0,,0.033,,0.0,0.0,0.0,0.0,,,,,,0.0,,,22.551974350236605
margo,12.09,-61.2433,0.0,0.005,0.272,,0.1,0.0,0.077,0.003,0.112,0.005,,0.005,0.0,0.005,0.0,0.036,,,0.0,0.005,0.018,0.005,0.021,0.195,0.008,,0.016,,0.111,,0.0,0.0,0.0,0.0,,,,,,0.0,,,22.06499821619904
margo,12.09,-61.2433,0.001,0.011,0.195,,0.101,0.0,0.061,0.027,0.094,0.014,,0.027,0.0,0.036,0.002,0.036,,,0.0,0.005,0.026,0.002,0.023,0.154,0.017,,0.0,,0.144,,0.001,0.0,0.0,0.0,,,,,,0.005,,,22.06499821619904
margo,12.09,-61.2433,0.0,0.011,0.25,,0.113,0.0,0.054,0.025,0.098,0.009,,0.024,0.0,0.022,0.003,0.058,,,0.0,0.0,0.049,0.0,0.022,0.058,0.018,,0.0,,0.158,,0.003,0.0,0.0,0.0,,,,,,0.018,,,22.06499821619904
margo,12.09,-61.2433,0.006,0.006,0.245,,0.161,0.0,0.062,0.006,0.068,0.015,,0.031,0.003,0.043,0.006,0.053,,,0.0,0.006,0.04,0.0,0.003,0.071,0.012,,0.0,,0.139,,0.0,0.0,0.003,0.0,,,,,,0.0,,,22.06499821619904
margo,12.09,-61.2433,0.018,0.007,0.218,,0.162,0.0,0.092,0.014,0.059,0.016,,0.025,0.009,0.002,0.0,0.07,,,0.0,0.0,0.025,0.0,0.023,0.104,0.02,,0.002,,0.106,,0.0,0.0,0.002,0.0,,,,,,0.007,,,22.06499821619904
margo,12.09,-61.2433,0.0,0.007,0.324,,0.13,0.0,0.052,0.012,0.092,0.03,,0.017,0.01,0.0,0.0,0.044,,,0.0,0.0,0.003,0.0,0.02,0.087,0.02,,0.0,,0.128,,0.0,0.0,0.0,0.0,,,,,,0.007,,,22.06499821619904
margo,11.65,-80.13,0.036,0.019,0.428,,0.05,0.003,0.097,0.003,0.006,0.006,,0.003,0.0,0.0,0.0,0.042,,,0.0,0.006,0.017,0.0,0.0,0.086,0.069,,0.0,,0.106,,0.0,0.0,0.0,0.0,,,,,,0.022,,,22.865799337290394
margo,9.5667,-19.095,0.015,0.01,0.044,,0.104,0.0,0.009,0.0,0.057,0.0,,0.0,0.0,0.009,0.039,0.332,,,0.0,0.283,0.064,0.0,0.0,0.0,0.015,,0.007,,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,,23.876623285454333
margo,5.67,-19.8517,0.008,0.002,0.339,,0.183,0.0,0.035,0.002,0.096,0.006,,0.012,0.002,0.002,0.043,0.043,,,0.002,0.02,0.016,0.0,0.031,0.091,0.012,,0.0,,0.031,,0.008,0.0,0.002,0.0,,,,,,0.008,,,24.400339511032925
margo,5.67,-19.8517,0.01,0.005,0.33,,0.139,0.0,0.022,0.012,0.09,0.005,,0.012,0.0,0.002,0.047,0.073,,,0.0,0.027,0.022,0.0,0.039,0.095,0.007,,0.0,,0.029,,0.012,0.0,0.002,0.0,,,,,,0.015,,,24.400339511032925
margo,5.67,-19.8517,0.01,0.007,0.403,,0.165,0.0,0.025,0.004,0.053,0.005,,0.003,0.0,0.0,0.027,0.076,,,0.0,0.044,0.008,0.003,0.014,0.104,0.008,,0.001,,0.03,,0.005,0.0,0.0,0.0,,,,,,0.005,,,24.400339511032925
margo,5.385,-21.7517,0.006,0.007,0.287,,0.271,0.0,0.003,0.0,0.051,0.003,,0.0,0.0,0.0,0.015,0.193,,,0.017,0.015,0.03,0.0,0.0,0.015,0.037,,0.0,,0.015,,0.009,0.0,0.0,0.0,,,,,,0.0,,,24.26749744380338
margo,5.335,-22.0533,0.009,0.02,0.339,,0.291,0.0,0.015,0.003,0.026,0.0,,0.0,0.0,0.011,0.01,0.116,,,0.0,0.023,0.042,0.0,0.0,0.036,0.013,,0.0,,0.023,,0.018,0.0,0.0,0.0,,,,,,0.005,,,24.177211408301936
margo,5.335,-22.0533,0.014,0.023,0.355,,0.281,0.0,0.018,0.0,0.045,0.005,,0.0,0.0,0.008,0.008,0.121,,,0.0,0.014,0.03,0.0,0.002,0.032,0.02,,0.0,,0.02,,0.005,0.0,0.0,0.0,,,,,,0.0,,,24.177211408301936
margo,5.335,-22.0533,0.008,0.011,0.403,,0.23,0.0,0.022,0.0,0.045,0.0,,0.0,0.0,0.013,0.014,0.109,,,0.0,0.013,0.023,0.002,0.002,0.058,0.025,,0.0,,0.007,,0.007,0.0,0.002,0.0,,,,,,0.0,,,24.177211408301936
margo,5.335,-22.055,0.011,0.02,0.333,,0.304,0.0,0.039,0.003,0.041,0.0,,0.005,0.0,0.0,0.009,0.038,,,0.009,0.002,0.009,0.0,0.005,0.084,0.014,,0.01,,0.039,,0.001,0.0,0.002,0.0,,,,,,0.012,,,24.177211408301936
margo,5.335,-22.055,0.014,0.008,0.291,,0.368,0.001,0.042,0.003,0.042,0.0,,0.0,0.0,0.0,0.0,0.042,,,0.015,0.0,0.003,0.0,0.003,0.057,0.004,,0.026,,0.055,,0.007,0.0,0.0,0.0,,,,,,0.007,,,24.177211408301936
margo,3.735,-11.3983,0.0,0.08,0.062,,0.152,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.571,,,0.0,0.098,0.0,0.0,0.0,0.0,0.0,,0.009,,0.018,,0.0,0.0,0.0,0.0,,,,,,0.0,,,23.99130774156055
margo,3.735,-11.3983,0.043,0.022,0.056,,0.182,0.0,0.004,0.004,0.052,0.0,,0.0,0.0,0.0,0.009,0.403,,,0.0,0.13,0.03,0.0,0.0,0.017,0.0,,0.0,,0.039,,0.004,0.0,0.0,0.0,,,,,,0.0,,,23.99130774156055
margo,3.02,-22.0317,0.001,0.0,0.171,,0.26,0.001,0.026,0.0,0.026,0.0,,0.0,0.0,0.004,0.064,0.22,,,0.04,0.038,0.043,0.0,0.0,0.013,0.034,,0.027,,0.0,,0.0,0.0,0.0,0.0,,,,,,0.004,,,24.125773485542375
margo,3.02,-22.0317,0.006,0.0,0.05,,0.111,0.0,0.002,0.0,0.039,0.0,,0.0,0.0,0.0,0.2,0.344,,,0.0,0.108,0.037,0.0,0.0,0.013,0.071,,0.0,,0.0,,0.002,0.0,0.0,0.0,,,,,,0.0,,,24.125773485542375
margo,3.02,-22.0317,0.001,0.0,0.031,,0.053,0.0,0.003,0.0,0.012,0.0,,0.0,0.0,0.0,0.212,0.43,,,0.0,0.128,0.044,0.0,0.0,0.006,0.059,,0.0,,0.0,,0.009,0.0,0.0,0.0,,,,,,0.0,,,24.125773485542375
margo,1.367,-33.48,0.003,0.003,0.231,,0.114,0.0,0.003,0.013,0.036,0.013,,0.0,0.0,0.0,0.013,0.205,,,0.0,0.0,0.026,0.0,0.0,0.085,0.124,,0.0,,0.062,,0.003,0.0,0.007,0.0,,,,,,0.0,,,23.263086850529742
margo,1.367,-33.48,0.0,0.003,0.237,,0.12,0.0,0.014,0.009,0.04,0.009,,0.003,0.003,0.0,0.0,0.149,,,0.003,0.026,0.017,0.0,0.0,0.12,0.111,,0.0,,0.094,,0.0,0.0,0.0,0.0,,,,,,0.0,,,23.263086850529742
margo,1.367,-33.48,0.003,0.009,0.21,,0.125,0.0,0.009,0.009,0.025,0.006,,0.003,0.0,0.0,0.0,0.204,,,0.003,0.013,0.038,0.0,0.0,0.125,0.072,,0.0,,0.088,,0.003,0.0,0.0,0.0,,,,,,0.006,,,23.263086850529742
margo,1.367,-33.48,0.0,0.0,0.193,,0.152,0.0,0.003,0.01,0.033,0.0,,0.003,0.0,0.003,0.017,0.189,,,0.003,0.017,0.037,0.0,0.0,0.133,0.056,,0.0,,0.11,,0.003,0.0,0.0,0.0,,,,,,0.007,,,23.263086850529742
