Data_Source,Latitude,Longitude,O. universa,G. conglobatus,G. ruber albus,G. tenellus,T. sacculifer,S. dehiscens,G. siphonifera,G. calida,G. bulloides,G. falconensis,B. digitata,G. rubescens,T. quinqueloba,N. pachyderma,N. incompta,N. dutertrei,G. conglomerata,G. hexagonus,P. obliquiloculata,G. inflata,G. crassaformis,G. hirsuta,G. scitula,G. glutinata,G. truncatulinoides,G. aequilateralis,G. menardii,H. pelagica,G. ruber ruber,G. tumida,G. digitata,T. humilis,C. nitida,G. uvula,D. anfracta,G. theyeri,T. iota,G. cavernula,G. cultrata,G. tenella,G. adamsi,G. crassa,SST
epilog,-19.5617,11.175,0.0055,0.0,0.011,0.0221,0.0,0.0,,0.0,0.0773,0.0,,0.0,0.0331,0.5856,0.2099,0.0,0.0,0.0,0.0,0.0166,0.0,0.0055,0.0,0.0276,0.0,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.02680346065736
epilog,-19.5617,11.175,0.0085,0.0,0.0,0.0,0.0,0.0,,0.0,0.0975,0.0,,0.0,0.0339,0.6695,0.1398,0.0,0.0,0.0,0.0,0.0042,0.0042,0.0,0.0,0.0381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.0,0.0,0.0,,,,,,20.02680346065736
epilog,-19.5617,11.175,0.0049,0.0,0.0,0.0099,0.0,0.0,,0.0,0.064,0.0049,,0.0049,0.0246,0.6404,0.1626,0.0,0.0,0.0,0.0,0.0148,0.0099,0.0,0.0,0.0394,0.0,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.02680346065736
epilog,-23.315,12.3767,0.0,0.0,0.003,0.0,0.0,0.0,,0.0,0.08,0.0,,0.0,0.042,0.708,0.115,0.042,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,18.046291168124174
epilog,-23.315,12.3767,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.141,0.0,,0.0,0.043,0.616,0.118,0.067,0.0,0.0,0.0,0.008,0.004,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,18.046291168124174
epilog,-23.315,12.3767,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.087,0.0,,0.0,0.04,0.661,0.144,0.051,0.0,0.004,0.0,0.007,0.0,0.0,0.0,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,18.046291168124174
epilog,-23.315,12.3767,0.0,0.0,0.003,0.0,0.0,0.0,,0.0,0.049,0.0,,0.0,0.063,0.616,0.131,0.101,0.0,0.0,0.0,0.019,0.0,0.0,0.003,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,18.046291168124174
epilog,-23.315,12.3767,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.089,0.003,,0.0,0.086,0.583,0.08,0.101,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.009,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,18.046291168124174
epilog,-23.315,12.3767,0.003,0.0,0.003,0.0,0.0,0.0,,0.0,0.084,0.0,,0.0,0.047,0.587,0.168,0.068,0.0,0.0,0.0,0.024,0.0,0.0,0.005,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,18.046291168124174
epilog,-23.315,12.3767,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.093,0.0,,0.0,0.007,0.619,0.189,0.065,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.01,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,18.046291168124174
epilog,-23.315,12.3767,0.0,0.0,0.0,0.002,0.0,0.0,,0.0,0.074,0.002,,0.0,0.03,0.654,0.153,0.026,0.0,0.007,0.002,0.009,0.0,0.0,0.007,0.019,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,,,,,,18.046291168124174
epilog,-23.315,12.3767,0.0,0.0,0.0,0.003,0.0,0.0,,0.0,0.058,0.0,,0.0,0.029,0.631,0.215,0.034,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,18.046291168124174
epilog,-23.315,12.3767,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.19,0.007,,0.0,0.0,0.518,0.219,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,18.046291168124174
epilog,-23.315,12.3767,0.0,0.0,0.003,0.0,0.0,0.0,,0.0,0.068,0.0,,0.0,0.071,0.615,0.174,0.043,0.0,0.0,0.0,0.003,0.0,0.0,0.006,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,18.046291168124174
epilog,-23.315,12.3767,0.004,0.0,0.0,0.0,0.004,0.0,,0.0,0.124,0.0,,0.0,0.054,0.537,0.198,0.045,0.0,0.0,0.0,0.012,0.0,0.0,0.004,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,18.046291168124174
epilog,-23.315,12.3767,0.004,0.0,0.0,0.0,0.0,0.0,,0.0,0.133,0.0,,0.0,0.059,0.484,0.207,0.063,0.0,0.0,0.0,0.031,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,18.046291168124174
epilog,-23.315,12.3767,0.005,0.0,0.005,0.0,0.0,0.0,,0.0,0.104,0.0,,0.0,0.05,0.563,0.23,0.023,0.0,0.005,0.0,0.005,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,18.046291168124174
epilog,-23.315,12.3767,0.0,0.0,0.005,0.0,0.0,0.0,,0.0,0.06,0.0,,0.0,0.005,0.704,0.181,0.02,0.0,0.005,0.0,0.005,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,18.046291168124174
epilog,-23.315,12.3767,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.086,0.0,,0.0,0.032,0.556,0.194,0.092,0.0,0.0,0.0,0.006,0.0,0.0,0.003,0.016,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,18.046291168124174
epilog,-23.315,12.3767,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.142,0.0,,0.0,0.031,0.559,0.195,0.042,0.0,0.0,0.0,0.015,0.004,0.0,0.0,0.008,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,18.046291168124174
epilog,-29.45,11.75,0.0073,0.0,0.0331,0.0,0.0047,0.0,,0.0,0.1223,0.0,,0.0126,0.0016,0.0173,0.3909,0.0226,0.0,0.0,0.0,0.2535,0.0016,0.009,0.0064,0.0473,0.0448,0.0104,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15.120078143190078
epilog,-29.45,11.75,0.0056,0.0,0.0539,0.0,0.0017,0.0,,0.0039,0.0948,0.0,,0.0052,0.0103,0.0155,0.6165,0.0091,0.0,0.0,0.0,0.1375,0.0016,0.007,0.0,0.0155,0.0071,0.003,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15.120078143190078
epilog,-8.675,-11.845,0.0272,0.0115,0.159,0.0,0.1361,0.0,,0.0057,0.0415,0.0014,,0.0444,0.0,0.0,0.0387,0.1304,0.0,0.0,0.0,0.086,0.01,0.0,0.0172,0.1347,0.0387,0.0372,0.0,0.0,0.0659,0.0,0.0057,0.0029,0.0014,0.0,0.0,0.0029,0.0,,,,,,22.053762060979235
epilog,-8.675,-11.845,0.0247,0.0095,0.132,0.0,0.1453,0.0,,0.019,0.0484,0.0038,,0.0218,0.0,0.0,0.1102,0.0931,0.0,0.0,0.0,0.1206,0.0247,0.0,0.0218,0.0921,0.0446,0.0313,0.0,0.0,0.038,0.0,0.0047,0.0019,0.0,0.0,0.0,0.0104,0.0,,,,,,22.053762060979235
epilog,-8.675,-11.845,0.0227,0.0116,0.1629,0.0012,0.1367,0.0,,0.043,0.0425,0.0012,,0.064,0.0035,0.0012,0.1303,0.0698,0.0,0.0,0.0,0.0884,0.0326,0.0,0.0087,0.0762,0.0268,0.0297,0.0,0.0,0.043,0.0,0.0017,0.0012,0.0,0.0,0.0,0.0,0.0,,,,,,22.053762060979235
epilog,-17.1433,-13.9867,0.0107,0.006,0.3256,0.031,0.0647,0.0,,0.0033,0.0931,0.0024,,0.062,0.0,0.0,0.0101,0.003,0.0,0.0,0.0072,0.0898,0.0063,0.0,0.0239,0.1397,0.0519,0.0316,0.0075,0.0009,0.0227,0.0,0.0024,0.0024,0.0012,0.0,0.0,0.0,0.0,,,,,,18.820446933442533
epilog,-17.1433,-13.9867,0.0111,0.0061,0.3757,0.005,0.1045,0.0,,0.0232,0.0326,0.0042,,0.138,0.0,0.0,0.0075,0.0002,0.0,0.0,0.0036,0.0784,0.0123,0.0,0.01,0.0443,0.0449,0.0263,0.0054,0.0,0.0542,0.0008,0.0067,0.0033,0.0015,0.0,0.0,0.0,0.0,,,,,,18.820446933442533
epilog,-30.87,14.3433,0.0068,0.0,0.0229,0.0022,0.0129,0.0,,0.0001,0.1192,0.0,,0.0,0.0131,0.0,0.5991,0.0284,0.0,0.0,0.0,0.1038,0.0001,0.0087,0.0022,0.0294,0.0254,0.0213,0.0003,0.0,0.0,0.0,0.0,0.0044,0.0,0.0,0.0,0.0,0.0,,,,,,15.13856290900382
epilog,-30.87,14.3433,0.0144,0.0,0.0301,0.0,0.0012,0.0,,0.0018,0.1396,0.0,,0.0069,0.0046,0.0,0.6083,0.0064,0.0,0.0,0.0,0.1214,0.0006,0.0051,0.0064,0.0139,0.0241,0.0148,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15.13856290900382
epilog,-30.87,14.3433,0.0059,0.0,0.0152,0.0,0.0036,0.0,,0.0077,0.1183,0.0,,0.0107,0.0046,0.0031,0.6988,0.0035,0.0,0.0,0.0,0.0957,0.0004,0.0053,0.0046,0.0054,0.0126,0.0032,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,,,,,,15.13856290900382
epilog,-31.9,-1.33,0.0064,0.0001,0.0813,0.0,0.0,0.0,,0.0,0.331,0.0183,,0.0114,0.0,0.0069,0.2034,0.0,0.0,0.0,0.0,0.1429,0.0029,0.0301,0.0106,0.0389,0.0914,0.0164,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0046,0.0,0.0023,,,,,,15.54565585249922
epilog,-36.06,-8.7783,0.0024,0.0,0.0149,0.0,0.0,0.0,,0.0,0.34,0.0,,0.0037,0.0355,0.0289,0.2995,0.0,0.0,0.0,0.0,0.1849,0.0042,0.0136,0.0009,0.0219,0.0419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0,0.0,,,,,,13.341688576980541
epilog,-36.8333,-14.4033,0.0077,0.0,0.0049,0.0,0.0,0.0,,0.0,0.2689,0.0,,0.0,0.0634,0.0614,0.2772,0.001,0.0,0.0,0.0,0.2038,0.0049,0.0036,0.002,0.0505,0.0478,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,13.384368305272721
epilog,-27.9117,-45.8817,0.0011,0.0017,0.397,0.0046,0.0415,0.0,,0.0,0.0364,0.0114,,0.041,0.0,0.0023,0.0296,0.008,0.0,0.0,0.0,0.1052,0.0034,0.0119,0.0137,0.1843,0.0739,0.0188,0.0,0.0,0.0,0.0,0.0028,0.0,0.0046,0.0,0.0046,0.0,0.0,,,,,,20.98442417067168
epilog,-27.9117,-45.8817,0.0026,0.0039,0.4154,0.0,0.033,0.0,,0.0006,0.0659,0.0,,0.0568,0.0,0.0,0.0258,0.0013,0.0,0.0,0.0,0.0982,0.0026,0.0181,0.0045,0.1525,0.0923,0.0168,0.0,0.0,0.0013,0.0,0.0,0.0,0.0032,0.0,0.0,0.0,0.0,,,,,,20.98442417067168
epilog,-27.9117,-45.8817,0.004,0.0072,0.2554,0.0,0.0373,0.0,,0.0,0.0486,0.009,,0.054,0.0,0.0,0.0432,0.0022,0.0,0.0,0.0,0.1641,0.0,0.0135,0.0153,0.1942,0.0935,0.0058,0.0,0.0,0.0369,0.0,0.0,0.0,0.0063,0.0,0.0072,0.0,0.0,,,,,,20.98442417067168
epilog,-27.9117,-45.8817,0.0015,0.0049,0.3834,0.0,0.02,0.0,,0.0,0.0392,0.0,,0.0979,0.0,0.0,0.0316,0.0015,0.0,0.0,0.0,0.1062,0.0023,0.0102,0.009,0.1476,0.0926,0.0064,0.0,0.0,0.0343,0.0,0.0015,0.0,0.0038,0.0,0.003,0.0,0.0,,,,,,20.98442417067168
epilog,-25.5117,-35.9983,0.0078,0.154,0.0627,0.0,0.1254,0.0,,0.0,0.0339,0.0,,0.0,0.0,0.0,0.0418,0.0131,0.0,0.0,0.0,0.188,0.0104,0.0235,0.0,0.0104,0.3054,0.0,0.0104,0.0,0.0,0.0026,0.0104,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.01955585212759
epilog,-23.0383,-36.6517,0.0073,0.027,0.6326,0.0,0.0628,0.0,,0.0008,0.0822,0.0,,0.0258,0.0,0.0,0.0081,0.0016,0.0,0.0,0.0,0.0749,0.0032,0.0016,0.0,0.0129,0.0395,0.0064,0.0,0.0,0.0,0.0012,0.0097,0.0,0.0008,0.0,0.0,0.0,0.0,,,,,,21.557645812353854
epilog,-20.8233,-39.8633,0.002,0.002,0.3899,0.0091,0.0417,0.0,,0.0174,0.0194,0.0091,,0.0411,0.0,0.0,0.0114,0.0154,0.0,0.0,0.0,0.0243,0.01,0.0006,0.0046,0.2908,0.0094,0.0123,0.0,0.0006,0.0817,0.0,0.0023,0.0,0.002,0.0,0.0,0.0,0.0,,,,,,
epilog,-20.8233,-39.8633,0.0036,0.0038,0.4134,0.0,0.0286,0.0,,0.0056,0.0143,0.0107,,0.0537,0.0,0.0,0.0072,0.0148,0.0,0.0,0.0002,0.0436,0.0031,0.0,0.0002,0.2883,0.0145,0.002,0.0,0.0016,0.0721,0.0,0.0,0.0072,0.0034,0.0,0.0,0.0,0.0,,,,,,
epilog,-8.1983,-34.265,0.002,0.0049,0.5576,0.0,0.0693,0.0,,0.0069,0.0023,0.0,,0.0283,0.0,0.0,0.0,0.0026,0.0,0.0,0.0,0.0012,0.0043,0.0,0.0116,0.1427,0.024,0.0202,0.0,0.0017,0.1048,0.0,0.0052,0.0,0.0095,0.0,0.0,0.0,0.0,,,,,,
epilog,-8.1983,-34.265,0.0063,0.0101,0.5164,0.0025,0.0919,0.0,,0.0063,0.0013,0.0,,0.0353,0.0,0.0,0.0,0.0088,0.0,0.0,0.0,0.0013,0.0013,0.0,0.0076,0.1335,0.029,0.0239,0.0,0.0101,0.0844,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.0,,,,,,
epilog,-8.1983,-34.265,0.0033,0.0036,0.5106,0.0,0.0748,0.0,,0.0103,0.0067,0.0,,0.0618,0.0,0.0012,0.0003,0.0015,0.0,0.0,0.0012,0.0061,0.0094,0.0,0.0097,0.1732,0.0127,0.0058,0.0012,0.0112,0.079,0.0,0.0033,0.0,0.013,0.0,0.0,0.0,0.0,,,,,,
epilog,-8.1983,-34.265,0.0035,0.0055,0.5215,0.0,0.0597,0.0,,0.0136,0.0073,0.0,,0.0705,0.0,0.0015,0.0,0.0018,0.0,0.0,0.0,0.0,0.0062,0.0,0.0059,0.1813,0.0075,0.0161,0.0029,0.0011,0.0782,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,,,,,,
epilog,-8.5283,-34.0217,0.0037,0.0072,0.5684,0.0045,0.1089,0.0006,,0.0169,0.0006,0.0045,,0.009,0.0,0.0,0.0011,0.0029,0.0,0.0,0.0,0.0011,0.0034,0.0,0.0,0.142,0.0364,0.0175,0.0,0.0,0.0546,0.0,0.0056,0.0,0.01,0.0,0.0,0.0,0.0,,,,,,
epilog,-8.5283,-34.0217,0.0082,0.0098,0.5339,0.0041,0.0791,0.0,,0.0236,0.0,0.0082,,0.0205,0.0,0.0,0.0123,0.0022,0.0,0.0,0.0,0.0,0.001,0.0,0.0082,0.1253,0.0195,0.0474,0.0,0.005,0.0709,0.0,0.0062,0.0,0.0146,0.0,0.0,0.0,0.0,,,,,,
epilog,0.0067,-23.495,0.0032,0.0022,0.1613,0.0,0.1102,0.0,,0.0,0.0903,0.0129,,0.0172,0.0022,0.0043,0.2118,0.0995,0.0,0.0,0.0,0.0758,0.0134,0.0,0.0,0.0968,0.05,0.0156,0.0,0.0,0.0065,0.0,0.0065,0.0,0.0,0.0,0.0065,0.0,0.0,,,,,,22.883587649809517
epilog,0.0067,-23.495,0.0017,0.0085,0.0666,0.0,0.1092,0.0,,0.0,0.0358,0.0,,0.0034,0.0034,0.0017,0.2321,0.1894,0.0,0.0,0.0,0.116,0.0239,0.0,0.0,0.058,0.1194,0.0051,0.0,0.0,0.0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.883587649809517
epilog,-30.8483,-38.3433,0.0045,0.0061,0.2334,0.0022,0.0168,0.0001,,0.0005,0.1299,0.012,,0.0262,0.0,0.0044,0.2009,0.0066,0.0,0.0,0.0,0.1254,0.0018,0.0248,0.0311,0.0437,0.1001,0.0074,0.0,0.0,0.0012,0.0,0.0087,0.0,0.0,0.0,0.0044,0.0,0.0,,,,,,19.02104037099796
epilog,-3.6667,-37.7167,0.0018,0.0027,0.4193,0.0024,0.1292,0.0,,0.0048,0.0,0.0,,0.0143,0.0,0.0,0.0066,0.0328,0.0,0.0,0.0,0.0042,0.0,0.0,0.0,0.2621,0.0271,0.0128,0.0,0.0,0.0652,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,,,,,,
epilog,-3.6667,-37.7167,0.0032,0.0055,0.369,0.0063,0.1258,0.0,,0.0,0.0,0.0,,0.0095,0.0,0.0,0.0135,0.0412,0.0,0.0,0.0,0.0071,0.0024,0.0,0.0032,0.2882,0.0404,0.0111,0.0,0.0,0.0467,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,,,,,,
epilog,-3.6667,-37.7167,0.0027,0.0,0.3702,0.0,0.1276,0.0,,0.0018,0.0,0.0,,0.0177,0.0,0.0,0.0292,0.0434,0.0,0.0,0.0,0.0071,0.008,0.0,0.0,0.248,0.0301,0.0239,0.0,0.0,0.0709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
epilog,-3.6667,-37.7167,0.001,0.0,0.3269,0.0259,0.1572,0.001,,0.004,0.0,0.0,,0.016,0.0,0.0,0.0269,0.0642,0.0,0.0,0.0,0.0179,0.006,0.001,0.0,0.2348,0.0318,0.0398,0.0,0.0,0.0333,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,,,,,,
epilog,-3.6667,-37.7167,0.0036,0.0012,0.2617,0.0048,0.1548,0.0,,0.0216,0.0,0.0,,0.0432,0.0,0.0,0.0444,0.0372,0.0,0.0,0.0024,0.0156,0.0024,0.0,0.0,0.2089,0.042,0.0264,0.0,0.0,0.1116,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,,,,,,
epilog,-4.295,-37.0917,0.0024,0.0012,0.3589,0.0,0.118,0.0,,0.0109,0.0,0.0,,0.0486,0.0,0.0,0.0176,0.0213,0.0,0.0,0.0,0.0067,0.0006,0.0,0.0097,0.2555,0.0401,0.0067,0.0,0.0,0.0736,0.0,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,,,,,,
epilog,-4.295,-37.0917,0.0006,0.0011,0.3414,0.0,0.1319,0.0,,0.0067,0.0,0.0,,0.0449,0.0,0.0,0.0326,0.0399,0.0,0.0,0.0,0.0185,0.0011,0.0,0.0022,0.2313,0.0399,0.0079,0.0,0.0,0.0567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
epilog,-4.295,-37.0917,0.0029,0.0012,0.3453,0.0,0.1301,0.0,,0.0117,0.0,0.0,,0.1008,0.0,0.0,0.0246,0.0334,0.0,0.0,0.0,0.007,0.0,0.0,0.0023,0.2204,0.0422,0.0147,0.0,0.0,0.0451,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,,,,,,
epilog,-4.295,-37.0917,0.0029,0.001,0.383,0.0039,0.1247,0.0,,0.0116,0.0,0.0,,0.0232,0.0,0.0,0.0174,0.0484,0.0,0.0,0.0,0.0039,0.0077,0.0,0.0,0.2515,0.0348,0.0232,0.0,0.0,0.0348,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,,,,,,
epilog,-4.295,-37.0917,0.0012,0.0012,0.3785,0.0,0.1698,0.0,,0.0024,0.0098,0.0,,0.0245,0.0,0.0,0.0098,0.0391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2198,0.044,0.0159,0.0,0.0,0.0379,0.0,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,,,,,,
epilog,-4.295,-37.0917,0.0033,0.0041,0.5037,0.0065,0.1387,0.0,,0.0163,0.0,0.0,,0.0066,0.0,0.0,0.0343,0.022,0.0,0.0,0.0,0.0008,0.0008,0.0,0.0,0.182,0.0122,0.0155,0.0,0.0,0.0465,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,,,,,,
epilog,-4.295,-37.0917,0.0034,0.0026,0.4849,0.0,0.1645,0.0,,0.0,0.0034,0.0,,0.0207,0.0,0.0,0.0189,0.0431,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.1533,0.0078,0.0146,0.0,0.0,0.068,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,,,,,,
epilog,-7.0533,-34.4633,0.0028,0.0014,0.6092,0.0032,0.1014,0.0,,0.0,0.0227,0.0,,0.0194,0.0,0.0,0.0154,0.0079,0.0,0.0,0.0,0.0105,0.0034,0.0,0.0016,0.0713,0.0433,0.016,0.0,0.0,0.0561,0.0,0.0,0.0,0.0045,0.0065,0.0,0.0,0.0,,,,,,
epilog,-7.0533,-34.4633,0.015,0.0023,0.6134,0.0135,0.0869,0.0,,0.0,0.0338,0.0068,,0.0271,0.0,0.0,0.0068,0.0044,0.0,0.0,0.0017,0.0034,0.0093,0.0,0.0,0.0778,0.0368,0.0066,0.0,0.0002,0.0467,0.0,0.0,0.0,0.0055,0.0,0.0,0.0,0.0,,,,,,
epilog,-7.0533,-34.4633,0.006,0.0005,0.6023,0.0,0.107,0.0,,0.0,0.0553,0.0,,0.032,0.0,0.0,0.0,0.0105,0.0,0.0,0.0063,0.011,0.006,0.0,0.0,0.054,0.037,0.0083,0.0,0.0,0.0593,0.0,0.0,0.0,0.0048,0.0,0.0,0.0,0.0,,,,,,
epilog,-7.0533,-34.4633,0.0049,0.0022,0.6159,0.0099,0.0966,0.0,,0.0,0.0099,0.0,,0.0197,0.0,0.0,0.0142,0.0052,0.0,0.0,0.0151,0.0049,0.0005,0.0,0.0037,0.0764,0.0467,0.0074,0.0,0.0002,0.0627,0.0,0.0006,0.0,0.0026,0.0,0.0,0.0,0.0,,,,,,
epilog,-7.0117,-34.4417,0.0042,0.0015,0.5854,0.0061,0.0854,0.0,,0.0,0.0091,0.0,,0.0274,0.0,0.003,0.0,0.0053,0.0,0.0,0.0034,0.0228,0.0076,0.0,0.0061,0.1367,0.0259,0.0152,0.0,0.003,0.033,0.0,0.0,0.0,0.0159,0.0,0.0,0.0,0.0,,,,,,
epilog,-7.0117,-34.4417,0.0056,0.0061,0.5664,0.0064,0.0591,0.0,,0.0011,0.0225,0.0043,,0.0342,0.0,0.0043,0.0011,0.0048,0.0,0.0,0.0,0.0061,0.0003,0.0,0.0128,0.1561,0.0305,0.0099,0.0,0.0,0.042,0.0,0.0,0.0,0.0235,0.0,0.0,0.0,0.0,,,,,,
epilog,-7.0117,-34.4417,0.007,0.0055,0.5993,0.0,0.0822,0.0,,0.0061,0.0388,0.0,,0.0485,0.0,0.0,0.0049,0.0055,0.0,0.0,0.0012,0.0055,0.0036,0.0,0.0024,0.0861,0.037,0.014,0.0003,0.0003,0.0246,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,,,,,
epilog,-7.0117,-34.4417,0.0023,0.0011,0.6913,0.0,0.0482,0.0002,,0.0014,0.0127,0.0,,0.0162,0.0,0.0,0.0014,0.0057,0.0,0.0,0.0,0.0032,0.002,0.0,0.0,0.1248,0.0175,0.0133,0.0,0.0,0.05,0.0,0.0,0.0,0.0079,0.0,0.0,0.0,0.0,,,,,,
epilog,-35.125,17.5433,0.0099,0.0,0.0173,0.0,0.0,0.0,,0.0,0.163,0.0,,0.0,0.0,0.0124,0.6099,0.0,0.0,0.0,0.0,0.1235,0.0,0.0,0.0,0.0346,0.0247,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16.107779823240307
epilog,-35.125,17.5433,0.0083,0.0,0.0028,0.0,0.0083,0.0,,0.0,0.1653,0.0028,,0.0,0.0055,0.0055,0.5813,0.0165,0.0,0.0,0.0,0.135,0.0,0.0,0.0,0.0496,0.011,0.0083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16.107779823240307
epilog,-25.25,12.0217,0.0013,0.0,0.0,0.0,0.0,0.0,,0.0,0.0408,0.0,,0.0,0.0,0.0193,0.8482,0.0,0.0,0.0,0.0,0.0769,0.0,0.0097,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16.631190444203288
epilog,-25.25,12.0217,0.007,0.0,0.0006,0.0,0.0,0.0,,0.0047,0.0829,0.0,,0.0,0.0,0.0099,0.7916,0.0003,0.0,0.0,0.0,0.0882,0.0,0.0036,0.0,0.0016,0.0023,0.0016,0.0,0.0,0.0,0.0,0.0037,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16.631190444203288
epilog,-25.25,12.0217,0.0032,0.0,0.0005,0.0,0.0,0.0,,0.0,0.0244,0.0,,0.0,0.0,0.0023,0.8988,0.0,0.0,0.0,0.0,0.0609,0.0,0.0072,0.0,0.0,0.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16.631190444203288
epilog,-25.25,12.0217,0.0012,0.0,0.0005,0.0,0.0,0.0,,0.0,0.0529,0.0,,0.0,0.0,0.011,0.8641,0.0,0.0,0.0,0.0,0.0513,0.0,0.0115,0.0,0.0,0.0076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16.631190444203288
