Core,Coring device,Latitude,Longitude,Water depth (m),Ocean,Sample depth - upper (m),Species,Relative Abundance
BOFS17K,,58.001,-16.5014,,North Atlantic,1,N. dutertrei,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1,G. conglomerata,
BOFS17K,,58.001,-16.5014,,North Atlantic,1,G. hexagonus,
BOFS17K,,58.001,-16.5014,,North Atlantic,1,P. obliquiloculata,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1,G. inflata,0.01
BOFS17K,,58.001,-16.5014,,North Atlantic,1,G. truncatulinoides,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1,G. crassaformis,
BOFS17K,,58.001,-16.5014,,North Atlantic,1,G. hirsuta,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1,G. scitula,0.003
BOFS17K,,58.001,-16.5014,,North Atlantic,1,D. anfracta,
BOFS17K,,58.001,-16.5014,,North Atlantic,1,G. cultrata,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1,G. tumida,
BOFS17K,,58.001,-16.5014,,North Atlantic,1,C. nitida,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1,G. glutinata,0.054
BOFS17K,,58.001,-16.5014,,North Atlantic,1,G. eastropacia,
BOFS17K,,58.001,-16.5014,,North Atlantic,1,T. iota,
BOFS17K,,58.001,-16.5014,,North Atlantic,1,G. uvula,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,O. universa,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,G. conglobatus,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,G. ruber ruber,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,G. ruber albus,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,G. tenellus,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,T. sacculifer,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,S. dehiscens,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,G. adamsi,
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,G. siphonifera,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,G. calida,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,G. bulloides,0.314
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,G. falconensis,0.013
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,B. digitata,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,G. rubescens,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,T. humilis,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,T. quinqueloba,0.077
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,N. pachyderma,0.499
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,N. incompta,0.037
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,N. dutertrei,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,G. conglomerata,
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,G. hexagonus,
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,P. obliquiloculata,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,G. inflata,0.007
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,G. truncatulinoides,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,G. crassaformis,
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,G. hirsuta,0.002
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,G. scitula,0.009
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,D. anfracta,
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,G. cultrata,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,G. tumida,
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,C. nitida,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,G. glutinata,0.042
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,G. eastropacia,
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,T. iota,
BOFS17K,,58.001,-16.5014,,North Atlantic,1.02,G. uvula,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,O. universa,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,G. conglobatus,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,G. ruber ruber,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,G. ruber albus,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,G. tenellus,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,T. sacculifer,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,S. dehiscens,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,G. adamsi,
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,G. siphonifera,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,G. calida,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,G. bulloides,0.269
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,G. falconensis,0.01
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,B. digitata,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,G. rubescens,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,T. humilis,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,T. quinqueloba,0.07
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,N. pachyderma,0.535
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,N. incompta,0.06
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,N. dutertrei,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,G. conglomerata,
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,G. hexagonus,
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,P. obliquiloculata,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,G. inflata,0.007
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,G. truncatulinoides,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,G. crassaformis,
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,G. hirsuta,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,G. scitula,0.01
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,D. anfracta,
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,G. cultrata,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,G. tumida,
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,C. nitida,0
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,G. glutinata,0.035
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,G. eastropacia,
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,T. iota,
BOFS17K,,58.001,-16.5014,,North Atlantic,1.04,G. uvula,0
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,O. universa,0
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,G. conglobatus,0
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,G. ruber ruber,0
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,G. ruber albus,0
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,G. tenellus,0
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,T. sacculifer,0
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,S. dehiscens,0
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,G. adamsi,
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,G. siphonifera,0
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,G. calida,0
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,G. bulloides,0.007
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,G. falconensis,0
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,B. digitata,0
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,G. rubescens,0
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,T. humilis,0
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,T. quinqueloba,0.042
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,N. pachyderma,0.919
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,N. incompta,0.019
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,N. dutertrei,0
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,G. conglomerata,
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,G. hexagonus,
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,P. obliquiloculata,0
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,G. inflata,0
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,G. truncatulinoides,0
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,G. crassaformis,
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,G. hirsuta,0
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,G. scitula,0
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,D. anfracta,
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,G. cultrata,0
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,G. tumida,
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,C. nitida,0
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,G. glutinata,0.014
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,G. eastropacia,
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,T. iota,
GIK17051-3,,56.1633,-31.99,-2295,North Atlantic,2.1,G. uvula,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,O. universa,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,G. conglobatus,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,G. ruber ruber,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,G. ruber albus,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,G. tenellus,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,T. sacculifer,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,S. dehiscens,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,G. adamsi,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,G. siphonifera,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,G. calida,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,G. bulloides,0.017
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,G. falconensis,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,B. digitata,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,G. rubescens,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,T. humilis,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,T. quinqueloba,0.014
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,N. pachyderma,0.892
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,N. incompta,0.017
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,N. dutertrei,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,G. conglomerata,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,G. hexagonus,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,P. obliquiloculata,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,G. inflata,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,G. truncatulinoides,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,G. crassaformis,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,G. hirsuta,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,G. scitula,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,D. anfracta,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,G. cultrata,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,G. tumida,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,C. nitida,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,G. glutinata,0.061
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,G. eastropacia,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,T. iota,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.8,G. uvula,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,O. universa,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,G. conglobatus,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,G. ruber ruber,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,G. ruber albus,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,G. tenellus,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,T. sacculifer,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,S. dehiscens,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,G. adamsi,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,G. siphonifera,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,G. calida,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,G. bulloides,0.021
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,G. falconensis,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,B. digitata,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,G. rubescens,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,T. humilis,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,T. quinqueloba,0.007
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,N. pachyderma,0.933
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,N. incompta,0.004
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,N. dutertrei,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,G. conglomerata,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,G. hexagonus,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,P. obliquiloculata,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,G. inflata,0.004
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,G. truncatulinoides,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,G. crassaformis,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,G. hirsuta,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,G. scitula,0.004
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,D. anfracta,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,G. cultrata,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,G. tumida,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,C. nitida,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,G. glutinata,0.028
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,G. eastropacia,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,T. iota,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,3.9,G. uvula,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,O. universa,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,G. conglobatus,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,G. ruber ruber,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,G. ruber albus,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,G. tenellus,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,T. sacculifer,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,S. dehiscens,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,G. adamsi,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,G. siphonifera,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,G. calida,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,G. bulloides,0.048
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,G. falconensis,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,B. digitata,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,G. rubescens,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,T. humilis,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,T. quinqueloba,0.044
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,N. pachyderma,0.865
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,N. incompta,0.006
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,N. dutertrei,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,G. conglomerata,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,G. hexagonus,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,P. obliquiloculata,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,G. inflata,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,G. truncatulinoides,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,G. crassaformis,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,G. hirsuta,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,G. scitula,0.017
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,D. anfracta,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,G. cultrata,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,G. tumida,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,C. nitida,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,G. glutinata,0.021
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,G. eastropacia,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,T. iota,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4,G. uvula,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,O. universa,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,G. conglobatus,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,G. ruber ruber,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,G. ruber albus,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,G. tenellus,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,T. sacculifer,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,S. dehiscens,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,G. adamsi,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,G. siphonifera,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,G. calida,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,G. bulloides,0.03
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,G. falconensis,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,B. digitata,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,G. rubescens,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,T. humilis,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,T. quinqueloba,0.011
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,N. pachyderma,0.906
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,N. incompta,0.008
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,N. dutertrei,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,G. conglomerata,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,G. hexagonus,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,P. obliquiloculata,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,G. inflata,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,G. truncatulinoides,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,G. crassaformis,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,G. hirsuta,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,G. scitula,0.004
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,D. anfracta,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,G. cultrata,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,G. tumida,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,C. nitida,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,G. glutinata,0.041
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,G. eastropacia,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,T. iota,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.1,G. uvula,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,O. universa,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,G. conglobatus,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,G. ruber ruber,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,G. ruber albus,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,G. tenellus,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,T. sacculifer,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,S. dehiscens,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,G. adamsi,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,G. siphonifera,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,G. calida,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,G. bulloides,0.023
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,G. falconensis,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,B. digitata,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,G. rubescens,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,T. humilis,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,T. quinqueloba,0.026
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,N. pachyderma,0.88
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,N. incompta,0.006
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,N. dutertrei,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,G. conglomerata,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,G. hexagonus,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,P. obliquiloculata,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,G. inflata,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,G. truncatulinoides,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,G. crassaformis,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,G. hirsuta,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,G. scitula,0.006
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,D. anfracta,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,G. cultrata,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,G. tumida,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,C. nitida,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,G. glutinata,0.058
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,G. eastropacia,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,T. iota,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.2,G. uvula,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,O. universa,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,G. conglobatus,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,G. ruber ruber,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,G. ruber albus,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,G. tenellus,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,T. sacculifer,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,S. dehiscens,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,G. adamsi,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,G. siphonifera,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,G. calida,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,G. bulloides,0.041
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,G. falconensis,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,B. digitata,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,G. rubescens,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,T. humilis,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,T. quinqueloba,0.03
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,N. pachyderma,0.908
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,N. incompta,0.006
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,N. dutertrei,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,G. conglomerata,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,G. hexagonus,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,P. obliquiloculata,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,G. inflata,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,G. truncatulinoides,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,G. crassaformis,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,G. hirsuta,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,G. scitula,0.002
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,D. anfracta,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,G. cultrata,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,G. tumida,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,C. nitida,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,G. glutinata,0.013
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,G. eastropacia,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,T. iota,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.3,G. uvula,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.4,O. universa,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.4,G. conglobatus,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.4,G. ruber ruber,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.4,G. ruber albus,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.4,G. tenellus,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.4,T. sacculifer,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.4,S. dehiscens,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.4,G. adamsi,
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.4,G. siphonifera,0
NA87-22,,55.5,-14.5833,-2161,North Atlantic,4.4,G. calida,0
