Core,Coring device,Latitude,Longitude,Water depth (m),Ocean,Sample depth - upper (m),Species,Relative Abundance
PS1730-2,,70.1165,-17.6943,-1622,North Atlantic,0.9,G. hexagonus,
PS1730-2,,70.1165,-17.6943,-1622,North Atlantic,0.9,P. obliquiloculata,0
PS1730-2,,70.1165,-17.6943,-1622,North Atlantic,0.9,G. inflata,0
PS1730-2,,70.1165,-17.6943,-1622,North Atlantic,0.9,G. truncatulinoides,0
PS1730-2,,70.1165,-17.6943,-1622,North Atlantic,0.9,G. crassaformis,
PS1730-2,,70.1165,-17.6943,-1622,North Atlantic,0.9,G. hirsuta,0
PS1730-2,,70.1165,-17.6943,-1622,North Atlantic,0.9,G. scitula,0
PS1730-2,,70.1165,-17.6943,-1622,North Atlantic,0.9,D. anfracta,
PS1730-2,,70.1165,-17.6943,-1622,North Atlantic,0.9,G. cultrata,0
PS1730-2,,70.1165,-17.6943,-1622,North Atlantic,0.9,G. tumida,
PS1730-2,,70.1165,-17.6943,-1622,North Atlantic,0.9,C. nitida,0
PS1730-2,,70.1165,-17.6943,-1622,North Atlantic,0.9,G. glutinata,0
PS1730-2,,70.1165,-17.6943,-1622,North Atlantic,0.9,G. eastropacia,
PS1730-2,,70.1165,-17.6943,-1622,North Atlantic,0.9,T. iota,
PS1730-2,,70.1165,-17.6943,-1622,North Atlantic,0.9,G. uvula,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,O. universa,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,G. conglobatus,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,G. ruber ruber,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,G. ruber albus,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,G. tenellus,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,T. sacculifer,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,S. dehiscens,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,G. adamsi,
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,G. siphonifera,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,G. calida,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,G. bulloides,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,G. falconensis,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,B. digitata,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,G. rubescens,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,T. humilis,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,T. quinqueloba,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,N. pachyderma,0.985
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,N. incompta,0.015
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,N. dutertrei,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,G. conglomerata,
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,G. hexagonus,
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,P. obliquiloculata,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,G. inflata,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,G. truncatulinoides,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,G. crassaformis,
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,G. hirsuta,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,G. scitula,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,D. anfracta,
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,G. cultrata,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,G. tumida,
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,C. nitida,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,G. glutinata,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,G. eastropacia,
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,T. iota,
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.83,G. uvula,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,O. universa,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,G. conglobatus,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,G. ruber ruber,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,G. ruber albus,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,G. tenellus,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,T. sacculifer,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,S. dehiscens,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,G. adamsi,
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,G. siphonifera,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,G. calida,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,G. bulloides,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,G. falconensis,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,B. digitata,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,G. rubescens,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,T. humilis,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,T. quinqueloba,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,N. pachyderma,0.982
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,N. incompta,0.018
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,N. dutertrei,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,G. conglomerata,
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,G. hexagonus,
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,P. obliquiloculata,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,G. inflata,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,G. truncatulinoides,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,G. crassaformis,
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,G. hirsuta,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,G. scitula,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,D. anfracta,
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,G. cultrata,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,G. tumida,
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,C. nitida,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,G. glutinata,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,G. eastropacia,
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,T. iota,
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,G. uvula,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,O. universa,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,G. conglobatus,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,G. ruber ruber,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,G. ruber albus,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,G. tenellus,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,T. sacculifer,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,S. dehiscens,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,G. adamsi,
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,G. siphonifera,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,G. calida,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,G. bulloides,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,G. falconensis,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,B. digitata,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,G. rubescens,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,T. humilis,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,T. quinqueloba,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,N. pachyderma,0.989
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,N. incompta,0.011
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,N. dutertrei,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,G. conglomerata,
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,G. hexagonus,
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,P. obliquiloculata,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,G. inflata,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,G. truncatulinoides,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,G. crassaformis,
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,G. hirsuta,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,G. scitula,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,D. anfracta,
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,G. cultrata,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,G. tumida,
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,C. nitida,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,G. glutinata,0
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,G. eastropacia,
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,T. iota,
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,G. uvula,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,O. universa,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,G. conglobatus,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,G. ruber ruber,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,G. ruber albus,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,G. tenellus,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,T. sacculifer,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,S. dehiscens,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,G. adamsi,
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,G. siphonifera,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,G. calida,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,G. bulloides,0.002
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,G. falconensis,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,B. digitata,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,G. rubescens,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,T. humilis,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,T. quinqueloba,0.041
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,N. pachyderma,0.942
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,N. incompta,0.007
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,N. dutertrei,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,G. conglomerata,
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,G. hexagonus,
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,P. obliquiloculata,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,G. inflata,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,G. truncatulinoides,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,G. crassaformis,
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,G. hirsuta,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,G. scitula,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,D. anfracta,
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,G. cultrata,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,G. tumida,
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,C. nitida,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,G. glutinata,0.005
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,G. eastropacia,
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,T. iota,
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,G. uvula,0.002
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,O. universa,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,G. conglobatus,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,G. ruber ruber,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,G. ruber albus,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,G. tenellus,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,T. sacculifer,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,S. dehiscens,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,G. adamsi,
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,G. siphonifera,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,G. calida,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,G. bulloides,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,G. falconensis,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,B. digitata,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,G. rubescens,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,T. humilis,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,T. quinqueloba,0.019
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,N. pachyderma,0.965
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,N. incompta,0.016
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,N. dutertrei,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,G. conglomerata,
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,G. hexagonus,
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,P. obliquiloculata,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,G. inflata,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,G. truncatulinoides,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,G. crassaformis,
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,G. hirsuta,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,G. scitula,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,D. anfracta,
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,G. cultrata,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,G. tumida,
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,C. nitida,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,G. glutinata,0
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,G. eastropacia,
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,T. iota,
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,G. uvula,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,O. universa,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,G. conglobatus,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,G. ruber ruber,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,G. ruber albus,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,G. tenellus,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,T. sacculifer,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,S. dehiscens,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,G. adamsi,
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,G. siphonifera,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,G. calida,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,G. bulloides,0.019
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,G. falconensis,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,B. digitata,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,G. rubescens,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,T. humilis,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,T. quinqueloba,0.047
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,N. pachyderma,0.908
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,N. incompta,0.024
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,N. dutertrei,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,G. conglomerata,
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,G. hexagonus,
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,P. obliquiloculata,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,G. inflata,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,G. truncatulinoides,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,G. crassaformis,
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,G. hirsuta,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,G. scitula,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,D. anfracta,
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,G. cultrata,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,G. tumida,
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,C. nitida,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,G. glutinata,0.002
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,G. eastropacia,
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,T. iota,
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,G. uvula,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,O. universa,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,G. conglobatus,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,G. ruber ruber,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,G. ruber albus,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,G. tenellus,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,T. sacculifer,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,S. dehiscens,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,G. adamsi,
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,G. siphonifera,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,G. calida,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,G. bulloides,0.003
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,G. falconensis,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,B. digitata,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,G. rubescens,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,T. humilis,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,T. quinqueloba,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,N. pachyderma,0.981
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,N. incompta,0.017
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,N. dutertrei,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,G. conglomerata,
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,G. hexagonus,
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,P. obliquiloculata,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,G. inflata,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,G. truncatulinoides,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,G. crassaformis,
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,G. hirsuta,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,G. scitula,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,D. anfracta,
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,G. cultrata,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,G. tumida,
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,C. nitida,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,G. glutinata,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,G. eastropacia,
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,T. iota,
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,G. uvula,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,O. universa,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,G. conglobatus,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,G. ruber ruber,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,G. ruber albus,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,G. tenellus,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,T. sacculifer,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,S. dehiscens,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,G. adamsi,
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,G. siphonifera,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,G. calida,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,G. bulloides,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,G. falconensis,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,B. digitata,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,G. rubescens,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,T. humilis,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,T. quinqueloba,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,N. pachyderma,0.974
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,N. incompta,0.025
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,N. dutertrei,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,G. conglomerata,
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,G. hexagonus,
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,P. obliquiloculata,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,G. inflata,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,G. truncatulinoides,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,G. crassaformis,
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,G. hirsuta,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,G. scitula,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,D. anfracta,
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,G. cultrata,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,G. tumida,
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,C. nitida,0
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,G. glutinata,0.001
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,G. eastropacia,
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,T. iota,
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,G. uvula,0
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,O. universa,0
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,G. conglobatus,0
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,G. ruber ruber,0
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,G. ruber albus,0
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,G. tenellus,0
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,T. sacculifer,0
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,S. dehiscens,0
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,G. adamsi,
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,G. siphonifera,0
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,G. calida,0
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,G. bulloides,0
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,G. falconensis,0
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,B. digitata,0
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,G. rubescens,0
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,T. humilis,0
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,T. quinqueloba,0
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,N. pachyderma,0.974
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,N. incompta,0.026
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,N. dutertrei,0
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,G. conglomerata,
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,G. hexagonus,
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,P. obliquiloculata,0
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,G. inflata,0
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,G. truncatulinoides,0
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,G. crassaformis,
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,G. hirsuta,0
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,G. scitula,0
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,D. anfracta,
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,G. cultrata,0
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,G. tumida,
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,C. nitida,0
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,G. glutinata,0
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,G. eastropacia,
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,T. iota,
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,G. uvula,0
V28-56,,68.033,-6.117,-2941,North Atlantic,0.7,O. universa,0
V28-56,,68.033,-6.117,-2941,North Atlantic,0.7,G. conglobatus,0
V28-56,,68.033,-6.117,-2941,North Atlantic,0.7,G. ruber ruber,0
