Event,Latitude,Longitude,Elevation,Depth sed,Species,Absolute Abundance
RC12-241,-43.47,-57.67,-3499,0.7,T. sacculifer,
RC12-241,-43.47,-57.67,-3499,0.7,S. dehiscens,
RC12-241,-43.47,-57.67,-3499,0.7,G. siphonifera,
RC12-241,-43.47,-57.67,-3499,0.7,G. calida,
RC12-241,-43.47,-57.67,-3499,0.7,G. bulloides,
RC12-241,-43.47,-57.67,-3499,0.7,G. falconensis,
RC12-241,-43.47,-57.67,-3499,0.7,B. digitata,
RC12-241,-43.47,-57.67,-3499,0.7,G. rubescens,
RC12-241,-43.47,-57.67,-3499,0.7,T. quinqueloba,
RC12-241,-43.47,-57.67,-3499,0.7,N. pachyderma,
RC12-241,-43.47,-57.67,-3499,0.7,N. incompta,
RC12-241,-43.47,-57.67,-3499,0.7,N. dutertrei,
RC12-241,-43.47,-57.67,-3499,0.7,G. conglomerata,
RC12-241,-43.47,-57.67,-3499,0.7,G. hexagonus,
RC12-241,-43.47,-57.67,-3499,0.7,P. obliquiloculata,
RC12-241,-43.47,-57.67,-3499,0.7,G. inflata,
RC12-241,-43.47,-57.67,-3499,0.7,G. crassaformis,
RC12-241,-43.47,-57.67,-3499,0.7,G. hirsuta,
RC12-241,-43.47,-57.67,-3499,0.7,G. scitula,
RC12-241,-43.47,-57.67,-3499,0.7,G. glutinata,
RC12-241,-43.47,-57.67,-3499,0.7,G. truncatulinoides,
RC12-291,-42.58,-17.8,-3508,0.8,O. universa,
RC12-291,-42.58,-17.8,-3508,0.8,G. conglobatus,
RC12-291,-42.58,-17.8,-3508,0.8,G. ruber albus,
RC12-291,-42.58,-17.8,-3508,0.8,G. tenellus,
RC12-291,-42.58,-17.8,-3508,0.8,T. sacculifer,
RC12-291,-42.58,-17.8,-3508,0.8,S. dehiscens,
RC12-291,-42.58,-17.8,-3508,0.8,G. siphonifera,
RC12-291,-42.58,-17.8,-3508,0.8,G. calida,
RC12-291,-42.58,-17.8,-3508,0.8,G. bulloides,
RC12-291,-42.58,-17.8,-3508,0.8,G. falconensis,
RC12-291,-42.58,-17.8,-3508,0.8,B. digitata,
RC12-291,-42.58,-17.8,-3508,0.8,G. rubescens,
RC12-291,-42.58,-17.8,-3508,0.8,T. quinqueloba,
RC12-291,-42.58,-17.8,-3508,0.8,N. pachyderma,
RC12-291,-42.58,-17.8,-3508,0.8,N. incompta,
RC12-291,-42.58,-17.8,-3508,0.8,N. dutertrei,
RC12-291,-42.58,-17.8,-3508,0.8,G. conglomerata,
RC12-291,-42.58,-17.8,-3508,0.8,G. hexagonus,
RC12-291,-42.58,-17.8,-3508,0.8,P. obliquiloculata,
RC12-291,-42.58,-17.8,-3508,0.8,G. inflata,
RC12-291,-42.58,-17.8,-3508,0.8,G. crassaformis,
RC12-291,-42.58,-17.8,-3508,0.8,G. hirsuta,
RC12-291,-42.58,-17.8,-3508,0.8,G. scitula,
RC12-291,-42.58,-17.8,-3508,0.8,G. glutinata,
RC12-291,-42.58,-17.8,-3508,0.8,G. truncatulinoides,
RC12-294,-37.27,-10.1,-3308,0.4,O. universa,
RC12-294,-37.27,-10.1,-3308,0.4,G. conglobatus,
RC12-294,-37.27,-10.1,-3308,0.4,G. ruber albus,
RC12-294,-37.27,-10.1,-3308,0.4,G. tenellus,
RC12-294,-37.27,-10.1,-3308,0.4,T. sacculifer,
RC12-294,-37.27,-10.1,-3308,0.4,S. dehiscens,
RC12-294,-37.27,-10.1,-3308,0.4,G. siphonifera,
RC12-294,-37.27,-10.1,-3308,0.4,G. calida,
RC12-294,-37.27,-10.1,-3308,0.4,G. bulloides,
RC12-294,-37.27,-10.1,-3308,0.4,G. falconensis,
RC12-294,-37.27,-10.1,-3308,0.4,B. digitata,
RC12-294,-37.27,-10.1,-3308,0.4,G. rubescens,
RC12-294,-37.27,-10.1,-3308,0.4,T. quinqueloba,
RC12-294,-37.27,-10.1,-3308,0.4,N. pachyderma,
RC12-294,-37.27,-10.1,-3308,0.4,N. incompta,
RC12-294,-37.27,-10.1,-3308,0.4,N. dutertrei,
RC12-294,-37.27,-10.1,-3308,0.4,G. conglomerata,
RC12-294,-37.27,-10.1,-3308,0.4,G. hexagonus,
RC12-294,-37.27,-10.1,-3308,0.4,P. obliquiloculata,
RC12-294,-37.27,-10.1,-3308,0.4,G. inflata,
RC12-294,-37.27,-10.1,-3308,0.4,G. crassaformis,
RC12-294,-37.27,-10.1,-3308,0.4,G. hirsuta,
RC12-294,-37.27,-10.1,-3308,0.4,G. scitula,
RC12-294,-37.27,-10.1,-3308,0.4,G. glutinata,
RC12-294,-37.27,-10.1,-3308,0.4,G. truncatulinoides,
RC12-328,-3.95,60.6,-3087,0.3,O. universa,
RC12-328,-3.95,60.6,-3087,0.3,G. conglobatus,
RC12-328,-3.95,60.6,-3087,0.3,G. ruber albus,
RC12-328,-3.95,60.6,-3087,0.3,G. tenellus,
RC12-328,-3.95,60.6,-3087,0.3,T. sacculifer,
RC12-328,-3.95,60.6,-3087,0.3,S. dehiscens,
RC12-328,-3.95,60.6,-3087,0.3,G. siphonifera,
RC12-328,-3.95,60.6,-3087,0.3,G. calida,
RC12-328,-3.95,60.6,-3087,0.3,G. bulloides,
RC12-328,-3.95,60.6,-3087,0.3,G. falconensis,
RC12-328,-3.95,60.6,-3087,0.3,B. digitata,
RC12-328,-3.95,60.6,-3087,0.3,G. rubescens,
RC12-328,-3.95,60.6,-3087,0.3,T. quinqueloba,
RC12-328,-3.95,60.6,-3087,0.3,N. pachyderma,
RC12-328,-3.95,60.6,-3087,0.3,N. incompta,
RC12-328,-3.95,60.6,-3087,0.3,N. dutertrei,
RC12-328,-3.95,60.6,-3087,0.3,G. conglomerata,
RC12-328,-3.95,60.6,-3087,0.3,G. hexagonus,
RC12-328,-3.95,60.6,-3087,0.3,P. obliquiloculata,
RC12-328,-3.95,60.6,-3087,0.3,G. inflata,
RC12-328,-3.95,60.6,-3087,0.3,G. crassaformis,
RC12-328,-3.95,60.6,-3087,0.3,G. hirsuta,
RC12-328,-3.95,60.6,-3087,0.3,G. scitula,
RC12-328,-3.95,60.6,-3087,0.3,G. glutinata,
RC12-328,-3.95,60.6,-3087,0.3,G. truncatulinoides,
RC12-339,9.133,90.033,-3010,0.8,O. universa,2
RC12-339,9.133,90.033,-3010,0.8,G. conglobatus,1
RC12-339,9.133,90.033,-3010,0.8,G. ruber albus,52
RC12-339,9.133,90.033,-3010,0.8,G. tenellus,1
RC12-339,9.133,90.033,-3010,0.8,T. sacculifer,18
RC12-339,9.133,90.033,-3010,0.8,S. dehiscens,0
RC12-339,9.133,90.033,-3010,0.8,G. siphonifera,7
RC12-339,9.133,90.033,-3010,0.8,G. calida,4
RC12-339,9.133,90.033,-3010,0.8,G. bulloides,57
RC12-339,9.133,90.033,-3010,0.8,G. falconensis,4
RC12-339,9.133,90.033,-3010,0.8,B. digitata,2
RC12-339,9.133,90.033,-3010,0.8,G. rubescens,15
RC12-339,9.133,90.033,-3010,0.8,T. quinqueloba,0
RC12-339,9.133,90.033,-3010,0.8,N. pachyderma,0
RC12-339,9.133,90.033,-3010,0.8,N. incompta,0
RC12-339,9.133,90.033,-3010,0.8,N. dutertrei,100
RC12-339,9.133,90.033,-3010,0.8,G. conglomerata,2
RC12-339,9.133,90.033,-3010,0.8,G. hexagonus,4
RC12-339,9.133,90.033,-3010,0.8,P. obliquiloculata,18
RC12-339,9.133,90.033,-3010,0.8,G. inflata,0
RC12-339,9.133,90.033,-3010,0.8,G. crassaformis,0
RC12-339,9.133,90.033,-3010,0.8,G. hirsuta,0
RC12-339,9.133,90.033,-3010,0.8,G. scitula,66
RC12-339,9.133,90.033,-3010,0.8,G. glutinata,0
RC12-339,9.133,90.033,-3010,0.8,G. truncatulinoides,0
RC12-340,12.7,90.017,-3012,0.7,O. universa,
RC12-340,12.7,90.017,-3012,0.7,G. conglobatus,
RC12-340,12.7,90.017,-3012,0.7,G. ruber albus,
RC12-340,12.7,90.017,-3012,0.7,G. tenellus,
RC12-340,12.7,90.017,-3012,0.7,T. sacculifer,
RC12-340,12.7,90.017,-3012,0.7,S. dehiscens,
RC12-340,12.7,90.017,-3012,0.7,G. siphonifera,
RC12-340,12.7,90.017,-3012,0.7,G. calida,
RC12-340,12.7,90.017,-3012,0.7,G. bulloides,
RC12-340,12.7,90.017,-3012,0.7,G. falconensis,
RC12-340,12.7,90.017,-3012,0.7,B. digitata,
RC12-340,12.7,90.017,-3012,0.7,G. rubescens,
RC12-340,12.7,90.017,-3012,0.7,T. quinqueloba,
RC12-340,12.7,90.017,-3012,0.7,N. pachyderma,
RC12-340,12.7,90.017,-3012,0.7,N. incompta,
RC12-340,12.7,90.017,-3012,0.7,N. dutertrei,
RC12-340,12.7,90.017,-3012,0.7,G. conglomerata,
RC12-340,12.7,90.017,-3012,0.7,G. hexagonus,
RC12-340,12.7,90.017,-3012,0.7,P. obliquiloculata,
RC12-340,12.7,90.017,-3012,0.7,G. inflata,
RC12-340,12.7,90.017,-3012,0.7,G. crassaformis,
RC12-340,12.7,90.017,-3012,0.7,G. hirsuta,
RC12-340,12.7,90.017,-3012,0.7,G. scitula,
RC12-340,12.7,90.017,-3012,0.7,G. glutinata,
RC12-340,12.7,90.017,-3012,0.7,G. truncatulinoides,
RC12-341,13.05,89.583,-2988,0.6,O. universa,
RC12-341,13.05,89.583,-2988,0.6,G. conglobatus,
RC12-341,13.05,89.583,-2988,0.6,G. ruber albus,
RC12-341,13.05,89.583,-2988,0.6,G. tenellus,
RC12-341,13.05,89.583,-2988,0.6,T. sacculifer,
RC12-341,13.05,89.583,-2988,0.6,S. dehiscens,
RC12-341,13.05,89.583,-2988,0.6,G. siphonifera,
RC12-341,13.05,89.583,-2988,0.6,G. calida,
RC12-341,13.05,89.583,-2988,0.6,G. bulloides,
RC12-341,13.05,89.583,-2988,0.6,G. falconensis,
RC12-341,13.05,89.583,-2988,0.6,B. digitata,
RC12-341,13.05,89.583,-2988,0.6,G. rubescens,
RC12-341,13.05,89.583,-2988,0.6,T. quinqueloba,
RC12-341,13.05,89.583,-2988,0.6,N. pachyderma,
RC12-341,13.05,89.583,-2988,0.6,N. incompta,
RC12-341,13.05,89.583,-2988,0.6,N. dutertrei,
RC12-341,13.05,89.583,-2988,0.6,G. conglomerata,
RC12-341,13.05,89.583,-2988,0.6,G. hexagonus,
RC12-341,13.05,89.583,-2988,0.6,P. obliquiloculata,
RC12-341,13.05,89.583,-2988,0.6,G. inflata,
RC12-341,13.05,89.583,-2988,0.6,G. crassaformis,
RC12-341,13.05,89.583,-2988,0.6,G. hirsuta,
RC12-341,13.05,89.583,-2988,0.6,G. scitula,
RC12-341,13.05,89.583,-2988,0.6,G. glutinata,
RC12-341,13.05,89.583,-2988,0.6,G. truncatulinoides,
RC12-343,15.167,90.567,-2666,0.6,O. universa,
RC12-343,15.167,90.567,-2666,0.6,G. conglobatus,
RC12-343,15.167,90.567,-2666,0.6,G. ruber albus,
RC12-343,15.167,90.567,-2666,0.6,G. tenellus,
RC12-343,15.167,90.567,-2666,0.6,T. sacculifer,
RC12-343,15.167,90.567,-2666,0.6,S. dehiscens,
RC12-343,15.167,90.567,-2666,0.6,G. siphonifera,
RC12-343,15.167,90.567,-2666,0.6,G. calida,
RC12-343,15.167,90.567,-2666,0.6,G. bulloides,
RC12-343,15.167,90.567,-2666,0.6,G. falconensis,
RC12-343,15.167,90.567,-2666,0.6,B. digitata,
RC12-343,15.167,90.567,-2666,0.6,G. rubescens,
RC12-343,15.167,90.567,-2666,0.6,T. quinqueloba,
RC12-343,15.167,90.567,-2666,0.6,N. pachyderma,
RC12-343,15.167,90.567,-2666,0.6,N. incompta,
RC12-343,15.167,90.567,-2666,0.6,N. dutertrei,
RC12-343,15.167,90.567,-2666,0.6,G. conglomerata,
RC12-343,15.167,90.567,-2666,0.6,G. hexagonus,
RC12-343,15.167,90.567,-2666,0.6,P. obliquiloculata,
RC12-343,15.167,90.567,-2666,0.6,G. inflata,
RC12-343,15.167,90.567,-2666,0.6,G. crassaformis,
RC12-343,15.167,90.567,-2666,0.6,G. hirsuta,
RC12-343,15.167,90.567,-2666,0.6,G. scitula,
RC12-343,15.167,90.567,-2666,0.6,G. glutinata,
RC12-343,15.167,90.567,-2666,0.6,G. truncatulinoides,
RC12-344,12.767,96.067,-2140,2.9,O. universa,
RC12-344,12.767,96.067,-2140,2.9,G. conglobatus,
RC12-344,12.767,96.067,-2140,2.9,G. ruber albus,
RC12-344,12.767,96.067,-2140,2.9,G. tenellus,
RC12-344,12.767,96.067,-2140,2.9,T. sacculifer,
RC12-344,12.767,96.067,-2140,2.9,S. dehiscens,
RC12-344,12.767,96.067,-2140,2.9,G. siphonifera,
RC12-344,12.767,96.067,-2140,2.9,G. calida,
RC12-344,12.767,96.067,-2140,2.9,G. bulloides,
RC12-344,12.767,96.067,-2140,2.9,G. falconensis,
RC12-344,12.767,96.067,-2140,2.9,B. digitata,
RC12-344,12.767,96.067,-2140,2.9,G. rubescens,
RC12-344,12.767,96.067,-2140,2.9,T. quinqueloba,
RC12-344,12.767,96.067,-2140,2.9,N. pachyderma,
RC12-344,12.767,96.067,-2140,2.9,N. incompta,
RC12-344,12.767,96.067,-2140,2.9,N. dutertrei,
RC12-344,12.767,96.067,-2140,2.9,G. conglomerata,
RC12-344,12.767,96.067,-2140,2.9,G. hexagonus,
RC12-344,12.767,96.067,-2140,2.9,P. obliquiloculata,
RC12-344,12.767,96.067,-2140,2.9,G. inflata,
RC12-344,12.767,96.067,-2140,2.9,G. crassaformis,
RC12-344,12.767,96.067,-2140,2.9,G. hirsuta,
RC12-344,12.767,96.067,-2140,2.9,G. scitula,
RC12-344,12.767,96.067,-2140,2.9,G. glutinata,
RC12-344,12.767,96.067,-2140,2.9,G. truncatulinoides,
RC12-361,15.1,124.13,-3528,0.2,O. universa,
RC12-361,15.1,124.13,-3528,0.2,G. conglobatus,
RC12-361,15.1,124.13,-3528,0.2,G. ruber albus,
RC12-361,15.1,124.13,-3528,0.2,G. tenellus,
RC12-361,15.1,124.13,-3528,0.2,T. sacculifer,
RC12-361,15.1,124.13,-3528,0.2,S. dehiscens,
RC12-361,15.1,124.13,-3528,0.2,G. siphonifera,
RC12-361,15.1,124.13,-3528,0.2,G. calida,
RC12-361,15.1,124.13,-3528,0.2,G. bulloides,
RC12-361,15.1,124.13,-3528,0.2,G. falconensis,
RC12-361,15.1,124.13,-3528,0.2,B. digitata,
RC12-361,15.1,124.13,-3528,0.2,G. rubescens,
RC12-361,15.1,124.13,-3528,0.2,T. quinqueloba,
RC12-361,15.1,124.13,-3528,0.2,N. pachyderma,
RC12-361,15.1,124.13,-3528,0.2,N. incompta,
RC12-361,15.1,124.13,-3528,0.2,N. dutertrei,
RC12-361,15.1,124.13,-3528,0.2,G. conglomerata,
RC12-361,15.1,124.13,-3528,0.2,G. hexagonus,
RC12-361,15.1,124.13,-3528,0.2,P. obliquiloculata,
RC12-361,15.1,124.13,-3528,0.2,G. inflata,
RC12-361,15.1,124.13,-3528,0.2,G. crassaformis,
RC12-361,15.1,124.13,-3528,0.2,G. hirsuta,
RC12-361,15.1,124.13,-3528,0.2,G. scitula,
RC12-361,15.1,124.13,-3528,0.2,G. glutinata,
RC12-361,15.1,124.13,-3528,0.2,G. truncatulinoides,
RC13-110,-0.097,-95.65,-3231,0.54,O. universa,
RC13-110,-0.097,-95.65,-3231,0.54,G. conglobatus,
RC13-110,-0.097,-95.65,-3231,0.54,G. ruber albus,
RC13-110,-0.097,-95.65,-3231,0.54,G. tenellus,
RC13-110,-0.097,-95.65,-3231,0.54,T. sacculifer,
RC13-110,-0.097,-95.65,-3231,0.54,S. dehiscens,
RC13-110,-0.097,-95.65,-3231,0.54,G. siphonifera,
RC13-110,-0.097,-95.65,-3231,0.54,G. calida,
RC13-110,-0.097,-95.65,-3231,0.54,G. bulloides,
RC13-110,-0.097,-95.65,-3231,0.54,G. falconensis,
RC13-110,-0.097,-95.65,-3231,0.54,B. digitata,
RC13-110,-0.097,-95.65,-3231,0.54,G. rubescens,
RC13-110,-0.097,-95.65,-3231,0.54,T. quinqueloba,
RC13-110,-0.097,-95.65,-3231,0.54,N. pachyderma,
RC13-110,-0.097,-95.65,-3231,0.54,N. incompta,
RC13-110,-0.097,-95.65,-3231,0.54,N. dutertrei,
RC13-110,-0.097,-95.65,-3231,0.54,G. conglomerata,
RC13-110,-0.097,-95.65,-3231,0.54,G. hexagonus,
RC13-110,-0.097,-95.65,-3231,0.54,P. obliquiloculata,
RC13-110,-0.097,-95.65,-3231,0.54,G. inflata,
RC13-110,-0.097,-95.65,-3231,0.54,G. crassaformis,
RC13-110,-0.097,-95.65,-3231,0.54,G. hirsuta,
RC13-110,-0.097,-95.65,-3231,0.54,G. scitula,
RC13-110,-0.097,-95.65,-3231,0.54,G. glutinata,
RC13-110,-0.097,-95.65,-3231,0.54,G. truncatulinoides,
RC13-113,-1.652,-103.6,-3195,0.5,O. universa,
RC13-113,-1.652,-103.6,-3195,0.5,G. conglobatus,
RC13-113,-1.652,-103.6,-3195,0.5,G. ruber albus,
RC13-113,-1.652,-103.6,-3195,0.5,G. tenellus,
RC13-113,-1.652,-103.6,-3195,0.5,T. sacculifer,
RC13-113,-1.652,-103.6,-3195,0.5,S. dehiscens,
RC13-113,-1.652,-103.6,-3195,0.5,G. siphonifera,
RC13-113,-1.652,-103.6,-3195,0.5,G. calida,
RC13-113,-1.652,-103.6,-3195,0.5,G. bulloides,
RC13-113,-1.652,-103.6,-3195,0.5,G. falconensis,
RC13-113,-1.652,-103.6,-3195,0.5,B. digitata,
RC13-113,-1.652,-103.6,-3195,0.5,G. rubescens,
RC13-113,-1.652,-103.6,-3195,0.5,T. quinqueloba,
RC13-113,-1.652,-103.6,-3195,0.5,N. pachyderma,
RC13-113,-1.652,-103.6,-3195,0.5,N. incompta,
RC13-113,-1.652,-103.6,-3195,0.5,N. dutertrei,
RC13-113,-1.652,-103.6,-3195,0.5,G. conglomerata,
RC13-113,-1.652,-103.6,-3195,0.5,G. hexagonus,
RC13-113,-1.652,-103.6,-3195,0.5,P. obliquiloculata,
RC13-113,-1.652,-103.6,-3195,0.5,G. inflata,
RC13-113,-1.652,-103.6,-3195,0.5,G. crassaformis,
RC13-113,-1.652,-103.6,-3195,0.5,G. hirsuta,
RC13-113,-1.652,-103.6,-3195,0.5,G. scitula,
RC13-113,-1.652,-103.6,-3195,0.5,G. glutinata,
RC13-113,-1.652,-103.6,-3195,0.5,G. truncatulinoides,
RC13-115,-1.652,-104.8,-3621,0.61,O. universa,
RC13-115,-1.652,-104.8,-3621,0.61,G. conglobatus,
RC13-115,-1.652,-104.8,-3621,0.61,G. ruber albus,
RC13-115,-1.652,-104.8,-3621,0.61,G. tenellus,
RC13-115,-1.652,-104.8,-3621,0.61,T. sacculifer,
RC13-115,-1.652,-104.8,-3621,0.61,S. dehiscens,
RC13-115,-1.652,-104.8,-3621,0.61,G. siphonifera,
RC13-115,-1.652,-104.8,-3621,0.61,G. calida,
RC13-115,-1.652,-104.8,-3621,0.61,G. bulloides,
RC13-115,-1.652,-104.8,-3621,0.61,G. falconensis,
RC13-115,-1.652,-104.8,-3621,0.61,B. digitata,
RC13-115,-1.652,-104.8,-3621,0.61,G. rubescens,
RC13-115,-1.652,-104.8,-3621,0.61,T. quinqueloba,
RC13-115,-1.652,-104.8,-3621,0.61,N. pachyderma,
RC13-115,-1.652,-104.8,-3621,0.61,N. incompta,
RC13-115,-1.652,-104.8,-3621,0.61,N. dutertrei,
RC13-115,-1.652,-104.8,-3621,0.61,G. conglomerata,
RC13-115,-1.652,-104.8,-3621,0.61,G. hexagonus,
RC13-115,-1.652,-104.8,-3621,0.61,P. obliquiloculata,
RC13-115,-1.652,-104.8,-3621,0.61,G. inflata,
RC13-115,-1.652,-104.8,-3621,0.61,G. crassaformis,
RC13-115,-1.652,-104.8,-3621,0.61,G. hirsuta,
RC13-115,-1.652,-104.8,-3621,0.61,G. scitula,
RC13-115,-1.652,-104.8,-3621,0.61,G. glutinata,
RC13-115,-1.652,-104.8,-3621,0.61,G. truncatulinoides,
RC13-151,15.857,-74.79,-2792,0.6,O. universa,3
RC13-151,15.857,-74.79,-2792,0.6,G. conglobatus,11
RC13-151,15.857,-74.79,-2792,0.6,G. ruber albus,275
RC13-151,15.857,-74.79,-2792,0.6,G. tenellus,4
RC13-151,15.857,-74.79,-2792,0.6,T. sacculifer,39
RC13-151,15.857,-74.79,-2792,0.6,S. dehiscens,0
RC13-151,15.857,-74.79,-2792,0.6,G. siphonifera,17
RC13-151,15.857,-74.79,-2792,0.6,G. calida,0
RC13-151,15.857,-74.79,-2792,0.6,G. bulloides,9
RC13-151,15.857,-74.79,-2792,0.6,G. falconensis,3
RC13-151,15.857,-74.79,-2792,0.6,B. digitata,0
RC13-151,15.857,-74.79,-2792,0.6,G. rubescens,8
RC13-151,15.857,-74.79,-2792,0.6,T. quinqueloba,0
RC13-151,15.857,-74.79,-2792,0.6,N. pachyderma,0
RC13-151,15.857,-74.79,-2792,0.6,N. incompta,0
RC13-151,15.857,-74.79,-2792,0.6,N. dutertrei,54
RC13-151,15.857,-74.79,-2792,0.6,G. conglomerata,0
RC13-151,15.857,-74.79,-2792,0.6,G. hexagonus,0
RC13-151,15.857,-74.79,-2792,0.6,P. obliquiloculata,1
RC13-151,15.857,-74.79,-2792,0.6,G. inflata,27
RC13-151,15.857,-74.79,-2792,0.6,G. crassaformis,8
RC13-151,15.857,-74.79,-2792,0.6,G. hirsuta,0
RC13-151,15.857,-74.79,-2792,0.6,G. scitula,59
RC13-151,15.857,-74.79,-2792,0.6,G. glutinata,1
RC13-151,15.857,-74.79,-2792,0.6,G. truncatulinoides,20
RC13-152,16.708,-75.44,-2027,0.6,O. universa,10
RC13-152,16.708,-75.44,-2027,0.6,G. conglobatus,15
RC13-152,16.708,-75.44,-2027,0.6,G. ruber albus,331
RC13-152,16.708,-75.44,-2027,0.6,G. tenellus,5
RC13-152,16.708,-75.44,-2027,0.6,T. sacculifer,25
RC13-152,16.708,-75.44,-2027,0.6,S. dehiscens,0
RC13-152,16.708,-75.44,-2027,0.6,G. siphonifera,18
RC13-152,16.708,-75.44,-2027,0.6,G. calida,0
RC13-152,16.708,-75.44,-2027,0.6,G. bulloides,5
RC13-152,16.708,-75.44,-2027,0.6,G. falconensis,0
RC13-152,16.708,-75.44,-2027,0.6,B. digitata,0
RC13-152,16.708,-75.44,-2027,0.6,G. rubescens,5
RC13-152,16.708,-75.44,-2027,0.6,T. quinqueloba,0
RC13-152,16.708,-75.44,-2027,0.6,N. pachyderma,0
RC13-152,16.708,-75.44,-2027,0.6,N. incompta,0
RC13-152,16.708,-75.44,-2027,0.6,N. dutertrei,15
RC13-152,16.708,-75.44,-2027,0.6,G. conglomerata,0
RC13-152,16.708,-75.44,-2027,0.6,G. hexagonus,0
RC13-152,16.708,-75.44,-2027,0.6,P. obliquiloculata,0
RC13-152,16.708,-75.44,-2027,0.6,G. inflata,15
RC13-152,16.708,-75.44,-2027,0.6,G. crassaformis,3
RC13-152,16.708,-75.44,-2027,0.6,G. hirsuta,0
RC13-152,16.708,-75.44,-2027,0.6,G. scitula,47
RC13-152,16.708,-75.44,-2027,0.6,G. glutinata,0
RC13-152,16.708,-75.44,-2027,0.6,G. truncatulinoides,10
RC13-153,15.065,-75.95,-3334,0.6,O. universa,4
RC13-153,15.065,-75.95,-3334,0.6,G. conglobatus,10
RC13-153,15.065,-75.95,-3334,0.6,G. ruber albus,188
RC13-153,15.065,-75.95,-3334,0.6,G. tenellus,8
RC13-153,15.065,-75.95,-3334,0.6,T. sacculifer,49
RC13-153,15.065,-75.95,-3334,0.6,S. dehiscens,0
RC13-153,15.065,-75.95,-3334,0.6,G. siphonifera,42
RC13-153,15.065,-75.95,-3334,0.6,G. calida,0
RC13-153,15.065,-75.95,-3334,0.6,G. bulloides,7
RC13-153,15.065,-75.95,-3334,0.6,G. falconensis,2
RC13-153,15.065,-75.95,-3334,0.6,B. digitata,1
RC13-153,15.065,-75.95,-3334,0.6,G. rubescens,8
RC13-153,15.065,-75.95,-3334,0.6,T. quinqueloba,0
RC13-153,15.065,-75.95,-3334,0.6,N. pachyderma,0
RC13-153,15.065,-75.95,-3334,0.6,N. incompta,2
RC13-153,15.065,-75.95,-3334,0.6,N. dutertrei,22
RC13-153,15.065,-75.95,-3334,0.6,G. conglomerata,0
RC13-153,15.065,-75.95,-3334,0.6,G. hexagonus,0
RC13-153,15.065,-75.95,-3334,0.6,P. obliquiloculata,0
RC13-153,15.065,-75.95,-3334,0.6,G. inflata,22
RC13-153,15.065,-75.95,-3334,0.6,G. crassaformis,2
RC13-153,15.065,-75.95,-3334,0.6,G. hirsuta,4
RC13-153,15.065,-75.95,-3334,0.6,G. scitula,69
RC13-153,15.065,-75.95,-3334,0.6,G. glutinata,0
RC13-153,15.065,-75.95,-3334,0.6,G. truncatulinoides,14
RC13-158,13.178,-79.83,-3016,0.8,O. universa,14
RC13-158,13.178,-79.83,-3016,0.8,G. conglobatus,4
RC13-158,13.178,-79.83,-3016,0.8,G. ruber albus,254
RC13-158,13.178,-79.83,-3016,0.8,G. tenellus,19
RC13-158,13.178,-79.83,-3016,0.8,T. sacculifer,19
RC13-158,13.178,-79.83,-3016,0.8,S. dehiscens,0
RC13-158,13.178,-79.83,-3016,0.8,G. siphonifera,23
RC13-158,13.178,-79.83,-3016,0.8,G. calida,0
RC13-158,13.178,-79.83,-3016,0.8,G. bulloides,8
RC13-158,13.178,-79.83,-3016,0.8,G. falconensis,3
RC13-158,13.178,-79.83,-3016,0.8,B. digitata,0
RC13-158,13.178,-79.83,-3016,0.8,G. rubescens,9
RC13-158,13.178,-79.83,-3016,0.8,T. quinqueloba,0
RC13-158,13.178,-79.83,-3016,0.8,N. pachyderma,0
RC13-158,13.178,-79.83,-3016,0.8,N. incompta,1
RC13-158,13.178,-79.83,-3016,0.8,N. dutertrei,34
RC13-158,13.178,-79.83,-3016,0.8,G. conglomerata,0
RC13-158,13.178,-79.83,-3016,0.8,G. hexagonus,0
RC13-158,13.178,-79.83,-3016,0.8,P. obliquiloculata,1
RC13-158,13.178,-79.83,-3016,0.8,G. inflata,8
RC13-158,13.178,-79.83,-3016,0.8,G. crassaformis,1
RC13-158,13.178,-79.83,-3016,0.8,G. hirsuta,0
RC13-158,13.178,-79.83,-3016,0.8,G. scitula,61
RC13-158,13.178,-79.83,-3016,0.8,G. glutinata,0
RC13-158,13.178,-79.83,-3016,0.8,G. truncatulinoides,13
RC13-159,14.695,-77.17,-4027,0.83,O. universa,
RC13-159,14.695,-77.17,-4027,0.83,G. conglobatus,
RC13-159,14.695,-77.17,-4027,0.83,G. ruber albus,
RC13-159,14.695,-77.17,-4027,0.83,G. tenellus,
RC13-159,14.695,-77.17,-4027,0.83,T. sacculifer,
RC13-159,14.695,-77.17,-4027,0.83,S. dehiscens,
RC13-159,14.695,-77.17,-4027,0.83,G. siphonifera,
RC13-159,14.695,-77.17,-4027,0.83,G. calida,
RC13-159,14.695,-77.17,-4027,0.83,G. bulloides,
RC13-159,14.695,-77.17,-4027,0.83,G. falconensis,
RC13-159,14.695,-77.17,-4027,0.83,B. digitata,
RC13-159,14.695,-77.17,-4027,0.83,G. rubescens,
RC13-159,14.695,-77.17,-4027,0.83,T. quinqueloba,
RC13-159,14.695,-77.17,-4027,0.83,N. pachyderma,
RC13-159,14.695,-77.17,-4027,0.83,N. incompta,
RC13-159,14.695,-77.17,-4027,0.83,N. dutertrei,
RC13-159,14.695,-77.17,-4027,0.83,G. conglomerata,
RC13-159,14.695,-77.17,-4027,0.83,G. hexagonus,
RC13-159,14.695,-77.17,-4027,0.83,P. obliquiloculata,
