Event,Latitude,Longitude,Elevation,Depth sed,Species,Absolute Abundance
V19-281,-3.317,4.65,-4566,0.5,G. truncatulinoides,
V19-283,-1.283,5.533,-3442,0.79,O. universa,
V19-283,-1.283,5.533,-3442,0.79,G. conglobatus,
V19-283,-1.283,5.533,-3442,0.79,G. ruber albus,
V19-283,-1.283,5.533,-3442,0.79,G. tenellus,
V19-283,-1.283,5.533,-3442,0.79,T. sacculifer,
V19-283,-1.283,5.533,-3442,0.79,S. dehiscens,
V19-283,-1.283,5.533,-3442,0.79,G. siphonifera,
V19-283,-1.283,5.533,-3442,0.79,G. calida,
V19-283,-1.283,5.533,-3442,0.79,G. bulloides,
V19-283,-1.283,5.533,-3442,0.79,G. falconensis,
V19-283,-1.283,5.533,-3442,0.79,B. digitata,
V19-283,-1.283,5.533,-3442,0.79,G. rubescens,
V19-283,-1.283,5.533,-3442,0.79,T. quinqueloba,
V19-283,-1.283,5.533,-3442,0.79,N. pachyderma,
V19-283,-1.283,5.533,-3442,0.79,N. incompta,
V19-283,-1.283,5.533,-3442,0.79,N. dutertrei,
V19-283,-1.283,5.533,-3442,0.79,G. conglomerata,
V19-283,-1.283,5.533,-3442,0.79,G. hexagonus,
V19-283,-1.283,5.533,-3442,0.79,P. obliquiloculata,
V19-283,-1.283,5.533,-3442,0.79,G. inflata,
V19-283,-1.283,5.533,-3442,0.79,G. crassaformis,
V19-283,-1.283,5.533,-3442,0.79,G. hirsuta,
V19-283,-1.283,5.533,-3442,0.79,G. scitula,
V19-283,-1.283,5.533,-3442,0.79,G. glutinata,
V19-283,-1.283,5.533,-3442,0.79,G. truncatulinoides,
V19-29,-3.583,-83.93,-3157,1.2,O. universa,
V19-29,-3.583,-83.93,-3157,1.2,G. conglobatus,
V19-29,-3.583,-83.93,-3157,1.2,G. ruber albus,
V19-29,-3.583,-83.93,-3157,1.2,G. tenellus,
V19-29,-3.583,-83.93,-3157,1.2,T. sacculifer,
V19-29,-3.583,-83.93,-3157,1.2,S. dehiscens,
V19-29,-3.583,-83.93,-3157,1.2,G. siphonifera,
V19-29,-3.583,-83.93,-3157,1.2,G. calida,
V19-29,-3.583,-83.93,-3157,1.2,G. bulloides,
V19-29,-3.583,-83.93,-3157,1.2,G. falconensis,
V19-29,-3.583,-83.93,-3157,1.2,B. digitata,
V19-29,-3.583,-83.93,-3157,1.2,G. rubescens,
V19-29,-3.583,-83.93,-3157,1.2,T. quinqueloba,
V19-29,-3.583,-83.93,-3157,1.2,N. pachyderma,
V19-29,-3.583,-83.93,-3157,1.2,N. incompta,
V19-29,-3.583,-83.93,-3157,1.2,N. dutertrei,
V19-29,-3.583,-83.93,-3157,1.2,G. conglomerata,
V19-29,-3.583,-83.93,-3157,1.2,G. hexagonus,
V19-29,-3.583,-83.93,-3157,1.2,P. obliquiloculata,
V19-29,-3.583,-83.93,-3157,1.2,G. inflata,
V19-29,-3.583,-83.93,-3157,1.2,G. crassaformis,
V19-29,-3.583,-83.93,-3157,1.2,G. hirsuta,
V19-29,-3.583,-83.93,-3157,1.2,G. scitula,
V19-29,-3.583,-83.93,-3157,1.2,G. glutinata,
V19-29,-3.583,-83.93,-3157,1.2,G. truncatulinoides,
V19-29,-3.583,-83.93,-3157,1.2,O. universa,
V19-29,-3.583,-83.93,-3157,1.2,G. conglobatus,
V19-29,-3.583,-83.93,-3157,1.2,G. ruber albus,
V19-29,-3.583,-83.93,-3157,1.2,G. tenellus,
V19-29,-3.583,-83.93,-3157,1.2,T. sacculifer,
V19-29,-3.583,-83.93,-3157,1.2,S. dehiscens,
V19-29,-3.583,-83.93,-3157,1.2,G. siphonifera,
V19-29,-3.583,-83.93,-3157,1.2,G. calida,
V19-29,-3.583,-83.93,-3157,1.2,G. bulloides,
V19-29,-3.583,-83.93,-3157,1.2,G. falconensis,
V19-29,-3.583,-83.93,-3157,1.2,B. digitata,
V19-29,-3.583,-83.93,-3157,1.2,G. rubescens,
V19-29,-3.583,-83.93,-3157,1.2,T. quinqueloba,
V19-29,-3.583,-83.93,-3157,1.2,N. pachyderma,
V19-29,-3.583,-83.93,-3157,1.2,N. incompta,
V19-29,-3.583,-83.93,-3157,1.2,N. dutertrei,
V19-29,-3.583,-83.93,-3157,1.2,G. conglomerata,
V19-29,-3.583,-83.93,-3157,1.2,G. hexagonus,
V19-29,-3.583,-83.93,-3157,1.2,P. obliquiloculata,
V19-29,-3.583,-83.93,-3157,1.2,G. inflata,
V19-29,-3.583,-83.93,-3157,1.2,G. crassaformis,
V19-29,-3.583,-83.93,-3157,1.2,G. hirsuta,
V19-29,-3.583,-83.93,-3157,1.2,G. scitula,
V19-29,-3.583,-83.93,-3157,1.2,G. glutinata,
V19-29,-3.583,-83.93,-3157,1.2,G. truncatulinoides,
V19-291,2,-5.25,-4956,0.8,O. universa,8
V19-291,2,-5.25,-4956,0.8,G. conglobatus,1
V19-291,2,-5.25,-4956,0.8,G. ruber albus,255
V19-291,2,-5.25,-4956,0.8,G. tenellus,0
V19-291,2,-5.25,-4956,0.8,T. sacculifer,45
V19-291,2,-5.25,-4956,0.8,S. dehiscens,0
V19-291,2,-5.25,-4956,0.8,G. siphonifera,8
V19-291,2,-5.25,-4956,0.8,G. calida,0
V19-291,2,-5.25,-4956,0.8,G. bulloides,34
V19-291,2,-5.25,-4956,0.8,G. falconensis,0
V19-291,2,-5.25,-4956,0.8,B. digitata,0
V19-291,2,-5.25,-4956,0.8,G. rubescens,1
V19-291,2,-5.25,-4956,0.8,T. quinqueloba,0
V19-291,2,-5.25,-4956,0.8,N. pachyderma,1
V19-291,2,-5.25,-4956,0.8,N. incompta,17
V19-291,2,-5.25,-4956,0.8,N. dutertrei,175
V19-291,2,-5.25,-4956,0.8,G. conglomerata,0
V19-291,2,-5.25,-4956,0.8,G. hexagonus,0
V19-291,2,-5.25,-4956,0.8,P. obliquiloculata,1
V19-291,2,-5.25,-4956,0.8,G. inflata,26
V19-291,2,-5.25,-4956,0.8,G. crassaformis,11
V19-291,2,-5.25,-4956,0.8,G. hirsuta,3
V19-291,2,-5.25,-4956,0.8,G. scitula,32
V19-291,2,-5.25,-4956,0.8,G. glutinata,0
V19-291,2,-5.25,-4956,0.8,G. truncatulinoides,3
V19-309,31.167,-45.13,-4544,0.31,O. universa,
V19-309,31.167,-45.13,-4544,0.31,G. conglobatus,
V19-309,31.167,-45.13,-4544,0.31,G. ruber albus,
V19-309,31.167,-45.13,-4544,0.31,G. tenellus,
V19-309,31.167,-45.13,-4544,0.31,T. sacculifer,
V19-309,31.167,-45.13,-4544,0.31,S. dehiscens,
V19-309,31.167,-45.13,-4544,0.31,G. siphonifera,
V19-309,31.167,-45.13,-4544,0.31,G. calida,
V19-309,31.167,-45.13,-4544,0.31,G. bulloides,
V19-309,31.167,-45.13,-4544,0.31,G. falconensis,
V19-309,31.167,-45.13,-4544,0.31,B. digitata,
V19-309,31.167,-45.13,-4544,0.31,G. rubescens,
V19-309,31.167,-45.13,-4544,0.31,T. quinqueloba,
V19-309,31.167,-45.13,-4544,0.31,N. pachyderma,
V19-309,31.167,-45.13,-4544,0.31,N. incompta,
V19-309,31.167,-45.13,-4544,0.31,N. dutertrei,
V19-309,31.167,-45.13,-4544,0.31,G. conglomerata,
V19-309,31.167,-45.13,-4544,0.31,G. hexagonus,
V19-309,31.167,-45.13,-4544,0.31,P. obliquiloculata,
V19-309,31.167,-45.13,-4544,0.31,G. inflata,
V19-309,31.167,-45.13,-4544,0.31,G. crassaformis,
V19-309,31.167,-45.13,-4544,0.31,G. hirsuta,
V19-309,31.167,-45.13,-4544,0.31,G. scitula,
V19-309,31.167,-45.13,-4544,0.31,G. glutinata,
V19-309,31.167,-45.13,-4544,0.31,G. truncatulinoides,
V19-53,-17.02,-113.5,-3058,0.45,O. universa,
V19-53,-17.02,-113.5,-3058,0.45,G. conglobatus,
V19-53,-17.02,-113.5,-3058,0.45,G. ruber albus,
V19-53,-17.02,-113.5,-3058,0.45,G. tenellus,
V19-53,-17.02,-113.5,-3058,0.45,T. sacculifer,
V19-53,-17.02,-113.5,-3058,0.45,S. dehiscens,
V19-53,-17.02,-113.5,-3058,0.45,G. siphonifera,
V19-53,-17.02,-113.5,-3058,0.45,G. calida,
V19-53,-17.02,-113.5,-3058,0.45,G. bulloides,
V19-53,-17.02,-113.5,-3058,0.45,G. falconensis,
V19-53,-17.02,-113.5,-3058,0.45,B. digitata,
V19-53,-17.02,-113.5,-3058,0.45,G. rubescens,
V19-53,-17.02,-113.5,-3058,0.45,T. quinqueloba,
V19-53,-17.02,-113.5,-3058,0.45,N. pachyderma,
V19-53,-17.02,-113.5,-3058,0.45,N. incompta,
V19-53,-17.02,-113.5,-3058,0.45,N. dutertrei,
V19-53,-17.02,-113.5,-3058,0.45,G. conglomerata,
V19-53,-17.02,-113.5,-3058,0.45,G. hexagonus,
V19-53,-17.02,-113.5,-3058,0.45,P. obliquiloculata,
V19-53,-17.02,-113.5,-3058,0.45,G. inflata,
V19-53,-17.02,-113.5,-3058,0.45,G. crassaformis,
V19-53,-17.02,-113.5,-3058,0.45,G. hirsuta,
V19-53,-17.02,-113.5,-3058,0.45,G. scitula,
V19-53,-17.02,-113.5,-3058,0.45,G. glutinata,
V19-53,-17.02,-113.5,-3058,0.45,G. truncatulinoides,
V19-55,-17,-114.2,-3177,0.23,O. universa,
V19-55,-17,-114.2,-3177,0.23,G. conglobatus,
V19-55,-17,-114.2,-3177,0.23,G. ruber albus,
V19-55,-17,-114.2,-3177,0.23,G. tenellus,
V19-55,-17,-114.2,-3177,0.23,T. sacculifer,
V19-55,-17,-114.2,-3177,0.23,S. dehiscens,
V19-55,-17,-114.2,-3177,0.23,G. siphonifera,
V19-55,-17,-114.2,-3177,0.23,G. calida,
V19-55,-17,-114.2,-3177,0.23,G. bulloides,
V19-55,-17,-114.2,-3177,0.23,G. falconensis,
V19-55,-17,-114.2,-3177,0.23,B. digitata,
V19-55,-17,-114.2,-3177,0.23,G. rubescens,
V19-55,-17,-114.2,-3177,0.23,T. quinqueloba,
V19-55,-17,-114.2,-3177,0.23,N. pachyderma,
V19-55,-17,-114.2,-3177,0.23,N. incompta,
V19-55,-17,-114.2,-3177,0.23,N. dutertrei,
V19-55,-17,-114.2,-3177,0.23,G. conglomerata,
V19-55,-17,-114.2,-3177,0.23,G. hexagonus,
V19-55,-17,-114.2,-3177,0.23,P. obliquiloculata,
V19-55,-17,-114.2,-3177,0.23,G. inflata,
V19-55,-17,-114.2,-3177,0.23,G. crassaformis,
V19-55,-17,-114.2,-3177,0.23,G. hirsuta,
V19-55,-17,-114.2,-3177,0.23,G. scitula,
V19-55,-17,-114.2,-3177,0.23,G. glutinata,
V19-55,-17,-114.2,-3177,0.23,G. truncatulinoides,
V19-64,-16.93,-121.2,-3570,0.15,O. universa,
V19-64,-16.93,-121.2,-3570,0.15,G. conglobatus,
V19-64,-16.93,-121.2,-3570,0.15,G. ruber albus,
V19-64,-16.93,-121.2,-3570,0.15,G. tenellus,
V19-64,-16.93,-121.2,-3570,0.15,T. sacculifer,
V19-64,-16.93,-121.2,-3570,0.15,S. dehiscens,
V19-64,-16.93,-121.2,-3570,0.15,G. siphonifera,
V19-64,-16.93,-121.2,-3570,0.15,G. calida,
V19-64,-16.93,-121.2,-3570,0.15,G. bulloides,
V19-64,-16.93,-121.2,-3570,0.15,G. falconensis,
V19-64,-16.93,-121.2,-3570,0.15,B. digitata,
V19-64,-16.93,-121.2,-3570,0.15,G. rubescens,
V19-64,-16.93,-121.2,-3570,0.15,T. quinqueloba,
V19-64,-16.93,-121.2,-3570,0.15,N. pachyderma,
V19-64,-16.93,-121.2,-3570,0.15,N. incompta,
V19-64,-16.93,-121.2,-3570,0.15,N. dutertrei,
V19-64,-16.93,-121.2,-3570,0.15,G. conglomerata,
V19-64,-16.93,-121.2,-3570,0.15,G. hexagonus,
V19-64,-16.93,-121.2,-3570,0.15,P. obliquiloculata,
V19-64,-16.93,-121.2,-3570,0.15,G. inflata,
V19-64,-16.93,-121.2,-3570,0.15,G. crassaformis,
V19-64,-16.93,-121.2,-3570,0.15,G. hirsuta,
V19-64,-16.93,-121.2,-3570,0.15,G. scitula,
V19-64,-16.93,-121.2,-3570,0.15,G. glutinata,
V19-64,-16.93,-121.2,-3570,0.15,G. truncatulinoides,
V19-65,-16.65,-124.4,-3867,0.15,O. universa,
V19-65,-16.65,-124.4,-3867,0.15,G. conglobatus,
V19-65,-16.65,-124.4,-3867,0.15,G. ruber albus,
V19-65,-16.65,-124.4,-3867,0.15,G. tenellus,
V19-65,-16.65,-124.4,-3867,0.15,T. sacculifer,
V19-65,-16.65,-124.4,-3867,0.15,S. dehiscens,
V19-65,-16.65,-124.4,-3867,0.15,G. siphonifera,
V19-65,-16.65,-124.4,-3867,0.15,G. calida,
V19-65,-16.65,-124.4,-3867,0.15,G. bulloides,
V19-65,-16.65,-124.4,-3867,0.15,G. falconensis,
V19-65,-16.65,-124.4,-3867,0.15,B. digitata,
V19-65,-16.65,-124.4,-3867,0.15,G. rubescens,
V19-65,-16.65,-124.4,-3867,0.15,T. quinqueloba,
V19-65,-16.65,-124.4,-3867,0.15,N. pachyderma,
V19-65,-16.65,-124.4,-3867,0.15,N. incompta,
V19-65,-16.65,-124.4,-3867,0.15,N. dutertrei,
V19-65,-16.65,-124.4,-3867,0.15,G. conglomerata,
V19-65,-16.65,-124.4,-3867,0.15,G. hexagonus,
V19-65,-16.65,-124.4,-3867,0.15,P. obliquiloculata,
V19-65,-16.65,-124.4,-3867,0.15,G. inflata,
V19-65,-16.65,-124.4,-3867,0.15,G. crassaformis,
V19-65,-16.65,-124.4,-3867,0.15,G. hirsuta,
V19-65,-16.65,-124.4,-3867,0.15,G. scitula,
V19-65,-16.65,-124.4,-3867,0.15,G. glutinata,
V19-65,-16.65,-124.4,-3867,0.15,G. truncatulinoides,
V19-96,-0.867,172,-4252,0.15,O. universa,
V19-96,-0.867,172,-4252,0.15,G. conglobatus,
V19-96,-0.867,172,-4252,0.15,G. ruber albus,
V19-96,-0.867,172,-4252,0.15,G. tenellus,
V19-96,-0.867,172,-4252,0.15,T. sacculifer,
V19-96,-0.867,172,-4252,0.15,S. dehiscens,
V19-96,-0.867,172,-4252,0.15,G. siphonifera,
V19-96,-0.867,172,-4252,0.15,G. calida,
V19-96,-0.867,172,-4252,0.15,G. bulloides,
V19-96,-0.867,172,-4252,0.15,G. falconensis,
V19-96,-0.867,172,-4252,0.15,B. digitata,
V19-96,-0.867,172,-4252,0.15,G. rubescens,
V19-96,-0.867,172,-4252,0.15,T. quinqueloba,
V19-96,-0.867,172,-4252,0.15,N. pachyderma,
V19-96,-0.867,172,-4252,0.15,N. incompta,
V19-96,-0.867,172,-4252,0.15,N. dutertrei,
V19-96,-0.867,172,-4252,0.15,G. conglomerata,
V19-96,-0.867,172,-4252,0.15,G. hexagonus,
V19-96,-0.867,172,-4252,0.15,P. obliquiloculata,
V19-96,-0.867,172,-4252,0.15,G. inflata,
V19-96,-0.867,172,-4252,0.15,G. crassaformis,
V19-96,-0.867,172,-4252,0.15,G. hirsuta,
V19-96,-0.867,172,-4252,0.15,G. scitula,
V19-96,-0.867,172,-4252,0.15,G. glutinata,
V19-96,-0.867,172,-4252,0.15,G. truncatulinoides,
V20-119,47.95,168.78,-2739,0.2,O. universa,
V20-119,47.95,168.78,-2739,0.2,G. conglobatus,
V20-119,47.95,168.78,-2739,0.2,G. ruber albus,
V20-119,47.95,168.78,-2739,0.2,G. tenellus,
V20-119,47.95,168.78,-2739,0.2,T. sacculifer,
V20-119,47.95,168.78,-2739,0.2,S. dehiscens,
V20-119,47.95,168.78,-2739,0.2,G. siphonifera,
V20-119,47.95,168.78,-2739,0.2,G. calida,
V20-119,47.95,168.78,-2739,0.2,G. bulloides,
V20-119,47.95,168.78,-2739,0.2,G. falconensis,
V20-119,47.95,168.78,-2739,0.2,B. digitata,
V20-119,47.95,168.78,-2739,0.2,G. rubescens,
V20-119,47.95,168.78,-2739,0.2,T. quinqueloba,
V20-119,47.95,168.78,-2739,0.2,N. pachyderma,
V20-119,47.95,168.78,-2739,0.2,N. incompta,
V20-119,47.95,168.78,-2739,0.2,N. dutertrei,
V20-119,47.95,168.78,-2739,0.2,G. conglomerata,
V20-119,47.95,168.78,-2739,0.2,G. hexagonus,
V20-119,47.95,168.78,-2739,0.2,P. obliquiloculata,
V20-119,47.95,168.78,-2739,0.2,G. inflata,
V20-119,47.95,168.78,-2739,0.2,G. crassaformis,
V20-119,47.95,168.78,-2739,0.2,G. hirsuta,
V20-119,47.95,168.78,-2739,0.2,G. scitula,
V20-119,47.95,168.78,-2739,0.2,G. glutinata,
V20-119,47.95,168.78,-2739,0.2,G. truncatulinoides,
V20-170,-21.8,69.233,-2479,0.2,O. universa,5
V20-170,-21.8,69.233,-2479,0.2,G. conglobatus,0
V20-170,-21.8,69.233,-2479,0.2,G. ruber albus,147
V20-170,-21.8,69.233,-2479,0.2,G. tenellus,9
V20-170,-21.8,69.233,-2479,0.2,T. sacculifer,27
V20-170,-21.8,69.233,-2479,0.2,S. dehiscens,0
V20-170,-21.8,69.233,-2479,0.2,G. siphonifera,15
V20-170,-21.8,69.233,-2479,0.2,G. calida,3
V20-170,-21.8,69.233,-2479,0.2,G. bulloides,2
V20-170,-21.8,69.233,-2479,0.2,G. falconensis,8
V20-170,-21.8,69.233,-2479,0.2,B. digitata,2
V20-170,-21.8,69.233,-2479,0.2,G. rubescens,14
V20-170,-21.8,69.233,-2479,0.2,T. quinqueloba,0
V20-170,-21.8,69.233,-2479,0.2,N. pachyderma,0
V20-170,-21.8,69.233,-2479,0.2,N. incompta,0
V20-170,-21.8,69.233,-2479,0.2,N. dutertrei,3
V20-170,-21.8,69.233,-2479,0.2,G. conglomerata,0
V20-170,-21.8,69.233,-2479,0.2,G. hexagonus,0
V20-170,-21.8,69.233,-2479,0.2,P. obliquiloculata,0
V20-170,-21.8,69.233,-2479,0.2,G. inflata,5
V20-170,-21.8,69.233,-2479,0.2,G. crassaformis,0
V20-170,-21.8,69.233,-2479,0.2,G. hirsuta,0
V20-170,-21.8,69.233,-2479,0.2,G. scitula,46
V20-170,-21.8,69.233,-2479,0.2,G. glutinata,0
V20-170,-21.8,69.233,-2479,0.2,G. truncatulinoides,11
V20-175,-22.3,68,-3526,0.2,O. universa,2
V20-175,-22.3,68,-3526,0.2,G. conglobatus,2
V20-175,-22.3,68,-3526,0.2,G. ruber albus,142
V20-175,-22.3,68,-3526,0.2,G. tenellus,8
V20-175,-22.3,68,-3526,0.2,T. sacculifer,30
V20-175,-22.3,68,-3526,0.2,S. dehiscens,0
V20-175,-22.3,68,-3526,0.2,G. siphonifera,5
V20-175,-22.3,68,-3526,0.2,G. calida,16
V20-175,-22.3,68,-3526,0.2,G. bulloides,5
V20-175,-22.3,68,-3526,0.2,G. falconensis,1
V20-175,-22.3,68,-3526,0.2,B. digitata,2
V20-175,-22.3,68,-3526,0.2,G. rubescens,9
V20-175,-22.3,68,-3526,0.2,T. quinqueloba,0
V20-175,-22.3,68,-3526,0.2,N. pachyderma,0
V20-175,-22.3,68,-3526,0.2,N. incompta,0
V20-175,-22.3,68,-3526,0.2,N. dutertrei,2
V20-175,-22.3,68,-3526,0.2,G. conglomerata,0
V20-175,-22.3,68,-3526,0.2,G. hexagonus,0
V20-175,-22.3,68,-3526,0.2,P. obliquiloculata,0
V20-175,-22.3,68,-3526,0.2,G. inflata,4
V20-175,-22.3,68,-3526,0.2,G. crassaformis,1
V20-175,-22.3,68,-3526,0.2,G. hirsuta,0
V20-175,-22.3,68,-3526,0.2,G. scitula,49
V20-175,-22.3,68,-3526,0.2,G. glutinata,0
V20-175,-22.3,68,-3526,0.2,G. truncatulinoides,16
V20-212,-28.22,-10.03,-3523,0.2,O. universa,
V20-212,-28.22,-10.03,-3523,0.2,G. conglobatus,
V20-212,-28.22,-10.03,-3523,0.2,G. ruber albus,
V20-212,-28.22,-10.03,-3523,0.2,G. tenellus,
V20-212,-28.22,-10.03,-3523,0.2,T. sacculifer,
V20-212,-28.22,-10.03,-3523,0.2,S. dehiscens,
V20-212,-28.22,-10.03,-3523,0.2,G. siphonifera,
V20-212,-28.22,-10.03,-3523,0.2,G. calida,
V20-212,-28.22,-10.03,-3523,0.2,G. bulloides,
V20-212,-28.22,-10.03,-3523,0.2,G. falconensis,
V20-212,-28.22,-10.03,-3523,0.2,B. digitata,
V20-212,-28.22,-10.03,-3523,0.2,G. rubescens,
V20-212,-28.22,-10.03,-3523,0.2,T. quinqueloba,
V20-212,-28.22,-10.03,-3523,0.2,N. pachyderma,
V20-212,-28.22,-10.03,-3523,0.2,N. incompta,
V20-212,-28.22,-10.03,-3523,0.2,N. dutertrei,
V20-212,-28.22,-10.03,-3523,0.2,G. conglomerata,
V20-212,-28.22,-10.03,-3523,0.2,G. hexagonus,
V20-212,-28.22,-10.03,-3523,0.2,P. obliquiloculata,
V20-212,-28.22,-10.03,-3523,0.2,G. inflata,
V20-212,-28.22,-10.03,-3523,0.2,G. crassaformis,
V20-212,-28.22,-10.03,-3523,0.2,G. hirsuta,
V20-212,-28.22,-10.03,-3523,0.2,G. scitula,
V20-212,-28.22,-10.03,-3523,0.2,G. glutinata,
V20-212,-28.22,-10.03,-3523,0.2,G. truncatulinoides,
V20-227,-4.233,-34.63,-3812,0.8,O. universa,
V20-227,-4.233,-34.63,-3812,0.8,G. conglobatus,
V20-227,-4.233,-34.63,-3812,0.8,G. ruber albus,
V20-227,-4.233,-34.63,-3812,0.8,G. tenellus,
V20-227,-4.233,-34.63,-3812,0.8,T. sacculifer,
V20-227,-4.233,-34.63,-3812,0.8,S. dehiscens,
V20-227,-4.233,-34.63,-3812,0.8,G. siphonifera,
V20-227,-4.233,-34.63,-3812,0.8,G. calida,
V20-227,-4.233,-34.63,-3812,0.8,G. bulloides,
V20-227,-4.233,-34.63,-3812,0.8,G. falconensis,
V20-227,-4.233,-34.63,-3812,0.8,B. digitata,
V20-227,-4.233,-34.63,-3812,0.8,G. rubescens,
V20-227,-4.233,-34.63,-3812,0.8,T. quinqueloba,
V20-227,-4.233,-34.63,-3812,0.8,N. pachyderma,
V20-227,-4.233,-34.63,-3812,0.8,N. incompta,
V20-227,-4.233,-34.63,-3812,0.8,N. dutertrei,
V20-227,-4.233,-34.63,-3812,0.8,G. conglomerata,
V20-227,-4.233,-34.63,-3812,0.8,G. hexagonus,
V20-227,-4.233,-34.63,-3812,0.8,P. obliquiloculata,
V20-227,-4.233,-34.63,-3812,0.8,G. inflata,
V20-227,-4.233,-34.63,-3812,0.8,G. crassaformis,
V20-227,-4.233,-34.63,-3812,0.8,G. hirsuta,
V20-227,-4.233,-34.63,-3812,0.8,G. scitula,
V20-227,-4.233,-34.63,-3812,0.8,G. glutinata,
V20-227,-4.233,-34.63,-3812,0.8,G. truncatulinoides,
V20-228,-2.483,-36.42,-3676,0.61,O. universa,
V20-228,-2.483,-36.42,-3676,0.61,G. conglobatus,
V20-228,-2.483,-36.42,-3676,0.61,G. ruber albus,
V20-228,-2.483,-36.42,-3676,0.61,G. tenellus,
V20-228,-2.483,-36.42,-3676,0.61,T. sacculifer,
V20-228,-2.483,-36.42,-3676,0.61,S. dehiscens,
V20-228,-2.483,-36.42,-3676,0.61,G. siphonifera,
V20-228,-2.483,-36.42,-3676,0.61,G. calida,
V20-228,-2.483,-36.42,-3676,0.61,G. bulloides,
V20-228,-2.483,-36.42,-3676,0.61,G. falconensis,
V20-228,-2.483,-36.42,-3676,0.61,B. digitata,
V20-228,-2.483,-36.42,-3676,0.61,G. rubescens,
V20-228,-2.483,-36.42,-3676,0.61,T. quinqueloba,
V20-228,-2.483,-36.42,-3676,0.61,N. pachyderma,
V20-228,-2.483,-36.42,-3676,0.61,N. incompta,
V20-228,-2.483,-36.42,-3676,0.61,N. dutertrei,
V20-228,-2.483,-36.42,-3676,0.61,G. conglomerata,
V20-228,-2.483,-36.42,-3676,0.61,G. hexagonus,
V20-228,-2.483,-36.42,-3676,0.61,P. obliquiloculata,
V20-228,-2.483,-36.42,-3676,0.61,G. inflata,
V20-228,-2.483,-36.42,-3676,0.61,G. crassaformis,
V20-228,-2.483,-36.42,-3676,0.61,G. hirsuta,
V20-228,-2.483,-36.42,-3676,0.61,G. scitula,
V20-228,-2.483,-36.42,-3676,0.61,G. glutinata,
V20-228,-2.483,-36.42,-3676,0.61,G. truncatulinoides,
V20-241,22.133,-41.5,-4372,0.3,O. universa,
V20-241,22.133,-41.5,-4372,0.3,G. conglobatus,
V20-241,22.133,-41.5,-4372,0.3,G. ruber albus,
V20-241,22.133,-41.5,-4372,0.3,G. tenellus,
V20-241,22.133,-41.5,-4372,0.3,T. sacculifer,
V20-241,22.133,-41.5,-4372,0.3,S. dehiscens,
V20-241,22.133,-41.5,-4372,0.3,G. siphonifera,
V20-241,22.133,-41.5,-4372,0.3,G. calida,
V20-241,22.133,-41.5,-4372,0.3,G. bulloides,
V20-241,22.133,-41.5,-4372,0.3,G. falconensis,
V20-241,22.133,-41.5,-4372,0.3,B. digitata,
V20-241,22.133,-41.5,-4372,0.3,G. rubescens,
V20-241,22.133,-41.5,-4372,0.3,T. quinqueloba,
V20-241,22.133,-41.5,-4372,0.3,N. pachyderma,
V20-241,22.133,-41.5,-4372,0.3,N. incompta,
V20-241,22.133,-41.5,-4372,0.3,N. dutertrei,
V20-241,22.133,-41.5,-4372,0.3,G. conglomerata,
V20-241,22.133,-41.5,-4372,0.3,G. hexagonus,
V20-241,22.133,-41.5,-4372,0.3,P. obliquiloculata,
V20-241,22.133,-41.5,-4372,0.3,G. inflata,
V20-241,22.133,-41.5,-4372,0.3,G. crassaformis,
V20-241,22.133,-41.5,-4372,0.3,G. hirsuta,
V20-241,22.133,-41.5,-4372,0.3,G. scitula,
V20-241,22.133,-41.5,-4372,0.3,G. glutinata,
V20-241,22.133,-41.5,-4372,0.3,G. truncatulinoides,
V20-242,23.367,-43.65,-4565,0.29,O. universa,0
V20-242,23.367,-43.65,-4565,0.29,G. conglobatus,8
V20-242,23.367,-43.65,-4565,0.29,G. ruber albus,352
V20-242,23.367,-43.65,-4565,0.29,G. tenellus,41
V20-242,23.367,-43.65,-4565,0.29,T. sacculifer,32
V20-242,23.367,-43.65,-4565,0.29,S. dehiscens,0
V20-242,23.367,-43.65,-4565,0.29,G. siphonifera,27
V20-242,23.367,-43.65,-4565,0.29,G. calida,6
V20-242,23.367,-43.65,-4565,0.29,G. bulloides,3
V20-242,23.367,-43.65,-4565,0.29,G. falconensis,11
V20-242,23.367,-43.65,-4565,0.29,B. digitata,1
V20-242,23.367,-43.65,-4565,0.29,G. rubescens,12
V20-242,23.367,-43.65,-4565,0.29,T. quinqueloba,0
V20-242,23.367,-43.65,-4565,0.29,N. pachyderma,0
V20-242,23.367,-43.65,-4565,0.29,N. incompta,0
V20-242,23.367,-43.65,-4565,0.29,N. dutertrei,1
V20-242,23.367,-43.65,-4565,0.29,G. conglomerata,0
V20-242,23.367,-43.65,-4565,0.29,G. hexagonus,0
V20-242,23.367,-43.65,-4565,0.29,P. obliquiloculata,0
V20-242,23.367,-43.65,-4565,0.29,G. inflata,3
V20-242,23.367,-43.65,-4565,0.29,G. crassaformis,4
V20-242,23.367,-43.65,-4565,0.29,G. hirsuta,1
V20-242,23.367,-43.65,-4565,0.29,G. scitula,90
V20-242,23.367,-43.65,-4565,0.29,G. glutinata,3
V20-242,23.367,-43.65,-4565,0.29,G. truncatulinoides,12
V21-146,37.683,163.03,-3968,0.7,O. universa,
V21-146,37.683,163.03,-3968,0.7,G. conglobatus,
V21-146,37.683,163.03,-3968,0.7,G. ruber albus,
V21-146,37.683,163.03,-3968,0.7,G. tenellus,
