Latitude,Longitude,Depth sed [m],Species,Absolute Abundance
40.581833,-9.861167,3.98,T. humilis,0
40.581833,-9.861167,3.98,C. nitida,0
40.581833,-9.861167,3.98,G. uvula,0
40.581833,-9.861167,3.98,T. iota,0
40.581833,-9.861167,3.98,G. truncatulinoides,0
40.581833,-9.861167,3.98,G. hirsuta,0
40.581833,-9.861167,4.01,O. universa,3
40.581833,-9.861167,4.01,G. conglobatus,0
40.581833,-9.861167,4.01,G. ruber ruber,0
40.581833,-9.861167,4.01,G. ruber albus,6
40.581833,-9.861167,4.01,G. tenellus,0
40.581833,-9.861167,4.01,T. sacculifer,0
40.581833,-9.861167,4.01,S. dehiscens,0
40.581833,-9.861167,4.01,G. eastropacia,4
40.581833,-9.861167,4.01,G. calida,0
40.581833,-9.861167,4.01,G. bulloides,89
40.581833,-9.861167,4.01,G. falconensis,30
40.581833,-9.861167,4.01,B. digitata,1
40.581833,-9.861167,4.01,G. rubescens,0
40.581833,-9.861167,4.01,T. quinqueloba,12
40.581833,-9.861167,4.01,N. pachyderma,10
40.581833,-9.861167,4.01,N. incompta,88
40.581833,-9.861167,4.01,N. dutertrei,0
40.581833,-9.861167,4.01,P. obliquiloculata,0
40.581833,-9.861167,4.01,G. inflata,32
40.581833,-9.861167,4.01,G. crassaformis,0
40.581833,-9.861167,4.01,G. scitula,26
40.581833,-9.861167,4.01,G. cultrata,0
40.581833,-9.861167,4.01,G. tumida,0
40.581833,-9.861167,4.01,G. glutinata,32
40.581833,-9.861167,4.01,T. humilis,0
40.581833,-9.861167,4.01,C. nitida,0
40.581833,-9.861167,4.01,G. uvula,0
40.581833,-9.861167,4.01,T. iota,0
40.581833,-9.861167,4.01,G. truncatulinoides,0
40.581833,-9.861167,4.01,G. hirsuta,0
40.581833,-9.861167,4.04,O. universa,7
40.581833,-9.861167,4.04,G. conglobatus,0
40.581833,-9.861167,4.04,G. ruber ruber,1
40.581833,-9.861167,4.04,G. ruber albus,20
40.581833,-9.861167,4.04,G. tenellus,0
40.581833,-9.861167,4.04,T. sacculifer,0
40.581833,-9.861167,4.04,S. dehiscens,0
40.581833,-9.861167,4.04,G. eastropacia,6
40.581833,-9.861167,4.04,G. calida,0
40.581833,-9.861167,4.04,G. bulloides,114
40.581833,-9.861167,4.04,G. falconensis,42
40.581833,-9.861167,4.04,B. digitata,0
40.581833,-9.861167,4.04,G. rubescens,0
40.581833,-9.861167,4.04,T. quinqueloba,86
40.581833,-9.861167,4.04,N. pachyderma,55
40.581833,-9.861167,4.04,N. incompta,331
40.581833,-9.861167,4.04,N. dutertrei,0
40.581833,-9.861167,4.04,P. obliquiloculata,0
40.581833,-9.861167,4.04,G. inflata,110
40.581833,-9.861167,4.04,G. crassaformis,0
40.581833,-9.861167,4.04,G. scitula,90
40.581833,-9.861167,4.04,G. cultrata,0
40.581833,-9.861167,4.04,G. tumida,0
40.581833,-9.861167,4.04,G. glutinata,97
40.581833,-9.861167,4.04,T. humilis,0
40.581833,-9.861167,4.04,C. nitida,0
40.581833,-9.861167,4.04,G. uvula,0
40.581833,-9.861167,4.04,T. iota,0
40.581833,-9.861167,4.04,G. truncatulinoides,0
40.581833,-9.861167,4.04,G. hirsuta,0
40.581833,-9.861167,4.07,O. universa,7
40.581833,-9.861167,4.07,G. conglobatus,0
40.581833,-9.861167,4.07,G. ruber ruber,0
40.581833,-9.861167,4.07,G. ruber albus,5
40.581833,-9.861167,4.07,G. tenellus,0
40.581833,-9.861167,4.07,T. sacculifer,0
40.581833,-9.861167,4.07,S. dehiscens,0
40.581833,-9.861167,4.07,G. eastropacia,5
40.581833,-9.861167,4.07,G. calida,0
40.581833,-9.861167,4.07,G. bulloides,85
40.581833,-9.861167,4.07,G. falconensis,24
40.581833,-9.861167,4.07,B. digitata,0
40.581833,-9.861167,4.07,G. rubescens,0
40.581833,-9.861167,4.07,T. quinqueloba,31
40.581833,-9.861167,4.07,N. pachyderma,18
40.581833,-9.861167,4.07,N. incompta,177
40.581833,-9.861167,4.07,N. dutertrei,0
40.581833,-9.861167,4.07,P. obliquiloculata,0
40.581833,-9.861167,4.07,G. inflata,60
40.581833,-9.861167,4.07,G. crassaformis,0
40.581833,-9.861167,4.07,G. scitula,50
40.581833,-9.861167,4.07,G. cultrata,0
40.581833,-9.861167,4.07,G. tumida,0
40.581833,-9.861167,4.07,G. glutinata,45
40.581833,-9.861167,4.07,T. humilis,0
40.581833,-9.861167,4.07,C. nitida,0
40.581833,-9.861167,4.07,G. uvula,0
40.581833,-9.861167,4.07,T. iota,0
40.581833,-9.861167,4.07,G. truncatulinoides,1
40.581833,-9.861167,4.07,G. hirsuta,0
40.581833,-9.861167,4.1,O. universa,5
40.581833,-9.861167,4.1,G. conglobatus,0
40.581833,-9.861167,4.1,G. ruber ruber,0
40.581833,-9.861167,4.1,G. ruber albus,3
40.581833,-9.861167,4.1,G. tenellus,0
40.581833,-9.861167,4.1,T. sacculifer,0
40.581833,-9.861167,4.1,S. dehiscens,0
40.581833,-9.861167,4.1,G. eastropacia,4
40.581833,-9.861167,4.1,G. calida,0
40.581833,-9.861167,4.1,G. bulloides,76
40.581833,-9.861167,4.1,G. falconensis,20
40.581833,-9.861167,4.1,B. digitata,2
40.581833,-9.861167,4.1,G. rubescens,0
40.581833,-9.861167,4.1,T. quinqueloba,36
40.581833,-9.861167,4.1,N. pachyderma,16
40.581833,-9.861167,4.1,N. incompta,134
40.581833,-9.861167,4.1,N. dutertrei,0
40.581833,-9.861167,4.1,P. obliquiloculata,0
40.581833,-9.861167,4.1,G. inflata,35
40.581833,-9.861167,4.1,G. crassaformis,0
40.581833,-9.861167,4.1,G. scitula,33
40.581833,-9.861167,4.1,G. cultrata,0
40.581833,-9.861167,4.1,G. tumida,0
40.581833,-9.861167,4.1,G. glutinata,45
40.581833,-9.861167,4.1,T. humilis,0
40.581833,-9.861167,4.1,C. nitida,0
40.581833,-9.861167,4.1,G. uvula,0
40.581833,-9.861167,4.1,T. iota,0
40.581833,-9.861167,4.1,G. truncatulinoides,1
40.581833,-9.861167,4.1,G. hirsuta,0
40.581833,-9.861167,4.13,O. universa,2
40.581833,-9.861167,4.13,G. conglobatus,0
40.581833,-9.861167,4.13,G. ruber ruber,0
40.581833,-9.861167,4.13,G. ruber albus,3
40.581833,-9.861167,4.13,G. tenellus,0
40.581833,-9.861167,4.13,T. sacculifer,0
40.581833,-9.861167,4.13,S. dehiscens,0
40.581833,-9.861167,4.13,G. eastropacia,5
40.581833,-9.861167,4.13,G. calida,0
40.581833,-9.861167,4.13,G. bulloides,83
40.581833,-9.861167,4.13,G. falconensis,16
40.581833,-9.861167,4.13,B. digitata,1
40.581833,-9.861167,4.13,G. rubescens,0
40.581833,-9.861167,4.13,T. quinqueloba,34
40.581833,-9.861167,4.13,N. pachyderma,8
40.581833,-9.861167,4.13,N. incompta,167
40.581833,-9.861167,4.13,N. dutertrei,0
40.581833,-9.861167,4.13,P. obliquiloculata,0
40.581833,-9.861167,4.13,G. inflata,43
40.581833,-9.861167,4.13,G. crassaformis,0
40.581833,-9.861167,4.13,G. scitula,23
40.581833,-9.861167,4.13,G. cultrata,0
40.581833,-9.861167,4.13,G. tumida,0
40.581833,-9.861167,4.13,G. glutinata,54
40.581833,-9.861167,4.13,T. humilis,0
40.581833,-9.861167,4.13,C. nitida,0
40.581833,-9.861167,4.13,G. uvula,0
40.581833,-9.861167,4.13,T. iota,0
40.581833,-9.861167,4.13,G. truncatulinoides,1
40.581833,-9.861167,4.13,G. hirsuta,0
40.581833,-9.861167,4.16,O. universa,3
40.581833,-9.861167,4.16,G. conglobatus,0
40.581833,-9.861167,4.16,G. ruber ruber,0
40.581833,-9.861167,4.16,G. ruber albus,7
40.581833,-9.861167,4.16,G. tenellus,0
40.581833,-9.861167,4.16,T. sacculifer,0
40.581833,-9.861167,4.16,S. dehiscens,0
40.581833,-9.861167,4.16,G. eastropacia,4
40.581833,-9.861167,4.16,G. calida,0
40.581833,-9.861167,4.16,G. bulloides,75
40.581833,-9.861167,4.16,G. falconensis,17
40.581833,-9.861167,4.16,B. digitata,0
40.581833,-9.861167,4.16,G. rubescens,0
40.581833,-9.861167,4.16,T. quinqueloba,43
40.581833,-9.861167,4.16,N. pachyderma,11
40.581833,-9.861167,4.16,N. incompta,183
40.581833,-9.861167,4.16,N. dutertrei,0
40.581833,-9.861167,4.16,P. obliquiloculata,0
40.581833,-9.861167,4.16,G. inflata,36
40.581833,-9.861167,4.16,G. crassaformis,0
40.581833,-9.861167,4.16,G. scitula,37
40.581833,-9.861167,4.16,G. cultrata,0
40.581833,-9.861167,4.16,G. tumida,0
40.581833,-9.861167,4.16,G. glutinata,49
40.581833,-9.861167,4.16,T. humilis,0
40.581833,-9.861167,4.16,C. nitida,0
40.581833,-9.861167,4.16,G. uvula,1
40.581833,-9.861167,4.16,T. iota,0
40.581833,-9.861167,4.16,G. truncatulinoides,0
40.581833,-9.861167,4.16,G. hirsuta,0
40.581833,-9.861167,4.19,O. universa,3
40.581833,-9.861167,4.19,G. conglobatus,0
40.581833,-9.861167,4.19,G. ruber ruber,0
40.581833,-9.861167,4.19,G. ruber albus,8
40.581833,-9.861167,4.19,G. tenellus,0
40.581833,-9.861167,4.19,T. sacculifer,0
40.581833,-9.861167,4.19,S. dehiscens,0
40.581833,-9.861167,4.19,G. eastropacia,4
40.581833,-9.861167,4.19,G. calida,0
40.581833,-9.861167,4.19,G. bulloides,74
40.581833,-9.861167,4.19,G. falconensis,15
40.581833,-9.861167,4.19,B. digitata,0
40.581833,-9.861167,4.19,G. rubescens,0
40.581833,-9.861167,4.19,T. quinqueloba,28
40.581833,-9.861167,4.19,N. pachyderma,5
40.581833,-9.861167,4.19,N. incompta,97
40.581833,-9.861167,4.19,N. dutertrei,0
40.581833,-9.861167,4.19,P. obliquiloculata,0
40.581833,-9.861167,4.19,G. inflata,35
40.581833,-9.861167,4.19,G. crassaformis,0
40.581833,-9.861167,4.19,G. scitula,16
40.581833,-9.861167,4.19,G. cultrata,0
40.581833,-9.861167,4.19,G. tumida,0
40.581833,-9.861167,4.19,G. glutinata,26
40.581833,-9.861167,4.19,T. humilis,0
40.581833,-9.861167,4.19,C. nitida,0
40.581833,-9.861167,4.19,G. uvula,0
40.581833,-9.861167,4.19,T. iota,0
40.581833,-9.861167,4.19,G. truncatulinoides,0
40.581833,-9.861167,4.19,G. hirsuta,0
40.581833,-9.861167,4.22,O. universa,8
40.581833,-9.861167,4.22,G. conglobatus,0
40.581833,-9.861167,4.22,G. ruber ruber,0
40.581833,-9.861167,4.22,G. ruber albus,5
40.581833,-9.861167,4.22,G. tenellus,0
40.581833,-9.861167,4.22,T. sacculifer,0
40.581833,-9.861167,4.22,S. dehiscens,0
40.581833,-9.861167,4.22,G. eastropacia,11
40.581833,-9.861167,4.22,G. calida,0
40.581833,-9.861167,4.22,G. bulloides,84
40.581833,-9.861167,4.22,G. falconensis,36
40.581833,-9.861167,4.22,B. digitata,0
40.581833,-9.861167,4.22,G. rubescens,0
40.581833,-9.861167,4.22,T. quinqueloba,57
40.581833,-9.861167,4.22,N. pachyderma,15
40.581833,-9.861167,4.22,N. incompta,183
40.581833,-9.861167,4.22,N. dutertrei,0
40.581833,-9.861167,4.22,P. obliquiloculata,0
40.581833,-9.861167,4.22,G. inflata,45
40.581833,-9.861167,4.22,G. crassaformis,0
40.581833,-9.861167,4.22,G. scitula,26
40.581833,-9.861167,4.22,G. cultrata,0
40.581833,-9.861167,4.22,G. tumida,0
40.581833,-9.861167,4.22,G. glutinata,38
40.581833,-9.861167,4.22,T. humilis,0
40.581833,-9.861167,4.22,C. nitida,0
40.581833,-9.861167,4.22,G. uvula,0
40.581833,-9.861167,4.22,T. iota,0
40.581833,-9.861167,4.22,G. truncatulinoides,1
40.581833,-9.861167,4.22,G. hirsuta,0
40.581833,-9.861167,4.25,O. universa,5
40.581833,-9.861167,4.25,G. conglobatus,0
40.581833,-9.861167,4.25,G. ruber ruber,0
40.581833,-9.861167,4.25,G. ruber albus,4
40.581833,-9.861167,4.25,G. tenellus,1
40.581833,-9.861167,4.25,T. sacculifer,0
40.581833,-9.861167,4.25,S. dehiscens,0
40.581833,-9.861167,4.25,G. eastropacia,2
40.581833,-9.861167,4.25,G. calida,0
40.581833,-9.861167,4.25,G. bulloides,49
40.581833,-9.861167,4.25,G. falconensis,11
40.581833,-9.861167,4.25,B. digitata,1
40.581833,-9.861167,4.25,G. rubescens,0
40.581833,-9.861167,4.25,T. quinqueloba,60
40.581833,-9.861167,4.25,N. pachyderma,11
40.581833,-9.861167,4.25,N. incompta,122
40.581833,-9.861167,4.25,N. dutertrei,0
40.581833,-9.861167,4.25,P. obliquiloculata,0
40.581833,-9.861167,4.25,G. inflata,41
40.581833,-9.861167,4.25,G. crassaformis,0
40.581833,-9.861167,4.25,G. scitula,22
40.581833,-9.861167,4.25,G. cultrata,0
40.581833,-9.861167,4.25,G. tumida,0
40.581833,-9.861167,4.25,G. glutinata,36
40.581833,-9.861167,4.25,T. humilis,0
40.581833,-9.861167,4.25,C. nitida,0
40.581833,-9.861167,4.25,G. uvula,0
40.581833,-9.861167,4.25,T. iota,0
40.581833,-9.861167,4.25,G. truncatulinoides,0
40.581833,-9.861167,4.25,G. hirsuta,0
40.581833,-9.861167,4.28,O. universa,2
40.581833,-9.861167,4.28,G. conglobatus,0
40.581833,-9.861167,4.28,G. ruber ruber,0
40.581833,-9.861167,4.28,G. ruber albus,7
40.581833,-9.861167,4.28,G. tenellus,0
40.581833,-9.861167,4.28,T. sacculifer,0
40.581833,-9.861167,4.28,S. dehiscens,0
40.581833,-9.861167,4.28,G. eastropacia,7
40.581833,-9.861167,4.28,G. calida,0
40.581833,-9.861167,4.28,G. bulloides,73
40.581833,-9.861167,4.28,G. falconensis,30
40.581833,-9.861167,4.28,B. digitata,1
40.581833,-9.861167,4.28,G. rubescens,0
40.581833,-9.861167,4.28,T. quinqueloba,55
40.581833,-9.861167,4.28,N. pachyderma,13
40.581833,-9.861167,4.28,N. incompta,200
40.581833,-9.861167,4.28,N. dutertrei,0
40.581833,-9.861167,4.28,P. obliquiloculata,0
40.581833,-9.861167,4.28,G. inflata,51
40.581833,-9.861167,4.28,G. crassaformis,0
40.581833,-9.861167,4.28,G. scitula,31
40.581833,-9.861167,4.28,G. cultrata,0
40.581833,-9.861167,4.28,G. tumida,0
40.581833,-9.861167,4.28,G. glutinata,38
40.581833,-9.861167,4.28,T. humilis,0
40.581833,-9.861167,4.28,C. nitida,0
40.581833,-9.861167,4.28,G. uvula,0
40.581833,-9.861167,4.28,T. iota,0
40.581833,-9.861167,4.28,G. truncatulinoides,0
40.581833,-9.861167,4.28,G. hirsuta,0
40.581833,-9.861167,4.31,O. universa,6
40.581833,-9.861167,4.31,G. conglobatus,0
40.581833,-9.861167,4.31,G. ruber ruber,0
40.581833,-9.861167,4.31,G. ruber albus,32
40.581833,-9.861167,4.31,G. tenellus,0
40.581833,-9.861167,4.31,T. sacculifer,0
40.581833,-9.861167,4.31,S. dehiscens,0
40.581833,-9.861167,4.31,G. eastropacia,6
40.581833,-9.861167,4.31,G. calida,0
40.581833,-9.861167,4.31,G. bulloides,86
40.581833,-9.861167,4.31,G. falconensis,30
40.581833,-9.861167,4.31,B. digitata,2
40.581833,-9.861167,4.31,G. rubescens,0
40.581833,-9.861167,4.31,T. quinqueloba,85
40.581833,-9.861167,4.31,N. pachyderma,8
40.581833,-9.861167,4.31,N. incompta,176
40.581833,-9.861167,4.31,N. dutertrei,0
40.581833,-9.861167,4.31,P. obliquiloculata,0
40.581833,-9.861167,4.31,G. inflata,24
40.581833,-9.861167,4.31,G. crassaformis,0
40.581833,-9.861167,4.31,G. scitula,44
40.581833,-9.861167,4.31,G. cultrata,0
40.581833,-9.861167,4.31,G. tumida,0
40.581833,-9.861167,4.31,G. glutinata,49
40.581833,-9.861167,4.31,T. humilis,1
40.581833,-9.861167,4.31,C. nitida,0
40.581833,-9.861167,4.31,G. uvula,0
40.581833,-9.861167,4.31,T. iota,0
40.581833,-9.861167,4.31,G. truncatulinoides,0
40.581833,-9.861167,4.31,G. hirsuta,0
40.581833,-9.861167,4.34,O. universa,12
40.581833,-9.861167,4.34,G. conglobatus,0
40.581833,-9.861167,4.34,G. ruber ruber,0
40.581833,-9.861167,4.34,G. ruber albus,5
40.581833,-9.861167,4.34,G. tenellus,0
40.581833,-9.861167,4.34,T. sacculifer,1
40.581833,-9.861167,4.34,S. dehiscens,0
40.581833,-9.861167,4.34,G. eastropacia,9
40.581833,-9.861167,4.34,G. calida,0
40.581833,-9.861167,4.34,G. bulloides,232
40.581833,-9.861167,4.34,G. falconensis,22
40.581833,-9.861167,4.34,B. digitata,0
40.581833,-9.861167,4.34,G. rubescens,1
40.581833,-9.861167,4.34,T. quinqueloba,153
40.581833,-9.861167,4.34,N. pachyderma,29
40.581833,-9.861167,4.34,N. incompta,698
40.581833,-9.861167,4.34,N. dutertrei,0
40.581833,-9.861167,4.34,P. obliquiloculata,0
40.581833,-9.861167,4.34,G. inflata,134
40.581833,-9.861167,4.34,G. crassaformis,0
40.581833,-9.861167,4.34,G. scitula,100
40.581833,-9.861167,4.34,G. cultrata,0
40.581833,-9.861167,4.34,G. tumida,0
40.581833,-9.861167,4.34,G. glutinata,366
40.581833,-9.861167,4.34,T. humilis,0
40.581833,-9.861167,4.34,C. nitida,0
40.581833,-9.861167,4.34,G. uvula,0
40.581833,-9.861167,4.34,T. iota,0
40.581833,-9.861167,4.34,G. truncatulinoides,3
40.581833,-9.861167,4.34,G. hirsuta,0
40.581833,-9.861167,4.37,O. universa,2
40.581833,-9.861167,4.37,G. conglobatus,0
40.581833,-9.861167,4.37,G. ruber ruber,0
40.581833,-9.861167,4.37,G. ruber albus,5
40.581833,-9.861167,4.37,G. tenellus,0
40.581833,-9.861167,4.37,T. sacculifer,0
40.581833,-9.861167,4.37,S. dehiscens,0
40.581833,-9.861167,4.37,G. eastropacia,2
40.581833,-9.861167,4.37,G. calida,0
40.581833,-9.861167,4.37,G. bulloides,44
40.581833,-9.861167,4.37,G. falconensis,23
40.581833,-9.861167,4.37,B. digitata,0
40.581833,-9.861167,4.37,G. rubescens,0
40.581833,-9.861167,4.37,T. quinqueloba,24
40.581833,-9.861167,4.37,N. pachyderma,2
40.581833,-9.861167,4.37,N. incompta,117
40.581833,-9.861167,4.37,N. dutertrei,0
40.581833,-9.861167,4.37,P. obliquiloculata,0
40.581833,-9.861167,4.37,G. inflata,19
40.581833,-9.861167,4.37,G. crassaformis,0
40.581833,-9.861167,4.37,G. scitula,33
40.581833,-9.861167,4.37,G. cultrata,0
40.581833,-9.861167,4.37,G. tumida,0
40.581833,-9.861167,4.37,G. glutinata,34
40.581833,-9.861167,4.37,T. humilis,0
40.581833,-9.861167,4.37,C. nitida,0
40.581833,-9.861167,4.37,G. uvula,0
40.581833,-9.861167,4.37,T. iota,0
40.581833,-9.861167,4.37,G. truncatulinoides,0
40.581833,-9.861167,4.37,G. hirsuta,0
40.581833,-9.861167,4.4,O. universa,4
40.581833,-9.861167,4.4,G. conglobatus,0
40.581833,-9.861167,4.4,G. ruber ruber,0
40.581833,-9.861167,4.4,G. ruber albus,12
40.581833,-9.861167,4.4,G. tenellus,0
40.581833,-9.861167,4.4,T. sacculifer,0
40.581833,-9.861167,4.4,S. dehiscens,0
40.581833,-9.861167,4.4,G. eastropacia,4
40.581833,-9.861167,4.4,G. calida,0
40.581833,-9.861167,4.4,G. bulloides,81
40.581833,-9.861167,4.4,G. falconensis,17
40.581833,-9.861167,4.4,B. digitata,0
40.581833,-9.861167,4.4,G. rubescens,0
40.581833,-9.861167,4.4,T. quinqueloba,49
40.581833,-9.861167,4.4,N. pachyderma,9
40.581833,-9.861167,4.4,N. incompta,248
40.581833,-9.861167,4.4,N. dutertrei,0
40.581833,-9.861167,4.4,P. obliquiloculata,0
40.581833,-9.861167,4.4,G. inflata,38
40.581833,-9.861167,4.4,G. crassaformis,0
40.581833,-9.861167,4.4,G. scitula,45
40.581833,-9.861167,4.4,G. cultrata,0
40.581833,-9.861167,4.4,G. tumida,0
40.581833,-9.861167,4.4,G. glutinata,64
40.581833,-9.861167,4.4,T. humilis,0
40.581833,-9.861167,4.4,C. nitida,0
40.581833,-9.861167,4.4,G. uvula,0
40.581833,-9.861167,4.4,T. iota,0
40.581833,-9.861167,4.4,G. truncatulinoides,0
40.581833,-9.861167,4.4,G. hirsuta,0
40.581833,-9.861167,4.43,O. universa,3
40.581833,-9.861167,4.43,G. conglobatus,0
40.581833,-9.861167,4.43,G. ruber ruber,0
40.581833,-9.861167,4.43,G. ruber albus,11
40.581833,-9.861167,4.43,G. tenellus,0
40.581833,-9.861167,4.43,T. sacculifer,0
40.581833,-9.861167,4.43,S. dehiscens,0
40.581833,-9.861167,4.43,G. eastropacia,5
40.581833,-9.861167,4.43,G. calida,0
40.581833,-9.861167,4.43,G. bulloides,82
40.581833,-9.861167,4.43,G. falconensis,32
40.581833,-9.861167,4.43,B. digitata,0
40.581833,-9.861167,4.43,G. rubescens,1
40.581833,-9.861167,4.43,T. quinqueloba,86
40.581833,-9.861167,4.43,N. pachyderma,8
40.581833,-9.861167,4.43,N. incompta,246
40.581833,-9.861167,4.43,N. dutertrei,0
40.581833,-9.861167,4.43,P. obliquiloculata,0
40.581833,-9.861167,4.43,G. inflata,43
40.581833,-9.861167,4.43,G. crassaformis,0
40.581833,-9.861167,4.43,G. scitula,63
40.581833,-9.861167,4.43,G. cultrata,0
40.581833,-9.861167,4.43,G. tumida,0
40.581833,-9.861167,4.43,G. glutinata,106
40.581833,-9.861167,4.43,T. humilis,0
40.581833,-9.861167,4.43,C. nitida,0
40.581833,-9.861167,4.43,G. uvula,0
40.581833,-9.861167,4.43,T. iota,0
40.581833,-9.861167,4.43,G. truncatulinoides,0
40.581833,-9.861167,4.43,G. hirsuta,0
40.581833,-9.861167,4.46,O. universa,6
40.581833,-9.861167,4.46,G. conglobatus,0
40.581833,-9.861167,4.46,G. ruber ruber,0
40.581833,-9.861167,4.46,G. ruber albus,9
40.581833,-9.861167,4.46,G. tenellus,0
40.581833,-9.861167,4.46,T. sacculifer,0
40.581833,-9.861167,4.46,S. dehiscens,0
40.581833,-9.861167,4.46,G. eastropacia,9
40.581833,-9.861167,4.46,G. calida,0
40.581833,-9.861167,4.46,G. bulloides,116
40.581833,-9.861167,4.46,G. falconensis,27
40.581833,-9.861167,4.46,B. digitata,0
40.581833,-9.861167,4.46,G. rubescens,1
40.581833,-9.861167,4.46,T. quinqueloba,84
40.581833,-9.861167,4.46,N. pachyderma,13
40.581833,-9.861167,4.46,N. incompta,305
40.581833,-9.861167,4.46,N. dutertrei,0
40.581833,-9.861167,4.46,P. obliquiloculata,0
40.581833,-9.861167,4.46,G. inflata,54
40.581833,-9.861167,4.46,G. crassaformis,0
40.581833,-9.861167,4.46,G. scitula,100
40.581833,-9.861167,4.46,G. cultrata,0
40.581833,-9.861167,4.46,G. tumida,0
40.581833,-9.861167,4.46,G. glutinata,105
40.581833,-9.861167,4.46,T. humilis,0
40.581833,-9.861167,4.46,C. nitida,0
40.581833,-9.861167,4.46,G. uvula,0
40.581833,-9.861167,4.46,T. iota,0
40.581833,-9.861167,4.46,G. truncatulinoides,1
40.581833,-9.861167,4.46,G. hirsuta,0
40.581833,-9.861167,4.49,O. universa,3
40.581833,-9.861167,4.49,G. conglobatus,2
40.581833,-9.861167,4.49,G. ruber ruber,0
40.581833,-9.861167,4.49,G. ruber albus,17
40.581833,-9.861167,4.49,G. tenellus,0
40.581833,-9.861167,4.49,T. sacculifer,0
40.581833,-9.861167,4.49,S. dehiscens,0
40.581833,-9.861167,4.49,G. eastropacia,9
40.581833,-9.861167,4.49,G. calida,0
40.581833,-9.861167,4.49,G. bulloides,85
40.581833,-9.861167,4.49,G. falconensis,28
40.581833,-9.861167,4.49,B. digitata,0
40.581833,-9.861167,4.49,G. rubescens,0
40.581833,-9.861167,4.49,T. quinqueloba,78
40.581833,-9.861167,4.49,N. pachyderma,13
40.581833,-9.861167,4.49,N. incompta,254
40.581833,-9.861167,4.49,N. dutertrei,0
40.581833,-9.861167,4.49,P. obliquiloculata,0
40.581833,-9.861167,4.49,G. inflata,55
40.581833,-9.861167,4.49,G. crassaformis,0
40.581833,-9.861167,4.49,G. scitula,65
40.581833,-9.861167,4.49,G. cultrata,0
40.581833,-9.861167,4.49,G. tumida,0
40.581833,-9.861167,4.49,G. glutinata,95
40.581833,-9.861167,4.49,T. humilis,0
40.581833,-9.861167,4.49,C. nitida,0
40.581833,-9.861167,4.49,G. uvula,0
40.581833,-9.861167,4.49,T. iota,0
40.581833,-9.861167,4.49,G. truncatulinoides,0
40.581833,-9.861167,4.49,G. hirsuta,0
40.581833,-9.861167,4.52,O. universa,5
40.581833,-9.861167,4.52,G. conglobatus,4
40.581833,-9.861167,4.52,G. ruber ruber,0
40.581833,-9.861167,4.52,G. ruber albus,3
40.581833,-9.861167,4.52,G. tenellus,0
40.581833,-9.861167,4.52,T. sacculifer,0
40.581833,-9.861167,4.52,S. dehiscens,0
40.581833,-9.861167,4.52,G. eastropacia,7
40.581833,-9.861167,4.52,G. calida,0
40.581833,-9.861167,4.52,G. bulloides,112
40.581833,-9.861167,4.52,G. falconensis,15
40.581833,-9.861167,4.52,B. digitata,2
40.581833,-9.861167,4.52,G. rubescens,1
40.581833,-9.861167,4.52,T. quinqueloba,67
40.581833,-9.861167,4.52,N. pachyderma,21
40.581833,-9.861167,4.52,N. incompta,390
40.581833,-9.861167,4.52,N. dutertrei,0
40.581833,-9.861167,4.52,P. obliquiloculata,0
40.581833,-9.861167,4.52,G. inflata,41
40.581833,-9.861167,4.52,G. crassaformis,0
40.581833,-9.861167,4.52,G. scitula,65
40.581833,-9.861167,4.52,G. cultrata,0
40.581833,-9.861167,4.52,G. tumida,0
40.581833,-9.861167,4.52,G. glutinata,76
40.581833,-9.861167,4.52,T. humilis,0
40.581833,-9.861167,4.52,C. nitida,0
40.581833,-9.861167,4.52,G. uvula,0
40.581833,-9.861167,4.52,T. iota,0
40.581833,-9.861167,4.52,G. truncatulinoides,0
40.581833,-9.861167,4.52,G. hirsuta,0
40.581833,-9.861167,4.55,O. universa,4
40.581833,-9.861167,4.55,G. conglobatus,2
40.581833,-9.861167,4.55,G. ruber ruber,0
40.581833,-9.861167,4.55,G. ruber albus,5
40.581833,-9.861167,4.55,G. tenellus,0
40.581833,-9.861167,4.55,T. sacculifer,0
40.581833,-9.861167,4.55,S. dehiscens,0
40.581833,-9.861167,4.55,G. eastropacia,4
40.581833,-9.861167,4.55,G. calida,0
40.581833,-9.861167,4.55,G. bulloides,110
40.581833,-9.861167,4.55,G. falconensis,31
40.581833,-9.861167,4.55,B. digitata,1
40.581833,-9.861167,4.55,G. rubescens,1
40.581833,-9.861167,4.55,T. quinqueloba,63
40.581833,-9.861167,4.55,N. pachyderma,26
40.581833,-9.861167,4.55,N. incompta,223
40.581833,-9.861167,4.55,N. dutertrei,0
40.581833,-9.861167,4.55,P. obliquiloculata,0
40.581833,-9.861167,4.55,G. inflata,47
40.581833,-9.861167,4.55,G. crassaformis,0
40.581833,-9.861167,4.55,G. scitula,39
40.581833,-9.861167,4.55,G. cultrata,0
40.581833,-9.861167,4.55,G. tumida,0
40.581833,-9.861167,4.55,G. glutinata,70
40.581833,-9.861167,4.55,T. humilis,0
40.581833,-9.861167,4.55,C. nitida,0
40.581833,-9.861167,4.55,G. uvula,0
40.581833,-9.861167,4.55,T. iota,0
40.581833,-9.861167,4.55,G. truncatulinoides,0
40.581833,-9.861167,4.55,G. hirsuta,0
40.581833,-9.861167,4.58,O. universa,3
40.581833,-9.861167,4.58,G. conglobatus,0
