Latitude,Longitude,Event,Elevation [m],Depth [m],Species,Relative Abundance
-3.5583,-12.58,GeoB1115-4,-2921,0.68,G. uvula,0
-3.5583,-12.58,GeoB1115-4,-2921,0.68,P. obliquiloculata,0
-3.5583,-12.58,GeoB1115-4,-2921,0.68,D. anfracta,0
-3.5583,-12.58,GeoB1115-4,-2921,0.68,G. theyeri,0.001
-3.5583,-12.58,GeoB1115-4,-2921,0.68,T. iota,0
-3.815,-14.8967,GeoB1117-2,-3984,0.53,G. bulloides,0.0812
-3.815,-14.8967,GeoB1117-2,-3984,0.53,G. crassaformis,0.0254
-3.815,-14.8967,GeoB1117-2,-3984,0.53,N. dutertrei,0.0964
-3.815,-14.8967,GeoB1117-2,-3984,0.53,G. inflata,0.0736
-3.815,-14.8967,GeoB1117-2,-3984,0.53,N. incompta,0.1142
-3.815,-14.8967,GeoB1117-2,-3984,0.53,N. pachyderma,0.0254
-3.815,-14.8967,GeoB1117-2,-3984,0.53,G. ruber albus,0.1447
-3.815,-14.8967,GeoB1117-2,-3984,0.53,G. scitula,0.0025
-3.815,-14.8967,GeoB1117-2,-3984,0.53,O. universa,0.0254
-3.815,-14.8967,GeoB1117-2,-3984,0.53,G. aequilateralis,0.033
-3.815,-14.8967,GeoB1117-2,-3984,0.53,G. calida,0.0102
-3.815,-14.8967,GeoB1117-2,-3984,0.53,G. falconensis,0
-3.815,-14.8967,GeoB1117-2,-3984,0.53,G. glutinata,0.0584
-3.815,-14.8967,GeoB1117-2,-3984,0.53,G. hirsuta,0
-3.815,-14.8967,GeoB1117-2,-3984,0.53,G. menardii,0
-3.815,-14.8967,GeoB1117-2,-3984,0.53,H. pelagica,0
-3.815,-14.8967,GeoB1117-2,-3984,0.53,T. quinqueloba,0
-3.815,-14.8967,GeoB1117-2,-3984,0.53,G. ruber ruber,0.0228
-3.815,-14.8967,GeoB1117-2,-3984,0.53,T. sacculifer,0.198
-3.815,-14.8967,GeoB1117-2,-3984,0.53,G. tumida,0.0025
-3.815,-14.8967,GeoB1117-2,-3984,0.53,G. tenellus,0.0025
-3.815,-14.8967,GeoB1117-2,-3984,0.53,G. truncatulinoides,0.0203
-3.815,-14.8967,GeoB1117-2,-3984,0.53,G. conglobatus,0
-3.815,-14.8967,GeoB1117-2,-3984,0.53,G. conglomerata,0
-3.815,-14.8967,GeoB1117-2,-3984,0.53,S. dehiscens,0
-3.815,-14.8967,GeoB1117-2,-3984,0.53,G. digitata,0
-3.815,-14.8967,GeoB1117-2,-3984,0.53,T. humilis,0
-3.815,-14.8967,GeoB1117-2,-3984,0.53,C. nitida,0.0025
-3.815,-14.8967,GeoB1117-2,-3984,0.53,G. rubescens,0.0102
-3.815,-14.8967,GeoB1117-2,-3984,0.53,G. hexagonus,0
-3.815,-14.8967,GeoB1117-2,-3984,0.53,G. uvula,0
-3.815,-14.8967,GeoB1117-2,-3984,0.53,P. obliquiloculata,0.0102
-3.815,-14.8967,GeoB1117-2,-3984,0.53,D. anfracta,0
-3.815,-14.8967,GeoB1117-2,-3984,0.53,G. theyeri,0
-3.815,-14.8967,GeoB1117-2,-3984,0.53,T. iota,0
-3.815,-14.8967,GeoB1117-2,-3984,0.58,G. bulloides,0.0814
-3.815,-14.8967,GeoB1117-2,-3984,0.58,G. crassaformis,0.0228
-3.815,-14.8967,GeoB1117-2,-3984,0.58,N. dutertrei,0.0651
-3.815,-14.8967,GeoB1117-2,-3984,0.58,G. inflata,0.1987
-3.815,-14.8967,GeoB1117-2,-3984,0.58,N. incompta,0.0684
-3.815,-14.8967,GeoB1117-2,-3984,0.58,N. pachyderma,0.0033
-3.815,-14.8967,GeoB1117-2,-3984,0.58,G. ruber albus,0.1042
-3.815,-14.8967,GeoB1117-2,-3984,0.58,G. scitula,0
-3.815,-14.8967,GeoB1117-2,-3984,0.58,O. universa,0.0228
-3.815,-14.8967,GeoB1117-2,-3984,0.58,G. aequilateralis,0.0261
-3.815,-14.8967,GeoB1117-2,-3984,0.58,G. calida,0.013
-3.815,-14.8967,GeoB1117-2,-3984,0.58,G. falconensis,0
-3.815,-14.8967,GeoB1117-2,-3984,0.58,G. glutinata,0.0879
-3.815,-14.8967,GeoB1117-2,-3984,0.58,G. hirsuta,0
-3.815,-14.8967,GeoB1117-2,-3984,0.58,G. menardii,0.0098
-3.815,-14.8967,GeoB1117-2,-3984,0.58,H. pelagica,0
-3.815,-14.8967,GeoB1117-2,-3984,0.58,T. quinqueloba,0.0651
-3.815,-14.8967,GeoB1117-2,-3984,0.58,G. ruber ruber,0.0261
-3.815,-14.8967,GeoB1117-2,-3984,0.58,T. sacculifer,0.0651
-3.815,-14.8967,GeoB1117-2,-3984,0.58,G. tumida,0
-3.815,-14.8967,GeoB1117-2,-3984,0.58,G. tenellus,0.0065
-3.815,-14.8967,GeoB1117-2,-3984,0.58,G. truncatulinoides,0.0326
-3.815,-14.8967,GeoB1117-2,-3984,0.58,G. conglobatus,0
-3.815,-14.8967,GeoB1117-2,-3984,0.58,G. conglomerata,0
-3.815,-14.8967,GeoB1117-2,-3984,0.58,S. dehiscens,0
-3.815,-14.8967,GeoB1117-2,-3984,0.58,G. digitata,0
-3.815,-14.8967,GeoB1117-2,-3984,0.58,T. humilis,0
-3.815,-14.8967,GeoB1117-2,-3984,0.58,C. nitida,0
-3.815,-14.8967,GeoB1117-2,-3984,0.58,G. rubescens,0.026
-3.815,-14.8967,GeoB1117-2,-3984,0.58,G. hexagonus,0
-3.815,-14.8967,GeoB1117-2,-3984,0.58,G. uvula,0
-3.815,-14.8967,GeoB1117-2,-3984,0.58,P. obliquiloculata,0.0261
-3.815,-14.8967,GeoB1117-2,-3984,0.58,D. anfracta,0
-3.815,-14.8967,GeoB1117-2,-3984,0.58,G. theyeri,0
-3.815,-14.8967,GeoB1117-2,-3984,0.58,T. iota,0
-3.815,-14.8967,GeoB1117-2,-3984,0.63,G. bulloides,0.0992
-3.815,-14.8967,GeoB1117-2,-3984,0.63,G. crassaformis,0.0348
-3.815,-14.8967,GeoB1117-2,-3984,0.63,N. dutertrei,0.0653
-3.815,-14.8967,GeoB1117-2,-3984,0.63,G. inflata,0.3177
-3.815,-14.8967,GeoB1117-2,-3984,0.63,N. incompta,0.2028
-3.815,-14.8967,GeoB1117-2,-3984,0.63,N. pachyderma,0.0017
-3.815,-14.8967,GeoB1117-2,-3984,0.63,G. ruber albus,0.0644
-3.815,-14.8967,GeoB1117-2,-3984,0.63,G. scitula,0.0035
-3.815,-14.8967,GeoB1117-2,-3984,0.63,O. universa,0.0191
-3.815,-14.8967,GeoB1117-2,-3984,0.63,G. aequilateralis,0.02
-3.815,-14.8967,GeoB1117-2,-3984,0.63,G. calida,0
-3.815,-14.8967,GeoB1117-2,-3984,0.63,G. falconensis,0.0035
-3.815,-14.8967,GeoB1117-2,-3984,0.63,G. glutinata,0.047
-3.815,-14.8967,GeoB1117-2,-3984,0.63,G. hirsuta,0
-3.815,-14.8967,GeoB1117-2,-3984,0.63,G. menardii,0
-3.815,-14.8967,GeoB1117-2,-3984,0.63,H. pelagica,0
-3.815,-14.8967,GeoB1117-2,-3984,0.63,T. quinqueloba,0
-3.815,-14.8967,GeoB1117-2,-3984,0.63,G. ruber ruber,9e-04
-3.815,-14.8967,GeoB1117-2,-3984,0.63,T. sacculifer,0.0705
-3.815,-14.8967,GeoB1117-2,-3984,0.63,G. tumida,0
-3.815,-14.8967,GeoB1117-2,-3984,0.63,G. tenellus,0.0087
-3.815,-14.8967,GeoB1117-2,-3984,0.63,G. truncatulinoides,0.0174
-3.815,-14.8967,GeoB1117-2,-3984,0.63,G. conglobatus,0
-3.815,-14.8967,GeoB1117-2,-3984,0.63,G. conglomerata,0
-3.815,-14.8967,GeoB1117-2,-3984,0.63,S. dehiscens,0
-3.815,-14.8967,GeoB1117-2,-3984,0.63,G. digitata,9e-04
-3.815,-14.8967,GeoB1117-2,-3984,0.63,T. humilis,0
-3.815,-14.8967,GeoB1117-2,-3984,0.63,C. nitida,0
-3.815,-14.8967,GeoB1117-2,-3984,0.63,G. rubescens,0.0035
-3.815,-14.8967,GeoB1117-2,-3984,0.63,G. hexagonus,0
-3.815,-14.8967,GeoB1117-2,-3984,0.63,G. uvula,0
-3.815,-14.8967,GeoB1117-2,-3984,0.63,P. obliquiloculata,0
-3.815,-14.8967,GeoB1117-2,-3984,0.63,D. anfracta,0
-3.815,-14.8967,GeoB1117-2,-3984,0.63,G. theyeri,0
-3.815,-14.8967,GeoB1117-2,-3984,0.63,T. iota,0
-24.69,7.24,GeoB1214-1,-3210,0.23,G. bulloides,0.1921
-24.69,7.24,GeoB1214-1,-3210,0.23,G. crassaformis,0.0053
-24.69,7.24,GeoB1214-1,-3210,0.23,N. dutertrei,0.0039
-24.69,7.24,GeoB1214-1,-3210,0.23,G. inflata,0.1583
-24.69,7.24,GeoB1214-1,-3210,0.23,N. incompta,0.3037
-24.69,7.24,GeoB1214-1,-3210,0.23,N. pachyderma,0.0336
-24.69,7.24,GeoB1214-1,-3210,0.23,G. ruber albus,0.0788
-24.69,7.24,GeoB1214-1,-3210,0.23,G. scitula,0.0016
-24.69,7.24,GeoB1214-1,-3210,0.23,O. universa,0.015
-24.69,7.24,GeoB1214-1,-3210,0.23,G. aequilateralis,0.0132
-24.69,7.24,GeoB1214-1,-3210,0.23,G. calida,0.0029
-24.69,7.24,GeoB1214-1,-3210,0.23,G. falconensis,0
-24.69,7.24,GeoB1214-1,-3210,0.23,G. glutinata,0.0895
-24.69,7.24,GeoB1214-1,-3210,0.23,G. hirsuta,0.0057
-24.69,7.24,GeoB1214-1,-3210,0.23,G. menardii,0
-24.69,7.24,GeoB1214-1,-3210,0.23,H. pelagica,0
-24.69,7.24,GeoB1214-1,-3210,0.23,T. quinqueloba,0.0103
-24.69,7.24,GeoB1214-1,-3210,0.23,G. ruber ruber,0
-24.69,7.24,GeoB1214-1,-3210,0.23,T. sacculifer,0.013
-24.69,7.24,GeoB1214-1,-3210,0.23,G. tumida,0
-24.69,7.24,GeoB1214-1,-3210,0.23,G. tenellus,0.0116
-24.69,7.24,GeoB1214-1,-3210,0.23,G. truncatulinoides,0.0261
-24.69,7.24,GeoB1214-1,-3210,0.23,G. conglobatus,0
-24.69,7.24,GeoB1214-1,-3210,0.23,G. conglomerata,0
-24.69,7.24,GeoB1214-1,-3210,0.23,S. dehiscens,2e-04
-24.69,7.24,GeoB1214-1,-3210,0.23,G. digitata,0.0026
-24.69,7.24,GeoB1214-1,-3210,0.23,T. humilis,0
-24.69,7.24,GeoB1214-1,-3210,0.23,C. nitida,0
-24.69,7.24,GeoB1214-1,-3210,0.23,G. rubescens,0.0168
-24.69,7.24,GeoB1214-1,-3210,0.23,G. hexagonus,0
-24.69,7.24,GeoB1214-1,-3210,0.23,G. uvula,0
-24.69,7.24,GeoB1214-1,-3210,0.23,P. obliquiloculata,0
-24.69,7.24,GeoB1214-1,-3210,0.23,D. anfracta,0
-24.69,7.24,GeoB1214-1,-3210,0.23,G. theyeri,0
-24.69,7.24,GeoB1214-1,-3210,0.23,T. iota,0.0052
-24.69,7.24,GeoB1214-1,-3210,0.28,G. bulloides,0.2013
-24.69,7.24,GeoB1214-1,-3210,0.28,G. crassaformis,0.0028
-24.69,7.24,GeoB1214-1,-3210,0.28,N. dutertrei,0.0011
-24.69,7.24,GeoB1214-1,-3210,0.28,G. inflata,0.1559
-24.69,7.24,GeoB1214-1,-3210,0.28,N. incompta,0.349
-24.69,7.24,GeoB1214-1,-3210,0.28,N. pachyderma,0.0363
-24.69,7.24,GeoB1214-1,-3210,0.28,G. ruber albus,0.0766
-24.69,7.24,GeoB1214-1,-3210,0.28,G. scitula,0.0076
-24.69,7.24,GeoB1214-1,-3210,0.28,O. universa,0.013
-24.69,7.24,GeoB1214-1,-3210,0.28,G. aequilateralis,0.0145
-24.69,7.24,GeoB1214-1,-3210,0.28,G. calida,9e-04
-24.69,7.24,GeoB1214-1,-3210,0.28,G. falconensis,0.0035
-24.69,7.24,GeoB1214-1,-3210,0.28,G. glutinata,0.0571
-24.69,7.24,GeoB1214-1,-3210,0.28,G. hirsuta,0.0087
-24.69,7.24,GeoB1214-1,-3210,0.28,G. menardii,0
-24.69,7.24,GeoB1214-1,-3210,0.28,H. pelagica,0
-24.69,7.24,GeoB1214-1,-3210,0.28,T. quinqueloba,0.0242
-24.69,7.24,GeoB1214-1,-3210,0.28,G. ruber ruber,0
-24.69,7.24,GeoB1214-1,-3210,0.28,T. sacculifer,0.0015
-24.69,7.24,GeoB1214-1,-3210,0.28,G. tumida,0
-24.69,7.24,GeoB1214-1,-3210,0.28,G. tenellus,0.0035
-24.69,7.24,GeoB1214-1,-3210,0.28,G. truncatulinoides,0.0175
-24.69,7.24,GeoB1214-1,-3210,0.28,G. conglobatus,0
-24.69,7.24,GeoB1214-1,-3210,0.28,G. conglomerata,0
-24.69,7.24,GeoB1214-1,-3210,0.28,S. dehiscens,0
-24.69,7.24,GeoB1214-1,-3210,0.28,G. digitata,0.0017
-24.69,7.24,GeoB1214-1,-3210,0.28,T. humilis,0
-24.69,7.24,GeoB1214-1,-3210,0.28,C. nitida,0
-24.69,7.24,GeoB1214-1,-3210,0.28,G. rubescens,0.019
-24.69,7.24,GeoB1214-1,-3210,0.28,G. hexagonus,0
-24.69,7.24,GeoB1214-1,-3210,0.28,G. uvula,0
-24.69,7.24,GeoB1214-1,-3210,0.28,P. obliquiloculata,0
-24.69,7.24,GeoB1214-1,-3210,0.28,D. anfracta,0
-24.69,7.24,GeoB1214-1,-3210,0.28,G. theyeri,0
-24.69,7.24,GeoB1214-1,-3210,0.28,T. iota,0
-24.0333,5.3067,GeoB1220-1,-2265,0.33,G. bulloides,0.17
-24.0333,5.3067,GeoB1220-1,-2265,0.33,G. crassaformis,0.002
-24.0333,5.3067,GeoB1220-1,-2265,0.33,N. dutertrei,0
-24.0333,5.3067,GeoB1220-1,-2265,0.33,G. inflata,0.128
-24.0333,5.3067,GeoB1220-1,-2265,0.33,N. incompta,0.3621
-24.0333,5.3067,GeoB1220-1,-2265,0.33,N. pachyderma,0.034
-24.0333,5.3067,GeoB1220-1,-2265,0.33,G. ruber albus,0
-24.0333,5.3067,GeoB1220-1,-2265,0.33,G. scitula,0.009
-24.0333,5.3067,GeoB1220-1,-2265,0.33,O. universa,0.0331
-24.0333,5.3067,GeoB1220-1,-2265,0.33,G. aequilateralis,0.0102
-24.0333,5.3067,GeoB1220-1,-2265,0.33,G. calida,0.018
-24.0333,5.3067,GeoB1220-1,-2265,0.33,G. falconensis,0.008
-24.0333,5.3067,GeoB1220-1,-2265,0.33,G. glutinata,0.048
-24.0333,5.3067,GeoB1220-1,-2265,0.33,G. hirsuta,0.0101
-24.0333,5.3067,GeoB1220-1,-2265,0.33,G. menardii,0
-24.0333,5.3067,GeoB1220-1,-2265,0.33,H. pelagica,0
-24.0333,5.3067,GeoB1220-1,-2265,0.33,T. quinqueloba,0
-24.0333,5.3067,GeoB1220-1,-2265,0.33,G. ruber ruber,0.079
-24.0333,5.3067,GeoB1220-1,-2265,0.33,T. sacculifer,0.001
-24.0333,5.3067,GeoB1220-1,-2265,0.33,G. tumida,0
-24.0333,5.3067,GeoB1220-1,-2265,0.33,G. tenellus,0
-24.0333,5.3067,GeoB1220-1,-2265,0.33,G. truncatulinoides,0.0574
-24.0333,5.3067,GeoB1220-1,-2265,0.33,G. conglobatus,0.006
-24.0333,5.3067,GeoB1220-1,-2265,0.33,G. conglomerata,0
-24.0333,5.3067,GeoB1220-1,-2265,0.33,S. dehiscens,0
-24.0333,5.3067,GeoB1220-1,-2265,0.33,G. digitata,0
-24.0333,5.3067,GeoB1220-1,-2265,0.33,T. humilis,0.008
-24.0333,5.3067,GeoB1220-1,-2265,0.33,C. nitida,0
-24.0333,5.3067,GeoB1220-1,-2265,0.33,G. rubescens,0.016
-24.0333,5.3067,GeoB1220-1,-2265,0.33,G. hexagonus,0
-24.0333,5.3067,GeoB1220-1,-2265,0.33,G. uvula,0
-24.0333,5.3067,GeoB1220-1,-2265,0.33,P. obliquiloculata,0
-24.0333,5.3067,GeoB1220-1,-2265,0.33,D. anfracta,0
-24.0333,5.3067,GeoB1220-1,-2265,0.33,G. theyeri,0
-24.0333,5.3067,GeoB1220-1,-2265,0.33,T. iota,0
-24.0333,5.3067,GeoB1220-1,-2265,0.38,G. bulloides,0.1834
-24.0333,5.3067,GeoB1220-1,-2265,0.38,G. crassaformis,0.0085
-24.0333,5.3067,GeoB1220-1,-2265,0.38,N. dutertrei,0
-24.0333,5.3067,GeoB1220-1,-2265,0.38,G. inflata,0.161
-24.0333,5.3067,GeoB1220-1,-2265,0.38,N. incompta,0.2687
-24.0333,5.3067,GeoB1220-1,-2265,0.38,N. pachyderma,0.0491
-24.0333,5.3067,GeoB1220-1,-2265,0.38,G. ruber albus,0
-24.0333,5.3067,GeoB1220-1,-2265,0.38,G. scitula,0.0107
-24.0333,5.3067,GeoB1220-1,-2265,0.38,O. universa,0.0211
-24.0333,5.3067,GeoB1220-1,-2265,0.38,G. aequilateralis,0.0128
-24.0333,5.3067,GeoB1220-1,-2265,0.38,G. calida,0.0064
-24.0333,5.3067,GeoB1220-1,-2265,0.38,G. falconensis,0.0171
-24.0333,5.3067,GeoB1220-1,-2265,0.38,G. glutinata,0.0469
-24.0333,5.3067,GeoB1220-1,-2265,0.38,G. hirsuta,0.0087
-24.0333,5.3067,GeoB1220-1,-2265,0.38,G. menardii,0
-24.0333,5.3067,GeoB1220-1,-2265,0.38,H. pelagica,0
-24.0333,5.3067,GeoB1220-1,-2265,0.38,T. quinqueloba,0
-24.0333,5.3067,GeoB1220-1,-2265,0.38,G. ruber ruber,0.0906
-24.0333,5.3067,GeoB1220-1,-2265,0.38,T. sacculifer,0
-24.0333,5.3067,GeoB1220-1,-2265,0.38,G. tumida,0
-24.0333,5.3067,GeoB1220-1,-2265,0.38,G. tenellus,0.0085
-24.0333,5.3067,GeoB1220-1,-2265,0.38,G. truncatulinoides,0.0723
-24.0333,5.3067,GeoB1220-1,-2265,0.38,G. conglobatus,0
-24.0333,5.3067,GeoB1220-1,-2265,0.38,G. conglomerata,0
-24.0333,5.3067,GeoB1220-1,-2265,0.38,S. dehiscens,0
-24.0333,5.3067,GeoB1220-1,-2265,0.38,G. digitata,0
-24.0333,5.3067,GeoB1220-1,-2265,0.38,T. humilis,0
-24.0333,5.3067,GeoB1220-1,-2265,0.38,C. nitida,0
-24.0333,5.3067,GeoB1220-1,-2265,0.38,G. rubescens,0.0341
-24.0333,5.3067,GeoB1220-1,-2265,0.38,G. hexagonus,0
-24.0333,5.3067,GeoB1220-1,-2265,0.38,G. uvula,0
-24.0333,5.3067,GeoB1220-1,-2265,0.38,P. obliquiloculata,0
-24.0333,5.3067,GeoB1220-1,-2265,0.38,D. anfracta,0
-24.0333,5.3067,GeoB1220-1,-2265,0.38,G. theyeri,0
-24.0333,5.3067,GeoB1220-1,-2265,0.38,T. iota,0
-35.2067,-26.765,GeoB1306-1,-4057,0.19,G. bulloides,0.1402
-35.2067,-26.765,GeoB1306-1,-4057,0.19,G. crassaformis,1e-04
-35.2067,-26.765,GeoB1306-1,-4057,0.19,N. dutertrei,0.001
-35.2067,-26.765,GeoB1306-1,-4057,0.19,G. inflata,0.1399
-35.2067,-26.765,GeoB1306-1,-4057,0.19,N. incompta,0.6078
-35.2067,-26.765,GeoB1306-1,-4057,0.19,N. pachyderma,0.0041
-35.2067,-26.765,GeoB1306-1,-4057,0.19,G. ruber albus,0.047
-35.2067,-26.765,GeoB1306-1,-4057,0.19,G. scitula,0
-35.2067,-26.765,GeoB1306-1,-4057,0.19,O. universa,0.002
-35.2067,-26.765,GeoB1306-1,-4057,0.19,G. aequilateralis,0.001
-35.2067,-26.765,GeoB1306-1,-4057,0.19,G. calida,1e-04
-35.2067,-26.765,GeoB1306-1,-4057,0.19,G. falconensis,0.001
-35.2067,-26.765,GeoB1306-1,-4057,0.19,G. glutinata,0.0041
-35.2067,-26.765,GeoB1306-1,-4057,0.19,G. hirsuta,0.0147
-35.2067,-26.765,GeoB1306-1,-4057,0.19,G. menardii,0
-35.2067,-26.765,GeoB1306-1,-4057,0.19,H. pelagica,0
-35.2067,-26.765,GeoB1306-1,-4057,0.19,T. quinqueloba,0
-35.2067,-26.765,GeoB1306-1,-4057,0.19,G. ruber ruber,0
-35.2067,-26.765,GeoB1306-1,-4057,0.19,T. sacculifer,0
-35.2067,-26.765,GeoB1306-1,-4057,0.19,G. tumida,0
-35.2067,-26.765,GeoB1306-1,-4057,0.19,G. tenellus,0
-35.2067,-26.765,GeoB1306-1,-4057,0.19,G. truncatulinoides,0.0328
-35.2067,-26.765,GeoB1306-1,-4057,0.19,G. conglobatus,3e-04
-35.2067,-26.765,GeoB1306-1,-4057,0.19,G. conglomerata,0
-35.2067,-26.765,GeoB1306-1,-4057,0.19,S. dehiscens,0
-35.2067,-26.765,GeoB1306-1,-4057,0.19,G. digitata,0
-35.2067,-26.765,GeoB1306-1,-4057,0.19,T. humilis,0
-35.2067,-26.765,GeoB1306-1,-4057,0.19,C. nitida,0
-35.2067,-26.765,GeoB1306-1,-4057,0.19,G. rubescens,0
-35.2067,-26.765,GeoB1306-1,-4057,0.19,G. hexagonus,0
-35.2067,-26.765,GeoB1306-1,-4057,0.19,G. uvula,0
-35.2067,-26.765,GeoB1306-1,-4057,0.19,P. obliquiloculata,0
-35.2067,-26.765,GeoB1306-1,-4057,0.19,D. anfracta,0.0041
-35.2067,-26.765,GeoB1306-1,-4057,0.19,G. theyeri,0
-35.2067,-26.765,GeoB1306-1,-4057,0.19,T. iota,0
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,G. bulloides,0.048
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,G. crassaformis,0
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,N. dutertrei,0
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,G. inflata,0.1362
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,N. incompta,0.1647
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,N. pachyderma,0
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,G. ruber albus,0.2173
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,G. scitula,0.0309
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,O. universa,0.0154
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,G. aequilateralis,0.0046
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,G. calida,0.0755
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,G. falconensis,0.08
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,G. glutinata,0.016
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,G. hirsuta,0.0329
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,G. menardii,0
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,H. pelagica,0
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,T. quinqueloba,0
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,G. ruber ruber,0.0023
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,T. sacculifer,0.0058
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,G. tumida,0
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,G. tenellus,0.0091
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,G. truncatulinoides,0.1183
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,G. conglobatus,0.0133
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,G. conglomerata,0
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,S. dehiscens,0
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,G. digitata,0.0046
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,T. humilis,0
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,C. nitida,0
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,G. rubescens,0.0183
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,G. hexagonus,0
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,G. uvula,0
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,P. obliquiloculata,0
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,D. anfracta,0
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,G. theyeri,0
-31.6667,-28.6667,GeoB1309-2,-3963,0.18,T. iota,0
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,G. bulloides,0.0063
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,G. crassaformis,0
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,N. dutertrei,0
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,G. inflata,0.1378
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,N. incompta,0.1127
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,N. pachyderma,0.0075
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,G. ruber albus,0.2643
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,G. scitula,0.0507
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,O. universa,0.0119
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,G. aequilateralis,0.0171
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,G. calida,0.1233
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,G. falconensis,0.0438
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,G. glutinata,0.0275
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,G. hirsuta,0.0268
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,G. menardii,0
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,H. pelagica,0
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,T. quinqueloba,0
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,G. ruber ruber,0.0094
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,T. sacculifer,0.0195
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,G. tumida,0
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,G. tenellus,0.005
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,G. truncatulinoides,0.1018
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,G. conglobatus,0.007
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,G. conglomerata,0
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,S. dehiscens,0
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,G. digitata,0
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,T. humilis,0
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,C. nitida,0
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,G. rubescens,0.0207
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,G. hexagonus,0
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,G. uvula,0
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,P. obliquiloculata,0
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,D. anfracta,0
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,G. theyeri,0
-31.6617,-29.6567,GeoB1312-2,-3436,0.13,T. iota,0
-15.68,-9.455,GeoB1413-4,-3789,0.19,G. bulloides,0.0994
-15.68,-9.455,GeoB1413-4,-3789,0.19,G. crassaformis,0.0343
-15.68,-9.455,GeoB1413-4,-3789,0.19,N. dutertrei,0.0171
-15.68,-9.455,GeoB1413-4,-3789,0.19,G. inflata,0.1833
-15.68,-9.455,GeoB1413-4,-3789,0.19,N. incompta,0.06
-15.68,-9.455,GeoB1413-4,-3789,0.19,N. pachyderma,0.0017
-15.68,-9.455,GeoB1413-4,-3789,0.19,G. ruber albus,0.191
