Latitude,Longitude,Event,Elevation [m],Depth [m],Species,Relative Abundance
-23.315,12.3767,GeoB1711-4,-1967,1.83,O. universa,0
-23.315,12.3767,GeoB1711-4,-1967,1.83,G. aequilateralis,0
-23.315,12.3767,GeoB1711-4,-1967,1.83,G. calida,0
-23.315,12.3767,GeoB1711-4,-1967,1.83,G. falconensis,0
-23.315,12.3767,GeoB1711-4,-1967,1.83,G. glutinata,0.004
-23.315,12.3767,GeoB1711-4,-1967,1.83,G. hirsuta,0
-23.315,12.3767,GeoB1711-4,-1967,1.83,G. menardii,0
-23.315,12.3767,GeoB1711-4,-1967,1.83,H. pelagica,0
-23.315,12.3767,GeoB1711-4,-1967,1.83,T. quinqueloba,0.04
-23.315,12.3767,GeoB1711-4,-1967,1.83,G. ruber ruber,0
-23.315,12.3767,GeoB1711-4,-1967,1.83,T. sacculifer,0
-23.315,12.3767,GeoB1711-4,-1967,1.83,G. tumida,0
-23.315,12.3767,GeoB1711-4,-1967,1.83,G. tenellus,0
-23.315,12.3767,GeoB1711-4,-1967,1.83,G. truncatulinoides,0.004
-23.315,12.3767,GeoB1711-4,-1967,1.83,G. conglobatus,0
-23.315,12.3767,GeoB1711-4,-1967,1.83,G. conglomerata,0
-23.315,12.3767,GeoB1711-4,-1967,1.83,S. dehiscens,0
-23.315,12.3767,GeoB1711-4,-1967,1.83,G. digitata,0
-23.315,12.3767,GeoB1711-4,-1967,1.83,T. humilis,0
-23.315,12.3767,GeoB1711-4,-1967,1.83,C. nitida,0
-23.315,12.3767,GeoB1711-4,-1967,1.83,G. rubescens,0
-23.315,12.3767,GeoB1711-4,-1967,1.83,G. hexagonus,0.004
-23.315,12.3767,GeoB1711-4,-1967,1.83,G. uvula,0
-23.315,12.3767,GeoB1711-4,-1967,1.83,P. obliquiloculata,0
-23.315,12.3767,GeoB1711-4,-1967,1.83,D. anfracta,0
-23.315,12.3767,GeoB1711-4,-1967,1.83,G. theyeri,0
-23.315,12.3767,GeoB1711-4,-1967,1.83,T. iota,0
-23.315,12.3767,GeoB1711-4,-1967,1.88,G. bulloides,0.049
-23.315,12.3767,GeoB1711-4,-1967,1.88,G. crassaformis,0
-23.315,12.3767,GeoB1711-4,-1967,1.88,N. dutertrei,0.101
-23.315,12.3767,GeoB1711-4,-1967,1.88,G. inflata,0.019
-23.315,12.3767,GeoB1711-4,-1967,1.88,N. incompta,0.131
-23.315,12.3767,GeoB1711-4,-1967,1.88,N. pachyderma,0.616
-23.315,12.3767,GeoB1711-4,-1967,1.88,G. ruber albus,0.003
-23.315,12.3767,GeoB1711-4,-1967,1.88,G. scitula,0.003
-23.315,12.3767,GeoB1711-4,-1967,1.88,O. universa,0
-23.315,12.3767,GeoB1711-4,-1967,1.88,G. aequilateralis,0
-23.315,12.3767,GeoB1711-4,-1967,1.88,G. calida,0
-23.315,12.3767,GeoB1711-4,-1967,1.88,G. falconensis,0
-23.315,12.3767,GeoB1711-4,-1967,1.88,G. glutinata,0.011
-23.315,12.3767,GeoB1711-4,-1967,1.88,G. hirsuta,0
-23.315,12.3767,GeoB1711-4,-1967,1.88,G. menardii,0
-23.315,12.3767,GeoB1711-4,-1967,1.88,H. pelagica,0
-23.315,12.3767,GeoB1711-4,-1967,1.88,T. quinqueloba,0.063
-23.315,12.3767,GeoB1711-4,-1967,1.88,G. ruber ruber,0
-23.315,12.3767,GeoB1711-4,-1967,1.88,T. sacculifer,0
-23.315,12.3767,GeoB1711-4,-1967,1.88,G. tumida,0
-23.315,12.3767,GeoB1711-4,-1967,1.88,G. tenellus,0
-23.315,12.3767,GeoB1711-4,-1967,1.88,G. truncatulinoides,0
-23.315,12.3767,GeoB1711-4,-1967,1.88,G. conglobatus,0
-23.315,12.3767,GeoB1711-4,-1967,1.88,G. conglomerata,0
-23.315,12.3767,GeoB1711-4,-1967,1.88,S. dehiscens,0
-23.315,12.3767,GeoB1711-4,-1967,1.88,G. digitata,0
-23.315,12.3767,GeoB1711-4,-1967,1.88,T. humilis,0
-23.315,12.3767,GeoB1711-4,-1967,1.88,C. nitida,0
-23.315,12.3767,GeoB1711-4,-1967,1.88,G. rubescens,0
-23.315,12.3767,GeoB1711-4,-1967,1.88,G. hexagonus,0
-23.315,12.3767,GeoB1711-4,-1967,1.88,G. uvula,0
-23.315,12.3767,GeoB1711-4,-1967,1.88,P. obliquiloculata,0
-23.315,12.3767,GeoB1711-4,-1967,1.88,D. anfracta,0
-23.315,12.3767,GeoB1711-4,-1967,1.88,G. theyeri,0
-23.315,12.3767,GeoB1711-4,-1967,1.88,T. iota,0
-23.315,12.3767,GeoB1711-4,-1967,1.93,G. bulloides,0.089
-23.315,12.3767,GeoB1711-4,-1967,1.93,G. crassaformis,0
-23.315,12.3767,GeoB1711-4,-1967,1.93,N. dutertrei,0.101
-23.315,12.3767,GeoB1711-4,-1967,1.93,G. inflata,0.04
-23.315,12.3767,GeoB1711-4,-1967,1.93,N. incompta,0.08
-23.315,12.3767,GeoB1711-4,-1967,1.93,N. pachyderma,0.583
-23.315,12.3767,GeoB1711-4,-1967,1.93,G. ruber albus,0
-23.315,12.3767,GeoB1711-4,-1967,1.93,G. scitula,0
-23.315,12.3767,GeoB1711-4,-1967,1.93,O. universa,0
-23.315,12.3767,GeoB1711-4,-1967,1.93,G. aequilateralis,0
-23.315,12.3767,GeoB1711-4,-1967,1.93,G. calida,0
-23.315,12.3767,GeoB1711-4,-1967,1.93,G. falconensis,0.003
-23.315,12.3767,GeoB1711-4,-1967,1.93,G. glutinata,0.009
-23.315,12.3767,GeoB1711-4,-1967,1.93,G. hirsuta,0
-23.315,12.3767,GeoB1711-4,-1967,1.93,G. menardii,0
-23.315,12.3767,GeoB1711-4,-1967,1.93,H. pelagica,0
-23.315,12.3767,GeoB1711-4,-1967,1.93,T. quinqueloba,0.086
-23.315,12.3767,GeoB1711-4,-1967,1.93,G. ruber ruber,0
-23.315,12.3767,GeoB1711-4,-1967,1.93,T. sacculifer,0
-23.315,12.3767,GeoB1711-4,-1967,1.93,G. tumida,0
-23.315,12.3767,GeoB1711-4,-1967,1.93,G. tenellus,0
-23.315,12.3767,GeoB1711-4,-1967,1.93,G. truncatulinoides,0.003
-23.315,12.3767,GeoB1711-4,-1967,1.93,G. conglobatus,0
-23.315,12.3767,GeoB1711-4,-1967,1.93,G. conglomerata,0
-23.315,12.3767,GeoB1711-4,-1967,1.93,S. dehiscens,0
-23.315,12.3767,GeoB1711-4,-1967,1.93,G. digitata,0
-23.315,12.3767,GeoB1711-4,-1967,1.93,T. humilis,0
-23.315,12.3767,GeoB1711-4,-1967,1.93,C. nitida,0
-23.315,12.3767,GeoB1711-4,-1967,1.93,G. rubescens,0
-23.315,12.3767,GeoB1711-4,-1967,1.93,G. hexagonus,0
-23.315,12.3767,GeoB1711-4,-1967,1.93,G. uvula,0
-23.315,12.3767,GeoB1711-4,-1967,1.93,P. obliquiloculata,0
-23.315,12.3767,GeoB1711-4,-1967,1.93,D. anfracta,0
-23.315,12.3767,GeoB1711-4,-1967,1.93,G. theyeri,0
-23.315,12.3767,GeoB1711-4,-1967,1.93,T. iota,0
-23.315,12.3767,GeoB1711-4,-1967,1.98,G. bulloides,0.084
-23.315,12.3767,GeoB1711-4,-1967,1.98,G. crassaformis,0
-23.315,12.3767,GeoB1711-4,-1967,1.98,N. dutertrei,0.068
-23.315,12.3767,GeoB1711-4,-1967,1.98,G. inflata,0.024
-23.315,12.3767,GeoB1711-4,-1967,1.98,N. incompta,0.168
-23.315,12.3767,GeoB1711-4,-1967,1.98,N. pachyderma,0.587
-23.315,12.3767,GeoB1711-4,-1967,1.98,G. ruber albus,0.003
-23.315,12.3767,GeoB1711-4,-1967,1.98,G. scitula,0.005
-23.315,12.3767,GeoB1711-4,-1967,1.98,O. universa,0.003
-23.315,12.3767,GeoB1711-4,-1967,1.98,G. aequilateralis,0.003
-23.315,12.3767,GeoB1711-4,-1967,1.98,G. calida,0
-23.315,12.3767,GeoB1711-4,-1967,1.98,G. falconensis,0
-23.315,12.3767,GeoB1711-4,-1967,1.98,G. glutinata,0.003
-23.315,12.3767,GeoB1711-4,-1967,1.98,G. hirsuta,0
-23.315,12.3767,GeoB1711-4,-1967,1.98,G. menardii,0
-23.315,12.3767,GeoB1711-4,-1967,1.98,H. pelagica,0
-23.315,12.3767,GeoB1711-4,-1967,1.98,T. quinqueloba,0.047
-23.315,12.3767,GeoB1711-4,-1967,1.98,G. ruber ruber,0
-23.315,12.3767,GeoB1711-4,-1967,1.98,T. sacculifer,0
-23.315,12.3767,GeoB1711-4,-1967,1.98,G. tumida,0
-23.315,12.3767,GeoB1711-4,-1967,1.98,G. tenellus,0
-23.315,12.3767,GeoB1711-4,-1967,1.98,G. truncatulinoides,0.003
-23.315,12.3767,GeoB1711-4,-1967,1.98,G. conglobatus,0
-23.315,12.3767,GeoB1711-4,-1967,1.98,G. conglomerata,0
-23.315,12.3767,GeoB1711-4,-1967,1.98,S. dehiscens,0
-23.315,12.3767,GeoB1711-4,-1967,1.98,G. digitata,0
-23.315,12.3767,GeoB1711-4,-1967,1.98,T. humilis,0
-23.315,12.3767,GeoB1711-4,-1967,1.98,C. nitida,0
-23.315,12.3767,GeoB1711-4,-1967,1.98,G. rubescens,0
-23.315,12.3767,GeoB1711-4,-1967,1.98,G. hexagonus,0
-23.315,12.3767,GeoB1711-4,-1967,1.98,G. uvula,0
-23.315,12.3767,GeoB1711-4,-1967,1.98,P. obliquiloculata,0
-23.315,12.3767,GeoB1711-4,-1967,1.98,D. anfracta,0
-23.315,12.3767,GeoB1711-4,-1967,1.98,G. theyeri,0
-23.315,12.3767,GeoB1711-4,-1967,1.98,T. iota,0
-23.315,12.3767,GeoB1711-4,-1967,2.03,G. bulloides,0.093
-23.315,12.3767,GeoB1711-4,-1967,2.03,G. crassaformis,0
-23.315,12.3767,GeoB1711-4,-1967,2.03,N. dutertrei,0.065
-23.315,12.3767,GeoB1711-4,-1967,2.03,G. inflata,0.007
-23.315,12.3767,GeoB1711-4,-1967,2.03,N. incompta,0.189
-23.315,12.3767,GeoB1711-4,-1967,2.03,N. pachyderma,0.619
-23.315,12.3767,GeoB1711-4,-1967,2.03,G. ruber albus,0
-23.315,12.3767,GeoB1711-4,-1967,2.03,G. scitula,0
-23.315,12.3767,GeoB1711-4,-1967,2.03,O. universa,0
-23.315,12.3767,GeoB1711-4,-1967,2.03,G. aequilateralis,0
-23.315,12.3767,GeoB1711-4,-1967,2.03,G. calida,0
-23.315,12.3767,GeoB1711-4,-1967,2.03,G. falconensis,0
-23.315,12.3767,GeoB1711-4,-1967,2.03,G. glutinata,0.01
-23.315,12.3767,GeoB1711-4,-1967,2.03,G. hirsuta,0
-23.315,12.3767,GeoB1711-4,-1967,2.03,G. menardii,0
-23.315,12.3767,GeoB1711-4,-1967,2.03,H. pelagica,0
-23.315,12.3767,GeoB1711-4,-1967,2.03,T. quinqueloba,0.007
-23.315,12.3767,GeoB1711-4,-1967,2.03,G. ruber ruber,0
-23.315,12.3767,GeoB1711-4,-1967,2.03,T. sacculifer,0
-23.315,12.3767,GeoB1711-4,-1967,2.03,G. tumida,0
-23.315,12.3767,GeoB1711-4,-1967,2.03,G. tenellus,0
-23.315,12.3767,GeoB1711-4,-1967,2.03,G. truncatulinoides,0.003
-23.315,12.3767,GeoB1711-4,-1967,2.03,G. conglobatus,0
-23.315,12.3767,GeoB1711-4,-1967,2.03,G. conglomerata,0
-23.315,12.3767,GeoB1711-4,-1967,2.03,S. dehiscens,0
-23.315,12.3767,GeoB1711-4,-1967,2.03,G. digitata,0
-23.315,12.3767,GeoB1711-4,-1967,2.03,T. humilis,0
-23.315,12.3767,GeoB1711-4,-1967,2.03,C. nitida,0
-23.315,12.3767,GeoB1711-4,-1967,2.03,G. rubescens,0
-23.315,12.3767,GeoB1711-4,-1967,2.03,G. hexagonus,0
-23.315,12.3767,GeoB1711-4,-1967,2.03,G. uvula,0
-23.315,12.3767,GeoB1711-4,-1967,2.03,P. obliquiloculata,0
-23.315,12.3767,GeoB1711-4,-1967,2.03,D. anfracta,0
-23.315,12.3767,GeoB1711-4,-1967,2.03,G. theyeri,0
-23.315,12.3767,GeoB1711-4,-1967,2.03,T. iota,0
-23.315,12.3767,GeoB1711-4,-1967,2.08,G. bulloides,0.074
-23.315,12.3767,GeoB1711-4,-1967,2.08,G. crassaformis,0
-23.315,12.3767,GeoB1711-4,-1967,2.08,N. dutertrei,0.026
-23.315,12.3767,GeoB1711-4,-1967,2.08,G. inflata,0.009
-23.315,12.3767,GeoB1711-4,-1967,2.08,N. incompta,0.153
-23.315,12.3767,GeoB1711-4,-1967,2.08,N. pachyderma,0.654
-23.315,12.3767,GeoB1711-4,-1967,2.08,G. ruber albus,0
-23.315,12.3767,GeoB1711-4,-1967,2.08,G. scitula,0.007
-23.315,12.3767,GeoB1711-4,-1967,2.08,O. universa,0
-23.315,12.3767,GeoB1711-4,-1967,2.08,G. aequilateralis,0
-23.315,12.3767,GeoB1711-4,-1967,2.08,G. calida,0
-23.315,12.3767,GeoB1711-4,-1967,2.08,G. falconensis,0.002
-23.315,12.3767,GeoB1711-4,-1967,2.08,G. glutinata,0.019
-23.315,12.3767,GeoB1711-4,-1967,2.08,G. hirsuta,0
-23.315,12.3767,GeoB1711-4,-1967,2.08,G. menardii,0
-23.315,12.3767,GeoB1711-4,-1967,2.08,H. pelagica,0
-23.315,12.3767,GeoB1711-4,-1967,2.08,T. quinqueloba,0.03
-23.315,12.3767,GeoB1711-4,-1967,2.08,G. ruber ruber,0
-23.315,12.3767,GeoB1711-4,-1967,2.08,T. sacculifer,0
-23.315,12.3767,GeoB1711-4,-1967,2.08,G. tumida,0
-23.315,12.3767,GeoB1711-4,-1967,2.08,G. tenellus,0.002
-23.315,12.3767,GeoB1711-4,-1967,2.08,G. truncatulinoides,0.002
-23.315,12.3767,GeoB1711-4,-1967,2.08,G. conglobatus,0
-23.315,12.3767,GeoB1711-4,-1967,2.08,G. conglomerata,0
-23.315,12.3767,GeoB1711-4,-1967,2.08,S. dehiscens,0
-23.315,12.3767,GeoB1711-4,-1967,2.08,G. digitata,0
-23.315,12.3767,GeoB1711-4,-1967,2.08,T. humilis,0
-23.315,12.3767,GeoB1711-4,-1967,2.08,C. nitida,0
-23.315,12.3767,GeoB1711-4,-1967,2.08,G. rubescens,0
-23.315,12.3767,GeoB1711-4,-1967,2.08,G. hexagonus,0.007
-23.315,12.3767,GeoB1711-4,-1967,2.08,G. uvula,0.002
-23.315,12.3767,GeoB1711-4,-1967,2.08,P. obliquiloculata,0.002
-23.315,12.3767,GeoB1711-4,-1967,2.08,D. anfracta,0
-23.315,12.3767,GeoB1711-4,-1967,2.08,G. theyeri,0
-23.315,12.3767,GeoB1711-4,-1967,2.08,T. iota,0
-23.315,12.3767,GeoB1711-4,-1967,2.13,G. bulloides,0.058
-23.315,12.3767,GeoB1711-4,-1967,2.13,G. crassaformis,0
-23.315,12.3767,GeoB1711-4,-1967,2.13,N. dutertrei,0.034
-23.315,12.3767,GeoB1711-4,-1967,2.13,G. inflata,0.005
-23.315,12.3767,GeoB1711-4,-1967,2.13,N. incompta,0.215
-23.315,12.3767,GeoB1711-4,-1967,2.13,N. pachyderma,0.631
-23.315,12.3767,GeoB1711-4,-1967,2.13,G. ruber albus,0
-23.315,12.3767,GeoB1711-4,-1967,2.13,G. scitula,0
-23.315,12.3767,GeoB1711-4,-1967,2.13,O. universa,0
-23.315,12.3767,GeoB1711-4,-1967,2.13,G. aequilateralis,0
-23.315,12.3767,GeoB1711-4,-1967,2.13,G. calida,0
-23.315,12.3767,GeoB1711-4,-1967,2.13,G. falconensis,0
-23.315,12.3767,GeoB1711-4,-1967,2.13,G. glutinata,0.013
-23.315,12.3767,GeoB1711-4,-1967,2.13,G. hirsuta,0
-23.315,12.3767,GeoB1711-4,-1967,2.13,G. menardii,0
-23.315,12.3767,GeoB1711-4,-1967,2.13,H. pelagica,0
-23.315,12.3767,GeoB1711-4,-1967,2.13,T. quinqueloba,0.029
-23.315,12.3767,GeoB1711-4,-1967,2.13,G. ruber ruber,0
-23.315,12.3767,GeoB1711-4,-1967,2.13,T. sacculifer,0
-23.315,12.3767,GeoB1711-4,-1967,2.13,G. tumida,0
-23.315,12.3767,GeoB1711-4,-1967,2.13,G. tenellus,0.003
-23.315,12.3767,GeoB1711-4,-1967,2.13,G. truncatulinoides,0
-23.315,12.3767,GeoB1711-4,-1967,2.13,G. conglobatus,0
-23.315,12.3767,GeoB1711-4,-1967,2.13,G. conglomerata,0
-23.315,12.3767,GeoB1711-4,-1967,2.13,S. dehiscens,0
-23.315,12.3767,GeoB1711-4,-1967,2.13,G. digitata,0
-23.315,12.3767,GeoB1711-4,-1967,2.13,T. humilis,0
-23.315,12.3767,GeoB1711-4,-1967,2.13,C. nitida,0
-23.315,12.3767,GeoB1711-4,-1967,2.13,G. rubescens,0
-23.315,12.3767,GeoB1711-4,-1967,2.13,G. hexagonus,0
-23.315,12.3767,GeoB1711-4,-1967,2.13,G. uvula,0
-23.315,12.3767,GeoB1711-4,-1967,2.13,P. obliquiloculata,0
-23.315,12.3767,GeoB1711-4,-1967,2.13,D. anfracta,0
-23.315,12.3767,GeoB1711-4,-1967,2.13,G. theyeri,0
-23.315,12.3767,GeoB1711-4,-1967,2.13,T. iota,0
-23.315,12.3767,GeoB1711-4,-1967,2.18,G. bulloides,0.19
-23.315,12.3767,GeoB1711-4,-1967,2.18,G. crassaformis,0
-23.315,12.3767,GeoB1711-4,-1967,2.18,N. dutertrei,0.058
-23.315,12.3767,GeoB1711-4,-1967,2.18,G. inflata,0
-23.315,12.3767,GeoB1711-4,-1967,2.18,N. incompta,0.219
-23.315,12.3767,GeoB1711-4,-1967,2.18,N. pachyderma,0.518
-23.315,12.3767,GeoB1711-4,-1967,2.18,G. ruber albus,0
-23.315,12.3767,GeoB1711-4,-1967,2.18,G. scitula,0
-23.315,12.3767,GeoB1711-4,-1967,2.18,O. universa,0
-23.315,12.3767,GeoB1711-4,-1967,2.18,G. aequilateralis,0
-23.315,12.3767,GeoB1711-4,-1967,2.18,G. calida,0
-23.315,12.3767,GeoB1711-4,-1967,2.18,G. falconensis,0.007
-23.315,12.3767,GeoB1711-4,-1967,2.18,G. glutinata,0.007
-23.315,12.3767,GeoB1711-4,-1967,2.18,G. hirsuta,0
-23.315,12.3767,GeoB1711-4,-1967,2.18,G. menardii,0
-23.315,12.3767,GeoB1711-4,-1967,2.18,H. pelagica,0
-23.315,12.3767,GeoB1711-4,-1967,2.18,T. quinqueloba,0
-23.315,12.3767,GeoB1711-4,-1967,2.18,G. ruber ruber,0
-23.315,12.3767,GeoB1711-4,-1967,2.18,T. sacculifer,0
-23.315,12.3767,GeoB1711-4,-1967,2.18,G. tumida,0
-23.315,12.3767,GeoB1711-4,-1967,2.18,G. tenellus,0
-23.315,12.3767,GeoB1711-4,-1967,2.18,G. truncatulinoides,0
-23.315,12.3767,GeoB1711-4,-1967,2.18,G. conglobatus,0
-23.315,12.3767,GeoB1711-4,-1967,2.18,G. conglomerata,0
-23.315,12.3767,GeoB1711-4,-1967,2.18,S. dehiscens,0
-23.315,12.3767,GeoB1711-4,-1967,2.18,G. digitata,0
-23.315,12.3767,GeoB1711-4,-1967,2.18,T. humilis,0
-23.315,12.3767,GeoB1711-4,-1967,2.18,C. nitida,0
-23.315,12.3767,GeoB1711-4,-1967,2.18,G. rubescens,0
-23.315,12.3767,GeoB1711-4,-1967,2.18,G. hexagonus,0
-23.315,12.3767,GeoB1711-4,-1967,2.18,G. uvula,0
-23.315,12.3767,GeoB1711-4,-1967,2.18,P. obliquiloculata,0
-23.315,12.3767,GeoB1711-4,-1967,2.18,D. anfracta,0
-23.315,12.3767,GeoB1711-4,-1967,2.18,G. theyeri,0
-23.315,12.3767,GeoB1711-4,-1967,2.18,T. iota,0
-23.315,12.3767,GeoB1711-4,-1967,2.23,G. bulloides,0.068
-23.315,12.3767,GeoB1711-4,-1967,2.23,G. crassaformis,0
-23.315,12.3767,GeoB1711-4,-1967,2.23,N. dutertrei,0.043
-23.315,12.3767,GeoB1711-4,-1967,2.23,G. inflata,0.003
-23.315,12.3767,GeoB1711-4,-1967,2.23,N. incompta,0.174
-23.315,12.3767,GeoB1711-4,-1967,2.23,N. pachyderma,0.615
-23.315,12.3767,GeoB1711-4,-1967,2.23,G. ruber albus,0.003
-23.315,12.3767,GeoB1711-4,-1967,2.23,G. scitula,0.006
-23.315,12.3767,GeoB1711-4,-1967,2.23,O. universa,0
-23.315,12.3767,GeoB1711-4,-1967,2.23,G. aequilateralis,0
-23.315,12.3767,GeoB1711-4,-1967,2.23,G. calida,0
-23.315,12.3767,GeoB1711-4,-1967,2.23,G. falconensis,0
-23.315,12.3767,GeoB1711-4,-1967,2.23,G. glutinata,0.009
-23.315,12.3767,GeoB1711-4,-1967,2.23,G. hirsuta,0
-23.315,12.3767,GeoB1711-4,-1967,2.23,G. menardii,0
-23.315,12.3767,GeoB1711-4,-1967,2.23,H. pelagica,0
-23.315,12.3767,GeoB1711-4,-1967,2.23,T. quinqueloba,0.071
-23.315,12.3767,GeoB1711-4,-1967,2.23,G. ruber ruber,0
-23.315,12.3767,GeoB1711-4,-1967,2.23,T. sacculifer,0
-23.315,12.3767,GeoB1711-4,-1967,2.23,G. tumida,0
-23.315,12.3767,GeoB1711-4,-1967,2.23,G. tenellus,0
-23.315,12.3767,GeoB1711-4,-1967,2.23,G. truncatulinoides,0
-23.315,12.3767,GeoB1711-4,-1967,2.23,G. conglobatus,0
-23.315,12.3767,GeoB1711-4,-1967,2.23,G. conglomerata,0
-23.315,12.3767,GeoB1711-4,-1967,2.23,S. dehiscens,0
-23.315,12.3767,GeoB1711-4,-1967,2.23,G. digitata,0.003
-23.315,12.3767,GeoB1711-4,-1967,2.23,T. humilis,0
-23.315,12.3767,GeoB1711-4,-1967,2.23,C. nitida,0
-23.315,12.3767,GeoB1711-4,-1967,2.23,G. rubescens,0
-23.315,12.3767,GeoB1711-4,-1967,2.23,G. hexagonus,0
-23.315,12.3767,GeoB1711-4,-1967,2.23,G. uvula,0
-23.315,12.3767,GeoB1711-4,-1967,2.23,P. obliquiloculata,0
-23.315,12.3767,GeoB1711-4,-1967,2.23,D. anfracta,0
-23.315,12.3767,GeoB1711-4,-1967,2.23,G. theyeri,0
-23.315,12.3767,GeoB1711-4,-1967,2.23,T. iota,0
-23.315,12.3767,GeoB1711-4,-1967,2.28,G. bulloides,0.124
-23.315,12.3767,GeoB1711-4,-1967,2.28,G. crassaformis,0
-23.315,12.3767,GeoB1711-4,-1967,2.28,N. dutertrei,0.045
-23.315,12.3767,GeoB1711-4,-1967,2.28,G. inflata,0.012
-23.315,12.3767,GeoB1711-4,-1967,2.28,N. incompta,0.198
-23.315,12.3767,GeoB1711-4,-1967,2.28,N. pachyderma,0.537
-23.315,12.3767,GeoB1711-4,-1967,2.28,G. ruber albus,0
-23.315,12.3767,GeoB1711-4,-1967,2.28,G. scitula,0.004
-23.315,12.3767,GeoB1711-4,-1967,2.28,O. universa,0.004
-23.315,12.3767,GeoB1711-4,-1967,2.28,G. aequilateralis,0
-23.315,12.3767,GeoB1711-4,-1967,2.28,G. calida,0
-23.315,12.3767,GeoB1711-4,-1967,2.28,G. falconensis,0
-23.315,12.3767,GeoB1711-4,-1967,2.28,G. glutinata,0.012
-23.315,12.3767,GeoB1711-4,-1967,2.28,G. hirsuta,0
-23.315,12.3767,GeoB1711-4,-1967,2.28,G. menardii,0
-23.315,12.3767,GeoB1711-4,-1967,2.28,H. pelagica,0
-23.315,12.3767,GeoB1711-4,-1967,2.28,T. quinqueloba,0.054
-23.315,12.3767,GeoB1711-4,-1967,2.28,G. ruber ruber,0
-23.315,12.3767,GeoB1711-4,-1967,2.28,T. sacculifer,0.004
-23.315,12.3767,GeoB1711-4,-1967,2.28,G. tumida,0
-23.315,12.3767,GeoB1711-4,-1967,2.28,G. tenellus,0
-23.315,12.3767,GeoB1711-4,-1967,2.28,G. truncatulinoides,0
-23.315,12.3767,GeoB1711-4,-1967,2.28,G. conglobatus,0
-23.315,12.3767,GeoB1711-4,-1967,2.28,G. conglomerata,0
-23.315,12.3767,GeoB1711-4,-1967,2.28,S. dehiscens,0
-23.315,12.3767,GeoB1711-4,-1967,2.28,G. digitata,0
-23.315,12.3767,GeoB1711-4,-1967,2.28,T. humilis,0
-23.315,12.3767,GeoB1711-4,-1967,2.28,C. nitida,0
-23.315,12.3767,GeoB1711-4,-1967,2.28,G. rubescens,0
-23.315,12.3767,GeoB1711-4,-1967,2.28,G. hexagonus,0
-23.315,12.3767,GeoB1711-4,-1967,2.28,G. uvula,0
-23.315,12.3767,GeoB1711-4,-1967,2.28,P. obliquiloculata,0
-23.315,12.3767,GeoB1711-4,-1967,2.28,D. anfracta,0
-23.315,12.3767,GeoB1711-4,-1967,2.28,G. theyeri,0
-23.315,12.3767,GeoB1711-4,-1967,2.28,T. iota,0
-23.315,12.3767,GeoB1711-4,-1967,2.33,G. bulloides,0.133
-23.315,12.3767,GeoB1711-4,-1967,2.33,G. crassaformis,0
-23.315,12.3767,GeoB1711-4,-1967,2.33,N. dutertrei,0.063
-23.315,12.3767,GeoB1711-4,-1967,2.33,G. inflata,0.031
-23.315,12.3767,GeoB1711-4,-1967,2.33,N. incompta,0.207
-23.315,12.3767,GeoB1711-4,-1967,2.33,N. pachyderma,0.484
-23.315,12.3767,GeoB1711-4,-1967,2.33,G. ruber albus,0
-23.315,12.3767,GeoB1711-4,-1967,2.33,G. scitula,0
-23.315,12.3767,GeoB1711-4,-1967,2.33,O. universa,0.004
-23.315,12.3767,GeoB1711-4,-1967,2.33,G. aequilateralis,0
-23.315,12.3767,GeoB1711-4,-1967,2.33,G. calida,0
-23.315,12.3767,GeoB1711-4,-1967,2.33,G. falconensis,0
-23.315,12.3767,GeoB1711-4,-1967,2.33,G. glutinata,0.012
-23.315,12.3767,GeoB1711-4,-1967,2.33,G. hirsuta,0
-23.315,12.3767,GeoB1711-4,-1967,2.33,G. menardii,0
-23.315,12.3767,GeoB1711-4,-1967,2.33,H. pelagica,0
-23.315,12.3767,GeoB1711-4,-1967,2.33,T. quinqueloba,0.059
-23.315,12.3767,GeoB1711-4,-1967,2.33,G. ruber ruber,0
-23.315,12.3767,GeoB1711-4,-1967,2.33,T. sacculifer,0
-23.315,12.3767,GeoB1711-4,-1967,2.33,G. tumida,0
-23.315,12.3767,GeoB1711-4,-1967,2.33,G. tenellus,0
-23.315,12.3767,GeoB1711-4,-1967,2.33,G. truncatulinoides,0
-23.315,12.3767,GeoB1711-4,-1967,2.33,G. conglobatus,0
-23.315,12.3767,GeoB1711-4,-1967,2.33,G. conglomerata,0
-23.315,12.3767,GeoB1711-4,-1967,2.33,S. dehiscens,0
-23.315,12.3767,GeoB1711-4,-1967,2.33,G. digitata,0
-23.315,12.3767,GeoB1711-4,-1967,2.33,T. humilis,0
-23.315,12.3767,GeoB1711-4,-1967,2.33,C. nitida,0
-23.315,12.3767,GeoB1711-4,-1967,2.33,G. rubescens,0
-23.315,12.3767,GeoB1711-4,-1967,2.33,G. hexagonus,0
-23.315,12.3767,GeoB1711-4,-1967,2.33,G. uvula,0
-23.315,12.3767,GeoB1711-4,-1967,2.33,P. obliquiloculata,0
-23.315,12.3767,GeoB1711-4,-1967,2.33,D. anfracta,0
-23.315,12.3767,GeoB1711-4,-1967,2.33,G. theyeri,0
-23.315,12.3767,GeoB1711-4,-1967,2.33,T. iota,0
-23.315,12.3767,GeoB1711-4,-1967,2.38,G. bulloides,0.104
-23.315,12.3767,GeoB1711-4,-1967,2.38,G. crassaformis,0
-23.315,12.3767,GeoB1711-4,-1967,2.38,N. dutertrei,0.023
