Core,Coring device,Latitude,Longitude,Water depth (m),Ocean,Sample depth - upper (m),Species,Absolute Abundance
GeoB2109-1,,-27.9117,-45.8817,-2504,South Atlantic,0.63,G. conglomerata,0
GeoB2109-1,,-27.9117,-45.8817,-2504,South Atlantic,0.63,G. hexagonus,0
GeoB2109-1,,-27.9117,-45.8817,-2504,South Atlantic,0.63,P. obliquiloculata,0
GeoB2109-1,,-27.9117,-45.8817,-2504,South Atlantic,0.63,G. inflata,64
GeoB2109-1,,-27.9117,-45.8817,-2504,South Atlantic,0.63,G. truncatulinoides,56
GeoB2109-1,,-27.9117,-45.8817,-2504,South Atlantic,0.63,G. crassaformis,2
GeoB2109-1,,-27.9117,-45.8817,-2504,South Atlantic,0.63,G. hirsuta,7
GeoB2109-1,,-27.9117,-45.8817,-2504,South Atlantic,0.63,G. scitula,6
GeoB2109-1,,-27.9117,-45.8817,-2504,South Atlantic,0.63,D. anfracta,2
GeoB2109-1,,-27.9117,-45.8817,-2504,South Atlantic,0.63,G. tumida,0
GeoB2109-1,,-27.9117,-45.8817,-2504,South Atlantic,0.63,G. cultrata,0
GeoB2109-1,,-27.9117,-45.8817,-2504,South Atlantic,0.63,C. nitida,3
GeoB2109-1,,-27.9117,-45.8817,-2504,South Atlantic,0.63,G. glutinata,89
GeoB2109-1,,-27.9117,-45.8817,-2504,South Atlantic,0.63,G. eastropacia,0
GeoB2109-1,,-27.9117,-45.8817,-2504,South Atlantic,0.63,T. iota,0
GeoB2109-1,,-27.9117,-45.8817,-2504,South Atlantic,0.63,G. uvula,
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,O. universa,2
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,G. conglobatus,31
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,G. ruber ruber,0
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,G. ruber albus,13
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,G. tenellus,0
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,T. sacculifer,26
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,S. dehiscens,0
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,G. adamsi,
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,G. siphonifera,0
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,G. calida,0
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,G. bulloides,7
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,G. falconensis,0
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,B. digitata,3
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,G. rubescens,0
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,T. humilis,0
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,T. quinqueloba,0
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,N. pachyderma,0
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,N. dutertrei,3
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,N. incompta,9
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,G. conglomerata,0
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,G. hexagonus,0
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,P. obliquiloculata,0
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,G. inflata,38
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,G. truncatulinoides,62
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,G. crassaformis,3
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,G. hirsuta,5
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,G. scitula,0
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,D. anfracta,0
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,G. tumida,1
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,G. cultrata,3
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,C. nitida,0
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,G. glutinata,3
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,G. eastropacia,0
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,T. iota,0
GeoB2116-4,,-25.5117,-35.9983,-4167,South Atlantic,0.28,G. uvula,
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,O. universa,4
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,G. conglobatus,13
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,G. ruber ruber,0
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,G. ruber albus,295
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,G. tenellus,0
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,T. sacculifer,30
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,S. dehiscens,0
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,G. adamsi,
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,G. siphonifera,3
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,G. calida,1
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,G. bulloides,39
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,G. falconensis,0
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,B. digitata,5
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,G. rubescens,12
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,T. humilis,0
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,T. quinqueloba,0
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,N. pachyderma,0
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,N. dutertrei,1
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,N. incompta,4
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,G. conglomerata,0
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,G. hexagonus,0
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,P. obliquiloculata,0
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,G. inflata,35
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,G. truncatulinoides,19
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,G. crassaformis,2
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,G. hirsuta,1
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,G. scitula,0
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,D. anfracta,0
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,G. tumida,1
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,G. cultrata,0
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,C. nitida,1
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,G. glutinata,6
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,G. eastropacia,0
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,T. iota,0
GeoB2117-1,,-23.0383,-36.6517,-4045,South Atlantic,0.23,G. uvula,
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,O. universa,2
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,G. conglobatus,2
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,G. ruber ruber,49
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,G. ruber albus,235
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,G. tenellus,6
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,T. sacculifer,25
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,S. dehiscens,0
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,G. adamsi,
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,G. siphonifera,8
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,G. calida,11
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,G. bulloides,12
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,G. falconensis,6
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,B. digitata,2
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,G. rubescens,25
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,T. humilis,0
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,T. quinqueloba,0
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,N. pachyderma,0
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,N. dutertrei,10
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,N. incompta,7
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,G. conglomerata,0
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,G. hexagonus,0
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,P. obliquiloculata,0
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,G. inflata,15
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,G. truncatulinoides,6
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,G. crassaformis,6
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,G. hirsuta,1
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,G. scitula,3
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,D. anfracta,0
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,G. tumida,0
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,G. cultrata,0
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,C. nitida,2
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,G. glutinata,174
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,G. eastropacia,0
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,T. iota,0
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.33,G. uvula,
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,O. universa,3
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,G. conglobatus,3
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,G. ruber ruber,49
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,G. ruber albus,286
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,G. tenellus,0
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,T. sacculifer,20
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,S. dehiscens,0
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,G. adamsi,
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,G. siphonifera,2
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,G. calida,4
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,G. bulloides,10
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,G. falconensis,8
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,B. digitata,0
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,G. rubescens,37
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,T. humilis,5
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,T. quinqueloba,0
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,N. pachyderma,0
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,N. dutertrei,11
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,N. incompta,5
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,G. conglomerata,0
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,G. hexagonus,0
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,P. obliquiloculata,1
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,G. inflata,30
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,G. truncatulinoides,10
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,G. crassaformis,3
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,G. hirsuta,0
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,G. scitula,1
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,D. anfracta,0
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,G. tumida,0
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,G. cultrata,0
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,C. nitida,3
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,G. glutinata,196
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,G. eastropacia,0
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,T. iota,0
GeoB2125-1,,-20.8233,-39.8633,-1503,South Atlantic,0.38,G. uvula,
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,O. universa,2
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,G. conglobatus,4
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,G. ruber ruber,85
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,G. ruber albus,452
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,G. tenellus,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,T. sacculifer,56
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,S. dehiscens,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,G. adamsi,
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,G. siphonifera,17
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,G. calida,6
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,G. bulloides,2
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,G. falconensis,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,B. digitata,5
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,G. rubescens,23
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,T. humilis,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,T. quinqueloba,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,N. pachyderma,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,N. dutertrei,3
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,N. incompta,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,G. conglomerata,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,G. hexagonus,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,P. obliquiloculata,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,G. inflata,1
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,G. truncatulinoides,20
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,G. crassaformis,4
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,G. hirsuta,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,G. scitula,10
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,D. anfracta,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,G. tumida,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,G. cultrata,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,C. nitida,8
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,G. glutinata,116
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,G. eastropacia,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,T. iota,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.78,G. uvula,
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,O. universa,6
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,G. conglobatus,9
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,G. ruber ruber,68
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,G. ruber albus,412
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,G. tenellus,2
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,T. sacculifer,73
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,S. dehiscens,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,G. adamsi,
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,G. siphonifera,19
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,G. calida,6
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,G. bulloides,2
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,G. falconensis,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,B. digitata,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,G. rubescens,29
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,T. humilis,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,T. quinqueloba,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,N. pachyderma,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,N. dutertrei,7
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,N. incompta,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,G. conglomerata,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,G. hexagonus,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,P. obliquiloculata,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,G. inflata,2
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,G. truncatulinoides,24
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,G. crassaformis,2
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,G. hirsuta,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,G. scitula,7
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,D. anfracta,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,G. tumida,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,G. cultrata,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,C. nitida,24
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,G. glutinata,106
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,G. eastropacia,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,T. iota,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.83,G. uvula,
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,O. universa,3
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,G. conglobatus,3
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,G. ruber ruber,63
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,G. ruber albus,405
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,G. tenellus,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,T. sacculifer,60
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,S. dehiscens,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,G. adamsi,
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,G. siphonifera,5
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,G. calida,9
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,G. bulloides,6
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,G. falconensis,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,B. digitata,3
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,G. rubescens,50
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,T. humilis,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,T. quinqueloba,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,N. pachyderma,1
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,N. dutertrei,2
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,N. incompta,1
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,G. conglomerata,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,G. hexagonus,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,P. obliquiloculata,1
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,G. inflata,5
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,G. truncatulinoides,11
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,G. crassaformis,8
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,G. hirsuta,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,G. scitula,8
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,D. anfracta,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,G. tumida,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,G. cultrata,1
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,C. nitida,11
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,G. glutinata,138
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,G. eastropacia,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,T. iota,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.88,G. uvula,
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,O. universa,3
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,G. conglobatus,4
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,G. ruber ruber,55
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,G. ruber albus,363
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,G. tenellus,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,T. sacculifer,42
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,S. dehiscens,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,G. adamsi,
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,G. siphonifera,12
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,G. calida,10
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,G. bulloides,6
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,G. falconensis,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,B. digitata,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,G. rubescens,49
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,T. humilis,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,T. quinqueloba,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,N. pachyderma,2
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,N. dutertrei,2
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,N. incompta,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,G. conglomerata,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,G. hexagonus,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,P. obliquiloculata,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,G. inflata,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,G. truncatulinoides,6
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,G. crassaformis,5
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,G. hirsuta,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,G. scitula,5
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,D. anfracta,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,G. tumida,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,G. cultrata,3
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,C. nitida,12
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,G. glutinata,127
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,G. eastropacia,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,T. iota,0
GeoB2202-4,,-8.1983,-34.265,-1156,South Atlantic,0.93,G. uvula,
GeoB2215-10,,0.0067,-23.495,-3711,South Atlantic,0.43,O. universa,3
GeoB2215-10,,0.0067,-23.495,-3711,South Atlantic,0.43,G. conglobatus,2
GeoB2215-10,,0.0067,-23.495,-3711,South Atlantic,0.43,G. ruber ruber,5
GeoB2215-10,,0.0067,-23.495,-3711,South Atlantic,0.43,G. ruber albus,122
GeoB2215-10,,0.0067,-23.495,-3711,South Atlantic,0.43,G. tenellus,0
GeoB2215-10,,0.0067,-23.495,-3711,South Atlantic,0.43,T. sacculifer,83
GeoB2215-10,,0.0067,-23.495,-3711,South Atlantic,0.43,S. dehiscens,0
GeoB2215-10,,0.0067,-23.495,-3711,South Atlantic,0.43,G. adamsi,
GeoB2215-10,,0.0067,-23.495,-3711,South Atlantic,0.43,G. siphonifera,12
