Campaign,Event,Latitude,Longitude,Date/Time,Elevation [m],Depth [m],T. quinqueloba,G. ruber ruber,G. ruber albus,G. rubescens,G. clavaticamerata,G. sacculifer,G. scitula,G. tenellus,G. truncatulinoides,G. tumida,O. universa,G. uvula,N. incompta,Species,Relative Abundance
A150/180,A180-73,0.1667,-23,NA,-3749,0.38,0,0.9,6.6,0.9,3.9,3.4,0.7,0.5,14.2,0,0.2,0,4.8,G. siphonifera,0
A150/180,A180-73,0.1667,-23,NA,-3749,0.38,0,0.9,6.6,0.9,3.9,3.4,0.7,0.5,14.2,0,0.2,0,4.8,G. bulloides,0.006999999999999999
A150/180,A180-73,0.1667,-23,NA,-3749,0.38,0,0.9,6.6,0.9,3.9,3.4,0.7,0.5,14.2,0,0.2,0,4.8,G. cavernula,0
A150/180,A180-73,0.1667,-23,NA,-3749,0.38,0,0.9,6.6,0.9,3.9,3.4,0.7,0.5,14.2,0,0.2,0,4.8,G. conglobatus,0.009000000000000001
A150/180,A180-73,0.1667,-23,NA,-3749,0.38,0,0.9,6.6,0.9,3.9,3.4,0.7,0.5,14.2,0,0.2,0,4.8,G. crassaformis,0.032
A150/180,A180-73,0.1667,-23,NA,-3749,0.38,0,0.9,6.6,0.9,3.9,3.4,0.7,0.5,14.2,0,0.2,0,4.8,S. dehiscens,0
A150/180,A180-73,0.1667,-23,NA,-3749,0.38,0,0.9,6.6,0.9,3.9,3.4,0.7,0.5,14.2,0,0.2,0,4.8,B. digitata,0
A150/180,A180-73,0.1667,-23,NA,-3749,0.38,0,0.9,6.6,0.9,3.9,3.4,0.7,0.5,14.2,0,0.2,0,4.8,N. dutertrei,0.29100000000000004
A150/180,A180-73,0.1667,-23,NA,-3749,0.38,0,0.9,6.6,0.9,3.9,3.4,0.7,0.5,14.2,0,0.2,0,4.8,G. falconensis,0.040999999999999995
A150/180,A180-73,0.1667,-23,NA,-3749,0.38,0,0.9,6.6,0.9,3.9,3.4,0.7,0.5,14.2,0,0.2,0,4.8,G. glutinata,0.085
A150/180,A180-73,0.1667,-23,NA,-3749,0.38,0,0.9,6.6,0.9,3.9,3.4,0.7,0.5,14.2,0,0.2,0,4.8,G. hirsuta,0.005
A150/180,A180-73,0.1667,-23,NA,-3749,0.38,0,0.9,6.6,0.9,3.9,3.4,0.7,0.5,14.2,0,0.2,0,4.8,T. humilis,0
A150/180,A180-73,0.1667,-23,NA,-3749,0.38,0,0.9,6.6,0.9,3.9,3.4,0.7,0.5,14.2,0,0.2,0,4.8,G. inflata,0.10300000000000001
A150/180,A180-73,0.1667,-23,NA,-3749,0.38,0,0.9,6.6,0.9,3.9,3.4,0.7,0.5,14.2,0,0.2,0,4.8,G. cultrata,0
A150/180,A180-73,0.1667,-23,NA,-3749,0.38,0,0.9,6.6,0.9,3.9,3.4,0.7,0.5,14.2,0,0.2,0,4.8,C. nitida,0
A150/180,A180-73,0.1667,-23,NA,-3749,0.38,0,0.9,6.6,0.9,3.9,3.4,0.7,0.5,14.2,0,0.2,0,4.8,P. obliquiloculata,0
A150/180,A180-73,0.1667,-23,NA,-3749,0.38,0,0.9,6.6,0.9,3.9,3.4,0.7,0.5,14.2,0,0.2,0,4.8,N. pachyderma,0
ANT-IV/1c,GIK16457-2,5.385,-21.7517,22/10/1985,-3303,0.3,0,1.5,28.7,0,13.6,13.5,0,0,7.300000000000001,0.3,0.6,0,1.5,G. siphonifera,0.003
ANT-IV/1c,GIK16457-2,5.385,-21.7517,22/10/1985,-3303,0.3,0,1.5,28.7,0,13.6,13.5,0,0,7.300000000000001,0.3,0.6,0,1.5,G. bulloides,0.051
ANT-IV/1c,GIK16457-2,5.385,-21.7517,22/10/1985,-3303,0.3,0,1.5,28.7,0,13.6,13.5,0,0,7.300000000000001,0.3,0.6,0,1.5,G. cavernula,0
ANT-IV/1c,GIK16457-2,5.385,-21.7517,22/10/1985,-3303,0.3,0,1.5,28.7,0,13.6,13.5,0,0,7.300000000000001,0.3,0.6,0,1.5,G. conglobatus,0.006999999999999999
ANT-IV/1c,GIK16457-2,5.385,-21.7517,22/10/1985,-3303,0.3,0,1.5,28.7,0,13.6,13.5,0,0,7.300000000000001,0.3,0.6,0,1.5,G. crassaformis,0.03
ANT-IV/1c,GIK16457-2,5.385,-21.7517,22/10/1985,-3303,0.3,0,1.5,28.7,0,13.6,13.5,0,0,7.300000000000001,0.3,0.6,0,1.5,S. dehiscens,0
ANT-IV/1c,GIK16457-2,5.385,-21.7517,22/10/1985,-3303,0.3,0,1.5,28.7,0,13.6,13.5,0,0,7.300000000000001,0.3,0.6,0,1.5,B. digitata,0.009000000000000001
ANT-IV/1c,GIK16457-2,5.385,-21.7517,22/10/1985,-3303,0.3,0,1.5,28.7,0,13.6,13.5,0,0,7.300000000000001,0.3,0.6,0,1.5,N. dutertrei,0.193
ANT-IV/1c,GIK16457-2,5.385,-21.7517,22/10/1985,-3303,0.3,0,1.5,28.7,0,13.6,13.5,0,0,7.300000000000001,0.3,0.6,0,1.5,G. falconensis,0.003
ANT-IV/1c,GIK16457-2,5.385,-21.7517,22/10/1985,-3303,0.3,0,1.5,28.7,0,13.6,13.5,0,0,7.300000000000001,0.3,0.6,0,1.5,G. glutinata,0.015
ANT-IV/1c,GIK16457-2,5.385,-21.7517,22/10/1985,-3303,0.3,0,1.5,28.7,0,13.6,13.5,0,0,7.300000000000001,0.3,0.6,0,1.5,G. hirsuta,0
ANT-IV/1c,GIK16457-2,5.385,-21.7517,22/10/1985,-3303,0.3,0,1.5,28.7,0,13.6,13.5,0,0,7.300000000000001,0.3,0.6,0,1.5,T. humilis,0
ANT-IV/1c,GIK16457-2,5.385,-21.7517,22/10/1985,-3303,0.3,0,1.5,28.7,0,13.6,13.5,0,0,7.300000000000001,0.3,0.6,0,1.5,G. inflata,0.015
ANT-IV/1c,GIK16457-2,5.385,-21.7517,22/10/1985,-3303,0.3,0,1.5,28.7,0,13.6,13.5,0,0,7.300000000000001,0.3,0.6,0,1.5,G. cultrata,0
ANT-IV/1c,GIK16457-2,5.385,-21.7517,22/10/1985,-3303,0.3,0,1.5,28.7,0,13.6,13.5,0,0,7.300000000000001,0.3,0.6,0,1.5,C. nitida,0
ANT-IV/1c,GIK16457-2,5.385,-21.7517,22/10/1985,-3303,0.3,0,1.5,28.7,0,13.6,13.5,0,0,7.300000000000001,0.3,0.6,0,1.5,P. obliquiloculata,0.017
ANT-IV/1c,GIK16457-2,5.385,-21.7517,22/10/1985,-3303,0.3,0,1.5,28.7,0,13.6,13.5,0,0,7.300000000000001,0.3,0.6,0,1.5,N. pachyderma,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.24,0,1.8,24.6,0.5,20.7,1.5,0,0,6.4,3.8,1.1,0,2.5,G. siphonifera,0.039
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.24,0,1.8,24.6,0.5,20.7,1.5,0,0,6.4,3.8,1.1,0,2.5,G. bulloides,0.064
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.24,0,1.8,24.6,0.5,20.7,1.5,0,0,6.4,3.8,1.1,0,2.5,G. cavernula,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.24,0,1.8,24.6,0.5,20.7,1.5,0,0,6.4,3.8,1.1,0,2.5,G. conglobatus,0.01
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.24,0,1.8,24.6,0.5,20.7,1.5,0,0,6.4,3.8,1.1,0,2.5,G. crassaformis,0.02
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.24,0,1.8,24.6,0.5,20.7,1.5,0,0,6.4,3.8,1.1,0,2.5,S. dehiscens,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.24,0,1.8,24.6,0.5,20.7,1.5,0,0,6.4,3.8,1.1,0,2.5,B. digitata,0.013000000000000001
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.24,0,1.8,24.6,0.5,20.7,1.5,0,0,6.4,3.8,1.1,0,2.5,N. dutertrei,0.11599999999999999
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.24,0,1.8,24.6,0.5,20.7,1.5,0,0,6.4,3.8,1.1,0,2.5,G. falconensis,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.24,0,1.8,24.6,0.5,20.7,1.5,0,0,6.4,3.8,1.1,0,2.5,G. glutinata,0.07200000000000001
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.24,0,1.8,24.6,0.5,20.7,1.5,0,0,6.4,3.8,1.1,0,2.5,G. hirsuta,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.24,0,1.8,24.6,0.5,20.7,1.5,0,0,6.4,3.8,1.1,0,2.5,T. humilis,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.24,0,1.8,24.6,0.5,20.7,1.5,0,0,6.4,3.8,1.1,0,2.5,G. inflata,0.013000000000000001
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.24,0,1.8,24.6,0.5,20.7,1.5,0,0,6.4,3.8,1.1,0,2.5,G. cultrata,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.24,0,1.8,24.6,0.5,20.7,1.5,0,0,6.4,3.8,1.1,0,2.5,C. nitida,0.003
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.24,0,1.8,24.6,0.5,20.7,1.5,0,0,6.4,3.8,1.1,0,2.5,P. obliquiloculata,0.005
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.24,0,1.8,24.6,0.5,20.7,1.5,0,0,6.4,3.8,1.1,0,2.5,N. pachyderma,0.011000000000000001
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.26,0,2.3,33.9,0,27.2,1.9,0,0.5,1.3,0,0.9,0,1,G. siphonifera,0.015
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.26,0,2.3,33.9,0,27.2,1.9,0,0.5,1.3,0,0.9,0,1,G. bulloides,0.026000000000000002
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.26,0,2.3,33.9,0,27.2,1.9,0,0.5,1.3,0,0.9,0,1,G. cavernula,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.26,0,2.3,33.9,0,27.2,1.9,0,0.5,1.3,0,0.9,0,1,G. conglobatus,0.02
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.26,0,2.3,33.9,0,27.2,1.9,0,0.5,1.3,0,0.9,0,1,G. crassaformis,0.042
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.26,0,2.3,33.9,0,27.2,1.9,0,0.5,1.3,0,0.9,0,1,S. dehiscens,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.26,0,2.3,33.9,0,27.2,1.9,0,0.5,1.3,0,0.9,0,1,B. digitata,0.018000000000000002
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.26,0,2.3,33.9,0,27.2,1.9,0,0.5,1.3,0,0.9,0,1,N. dutertrei,0.11599999999999999
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.26,0,2.3,33.9,0,27.2,1.9,0,0.5,1.3,0,0.9,0,1,G. falconensis,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.26,0,2.3,33.9,0,27.2,1.9,0,0.5,1.3,0,0.9,0,1,G. glutinata,0.036000000000000004
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.26,0,2.3,33.9,0,27.2,1.9,0,0.5,1.3,0,0.9,0,1,G. hirsuta,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.26,0,2.3,33.9,0,27.2,1.9,0,0.5,1.3,0,0.9,0,1,T. humilis,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.26,0,2.3,33.9,0,27.2,1.9,0,0.5,1.3,0,0.9,0,1,G. inflata,0.023
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.26,0,2.3,33.9,0,27.2,1.9,0,0.5,1.3,0,0.9,0,1,G. cultrata,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.26,0,2.3,33.9,0,27.2,1.9,0,0.5,1.3,0,0.9,0,1,C. nitida,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.26,0,2.3,33.9,0,27.2,1.9,0,0.5,1.3,0,0.9,0,1,P. obliquiloculata,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.26,0,2.3,33.9,0,27.2,1.9,0,0.5,1.3,0,0.9,0,1,N. pachyderma,0.011000000000000001
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.28,0,2,35.5,0,26.6,1.5,0.2,0,2,0,1.4,0,0.8,G. siphonifera,0.018000000000000002
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.28,0,2,35.5,0,26.6,1.5,0.2,0,2,0,1.4,0,0.8,G. bulloides,0.045
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.28,0,2,35.5,0,26.6,1.5,0.2,0,2,0,1.4,0,0.8,G. cavernula,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.28,0,2,35.5,0,26.6,1.5,0.2,0,2,0,1.4,0,0.8,G. conglobatus,0.023
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.28,0,2,35.5,0,26.6,1.5,0.2,0,2,0,1.4,0,0.8,G. crassaformis,0.03
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.28,0,2,35.5,0,26.6,1.5,0.2,0,2,0,1.4,0,0.8,S. dehiscens,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.28,0,2,35.5,0,26.6,1.5,0.2,0,2,0,1.4,0,0.8,B. digitata,0.005
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.28,0,2,35.5,0,26.6,1.5,0.2,0,2,0,1.4,0,0.8,N. dutertrei,0.121
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.28,0,2,35.5,0,26.6,1.5,0.2,0,2,0,1.4,0,0.8,G. falconensis,0.005
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.28,0,2,35.5,0,26.6,1.5,0.2,0,2,0,1.4,0,0.8,G. glutinata,0.032
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.28,0,2,35.5,0,26.6,1.5,0.2,0,2,0,1.4,0,0.8,G. hirsuta,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.28,0,2,35.5,0,26.6,1.5,0.2,0,2,0,1.4,0,0.8,T. humilis,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.28,0,2,35.5,0,26.6,1.5,0.2,0,2,0,1.4,0,0.8,G. inflata,0.013999999999999999
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.28,0,2,35.5,0,26.6,1.5,0.2,0,2,0,1.4,0,0.8,G. cultrata,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.28,0,2,35.5,0,26.6,1.5,0.2,0,2,0,1.4,0,0.8,C. nitida,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.28,0,2,35.5,0,26.6,1.5,0.2,0,2,0,1.4,0,0.8,P. obliquiloculata,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.28,0,2,35.5,0,26.6,1.5,0.2,0,2,0,1.4,0,0.8,N. pachyderma,0.008
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.3,0,0.7,40.3,0,22.6,0.4,0.2,0,2.5,0,0.8,0,1.4,G. siphonifera,0.022000000000000002
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.3,0,0.7,40.3,0,22.6,0.4,0.2,0,2.5,0,0.8,0,1.4,G. bulloides,0.045
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.3,0,0.7,40.3,0,22.6,0.4,0.2,0,2.5,0,0.8,0,1.4,G. cavernula,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.3,0,0.7,40.3,0,22.6,0.4,0.2,0,2.5,0,0.8,0,1.4,G. conglobatus,0.011000000000000001
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.3,0,0.7,40.3,0,22.6,0.4,0.2,0,2.5,0,0.8,0,1.4,G. crassaformis,0.023
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.3,0,0.7,40.3,0,22.6,0.4,0.2,0,2.5,0,0.8,0,1.4,S. dehiscens,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.3,0,0.7,40.3,0,22.6,0.4,0.2,0,2.5,0,0.8,0,1.4,B. digitata,0.006999999999999999
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.3,0,0.7,40.3,0,22.6,0.4,0.2,0,2.5,0,0.8,0,1.4,N. dutertrei,0.109
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.3,0,0.7,40.3,0,22.6,0.4,0.2,0,2.5,0,0.8,0,1.4,G. falconensis,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.3,0,0.7,40.3,0,22.6,0.4,0.2,0,2.5,0,0.8,0,1.4,G. glutinata,0.057999999999999996
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.3,0,0.7,40.3,0,22.6,0.4,0.2,0,2.5,0,0.8,0,1.4,G. hirsuta,0.002
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.3,0,0.7,40.3,0,22.6,0.4,0.2,0,2.5,0,0.8,0,1.4,T. humilis,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.3,0,0.7,40.3,0,22.6,0.4,0.2,0,2.5,0,0.8,0,1.4,G. inflata,0.013000000000000001
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.3,0,0.7,40.3,0,22.6,0.4,0.2,0,2.5,0,0.8,0,1.4,G. cultrata,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.3,0,0.7,40.3,0,22.6,0.4,0.2,0,2.5,0,0.8,0,1.4,C. nitida,0.002
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.3,0,0.7,40.3,0,22.6,0.4,0.2,0,2.5,0,0.8,0,1.4,P. obliquiloculata,0
ANT-IV/1c,GIK16458-1,5.335,-22.0533,22/10/1985,-3518,0.3,0,0.7,40.3,0,22.6,0.4,0.2,0,2.5,0,0.8,0,1.4,N. pachyderma,0.013000000000000001
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.26,0,3.1,36.6,0.8,20,9.6,0,0.7,1.4,1.6,1.3,0,0.3,G. siphonifera,0.03
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.26,0,3.1,36.6,0.8,20,9.6,0,0.7,1.4,1.6,1.3,0,0.3,G. bulloides,0.039
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.26,0,3.1,36.6,0.8,20,9.6,0,0.7,1.4,1.6,1.3,0,0.3,G. cavernula,0
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.26,0,3.1,36.6,0.8,20,9.6,0,0.7,1.4,1.6,1.3,0,0.3,G. conglobatus,0.008
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.26,0,3.1,36.6,0.8,20,9.6,0,0.7,1.4,1.6,1.3,0,0.3,G. crassaformis,0.018000000000000002
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.26,0,3.1,36.6,0.8,20,9.6,0,0.7,1.4,1.6,1.3,0,0.3,S. dehiscens,0
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.26,0,3.1,36.6,0.8,20,9.6,0,0.7,1.4,1.6,1.3,0,0.3,B. digitata,0.001
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.26,0,3.1,36.6,0.8,20,9.6,0,0.7,1.4,1.6,1.3,0,0.3,N. dutertrei,0.037000000000000005
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.26,0,3.1,36.6,0.8,20,9.6,0,0.7,1.4,1.6,1.3,0,0.3,G. falconensis,0
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.26,0,3.1,36.6,0.8,20,9.6,0,0.7,1.4,1.6,1.3,0,0.3,G. glutinata,0.07400000000000001
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.26,0,3.1,36.6,0.8,20,9.6,0,0.7,1.4,1.6,1.3,0,0.3,G. hirsuta,0
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.26,0,3.1,36.6,0.8,20,9.6,0,0.7,1.4,1.6,1.3,0,0.3,T. humilis,0
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.26,0,3.1,36.6,0.8,20,9.6,0,0.7,1.4,1.6,1.3,0,0.3,G. inflata,0.003
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.26,0,3.1,36.6,0.8,20,9.6,0,0.7,1.4,1.6,1.3,0,0.3,G. cultrata,0.011000000000000001
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.26,0,3.1,36.6,0.8,20,9.6,0,0.7,1.4,1.6,1.3,0,0.3,C. nitida,0
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.26,0,3.1,36.6,0.8,20,9.6,0,0.7,1.4,1.6,1.3,0,0.3,P. obliquiloculata,0.013999999999999999
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.26,0,3.1,36.6,0.8,20,9.6,0,0.7,1.4,1.6,1.3,0,0.3,N. pachyderma,0.001
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.29,0,3.9,33.3,0.5,19.6,10.8,0.5,1.2,1.4,1.8,1.1,0,0.9,G. siphonifera,0.039
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.29,0,3.9,33.3,0.5,19.6,10.8,0.5,1.2,1.4,1.8,1.1,0,0.9,G. bulloides,0.040999999999999995
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.29,0,3.9,33.3,0.5,19.6,10.8,0.5,1.2,1.4,1.8,1.1,0,0.9,G. cavernula,0
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.29,0,3.9,33.3,0.5,19.6,10.8,0.5,1.2,1.4,1.8,1.1,0,0.9,G. conglobatus,0.02
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.29,0,3.9,33.3,0.5,19.6,10.8,0.5,1.2,1.4,1.8,1.1,0,0.9,G. crassaformis,0.009000000000000001
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.29,0,3.9,33.3,0.5,19.6,10.8,0.5,1.2,1.4,1.8,1.1,0,0.9,S. dehiscens,0
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.29,0,3.9,33.3,0.5,19.6,10.8,0.5,1.2,1.4,1.8,1.1,0,0.9,B. digitata,0.001
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.29,0,3.9,33.3,0.5,19.6,10.8,0.5,1.2,1.4,1.8,1.1,0,0.9,N. dutertrei,0.038
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.29,0,3.9,33.3,0.5,19.6,10.8,0.5,1.2,1.4,1.8,1.1,0,0.9,G. falconensis,0
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.29,0,3.9,33.3,0.5,19.6,10.8,0.5,1.2,1.4,1.8,1.1,0,0.9,G. glutinata,0.084
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.29,0,3.9,33.3,0.5,19.6,10.8,0.5,1.2,1.4,1.8,1.1,0,0.9,G. hirsuta,0
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.29,0,3.9,33.3,0.5,19.6,10.8,0.5,1.2,1.4,1.8,1.1,0,0.9,T. humilis,0
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.29,0,3.9,33.3,0.5,19.6,10.8,0.5,1.2,1.4,1.8,1.1,0,0.9,G. inflata,0.002
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.29,0,3.9,33.3,0.5,19.6,10.8,0.5,1.2,1.4,1.8,1.1,0,0.9,G. cultrata,0.01
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.29,0,3.9,33.3,0.5,19.6,10.8,0.5,1.2,1.4,1.8,1.1,0,0.9,C. nitida,0.002
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.29,0,3.9,33.3,0.5,19.6,10.8,0.5,1.2,1.4,1.8,1.1,0,0.9,P. obliquiloculata,0.009000000000000001
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.29,0,3.9,33.3,0.5,19.6,10.8,0.5,1.2,1.4,1.8,1.1,0,0.9,N. pachyderma,0
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.32,0,5.5,29.1,0,24.6,12.2,0.3,0.7,0.4,1.1,1.4,0,0,G. siphonifera,0.042
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.32,0,5.5,29.1,0,24.6,12.2,0.3,0.7,0.4,1.1,1.4,0,0,G. bulloides,0.042
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.32,0,5.5,29.1,0,24.6,12.2,0.3,0.7,0.4,1.1,1.4,0,0,G. cavernula,0
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.32,0,5.5,29.1,0,24.6,12.2,0.3,0.7,0.4,1.1,1.4,0,0,G. conglobatus,0.008
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.32,0,5.5,29.1,0,24.6,12.2,0.3,0.7,0.4,1.1,1.4,0,0,G. crassaformis,0.003
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.32,0,5.5,29.1,0,24.6,12.2,0.3,0.7,0.4,1.1,1.4,0,0,S. dehiscens,0.001
ANT-IV/1c,GIK16458-2,5.335,-22.055,22/10/1985,-3518,0.32,0,5.5,29.1,0,24.6,12.2,0.3,0.7,0.4,1.1,1.4,0,0,B. digitata,0.006999999999999999
