Event,Latitude,Longitude,Elevation,Depth,Species,Absolute Abundance
RC15-93,-46.1,-13.23,-2714,98,G. glutinata,13
RC15-93,-46.1,-13.23,-2714,98,T. iota,0
RC15-93,-46.1,-13.23,-2714,98,G. uvula,0
RC15-93,-46.1,-13.23,-2714,98,B. pumilio,0
RC15-93,-46.1,-13.23,-2714,98,H. pelagica,0
RC15-93,-46.1,-13.23,-2714,98,H. digitata,0
RC17-101,-12.38,61.617,-2665,99,O. universa,2
RC17-101,-12.38,61.617,-2665,99,G. conglobatus,11
RC17-101,-12.38,61.617,-2665,99,G. ruber ruber,0
RC17-101,-12.38,61.617,-2665,99,G. ruber albus,75
RC17-101,-12.38,61.617,-2665,99,G. tenellus,1
RC17-101,-12.38,61.617,-2665,99,T. sacculifer,47
RC17-101,-12.38,61.617,-2665,99,S. dehiscens,0
RC17-101,-12.38,61.617,-2665,99,G. adamsi,0
RC17-101,-12.38,61.617,-2665,99,G. aequilateralis,19
RC17-101,-12.38,61.617,-2665,99,G. calida,25
RC17-101,-12.38,61.617,-2665,99,G. bulloides,9
RC17-101,-12.38,61.617,-2665,99,G. falconensis,2
RC17-101,-12.38,61.617,-2665,99,G. digitata,5
RC17-101,-12.38,61.617,-2665,99,G. rubescens,5
RC17-101,-12.38,61.617,-2665,99,T. humilis,2
RC17-101,-12.38,61.617,-2665,99,T. quinqueloba,0
RC17-101,-12.38,61.617,-2665,99,N. pachyderma,4
RC17-101,-12.38,61.617,-2665,99,N. incompta,0
RC17-101,-12.38,61.617,-2665,99,N. dutertrei,17
RC17-101,-12.38,61.617,-2665,99,G. conglomerata,0
RC17-101,-12.38,61.617,-2665,99,G. hexagonus,8
RC17-101,-12.38,61.617,-2665,99,P. obliquiloculata,20
RC17-101,-12.38,61.617,-2665,99,G. inflata,0
RC17-101,-12.38,61.617,-2665,99,T. truncatulinoides,0
RC17-101,-12.38,61.617,-2665,99,G. crassaformis,0
RC17-101,-12.38,61.617,-2665,99,G. hirsuta,0
RC17-101,-12.38,61.617,-2665,99,G. scitula,5
RC17-101,-12.38,61.617,-2665,99,D. anfracta,0
RC17-101,-12.38,61.617,-2665,99,G. cultrata,6
RC17-101,-12.38,61.617,-2665,99,G. tumida,0
RC17-101,-12.38,61.617,-2665,99,C. nitida,0
RC17-101,-12.38,61.617,-2665,99,G. glutinata,54
RC17-101,-12.38,61.617,-2665,99,T. iota,0
RC17-101,-12.38,61.617,-2665,99,G. uvula,0
RC17-101,-12.38,61.617,-2665,99,B. pumilio,1
RC17-101,-12.38,61.617,-2665,99,H. pelagica,0
RC17-101,-12.38,61.617,-2665,99,H. digitata,0
RC17-102,-12.85,59.872,-3470,100,O. universa,6
RC17-102,-12.85,59.872,-3470,100,G. conglobatus,6
RC17-102,-12.85,59.872,-3470,100,G. ruber ruber,0
RC17-102,-12.85,59.872,-3470,100,G. ruber albus,92
RC17-102,-12.85,59.872,-3470,100,G. tenellus,2
RC17-102,-12.85,59.872,-3470,100,T. sacculifer,87
RC17-102,-12.85,59.872,-3470,100,S. dehiscens,0
RC17-102,-12.85,59.872,-3470,100,G. adamsi,0
RC17-102,-12.85,59.872,-3470,100,G. aequilateralis,14
RC17-102,-12.85,59.872,-3470,100,G. calida,17
RC17-102,-12.85,59.872,-3470,100,G. bulloides,10
RC17-102,-12.85,59.872,-3470,100,G. falconensis,1
RC17-102,-12.85,59.872,-3470,100,G. digitata,0
RC17-102,-12.85,59.872,-3470,100,G. rubescens,1
RC17-102,-12.85,59.872,-3470,100,T. humilis,0
RC17-102,-12.85,59.872,-3470,100,T. quinqueloba,0
RC17-102,-12.85,59.872,-3470,100,N. pachyderma,4
RC17-102,-12.85,59.872,-3470,100,N. incompta,1
RC17-102,-12.85,59.872,-3470,100,N. dutertrei,19
RC17-102,-12.85,59.872,-3470,100,G. conglomerata,5
RC17-102,-12.85,59.872,-3470,100,G. hexagonus,4
RC17-102,-12.85,59.872,-3470,100,P. obliquiloculata,21
RC17-102,-12.85,59.872,-3470,100,G. inflata,0
RC17-102,-12.85,59.872,-3470,100,T. truncatulinoides,1
RC17-102,-12.85,59.872,-3470,100,G. crassaformis,0
RC17-102,-12.85,59.872,-3470,100,G. hirsuta,0
RC17-102,-12.85,59.872,-3470,100,G. scitula,5
RC17-102,-12.85,59.872,-3470,100,D. anfracta,0
RC17-102,-12.85,59.872,-3470,100,G. cultrata,6
RC17-102,-12.85,59.872,-3470,100,G. tumida,1
RC17-102,-12.85,59.872,-3470,100,C. nitida,0
RC17-102,-12.85,59.872,-3470,100,G. glutinata,69
RC17-102,-12.85,59.872,-3470,100,T. iota,0
RC17-102,-12.85,59.872,-3470,100,G. uvula,0
RC17-102,-12.85,59.872,-3470,100,B. pumilio,0
RC17-102,-12.85,59.872,-3470,100,H. pelagica,0
RC17-102,-12.85,59.872,-3470,100,H. digitata,0
RC17-103,-13.61,59.638,-3912,101,O. universa,3
RC17-103,-13.61,59.638,-3912,101,G. conglobatus,8
RC17-103,-13.61,59.638,-3912,101,G. ruber ruber,0
RC17-103,-13.61,59.638,-3912,101,G. ruber albus,107
RC17-103,-13.61,59.638,-3912,101,G. tenellus,4
RC17-103,-13.61,59.638,-3912,101,T. sacculifer,42
RC17-103,-13.61,59.638,-3912,101,S. dehiscens,2
RC17-103,-13.61,59.638,-3912,101,G. adamsi,0
RC17-103,-13.61,59.638,-3912,101,G. aequilateralis,10
RC17-103,-13.61,59.638,-3912,101,G. calida,12
RC17-103,-13.61,59.638,-3912,101,G. bulloides,12
RC17-103,-13.61,59.638,-3912,101,G. falconensis,0
RC17-103,-13.61,59.638,-3912,101,G. digitata,4
RC17-103,-13.61,59.638,-3912,101,G. rubescens,0
RC17-103,-13.61,59.638,-3912,101,T. humilis,1
RC17-103,-13.61,59.638,-3912,101,T. quinqueloba,0
RC17-103,-13.61,59.638,-3912,101,N. pachyderma,6
RC17-103,-13.61,59.638,-3912,101,N. incompta,3
RC17-103,-13.61,59.638,-3912,101,N. dutertrei,14
RC17-103,-13.61,59.638,-3912,101,G. conglomerata,4
RC17-103,-13.61,59.638,-3912,101,G. hexagonus,6
RC17-103,-13.61,59.638,-3912,101,P. obliquiloculata,19
RC17-103,-13.61,59.638,-3912,101,G. inflata,0
RC17-103,-13.61,59.638,-3912,101,T. truncatulinoides,0
RC17-103,-13.61,59.638,-3912,101,G. crassaformis,0
RC17-103,-13.61,59.638,-3912,101,G. hirsuta,0
RC17-103,-13.61,59.638,-3912,101,G. scitula,2
RC17-103,-13.61,59.638,-3912,101,D. anfracta,0
RC17-103,-13.61,59.638,-3912,101,G. cultrata,9
RC17-103,-13.61,59.638,-3912,101,G. tumida,0
RC17-103,-13.61,59.638,-3912,101,C. nitida,0
RC17-103,-13.61,59.638,-3912,101,G. glutinata,63
RC17-103,-13.61,59.638,-3912,101,T. iota,0
RC17-103,-13.61,59.638,-3912,101,G. uvula,0
RC17-103,-13.61,59.638,-3912,101,B. pumilio,0
RC17-103,-13.61,59.638,-3912,101,H. pelagica,0
RC17-103,-13.61,59.638,-3912,101,H. digitata,0
RC17-104,-15.59,58.852,-3834,102,O. universa,3
RC17-104,-15.59,58.852,-3834,102,G. conglobatus,3
RC17-104,-15.59,58.852,-3834,102,G. ruber ruber,0
RC17-104,-15.59,58.852,-3834,102,G. ruber albus,103
RC17-104,-15.59,58.852,-3834,102,G. tenellus,3
RC17-104,-15.59,58.852,-3834,102,T. sacculifer,40
RC17-104,-15.59,58.852,-3834,102,S. dehiscens,0
RC17-104,-15.59,58.852,-3834,102,G. adamsi,0
RC17-104,-15.59,58.852,-3834,102,G. aequilateralis,14
RC17-104,-15.59,58.852,-3834,102,G. calida,20
RC17-104,-15.59,58.852,-3834,102,G. bulloides,13
RC17-104,-15.59,58.852,-3834,102,G. falconensis,4
RC17-104,-15.59,58.852,-3834,102,G. digitata,2
RC17-104,-15.59,58.852,-3834,102,G. rubescens,7
RC17-104,-15.59,58.852,-3834,102,T. humilis,0
RC17-104,-15.59,58.852,-3834,102,T. quinqueloba,0
RC17-104,-15.59,58.852,-3834,102,N. pachyderma,6
RC17-104,-15.59,58.852,-3834,102,N. incompta,0
RC17-104,-15.59,58.852,-3834,102,N. dutertrei,14
RC17-104,-15.59,58.852,-3834,102,G. conglomerata,1
RC17-104,-15.59,58.852,-3834,102,G. hexagonus,0
RC17-104,-15.59,58.852,-3834,102,P. obliquiloculata,13
RC17-104,-15.59,58.852,-3834,102,G. inflata,0
RC17-104,-15.59,58.852,-3834,102,T. truncatulinoides,0
RC17-104,-15.59,58.852,-3834,102,G. crassaformis,0
RC17-104,-15.59,58.852,-3834,102,G. hirsuta,0
RC17-104,-15.59,58.852,-3834,102,G. scitula,2
RC17-104,-15.59,58.852,-3834,102,D. anfracta,0
RC17-104,-15.59,58.852,-3834,102,G. cultrata,1
RC17-104,-15.59,58.852,-3834,102,G. tumida,0
RC17-104,-15.59,58.852,-3834,102,C. nitida,0
RC17-104,-15.59,58.852,-3834,102,G. glutinata,87
RC17-104,-15.59,58.852,-3834,102,T. iota,0
RC17-104,-15.59,58.852,-3834,102,G. uvula,0
RC17-104,-15.59,58.852,-3834,102,B. pumilio,0
RC17-104,-15.59,58.852,-3834,102,H. pelagica,0
RC17-104,-15.59,58.852,-3834,102,H. digitata,0
RC17-105,-16.23,58.633,-2500,103,O. universa,2
RC17-105,-16.23,58.633,-2500,103,G. conglobatus,16
RC17-105,-16.23,58.633,-2500,103,G. ruber ruber,0
RC17-105,-16.23,58.633,-2500,103,G. ruber albus,133
RC17-105,-16.23,58.633,-2500,103,G. tenellus,6
RC17-105,-16.23,58.633,-2500,103,T. sacculifer,52
RC17-105,-16.23,58.633,-2500,103,S. dehiscens,1
RC17-105,-16.23,58.633,-2500,103,G. adamsi,0
RC17-105,-16.23,58.633,-2500,103,G. aequilateralis,17
RC17-105,-16.23,58.633,-2500,103,G. calida,23
RC17-105,-16.23,58.633,-2500,103,G. bulloides,11
RC17-105,-16.23,58.633,-2500,103,G. falconensis,8
RC17-105,-16.23,58.633,-2500,103,G. digitata,0
RC17-105,-16.23,58.633,-2500,103,G. rubescens,7
RC17-105,-16.23,58.633,-2500,103,T. humilis,0
RC17-105,-16.23,58.633,-2500,103,T. quinqueloba,1
RC17-105,-16.23,58.633,-2500,103,N. pachyderma,5
RC17-105,-16.23,58.633,-2500,103,N. incompta,1
RC17-105,-16.23,58.633,-2500,103,N. dutertrei,17
RC17-105,-16.23,58.633,-2500,103,G. conglomerata,0
RC17-105,-16.23,58.633,-2500,103,G. hexagonus,2
RC17-105,-16.23,58.633,-2500,103,P. obliquiloculata,10
RC17-105,-16.23,58.633,-2500,103,G. inflata,0
RC17-105,-16.23,58.633,-2500,103,T. truncatulinoides,0
RC17-105,-16.23,58.633,-2500,103,G. crassaformis,0
RC17-105,-16.23,58.633,-2500,103,G. hirsuta,0
RC17-105,-16.23,58.633,-2500,103,G. scitula,3
RC17-105,-16.23,58.633,-2500,103,D. anfracta,0
RC17-105,-16.23,58.633,-2500,103,G. cultrata,3
RC17-105,-16.23,58.633,-2500,103,G. tumida,0
RC17-105,-16.23,58.633,-2500,103,C. nitida,0
RC17-105,-16.23,58.633,-2500,103,G. glutinata,56
RC17-105,-16.23,58.633,-2500,103,T. iota,0
RC17-105,-16.23,58.633,-2500,103,G. uvula,0
RC17-105,-16.23,58.633,-2500,103,B. pumilio,0
RC17-105,-16.23,58.633,-2500,103,H. pelagica,0
RC17-105,-16.23,58.633,-2500,103,H. digitata,0
RC17-110,-2.807,61.203,-4395,104,O. universa,0
RC17-110,-2.807,61.203,-4395,104,G. conglobatus,12
RC17-110,-2.807,61.203,-4395,104,G. ruber ruber,0
RC17-110,-2.807,61.203,-4395,104,G. ruber albus,76
RC17-110,-2.807,61.203,-4395,104,G. tenellus,0
RC17-110,-2.807,61.203,-4395,104,T. sacculifer,33
RC17-110,-2.807,61.203,-4395,104,S. dehiscens,0
RC17-110,-2.807,61.203,-4395,104,G. adamsi,0
RC17-110,-2.807,61.203,-4395,104,G. aequilateralis,13
RC17-110,-2.807,61.203,-4395,104,G. calida,6
RC17-110,-2.807,61.203,-4395,104,G. bulloides,5
RC17-110,-2.807,61.203,-4395,104,G. falconensis,0
RC17-110,-2.807,61.203,-4395,104,G. digitata,5
RC17-110,-2.807,61.203,-4395,104,G. rubescens,3
RC17-110,-2.807,61.203,-4395,104,T. humilis,0
RC17-110,-2.807,61.203,-4395,104,T. quinqueloba,0
RC17-110,-2.807,61.203,-4395,104,N. pachyderma,7
RC17-110,-2.807,61.203,-4395,104,N. incompta,8
RC17-110,-2.807,61.203,-4395,104,N. dutertrei,56
RC17-110,-2.807,61.203,-4395,104,G. conglomerata,2
RC17-110,-2.807,61.203,-4395,104,G. hexagonus,15
RC17-110,-2.807,61.203,-4395,104,P. obliquiloculata,15
RC17-110,-2.807,61.203,-4395,104,G. inflata,0
RC17-110,-2.807,61.203,-4395,104,T. truncatulinoides,4
RC17-110,-2.807,61.203,-4395,104,G. crassaformis,1
RC17-110,-2.807,61.203,-4395,104,G. hirsuta,0
RC17-110,-2.807,61.203,-4395,104,G. scitula,2
RC17-110,-2.807,61.203,-4395,104,D. anfracta,0
RC17-110,-2.807,61.203,-4395,104,G. cultrata,63
RC17-110,-2.807,61.203,-4395,104,G. tumida,6
RC17-110,-2.807,61.203,-4395,104,C. nitida,0
RC17-110,-2.807,61.203,-4395,104,G. glutinata,12
RC17-110,-2.807,61.203,-4395,104,T. iota,0
RC17-110,-2.807,61.203,-4395,104,G. uvula,0
RC17-110,-2.807,61.203,-4395,104,B. pumilio,0
RC17-110,-2.807,61.203,-4395,104,H. pelagica,0
RC17-110,-2.807,61.203,-4395,104,H. digitata,0
RC17-114,19.193,66.29,-2967,105,O. universa,2
RC17-114,19.193,66.29,-2967,105,G. conglobatus,5
RC17-114,19.193,66.29,-2967,105,G. ruber ruber,0
RC17-114,19.193,66.29,-2967,105,G. ruber albus,64
RC17-114,19.193,66.29,-2967,105,G. tenellus,0
RC17-114,19.193,66.29,-2967,105,T. sacculifer,49
RC17-114,19.193,66.29,-2967,105,S. dehiscens,0
RC17-114,19.193,66.29,-2967,105,G. adamsi,0
RC17-114,19.193,66.29,-2967,105,G. aequilateralis,10
RC17-114,19.193,66.29,-2967,105,G. calida,5
RC17-114,19.193,66.29,-2967,105,G. bulloides,11
RC17-114,19.193,66.29,-2967,105,G. falconensis,1
RC17-114,19.193,66.29,-2967,105,G. digitata,1
RC17-114,19.193,66.29,-2967,105,G. rubescens,0
RC17-114,19.193,66.29,-2967,105,T. humilis,0
RC17-114,19.193,66.29,-2967,105,T. quinqueloba,0
RC17-114,19.193,66.29,-2967,105,N. pachyderma,0
RC17-114,19.193,66.29,-2967,105,N. incompta,0
RC17-114,19.193,66.29,-2967,105,N. dutertrei,22
RC17-114,19.193,66.29,-2967,105,G. conglomerata,4
RC17-114,19.193,66.29,-2967,105,G. hexagonus,0
RC17-114,19.193,66.29,-2967,105,P. obliquiloculata,16
RC17-114,19.193,66.29,-2967,105,G. inflata,0
RC17-114,19.193,66.29,-2967,105,T. truncatulinoides,1
RC17-114,19.193,66.29,-2967,105,G. crassaformis,0
RC17-114,19.193,66.29,-2967,105,G. hirsuta,0
RC17-114,19.193,66.29,-2967,105,G. scitula,2
RC17-114,19.193,66.29,-2967,105,D. anfracta,0
RC17-114,19.193,66.29,-2967,105,G. cultrata,29
RC17-114,19.193,66.29,-2967,105,G. tumida,2
RC17-114,19.193,66.29,-2967,105,C. nitida,0
RC17-114,19.193,66.29,-2967,105,G. glutinata,85
RC17-114,19.193,66.29,-2967,105,T. iota,0
RC17-114,19.193,66.29,-2967,105,G. uvula,0
RC17-114,19.193,66.29,-2967,105,B. pumilio,0
RC17-114,19.193,66.29,-2967,105,H. pelagica,0
RC17-114,19.193,66.29,-2967,105,H. digitata,0
RC17-116,21.472,67.298,-2195,106,O. universa,4
RC17-116,21.472,67.298,-2195,106,G. conglobatus,1
RC17-116,21.472,67.298,-2195,106,G. ruber ruber,0
RC17-116,21.472,67.298,-2195,106,G. ruber albus,65
RC17-116,21.472,67.298,-2195,106,G. tenellus,10
RC17-116,21.472,67.298,-2195,106,T. sacculifer,7
RC17-116,21.472,67.298,-2195,106,S. dehiscens,0
RC17-116,21.472,67.298,-2195,106,G. adamsi,0
RC17-116,21.472,67.298,-2195,106,G. aequilateralis,2
RC17-116,21.472,67.298,-2195,106,G. calida,5
RC17-116,21.472,67.298,-2195,106,G. bulloides,40
RC17-116,21.472,67.298,-2195,106,G. falconensis,36
RC17-116,21.472,67.298,-2195,106,G. digitata,0
RC17-116,21.472,67.298,-2195,106,G. rubescens,6
RC17-116,21.472,67.298,-2195,106,T. humilis,0
RC17-116,21.472,67.298,-2195,106,T. quinqueloba,0
RC17-116,21.472,67.298,-2195,106,N. pachyderma,0
RC17-116,21.472,67.298,-2195,106,N. incompta,0
RC17-116,21.472,67.298,-2195,106,N. dutertrei,4
RC17-116,21.472,67.298,-2195,106,G. conglomerata,0
RC17-116,21.472,67.298,-2195,106,G. hexagonus,1
RC17-116,21.472,67.298,-2195,106,P. obliquiloculata,8
RC17-116,21.472,67.298,-2195,106,G. inflata,1
RC17-116,21.472,67.298,-2195,106,T. truncatulinoides,0
RC17-116,21.472,67.298,-2195,106,G. crassaformis,0
RC17-116,21.472,67.298,-2195,106,G. hirsuta,0
RC17-116,21.472,67.298,-2195,106,G. scitula,0
RC17-116,21.472,67.298,-2195,106,D. anfracta,0
RC17-116,21.472,67.298,-2195,106,G. cultrata,5
RC17-116,21.472,67.298,-2195,106,G. tumida,0
RC17-116,21.472,67.298,-2195,106,C. nitida,0
RC17-116,21.472,67.298,-2195,106,G. glutinata,107
RC17-116,21.472,67.298,-2195,106,T. iota,0
RC17-116,21.472,67.298,-2195,106,G. uvula,0
RC17-116,21.472,67.298,-2195,106,B. pumilio,0
RC17-116,21.472,67.298,-2195,106,H. pelagica,0
RC17-116,21.472,67.298,-2195,106,H. digitata,0
RC17-121,14.763,70.058,-3481,107,O. universa,0
RC17-121,14.763,70.058,-3481,107,G. conglobatus,2
RC17-121,14.763,70.058,-3481,107,G. ruber ruber,0
RC17-121,14.763,70.058,-3481,107,G. ruber albus,13
RC17-121,14.763,70.058,-3481,107,G. tenellus,1
RC17-121,14.763,70.058,-3481,107,T. sacculifer,14
RC17-121,14.763,70.058,-3481,107,S. dehiscens,2
RC17-121,14.763,70.058,-3481,107,G. adamsi,0
RC17-121,14.763,70.058,-3481,107,G. aequilateralis,4
RC17-121,14.763,70.058,-3481,107,G. calida,0
RC17-121,14.763,70.058,-3481,107,G. bulloides,5
RC17-121,14.763,70.058,-3481,107,G. falconensis,0
RC17-121,14.763,70.058,-3481,107,G. digitata,3
RC17-121,14.763,70.058,-3481,107,G. rubescens,3
RC17-121,14.763,70.058,-3481,107,T. humilis,0
RC17-121,14.763,70.058,-3481,107,T. quinqueloba,0
RC17-121,14.763,70.058,-3481,107,N. pachyderma,0
RC17-121,14.763,70.058,-3481,107,N. incompta,0
RC17-121,14.763,70.058,-3481,107,N. dutertrei,16
RC17-121,14.763,70.058,-3481,107,G. conglomerata,2
RC17-121,14.763,70.058,-3481,107,G. hexagonus,7
RC17-121,14.763,70.058,-3481,107,P. obliquiloculata,10
RC17-121,14.763,70.058,-3481,107,G. inflata,0
RC17-121,14.763,70.058,-3481,107,T. truncatulinoides,0
RC17-121,14.763,70.058,-3481,107,G. crassaformis,0
RC17-121,14.763,70.058,-3481,107,G. hirsuta,0
RC17-121,14.763,70.058,-3481,107,G. scitula,0
RC17-121,14.763,70.058,-3481,107,D. anfracta,0
RC17-121,14.763,70.058,-3481,107,G. cultrata,37
RC17-121,14.763,70.058,-3481,107,G. tumida,0
RC17-121,14.763,70.058,-3481,107,C. nitida,0
RC17-121,14.763,70.058,-3481,107,G. glutinata,4
RC17-121,14.763,70.058,-3481,107,T. iota,0
RC17-121,14.763,70.058,-3481,107,G. uvula,0
RC17-121,14.763,70.058,-3481,107,B. pumilio,0
RC17-121,14.763,70.058,-3481,107,H. pelagica,1
RC17-121,14.763,70.058,-3481,107,H. digitata,0
RC17-123,12.858,70.255,-3581,108,O. universa,0
RC17-123,12.858,70.255,-3581,108,G. conglobatus,1
RC17-123,12.858,70.255,-3581,108,G. ruber ruber,0
RC17-123,12.858,70.255,-3581,108,G. ruber albus,13
RC17-123,12.858,70.255,-3581,108,G. tenellus,0
RC17-123,12.858,70.255,-3581,108,T. sacculifer,18
RC17-123,12.858,70.255,-3581,108,S. dehiscens,1
RC17-123,12.858,70.255,-3581,108,G. adamsi,0
RC17-123,12.858,70.255,-3581,108,G. aequilateralis,13
RC17-123,12.858,70.255,-3581,108,G. calida,5
RC17-123,12.858,70.255,-3581,108,G. bulloides,10
RC17-123,12.858,70.255,-3581,108,G. falconensis,1
RC17-123,12.858,70.255,-3581,108,G. digitata,4
RC17-123,12.858,70.255,-3581,108,G. rubescens,5
RC17-123,12.858,70.255,-3581,108,T. humilis,0
RC17-123,12.858,70.255,-3581,108,T. quinqueloba,0
RC17-123,12.858,70.255,-3581,108,N. pachyderma,0
RC17-123,12.858,70.255,-3581,108,N. incompta,0
RC17-123,12.858,70.255,-3581,108,N. dutertrei,13
RC17-123,12.858,70.255,-3581,108,G. conglomerata,0
RC17-123,12.858,70.255,-3581,108,G. hexagonus,6
RC17-123,12.858,70.255,-3581,108,P. obliquiloculata,0
RC17-123,12.858,70.255,-3581,108,G. inflata,0
RC17-123,12.858,70.255,-3581,108,T. truncatulinoides,0
RC17-123,12.858,70.255,-3581,108,G. crassaformis,0
RC17-123,12.858,70.255,-3581,108,G. hirsuta,0
RC17-123,12.858,70.255,-3581,108,G. scitula,0
RC17-123,12.858,70.255,-3581,108,D. anfracta,0
RC17-123,12.858,70.255,-3581,108,G. cultrata,32
RC17-123,12.858,70.255,-3581,108,G. tumida,0
RC17-123,12.858,70.255,-3581,108,C. nitida,0
RC17-123,12.858,70.255,-3581,108,G. glutinata,0
RC17-123,12.858,70.255,-3581,108,T. iota,0
RC17-123,12.858,70.255,-3581,108,G. uvula,0
RC17-123,12.858,70.255,-3581,108,B. pumilio,0
RC17-123,12.858,70.255,-3581,108,H. pelagica,0
RC17-123,12.858,70.255,-3581,108,H. digitata,0
RC17-125,9.582,72.763,-1734,109,O. universa,6
RC17-125,9.582,72.763,-1734,109,G. conglobatus,5
RC17-125,9.582,72.763,-1734,109,G. ruber ruber,1
RC17-125,9.582,72.763,-1734,109,G. ruber albus,101
RC17-125,9.582,72.763,-1734,109,G. tenellus,29
RC17-125,9.582,72.763,-1734,109,T. sacculifer,32
RC17-125,9.582,72.763,-1734,109,S. dehiscens,0
RC17-125,9.582,72.763,-1734,109,G. adamsi,0
RC17-125,9.582,72.763,-1734,109,G. aequilateralis,19
RC17-125,9.582,72.763,-1734,109,G. calida,20
RC17-125,9.582,72.763,-1734,109,G. bulloides,26
RC17-125,9.582,72.763,-1734,109,G. falconensis,0
RC17-125,9.582,72.763,-1734,109,G. digitata,5
RC17-125,9.582,72.763,-1734,109,G. rubescens,6
RC17-125,9.582,72.763,-1734,109,T. humilis,0
RC17-125,9.582,72.763,-1734,109,T. quinqueloba,0
RC17-125,9.582,72.763,-1734,109,N. pachyderma,0
RC17-125,9.582,72.763,-1734,109,N. incompta,1
RC17-125,9.582,72.763,-1734,109,N. dutertrei,21
RC17-125,9.582,72.763,-1734,109,G. conglomerata,2
RC17-125,9.582,72.763,-1734,109,G. hexagonus,17
RC17-125,9.582,72.763,-1734,109,P. obliquiloculata,13
RC17-125,9.582,72.763,-1734,109,G. inflata,0
RC17-125,9.582,72.763,-1734,109,T. truncatulinoides,0
RC17-125,9.582,72.763,-1734,109,G. crassaformis,0
RC17-125,9.582,72.763,-1734,109,G. hirsuta,0
RC17-125,9.582,72.763,-1734,109,G. scitula,1
RC17-125,9.582,72.763,-1734,109,D. anfracta,0
RC17-125,9.582,72.763,-1734,109,G. cultrata,15
RC17-125,9.582,72.763,-1734,109,G. tumida,0
RC17-125,9.582,72.763,-1734,109,C. nitida,0
RC17-125,9.582,72.763,-1734,109,G. glutinata,56
RC17-125,9.582,72.763,-1734,109,T. iota,0
RC17-125,9.582,72.763,-1734,109,G. uvula,0
RC17-125,9.582,72.763,-1734,109,B. pumilio,0
RC17-125,9.582,72.763,-1734,109,H. pelagica,0
RC17-125,9.582,72.763,-1734,109,H. digitata,0
RC17-126,7.28,72.805,-1743,110,O. universa,1
RC17-126,7.28,72.805,-1743,110,G. conglobatus,0
RC17-126,7.28,72.805,-1743,110,G. ruber ruber,0
RC17-126,7.28,72.805,-1743,110,G. ruber albus,87
RC17-126,7.28,72.805,-1743,110,G. tenellus,10
RC17-126,7.28,72.805,-1743,110,T. sacculifer,24
RC17-126,7.28,72.805,-1743,110,S. dehiscens,3
RC17-126,7.28,72.805,-1743,110,G. adamsi,0
RC17-126,7.28,72.805,-1743,110,G. aequilateralis,12
RC17-126,7.28,72.805,-1743,110,G. calida,19
RC17-126,7.28,72.805,-1743,110,G. bulloides,43
RC17-126,7.28,72.805,-1743,110,G. falconensis,1
RC17-126,7.28,72.805,-1743,110,G. digitata,3
RC17-126,7.28,72.805,-1743,110,G. rubescens,13
RC17-126,7.28,72.805,-1743,110,T. humilis,0
RC17-126,7.28,72.805,-1743,110,T. quinqueloba,0
RC17-126,7.28,72.805,-1743,110,N. pachyderma,0
RC17-126,7.28,72.805,-1743,110,N. incompta,0
RC17-126,7.28,72.805,-1743,110,N. dutertrei,28
RC17-126,7.28,72.805,-1743,110,G. conglomerata,5
RC17-126,7.28,72.805,-1743,110,G. hexagonus,12
RC17-126,7.28,72.805,-1743,110,P. obliquiloculata,19
RC17-126,7.28,72.805,-1743,110,G. inflata,0
RC17-126,7.28,72.805,-1743,110,T. truncatulinoides,0
RC17-126,7.28,72.805,-1743,110,G. crassaformis,0
RC17-126,7.28,72.805,-1743,110,G. hirsuta,0
RC17-126,7.28,72.805,-1743,110,G. scitula,2
RC17-126,7.28,72.805,-1743,110,D. anfracta,0
RC17-126,7.28,72.805,-1743,110,G. cultrata,16
RC17-126,7.28,72.805,-1743,110,G. tumida,0
RC17-126,7.28,72.805,-1743,110,C. nitida,2
RC17-126,7.28,72.805,-1743,110,G. glutinata,78
RC17-126,7.28,72.805,-1743,110,T. iota,0
RC17-126,7.28,72.805,-1743,110,G. uvula,0
RC17-126,7.28,72.805,-1743,110,B. pumilio,0
RC17-126,7.28,72.805,-1743,110,H. pelagica,0
RC17-126,7.28,72.805,-1743,110,H. digitata,0
RC17-98,-13.22,65.617,-3409,111,O. universa,5
RC17-98,-13.22,65.617,-3409,111,G. conglobatus,7
RC17-98,-13.22,65.617,-3409,111,G. ruber ruber,
RC17-98,-13.22,65.617,-3409,111,G. ruber albus,
RC17-98,-13.22,65.617,-3409,111,G. tenellus,3
RC17-98,-13.22,65.617,-3409,111,T. sacculifer,22
RC17-98,-13.22,65.617,-3409,111,S. dehiscens,0
RC17-98,-13.22,65.617,-3409,111,G. adamsi,0
RC17-98,-13.22,65.617,-3409,111,G. aequilateralis,11
RC17-98,-13.22,65.617,-3409,111,G. calida,7
RC17-98,-13.22,65.617,-3409,111,G. bulloides,10
RC17-98,-13.22,65.617,-3409,111,G. falconensis,3
RC17-98,-13.22,65.617,-3409,111,G. digitata,0
RC17-98,-13.22,65.617,-3409,111,G. rubescens,7
RC17-98,-13.22,65.617,-3409,111,T. humilis,0
RC17-98,-13.22,65.617,-3409,111,T. quinqueloba,0
RC17-98,-13.22,65.617,-3409,111,N. pachyderma,1
RC17-98,-13.22,65.617,-3409,111,N. incompta,2
RC17-98,-13.22,65.617,-3409,111,N. dutertrei,29
